geo_id,mtfcc,row_hash
06006,G5210,5a41c0836db90390a7152c02ee39e6f3
06006,G5220,0fe0647331edaf2ecca11badffff0758
0600674,G4110,c800a9c363a48a217b75804bb27ad67c
06007,G5210,7d826accbe4a0ac501544c76ea4a9f44
06007,G5220,2765bf5bdded1d0ad6115b43082b9b32
06008,G5210,1128a4d8649c9d332d10ab966d299370
06008,G5220,1915c3cceb740ebe5a0d324ade4b3410
0600884,G4110,2a3e5f0f88da501b19b7cd0c3ad9248f
06009,G5210,3f3c2f60e73433a37f4e506a6c16babc
06009,G5220,999448b54b8ddbfeb1c9dfcd29ad9c0b
0600947,G4110,8e18c3c227eb51c8aa1be232f2307097
0601,G5200,6ddcf6c24b3b20bbdbed3af2b6df506e
06010,G5210,7bcd0a5223b8319e156fdcd2d3b166a8
06010,G5220,1cb34f197c509aeb81893c9959721085
06011,G5210,fa2b0e7b5fb0239be3529212f06fdb23
06011,G5220,172179a6d786c921651927a89f309cbc
06012,G5210,61005ff388aed000e9ed1c18db5a53d9
06012,G5220,8a412bf491ad67b4953b81e4e36359cd
06013,G5210,6f9d8fe96629d46677545d41b8370dc8
06013,G5220,b27be72c30fe557b9f6014c7c0dc26c8
0601331,G5420,798d812f3a2c3451c63bbe236e8577f5
0601332,G5420,cb9ed8aab12531646390e69b57b9aeff
0601339,G5420,4054ff683301d406a332e39538875c4b
06014,G5210,f5b95f22103395968e0586cb41363166
06014,G5220,dda67263907aec9c63ccdf391f463bb0
0601409,G5420,71ca679e7111936f624dd9f4346c560a
0601410,G5420,4b68584758d14308339431dcb6fcfce6
0601414,G5420,91ab050e0b3c679c3a0278ef22607075
0601415,G5420,2f17f1d4216d80b00cddeee387eca4d8
0601418,G5420,fa533112473d28b4dcce1eef861d3e5d
0601421,G5420,4e6ebd9e34403271641e80995e2c5c80
0601423,G5420,0f5c8bc7518136edca441a5020d6dad1
0601426,G5420,4b7da496b04999af9ce735ba9b19cb31
0601428,G5420,7a9ae45ca8e7b78b947f90a1a24e3ed2
0601442,G5420,0bd39789470aebecf8d84df2590d76b0
0601444,G4110,5fc2a269181ce3be162aea7393ccb714
06015,G5210,da253ad2122dc4b595e9ee308da773da
06015,G5220,1a1de4e8eb36c7fd7cde5a7d488f156d
0601514,G4110,5f57705a526c67eb58a68444fe314126
06016,G5210,64c1454d8999333b9af04730aa743d66
06016,G5220,c9ac3a67bb2a0cf9e6b851e7f2141f50
0601620,G5420,99d9573e14f0e50cef6cfbf8468a71e5
0601640,G4110,a8a7ec8d70aaacdfb8592a32e0b9a4cb
06017,G5210,6686f499b8e562ce09cda812fad8ae8e
06017,G5220,84a297309707ffe6444e3a875b468174
0601770,G5420,d061c7ef6e938fdb630d16d5af9708b0
06018,G5210,023c99f57d47dfe7eef71788d0e92654
06018,G5220,08ce981a9b078add0a1fa16da417689b
0601860,G5420,c800a9c363a48a217b75804bb27ad67c
06019,G5210,8516c4442b50b76b93cb31bfa39c2682
06019,G5220,c1dd5770ec112bf770bf52e55ad1a45c
0602,G5200,ab8c08483e7b4aa985bd5bd9bd6217f0
06020,G5210,cc5958d0a6e560c1adba7b602fa5bb8e
06020,G5220,6b0b2bfc61fef080175fe60160691bfe
0602000,G4110,c5e70624a56b5aafe39b9820995dbe0f
0602010,G5420,0cb46f6693cb4e7a36b98a980e06786d
0602042,G4110,e1a7ece9e87744e852edd0d1886ee28f
0602070,G5420,080c4562ed738104be5d0c6fd305203c
06021,G5210,96776fe60dec681e01522382adeeb8d1
06021,G5220,cfb1e2504235f00c7bb32dd9bd2eb769
0602112,G4110,682b2338abb0e049fba47f9323d362b9
06022,G5210,edeb57781a4e958447cd1715bc28bd23
06022,G5220,03e4e72a0425c0937c6ef2a32c876a75
0602252,G4110,1020a0ed996596bb54c12fe9761080ac
06023,G5210,3759bcd4208e53e49a65fad3b9da76ae
06023,G5220,a458154044f8357293d5b42d8cc2047c
0602364,G4110,9ebd10d6ddff38be93fdb05f1f3de0a6
06024,G5210,bf2344be1e3daf45743ed6a0b5223a2c
06024,G5220,aeb4996f3fed252a29f1418563f93d96
0602430,G5420,c4bb87784d0359d10932ae4b595b825f
0602450,G5420,e1bb02784f28525a53111f494b8f4ac4
0602462,G4110,0f6b243a33e21213739747a1dc250803
0602476,G4110,4d3cd8d6b68be91b72312f9eba1a6b67
06025,G5210,3b2a4114cb23ff7f7eee9d087c252de3
06025,G5220,db7074b326fcdf454c5d1859f3f6d742
0602571,G5420,55babde12a4964a5dc27974e981a9f58
06026,G5210,f9fbce4807f41037665f99435e8c6bc2
06026,G5220,80016197f89fd20f34507ca98ffd39c4
06027,G5210,5be853987bdef4e95da7410b755cb9fc
06027,G5220,2f0ada5a12bfb2d93dbe2ce9187caa71
0602730,G5420,de3d896d1bcefa1a2283ea84f34554c2
06028,G5210,b0a1543a3185cc4581193dc70d322776
06028,G5220,be324474775315f4a053e02febc2d7d3
0602850,G5420,5c9fb081a9c3dcc929fdcb07ebb17bfb
0602868,G4110,62a68179c4b4fdd145f9830727f0a7ec
0602896,G4110,52fe50c80bbd44e20a11546f102fefe8
06029,G5210,e59479d7f2415939261885c462b0781c
06029,G5220,ca0978f5f9c7cb509870df51592c169a
0602924,G4110,c31f30ecd0544404920c4abb496d20ba
0602970,G5420,27d51b55a9b88c4af2667ae3ec4907ef
0603,G5200,9b95834599e747f3cced2eadf1b41ae7
06030,G5210,9c7fe050b6a6ec41d03bb772a61a6df7
06030,G5220,f8605b5c43fbdd38c0011376af369d30
0603064,G4110,248b8d2106d4182417fe2a100da10a81
0603092,G4110,a73655daa816a32267a515283f280f3e
06031,G5210,0a5f02534862da666ce46fe0531e151b
06031,G5220,a0b7b97e506c782dc601b2165e2f8502
0603162,G4110,fa4f0c8b40fe901825698a3c89d19900
06032,G5210,a4ae76f653fc510dfe6ad9ac9b667bb6
06032,G5220,c61b818bbd13c7c6e69131711b5f8777
0603204,G4110,74708d4b1c2f56c3e6ae3b0a9f43022b
0603274,G4110,ec8524a86ab3908d2c076aa7da21721c
06033,G5210,4484d6a0ecf43a9a813bcffafd662ab6
06033,G5220,151ea5bfe6b77655ec22a4bf0c4cac98
0603300,G5420,28d41ff55eed60ca1ce2b70a6b96aef9
0603302,G4110,1a5169f313a1b92738519f66ed93d65b
0603386,G4110,8238b3dc0cda671610a592dd006f7aaa
06034,G5210,51d253e1b14614ba03bba0440ff3e1a4
06034,G5220,126c80588ccc746987714a8b6538525f
06035,G5210,799f101fd4d14eeba5bf571fcec77a03
06035,G5220,90e40de3c9840b5416634abece27dfc3
0603526,G4110,febfdbe36fb7159f16fcb1984180fd5e
06036,G5210,38c24f680fbd16ab66187c5c4d31eab1
06036,G5220,b9d7b5f39bf91973baec582922f390d6
0603600,G5420,94d2a5d09b854d962e61d78548e3e744
0603610,G5420,1f85ba596c9283dc5233508955da2048
0603666,G4110,970b8e0ff9607784a0bd9f91f4e22cbd
0603690,G5420,bc29b47db9e1a94d8b55b80d6a1f40fa
06037,G5210,79f3894e5db7893c580ebc7f885ff6ab
06037,G5220,f4071a6fb826ead43e6afe0d0b4b59fe
06038,G5210,8df148c836d1a5af9c4aab239eee1551
06038,G5220,4546b75f2d6357a5aafcff90e6cb4999
0603820,G4110,f3cee3da259a5a139652eee2b66102c4
0603840,G5420,95ff4f58cf399a7ac90f197ae578f1fb
06039,G5210,7afa67d3c2ed9760529c27127ffee889
06039,G5220,408aa3b149f58b206f0e94e932b5eabe
0604,G5200,a00b81e5b35fd4087c7b4539efb42fa2
06040,G5210,097604b493973f81128a1f57d5109eda
06040,G5220,784b8d815bab11f238999d3e17520e9c
0604020,G5420,5fa69e42b7d11583bcc71fd1cb0667ed
0604030,G4110,ae70e97bb691a0ebbc155ca543c0c275
06041,G5220,247c5462d7441b9aa0c2892ed5967f64
0604110,G5420,141423f9b2bc7e07eb9040073428a8fe
06042,G5220,9814fb3d284c3056ff207e486e5636fa
0604230,G5420,e4f5d3853770fb6d6924bd7b0ab3e8a9
0604290,G5420,2458097f91b817b6f46c0cff7aa203ca
06043,G5220,23e8439aedc686757729bb91cd1bd5fe
06044,G5220,5db69cbd28545301cff38c6603cf3c04
0604440,G5420,7a7615484d6da58bdb58a16cff1ea2e8
06045,G5220,aab3e1e3703e9afadc5a85f9bca963f8
06046,G5220,9d902d6db11803a78dfbfe0f196682bf
0604620,G5420,90cd2431cf14ae356592bbf88917ddf0
06047,G5220,49a6c29fd6297646d56a5b631ee4fc92
0604740,G5420,b85b7e42132dbb08ca504287f5315830
0604758,G4110,6cd77f43a2ca1de33a1fc8f7bbde7e56
06048,G5220,8cbd97ae4892ba8fa996f645ca0cb096
0604830,G5420,d97f4906eb99acd6cdec6350bc3ebf44
0604870,G4110,e1ecb25f7870eaa626b9665d684957b4
06049,G5220,c883298e632a5cea373e55c3cb3caa8e
0604950,G5420,1010c8cd2c5775f81449892fd2320dfc
0604982,G4110,c574213195a894d40196bd9f7cb317f2
0604996,G4110,25eb9e3f71c8659dbe71a5bbf2a9447f
0605,G5200,25f5eec9ce29fc09088f2a4fe4226297
06050,G5220,00d08a1956e1b276c517155c7f3e9d00
0605010,G5420,bced22ce5e4044c141576d40c035ecf2
0605040,G5420,c64c6b5dd200bfd754853e369f2adce6
06051,G5220,9df9e1911c8b4c0d8454d9f60e331596
0605108,G4110,60fe6eb05bed3f9147ea5e9c51e990e1
0605164,G4110,b7928b222d50958aed738e6f7cd8acc4
06052,G5220,80f3931c6d4ab2baa8b30838c353a232
0605240,G5420,531266e11c9cd2ea57208277467a84b0
0605290,G4110,5ce046150f6f0ee9a65bdbf59e3f8405
06053,G5220,81259a2a6d7864643a84fae0cfc5cfb8
06054,G5220,41c98dc3edf48eb80a1c65a24dbb9528
06055,G5220,4fa90e7aadc468b775b7b850ce1e9526
06056,G5220,0a6a4ec98a3e5ae6d27c6e9e7071c1f6
0605610,G5420,790939c37404482a4d9d36a34f5624a1
06057,G5220,e8baa700a6ca9c69ee2ea4267812cffa
0605700,G5420,0239f53fbc44a165f3b271443fb4d0d3
06058,G5220,3d3b5a97825d252c3c272579d6f9bf2f
0605880,G5420,d4a279cb8bbf048e10d8eb5e8ffbfa9f
06059,G5220,376f3cb979172cfe1cd6ad9041bff155
0606,G5200,be79c71e6f1f3abce892f6e1bb2042e4
06060,G5220,bc4817562439d331c37cbc8b5575f029
0606000,G4110,884db2b48ac2636586fee238782fad9f
06061,G5220,518bb814006f9f957cb1578b135e3fff
06062,G5220,623cfb0f66d3268badfe44670a2d99d9
06063,G5220,72a42970bae6cf6e2a6a06bfc6d84b2b
0606308,G4110,697ef2d5c4ce2b3119557ce1bcfe770d
06064,G5220,6cdefcb34e9e00da4c75ae072f525936
0606434,G4110,4c5fa3b7fb64f4d94291a9328cc57545
0606450,G5420,f8678430712e99a70877a3fc6fca3f90
06065,G5220,8fb1eb15e34614c090f0236423537303
0606560,G4110,8acb840a25784f8bfd855f9e13512933
0606580,G5420,d3bde848647048d245014c64e53f3f99
06066,G5220,e1bcc86e05319f7b90d12bc931133f19
06067,G5220,581c6a260d12dc0b9e0a934917712e2a
0606780,G5420,0d01f41bcf68a89b257906c0a4185564
0606798,G4110,2093380a29e509da4fc21899a5cb2822
06068,G5220,cf402b4f2fabc2bbdbe4607d2d83db01
0606870,G5420,c59781ff364047d8a53a4782c43ac508
06069,G5220,0279430872d8a2da0ea34791d4354f4f
0606900,G5420,3a3f96a4bd64c0ff25bbe6058042ecb8
0606990,G5420,e22093c2f77fcf9013e8029d5e503eca
0607,G5200,ac811b9f542a11abdb02f267abaab8b9
06070,G5220,66a36ac28c65150f14767010cb8dad5c
0607020,G5420,c5a83ef54a3c5e783881f10f4c22004f
06071,G5220,d17253fdf260f3ee9871730257dd2ed2
0607162,G4110,9bc000750e1adee2267c0a1e2a39c00f
06072,G5220,d51032efa21a53bf0d1bed23e2dd22e7
0607218,G4110,9f55e88a3cdc869442f55adc719d26e7
06073,G5220,47421cbf8fbf5b98085ba0327c48b0bc
06074,G5220,443d13128ff3a3c35cccf4faa19bb5a3
0607440,G5420,bb737eb54b64420e1e4d2d5a845aa94f
06075,G5220,e120d507c1af58de1375ac32ce952b4e
0607500,G5420,26cd5eb30672347f7edf844ec1307fc7
0607530,G5420,f807863bbc47953d00e5f715c79b3e05
0607560,G5420,38cfe71487b49202e478eeb7de0c84a4
06076,G5220,214c248892603219de65770281eaa55d
06077,G5220,87d74308400d4217cb2cc22cb424b520
06078,G5220,319f5d023724958a3f0b836e78e64f20
0607800,G5420,e99f73d75b98c35d4072f53fbf905997
06079,G5220,ec19a623fd81300d172aa322ef8bdc69
0607900,G5420,23b0163a4e0cd02c3446c3825cd58a8a
0607946,G4110,83c43cafd8d07e3b428098cb1e098836
0607970,G5420,e3e4c8df036c946c0fbe0ce26a6d75e8
0608,G5200,32ddffd8757f01318e55830c7f5ef408
06080,G5220,60f1a5c4bea20df98080a0d95c7bdf48
0608058,G4110,ae6eaf75b3d7c7b04aa3e5db951b46bf
0608100,G4110,5e241bb3e0d3efa8fb669b4fc0e1d604
0608130,G5420,57c7239fa5413781e49bc6b1e45077d4
0608142,G4110,dbd6d6aa1df70ddf429294b51a8abcc4
0608190,G5420,7685d37646b042956893afc021c5c65f
0608310,G4110,08d50cbfc1aa947040a66ebba83cb6f7
0608370,G5420,62e111fb29032d762156284f37d1c1f0
0608460,G5420,c0adfb48f0984f6559bdae6b7ca7a11f
0608758,G4110,7184f412500ad9bc8af468d9b008a9c9
0608760,G5420,9a0e3a591c352f8e06ce0bce22654bbd
0608786,G4110,ff8909ef33940ea429ac94766e64bca8
0608954,G4110,f679a554cfebed6d9a156e784856fe4d
0608970,G5420,6ee986a1d099f9a7a6f3da537ef8119f
0609,G5200,b5acee76427a7aec851d71b88c040065
0609030,G5420,ef2a0ece9118ed38168f2d250448e021
0609066,G4110,b90052bd0e475ece0d858ad43eb76e29
0609070,G5420,032f787c552d1c86c877608e325fba23
0609120,G5420,af907308e77012f1eafd60495f5caaa7
0609390,G5420,a2ba55501c07fad2f2538b1d7a23de86
0609570,G5420,b96b135f40a99677adb64217cfaa9816
0609598,G4110,285c9302b63e4c5b76305d39f436e1c4
0609620,G5420,b5518425016c5b58bbfd2b40eb52426b
0609640,G5420,93e81a9b6941763f37aaf423a06eacd7
0609665,G5420,fc960202c827e6dd8f9e184883b2d3f8
0609690,G5420,4ffddfbb2d3b9a6570d8a7471b687c50
0609710,G4110,334acc0318f685c95019d334db64ec98
0609780,G4110,bfafd26898d2debf83fae7ee55702b4f
0609850,G5420,2583a75a202b79d26c3dbf2846123761
0609864,G4110,e83573dcc28712ab54cdff44aa82b372
0609870,G5420,0397a4b61640e753c18fdfd6b972802d
0609878,G4110,52baf213873bbacab4d03b3a06706cf6
0609892,G4110,e0abe0e24cc15a581762f25e358ae1f0
0609940,G5420,4a72b925b1c1945eb1c391929d4e6436
0610,G5200,e7ed9db9699829f04ee785b66e803c2a
0610046,G4110,8639d2638da17839a2e5c263735ca738
0610050,G5420,0b0221ef0c9726a19259036ec9ed0861
0610260,G5420,15dde86a46dfc0d35cba8d52b5fabc31
0610345,G4110,d885f072065385ab1b2437d0aff31ba5
0610350,G5420,47be9d36f95e545085f89f0fe3d14cb7
0610620,G5420,405e5accce5efea7e35f22e7098ca48f
0610680,G5420,c0aefaee4f1d7fe6013adb9ffe2bdee7
0610770,G5420,0aa8ff0c34b83e3d88b0639d283ce5ec
0610928,G4110,8209b5433624ac277c7eb9565fca9951
0611,G5200,a196d0000ab3948e84aadd09611a4748
0611040,G4110,d6a379910e33a5dd38e7a236822b600f
0611040,G5420,75cf8dc81c56635905fbb45e78f143ed
0611100,G5420,cf9f90c4274ae45b10296bf7c6cee815
0611110,G5420,b965debb860a82c63aa7e2a586dbdeb7
0611194,G4110,0101afccdf72403901e17b35ea0e5ca9
0611250,G4110,e101b15774fbc3c1d9e46bbeab11f7eb
0611280,G5420,a4ee25755350f0a0bbfbd4e173e6e778
0611446,G4110,f8214170398ebe85201a9d0b058b771d
0611460,G5420,8389e5d557911874ebcd803704b09e1d
0611520,G5420,a3956c28dcd14884b0e9a724d52f9d1f
0611530,G4110,b3ea5e2542c01186049a80cfba51d7cc
0611730,G5420,859666022a15ba97cc46c3ff972bd940
0611870,G5420,c9ac7a2c8e988f45c6c6fb32d3f69b54
0612,G5200,f94c432ff805bcb6ca41b6329f42c8ef
0612048,G4110,e0ebb35cff48041f06b84de4e35825be
0612180,G5420,23f3a7ebfeee389bd0ea2da9661f9845
0612210,G5420,e119d1140e0cde3ba117a5177cbf32a6
0612330,G5420,ce587920c43d8bdb94c99f7637eb59a7
0612524,G4110,251580d5ec80c7e111b862519408ff60
0612552,G4110,5a94437fe5081ba9b9972277e87fda4b
0612630,G5420,383cc97ccba8695b5a6867e6361481d9
0612840,G5420,24f7678bdd7733a24aad9ad525c53f7d
0612930,G5420,eb352bb3e49332d2626d3521e0e11039
0613,G5200,e9ee6213b9386e598d9d4fb4a112266f
0613014,G4110,0b7daa039be214af769bddf283d010e3
0613210,G4110,87fed834e6727c8b7afe5d81fa58b443
0613214,G4110,067ff91b44a934ffa2571072d07b42a8
0613294,G4110,1f535cb98d7c7530e4d5773c6a76d371
0613360,G5420,a1701ec79605dee5f0cfe48e1a2565ed
0613392,G4110,c2c7566f361edeaaae66ee67ac3dd072
0613470,G5420,86a1e309b62d783a0e7251a3af4bb774
0613588,G4110,c83da7dd5d1c24a2db9c793b5c87357b
0613756,G4110,a8a633f1fd5d24122c54fe2ad1cc99d1
0613800,G5420,b681883f8bd5f1173252b255e8a1fe46
0613840,G5420,e1d171c8687561d6bd3f99ed0aadab4d
0613882,G4110,41b0548f2c25e9faabf316cb70a84713
0613890,G5420,4a6892bf577b16b578d1824c1c72b16f
0613920,G5420,52a646badca56dc5cc25be0833809af9
0613945,G4110,502c61e1cae802a409c7265712b9e286
0614,G5200,add79ba8e2752ff6daf10d06c6248240
0614070,G5420,ede62d2a23209d6c99f2c09655566925
0614190,G4110,a827471beab2cfb5304e8ecca9722404
0614218,G4110,9af95b829201dad6082378f39a0f1fca
0614250,G5420,0842bb382f4197252b6a9894ff944623
0614260,G4110,2dab990e415fb681a17ffbd78c148711
0614274,G4110,e3db2ea23bd1253aea3a5be1c308180d
0614400,G5420,97f709e97335a97d4252c6c7b3173648
0614498,G4110,4bc430a097cc1c07061661571801a3d2
0614550,G5420,bb15e3a29a6ad4d30576d60195aabadb
0614736,G4110,fa55d2d31e136eab9f23ddd5c41ea2a8
0614880,G5420,b2983ad77cca0039ee83d53b570ca99b
0614890,G4110,320306d4c863f8f607c8f5ea51e3ca90
0614946,G4110,177edb97337ce048a71f2d97dfd653ac
0614950,G5420,f21204bd9adb77c3fe2edbcf9f39ddb6
0614974,G4110,140e0fe08cb3144b6dc4ba8225086ca0
0615,G5200,b8f1145125e6099cb0553fe3779b96bc
0615044,G4110,bc9004cd6f9c087a7b074cf225c82697
0615150,G5420,60723a11184591a4f0882b8641f1b73b
0615180,G5420,087b85f6091ca38991d7e20c8dddd128
0615240,G5420,dd826f306314fdd94846896bac806ceb
0615270,G5420,61de952aa8c106a7c0c356be2fd2f9f7
0616,G5200,ec8fa090244065dfa25c8ede2e7185ae
0616000,G4110,82ca8040add8d677c8d65d00c9114d3a
0616224,G4110,a14478a13d1110dce1b6d390524cfb87
0616322,G4110,da23efca67f5cf57507ce136fc8323c3
0616323,G5420,e5ea6be5f66cc4d30a2b3f066e0bd18e
0616325,G5420,bc94f1c3f155767f2af48bc7f61756ca
0616350,G4110,195b4258c6f06d6f3e9e438b520f2f43
0616378,G4110,76042045259e144f99b192214e1a6601
0616462,G4110,30fbf07bbdee6b7385e660fb9ffa6f2b
0616532,G4110,ea783134b3adda933834129228e9234b
0616560,G4110,abf7ad232c3d386ab8cbc68c526f8a5d
0616740,G5420,65c9fc4eb8846be7cab76794c3b53aa3
0616742,G4110,84f62fcb75dd29b4a919d69d8d58c712
0616920,G5420,c12748142e833d753458e81992bd3553
0617,G5200,64005b3803e484042f5e6f492ac3130e
0617022,G4110,a6b339c271d3ef6395265738c8d95375
0617220,G5420,cdbace55930692df9140769cb421f509
0617430,G5420,4b69aad783debfbf7fe3afa664ec5bd2
0617498,G4110,3baf0ae4fb3650aeb188512002251fac
0617568,G4110,980f597ca89d18bc2f225f54786d06fa
0617610,G4110,1f05a12826e1a0ae4a9bb247e943ab4e
0617750,G4110,af8e823dddcbfba1caa03e9bc3c78a84
0617918,G4110,20ed686a3ef5eaee9d8898ed2bd84cb5
0617946,G4110,e2c0cbe1c3423e133e710ef8b2989d68
0617988,G4110,ddb8ddf995cac06ec9a4da7a188acdd5
0618,G5200,bd128ac0af19a46f8b96c6a46f25129e
0618100,G4110,0521e3f1e0d50bde84369a73002a06b7
0618210,G5420,777a030fb0a1ea44530e40acc707b8ed
0618390,G5420,b06f07753fd68cf7fc190ab12d9f6b86
0618394,G4110,ba1c9bad10065ce6ddd5f81b3cfdfd0d
0618506,G4110,07559e6b2a3b16fdd94ec86f80a2687f
0618688,G4110,862545e5d9b0d273660eb7c83803fdd7
0618990,G5420,1c4da11c19c588ca01b2e6fb0bbd64f6
0618996,G4110,e5299bdc9033e86c990dc72941f55204
0619,G5200,a6559a2da060e5c0bbf043baf574a660
0619192,G4110,a66715e73fce8f817e4707c99535b60f
0619260,G5420,8eba6f0a015cf3c767f563a417b8531e
0619318,G4110,cb159c832fde6896b1b2c630d43bc3ee
0619320,G5420,607cf17553291269fe5ace5b73bf7e86
0619402,G4110,aeb8f6248281ed3e6c489c58924f38db
0619490,G5420,296d949d889350d05692d68be0052cb5
0619584,G4110,c5a4fca266f4a391d6871f2cc51bbd5f
0619612,G4110,194e0af0325e0fbd6411c386e685ef3a
0619700,G5420,b990dd3d609ab05da88ccd8ced554e9a
0619766,G4110,11a6a50d2e65babce14be12abfdfcabe
0619950,G5420,caa8d99f2c7e4d817bf1d63bb4e67e02
0619990,G4110,dc6b8db744b26d0ba49e853b1d78ab2c
0620,G5200,fb48e461b3398ab701ab406d9801ec1a
0620018,G4110,fad00f3d5456b892221ceed2f872dcfe
0620070,G5420,40a6259318dfa47481b822fd0d79f332
0620130,G5420,446ef501e6f6b7ff2c2270cd09dbf1d4
0620220,G5420,74893a214a97bafaa2c72da1093a54e8
0620242,G4110,ef0923c52e9a1d23fbc731522f794592
0620370,G5420,27d466841358e544da53cd52da2ea8d3
0620640,G5420,64091f8891614f65dfe2e86c0435a7f9
0620670,G5420,872c2139c226a4c6927a19ce2491e703
0620956,G4110,d79ad9b2bb400eb7aff86f1cbd4c064f
0621,G5200,787d59ed03e7906b691d1247bc6bf277
0621000,G5420,0408b76cdade9c22145571c0335852cf
0621150,G5420,60661dbfd2ad63d7a94743b6447effb9
0621230,G4110,0f77ccd9b3882badcd24a05e59227277
0621690,G5420,acdbf1a8108a492f536d3fdb14accb5e
0621712,G4110,f5e646993fbf06ada03851a74abe4260
0621782,G4110,2d9c009e5e52ff4511206bd6781288de
0621796,G4110,5678c6a292c6661caa589f0529fc7c99
0621810,G5420,936642d35087e705d30a71ab90fe31c3
0621870,G5420,af9e5be02f56eaef62f2ce2e2432a1db
0622,G5200,c1c009330c3c19d3090414b154108fca
0622020,G4110,76500501d3e21a46f0d97867ce44ccfd
0622050,G5420,44dec7912769b14806c97e075a68ddc4
0622110,G5420,cf7d6a2889019e60573bcd9770e9f217
0622230,G4110,db03c37717e7fbf732d7ff8f48c602b6
0622230,G5420,ad2f766a01bfe899b9cd627bf63038d9
0622300,G4110,f282dff5873bebda4e260f1898cb67f1
0622410,G5420,36c12789c3944a556afd679a94a7a0c1
0622412,G4110,33ca16a7f4d7058d636d61583ab2cecc
0622440,G5420,42a33729fd7fedf504014073e0bc7f1a
0622500,G5420,2c2f0d85cbea7faf725ba25a0ac26de0
0622590,G5420,3d630645615002480d329ff201dca852
