full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Jonathan L. Jackson,-17001,trans-athletes,1,"Jackson supports transgender athletes competing according to their gender identity with no restrictions or requirements, per his documented position on iSideWith — matching stance 1 exactly.",https://www.isidewith.com/candidates/jonathan-jackson/policies,,,,
Jonathan L. Jackson,-17001,civil-rights,2,"Jackson supports DEI programs, affirmative action for federal contractors, mandatory racial sensitivity training, and opposes eliminating DEI from government and private sectors — aligning with stance 2 (strengthen civil rights enforcement and address systemic discrimination); his reparations position favors community investment rather than direct payments, stopping short of stance 1.",https://www.isidewith.com/candidates/jonathan-jackson/policies,https://en.wikipedia.org/wiki/Jonathan_Jackson_(Illinois_politician),,,
Jonathan L. Jackson,-17001,housing,2,"Jackson supports rent control, affordable housing incentives, increased homeless shelter funding, and restrictions on foreign real estate investment — matching stance 2 (use rent caps, require new developments to include affordable units, and publicly fund new housing).",https://www.isidewith.com/candidates/jonathan-jackson/policies,,,,
Jonathan L. Jackson,-17001,school-vouchers,1,Jackson explicitly opposes government voucher programs for private schools and favors improving public schools and increasing teacher wages instead — matching stance 1 (fully funding public schools and eliminating voucher programs that divert taxpayer money to private institutions).,https://www.isidewith.com/candidates/jonathan-jackson/policies,https://www.isidewith.com/candidates/jonathan-jackson/policies/education,,,
Jonathan L. Jackson,-17001,religious-freedom,2,"Jackson opposes allowing businesses to deny service based on religious beliefs, supports taxing religious institutions, and backs removing religious references from government property — consistent with stance 2 (protect religious freedom while ensuring it does not override anti-discrimination protections in employment and housing).",https://www.isidewith.com/candidates/jonathan-jackson/policies,,,,
Jonathan L. Jackson,-17001,redistricting,2,Jackson supports independent redistricting commissions to address gerrymandering — matching stance 2 (independent redistricting commissions with equal representation from both major parties).,https://www.isidewith.com/candidates/jonathan-jackson/policies,,,,
Jonathan L. Jackson,-17001,campaign-finance,2,Jackson supports campaign finance limits and opposes corporate donations while allowing union and nonprofit political spending — matching stance 2 (strictly limit corporate donations and dark money groups) rather than a full ban on private money.,https://www.isidewith.com/candidates/jonathan-jackson/policies,,,,
Jonathan L. Jackson,-17001,ukraine-support,2,Jackson's documented positions support U.S. and NATO military aid and funding to Ukraine and backing Ukraine's NATO membership — matching stance 2 (continue providing current levels of military and economic aid to help Ukraine defend itself).,https://www.isidewith.com/candidates/jonathan-jackson/policies,https://www.rollcall.com/members-of-congress/jonathan-jackson,,,
Jonathan L. Jackson,-17001,misinformation,4,"Jackson's documented position on iSideWith is that social media should not be regulated by government as private entities, reflecting opposition to government mandates on content moderation — matching stance 4 (protect free speech online and prevent government censorship).",https://www.isidewith.com/candidates/jonathan-jackson/policies,,,,
Jonathan L. Jackson,-17001,ai-regulation,4,"Jackson supports AI ethics regulation and political deepfake bans, and explicitly opposes autonomous AI authority in healthcare and AI use in criminal justice — consistent with stance 4 (require safety testing and ban high-risk AI uses in areas like hiring, healthcare, and policing).",https://www.isidewith.com/candidates/jonathan-jackson/policies,,,,
Jonathan L. Jackson,-17001,homelessness,2,"Jackson supports increasing funding for homeless shelters and services — matching stance 2 (decriminalizing public sleeping while investing in shelter capacity, outreach workers, and voluntary service connections).",https://www.isidewith.com/candidates/jonathan-jackson/policies,,,,
Jonathan L. Jackson,-17001,childcare,2,Jackson supports federally subsidized childcare for working families and universal pre-K programs — consistent with stance 2 (significantly expanding subsidies and provider grants to make childcare affordable for low- and middle-income families).,https://www.isidewith.com/candidates/jonathan-jackson/policies/domestic-policy,https://www.isidewith.com/candidates/jonathan-jackson/policies,,,
