race_candidate_id	politician_id	full_name	photo_source_url	source_url	notes
7b5c3317-695a-49c9-bfcc-321aeb9fd1b0		Phil Lyman	https://www.deseret.com/resizer/v2/MFNSMQWJAJHM5HBSFCXQLJ7ABU.JPG?auth=31d2be831aeaa57a32378478c836431452ae7dbb156778c762662477cc500385&focal=0%2C0&width=800&height=533	https://www.deseret.com/politics/2026/04/25/utah-republican-celeste-maloy-beats-phil-lyman-at-gop-convention-advances-to-primary/	Photo from Deseret News article of Lyman speaking at Utah Republican Party State Nominating Convention, April 25, 2026
9669b0fd-bf26-4e86-bc0c-0fa9bb17f0fa		Jonny Larsen	https://assets.civicengine.com/uploads/candidate/headshot/944815/jonny-larsen.jpg	https://www.ballotready.org/people/jonny-larsen	Headshot from CivicEngine/BallotReady candidate profile
702fa326-d41f-4b04-9fc9-c98218e0a933		Chris Stavros	https://www.saltlakecounty.gov/globalassets/1-site-files/assessor/contact/stavros-light-background.jpg	https://www.saltlakecounty.gov/assessor/chris-stavros/	Official Salt Lake County Assessor bio page
e91c8ad7-f66c-4403-9fa9-a1dbe69472e1		Joel Frost	https://www.excelappraise.com/wp-content/uploads/2020/04/JJF-Headshot-2-300x200.jpg	https://www.excelappraise.com/about/our-appraisal-experts/joel-frost/	Headshot from his appraisal business bio page
a674fd49-cf03-4cea-9488-64b6095426e8		Ali Cloward	https://static.wixstatic.com/media/d68441_92ba3ba8567d4e6fa308c950bb57cec8~mv2.jpg	https://www.slcountydems.com/2026candidates	From SL County Democrats 2026 candidates page
737a4e6e-b79e-4ab6-bfd1-668dae3dd066		Chris Harding	https://www.saltlakecounty.gov/globalassets/1-site-files/auditor/home/hardingheadshot.jpg	https://www.saltlakecounty.gov/auditor/chris-harding/	Official Salt Lake County Auditor bio page
ab50074f-f3a7-4a56-92c0-95b571f1f296		Lannie Chapman	https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/contact/clerk_lannie_flat.jpg	https://www.saltlakecounty.gov/clerk/lannie-chapman/	Official Salt Lake County Clerk bio page
069d12de-443d-4205-a2b2-84902e30d326		Kathleen Anderson	https://assets.civicengine.com/uploads/candidate/headshot/945228/945228.jpg	https://www.ballotready.org/people/kathleen-anderson	BallotReady/CivicEngine candidate headshot
5ae93a4f-b7e3-4071-bb63-74acb29484f7		Zach Robinson	https://images.squarespace-cdn.com/content/v1/695d332d66346e2158c4e206/ad587210-6660-4950-9c7d-cded0dcc3e2a/DSC_5363.jpg	https://www.zachforcouncil.com/about	Campaign website About page headshot
91f6b9a2-543c-40c6-8709-255d2252dc71		Luke Maynes	https://assets.civicengine.com/uploads/candidate/headshot/945240/945240.jpg	https://www.ballotready.org/people/luke-maynes	BallotReady/CivicEngine candidate headshot
1fe0eeed-567f-466b-945f-d1e49c30b36c		Mike Bird	https://assets.nationbuilder.com/mikebird/sites/2/meta_images/original/IMG_3732.png?1776974503	https://www.electmikebird.com/	Campaign website NationBuilder meta image
e048e211-5ccb-43f6-9f2b-2c4ca25fdddd		Chris Null	https://assets.civicengine.com/uploads/candidate/headshot/945242/945242.jpg	https://www.ballotready.org/people/chris-null	BallotReady/CivicEngine candidate headshot
470d8699-55f6-4698-a2a2-7f2d3afe06da		Sara Cimmers	https://static.wixstatic.com/media/d68441_063ad0dc0c7c41ab89389c8c8be870bb~mv2.jpg	https://www.slcountydems.com/2026candidates	From SL County Democrats 2026 candidates page
90d85026-ad89-42d1-b340-7236935f3681		Traci Crockett	https://traci4countycouncil.org/wp-content/uploads/2026/02/square-logo-traci-crockett-copy.jpg	https://traci4countycouncil.org/	Campaign website square image (labeled as logo but appears to be candidate photo)
7d4879a1-6601-4272-b2c2-2076fe25c406		Kent Davis		https://www.davis4da.com/	Campaign site found but only logos and stock photos found — no real headshot URL retrievable
a75e6c2b-439e-48af-a10a-bc0733276432		Shawn Robinson	https://images.squarespace-cdn.com/content/v1/695423939398937e48a2585a/53fddefd-fba1-4941-a1e5-ad4f5b82ebb3/A59A8631.png	https://www.shawnforda.com	Campaign website headshot from Squarespace CDN
a19f4f6c-84f4-4db2-8e50-3d4669fd5b02		Rashelle Hobbs	https://assets.civicengine.com/uploads/candidate/headshot/168004/168004.jpg	https://www.ballotready.org/people/rashelle-hobbs	BallotReady/CivicEngine candidate headshot
9cf13dc9-b95b-4a72-90a0-d09ab0580f54		Nicholas Roberts	https://rjdavx8ozyznxeyh.public.blob.vercel-storage.com/production/websites/uploaded-media/Upscale_to_4k_202604171451-lDSkoWKnf36qHkeMyk6LynSgDlrlR7.png	https://sheriffnickroberts.com/	Campaign website headshot from Vercel blob storage
64e5aee4-8ff5-4176-b73b-c9ee9ebe52e0		Rosie Rivera	https://assets.civicengine.com/uploads/candidate/headshot/168002/168002.jpg	https://www.ballotready.org/people/rosie-rivera	BallotReady/CivicEngine candidate headshot
446fffb6-89cf-494b-b188-dffed5607082		Shane Manwaring	https://assets.civicengine.com/uploads/candidate/headshot/945251/945251.jpg	https://www.ballotready.org/people/shane-manwaring	BallotReady/CivicEngine candidate headshot
356bc211-f212-4d6e-acc1-af5dd13d69b2		Bradley Park	https://assets.civicengine.com/uploads/candidate/headshot/817902/817902.jpg	https://www.ballotready.org/people/bradley-park	BallotReady/CivicEngine candidate headshot
37a60bc4-545b-43a9-93d0-27c130345f49		Kent Setterberg		https://setterberg4surveyor.com/	Campaign site found but only placeholder image on BallotReady; no direct headshot URL found
8c244f50-38e4-4b4e-8888-e03d4e3cfe4d		Jeff Gray	https://www.utahcounty.gov/imgs/electedOfficials/JeffGray.webp	https://www.utahcounty.gov/portfolio/jeffrey-s.-gray	Official Utah County Government elected officials page
d7241884-e3fa-430a-a6b7-ddaa1cdd7904		Gina Tanner	https://lyndismith1-elcsb.wpcomstaging.com/wp-content/uploads/2026/01/Professional-Photo.png	https://auditorgina.com/	Professional headshot from campaign website
7231ec6f-3a30-4e65-95b5-aeaeab3e8421		Travis Hoban	https://utelection.info/wp-content/uploads/2026/03/Travis-Hoban-981x1024.jpeg	https://utelection.info/utah-county-auditor-2026-gop-candidates/	Headshot from Utah Politics candidate profile article
cfd3a17e-123b-40b1-8fee-cbbb84962da1		Corey Astill	https://ucrp.org/wp-content/uploads/2026/04/cory_astill-clerk-2-240x300.png	https://ucrp.org/2026-convention-candidates/	Headshot from Utah County Republican Party convention candidates page
0c20f588-2ec2-489a-b390-7c4ea9e7fe2b		Brent Bowles	https://utelection.info/wp-content/uploads/2026/03/Brent-Bowles-1.png	https://utelection.info/utah-county-commission-seat-a-growth-governance-and-the-open-seat/	Headshot from Utah Politics candidate profile article
90dc3e7a-0693-4268-846d-b842701b1636		Jeanne Marie Bowen	https://assets.civicengine.com/uploads/candidate/headshot/172585/172585.jpg	https://www.ballotready.org/ut/utah-utah-county-commission-seat-c/jeanne-bowen	Headshot from BallotReady candidate profile (CivicEngine CDN)
71cae62a-0e09-4508-b232-e6d32f0f912b		Michelle Kaufusi	https://utelection.info/wp-content/uploads/2026/03/MIchelle-Kaufusi-1024x1024.jpg	https://utelection.info/utah-county-commission-seat-a-growth-governance-and-the-open-seat/	Headshot from Utah Politics candidate profile article
fa43557d-3a1b-409c-a821-faa130647264		Carolina Herrin	https://utelection.info/wp-content/uploads/2026/03/IMG_8940.jpeg1_-683x1024.jpg	https://utelection.info/utah-county-commission-seat-b-the-crowded-race-for-the-open-seat/	Headshot from Utah Politics candidate profile article
ea036f70-a09d-4a31-99bf-059c9ea5205a		David Spencer	https://images.squarespace-cdn.com/content/v1/682f9baccc120a5873caf752/7b2c8b32-46ea-462b-9655-9ab7ed534b68/IMG_4068.JPG	https://www.davidspencerforutah.com/	Main headshot from campaign website (Squarespace CDN)
9c5a214b-e161-4618-a974-9a4fcae84c04		Fred J. Allen	https://assets.civicengine.com/uploads/candidate/headshot/144204/144204.jpg	https://www.ballotready.org/people/fred-allen-ac85d1db-113d-46cc-aea8-ace01287e1ae	Headshot from BallotReady candidate profile (CivicEngine CDN)
faf59b9e-e05c-4eb4-9298-1bf5aa5ed942		Isaac Paxman	https://utelection.info/wp-content/uploads/2026/03/Issac-Paxman.jpg	https://utelection.info/utah-county-commission-seat-b-the-crowded-race-for-the-open-seat/	Headshot from Utah Politics candidate profile article
405fdb4a-ead7-4fa5-8f3f-f811c4d5c328		Mike Smith	https://www.utahcounty.gov/imgs/electedOfficials/MikeSmith.webp	https://www.utahcounty.gov/portfolio/mike-smith	Official Utah County Government elected officials page
d6c1f8ab-cb55-4dd9-b171-c68b181175a3		Lacey Peterson	https://static.wixstatic.com/media/d68441_8d86072585fb43879c3ac475353c5c59~mv2.jpeg	https://www.slcountydems.com/2026candidates	Headshot from Salt Lake County Democrats 2026 candidates page
3480628a-2afe-44ca-9aee-61fb136462fd		Terry Hutchinson	https://lh3.googleusercontent.com/sitesv/AA5AbUBwH0SczrIj6ZrHYtZDMZfrnxwqmF0acTz_czUbLIdNi0LVtvsqLEqolkPw1_Q_VdKrxfC3O-xRjIPjwGxZA1GbJ_1YEARoUI0twWL26zJ78caTA1olGgPGfYiyqBcNgTHr03-knrA1xZgAdRDZGSEuk8hAi1GBXWLwLkQ3m3YpjJWH5u_HKmUIm4XhB_jYGSIRPy0rMd_VzYxNAdQEtK_i7l62zJkrObIJ=w1280	https://www.hutchforschool.org/	Candidate photo from campaign website (Google Sites CDN)
7a209c5e-c684-474f-a99e-3fe9b8809368		Tracy Nuttall	https://ucrp.org/wp-content/uploads/2026/04/tracy-nuttall-usbe11-missing-240x300.png	https://ucrp.org/2026-convention-candidates/	Verified real headshot from UCRP convention candidates page (filename has 'missing' but image is a real photo)
5e1ed757-2114-4c68-81e4-653e0a067ed9		Courtnee Justice		https://ucrp.org/2026-convention-candidates/	UCRP page has a placeholder (party logo) rather than a real headshot; no real photo found after searching
8f354e6d-f363-411d-af4d-9f4e3b3fe1e0		Danielle Stratton		https://ballotpedia.org/Utah_State_Board_of_Education_election,_2026	No campaign website or photo found after searching
5e698558-1010-4a08-b8f4-1374727b43e3		Linda Hanks	https://ucrp.org/wp-content/uploads/2026/02/linda-hanks_usbe14-240x300.png	https://ucrp.org/2026-convention-candidates/	Headshot from Utah County Republican Party convention candidates page
1925e8a2-6094-45bd-a7d7-284e803022ab		Nichole Isom	https://ucrp.org/wp-content/uploads/2026/02/nichole_isom-usbe14-240x300.png	https://ucrp.org/2026-convention-candidates/	Headshot from Utah County Republican Party convention candidates page
78953ae3-b9ed-46ef-b406-2c73f27fb683		Will Pierce	https://ucrp.org/wp-content/uploads/2026/04/will_pierce-usbe14-2-1-240x300.png	https://ucrp.org/2026-convention-candidates/	Headshot from Utah County Republican Party convention candidates page
51f71fa8-91b7-41e7-8f74-2694df701bd9		J. Michael Clara		https://ballotpedia.org/Michael_Clara	No photo found; candidate also withdrew from race after winning GOP nomination
26c3146b-7e39-4494-ab7d-b2ec8ceda7ba		James Martin	https://static.wixstatic.com/media/d68441_4647a632169b4cbe8c263d8f2024b4e3~mv2.jpeg	https://www.slcountydems.com/2026candidates	Headshot from Salt Lake County Democrats 2026 candidates page
9abd5d79-5811-4b71-b9e5-9529990d3727		Araueni Olivares	https://votearaueni.com/assets/candidate-hero-ByvI0UMt.jpg	https://votearaueni.com/	Candidate hero/headshot photo from campaign website
9279426d-7726-4f26-8f1a-420071d401fc		Nicole McDermott	https://content.app-sources.com/s/304538211734986451/uploads/Images/NicoleforUSBE-58-6185324.jpg?format=webp	https://nicole4stateschoolboard.com/	Main candidate photo from campaign website
5c6a1d43-1043-41c2-b4e7-ab9299fc61b0		Trina Christensen	https://trina4utahschoolboard.com/wp-content/uploads/2026/01/54385304410_1ca1624153_o-scaled-e1769114030794-637x1024.jpg	https://trina4utahschoolboard.com/	Professional candidate photo from campaign website
fbd312e1-fd19-414c-bacd-b4e221e7eacf		Brooks Benson	https://brooksbenson4utah.com/images/brooks-outside.webp	https://brooksbenson4utah.com/	Confirmed headshot from campaign website. Man with beard wearing blazer, outdoors desert background.
f0305322-56c7-4f7c-a65f-e270dbdd13e3		MacKenzie Miller	https://static.wixstatic.com/media/d68441_3c89e108fb4a4022a7f38515d77fcb8c~mv2.jpg/v1/crop/x_0,y_110,w_606,h_446/fill/w_456,h_336,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Mackenzie%20Miller.jpg	https://www.slcountydems.com/2026candidates	Confirmed headshot from SLCo Dems candidate listing. Man with red beard in blazer.
6be6baa3-758e-480a-9c9b-a0deeaaff94b		Deidre Tyler		https://vote.utah.gov/2026-candidate-filings/	No campaign website or photo found. Candidate is confirmed filed per vote.utah.gov (S12-Deidre-Tyler.pdf) but has no discoverable online presence with a photo.
5826d198-5408-4893-84fb-2f793c2eadef		Evan Done	https://www.evandone.com/wp-content/uploads/2026/03/Evan-Done-outside-Capitol-768x512.png	https://www.evandone.com/	Confirmed headshot from campaign website. Man in suit and tie in front of Utah State Capitol.
c5e9a5bc-914a-47a7-88ea-9cd8433ca2b5		Ryan L. Mahoney		https://ryanmahoney4utah.godaddysites.com/	Campaign site exists (GoDaddy) but photo gallery uses placeholder GIFs with no direct image URLs. No accessible headshot found.
e059c6a4-c26f-4145-bd60-83474e09cd49		Silvia Catten	https://images.squarespace-cdn.com/content/v1/6967efee5c602757c54829c8/ab18a8e8-185e-4b44-afd7-051ea811fecc/Preferred_DSC_5699+Large.jpeg	https://www.silviacatten.com/meet-silvia	Confirmed professional headshot from campaign website. Woman in black blazer at the Utah State Capitol.
a94dc189-8c69-4747-bbc7-a17172e9e191		Taylor J. Paden	https://images.squarespace-cdn.com/content/v1/6963f876ff6ab07c41a599cf/e4c5e86d-b55d-4832-8748-3adbf56c46ad/EHM00092.png	https://www.padenforutah.com/	Confirmed portrait from campaign website. Young man in red sweater outdoors in park at golden hour.
b2c821dc-d587-4057-a091-45a2c3f46f4e		Tayler Khater	https://khaterforutah.com/wp-content/uploads/imgi_4_E2E9C3AA-AD1A-40B5-A34E-8F66B7EE8541_1_201_a_heic.jpeg	https://khaterforutah.com/	Headshot from campaign website About section.
53fffcc2-ef34-489a-93c3-03ee721a8f83		A. Dane Anderson	https://static.wixstatic.com/media/d68441_65d8838bba48442f8d781e1d8b7eea69~mv2.jpg/v1/crop/x_0,y_84,w_636,h_469/fill/w_456,h_336,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Dane%20Anderson.jpg	https://www.slcountydems.com/2026candidates	Confirmed headshot from SLCo Dems candidate listing. Man with glasses and beard in blue plaid shirt.
61d64fe3-0153-4d65-96dc-7577e75cb04f		Doug Fiefia	https://dougfiefia.com/wp-content/uploads/2026/05/Feifia-hero-s-e1779464496940.png	https://dougfiefia.com/	Confirmed professional headshot from campaign website. Man in blue suit with arms crossed, white background.
f68d56f9-d26d-4805-a860-2c483d676148		Shana Anderson	https://static.wixstatic.com/media/d68441_027e3fc5fe104d54841a09499e6c8b48~mv2.jpg/v1/crop/x_0,y_1424,w_4480,h_3301/fill/w_456,h_336,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Shana%20Anderson.jpg	https://www.slcountydems.com/2026candidates	Confirmed headshot from SLCo Dems candidate listing. Woman in teal blazer.
4820a0ca-1466-4557-bb1e-985191720e2d		Kandee Myers	https://kandee4utah.com/media-deriv/hero-kandee-myers__w2900.jpg	https://kandee4utah.com/	Confirmed campaign photo from website. Woman in blue suit with arms crossed, Salt Lake City skyline background with campaign name text overlay.
7bb08b5f-4ec6-4a5c-9553-75bd7918eb55		Kelly Smith	https://utahpolicy.com/wp-content/uploads/2026/01/Kelly-Smith.jpeg	https://utahpolicy.com/news-release/76288-educator-and-city-council-member-kelly-smith-enters-senate-district-21-race-pledging-steady-collaborative-leadership	Confirmed professional headshot from Utah Policy news release. Woman in burgundy blazer outdoors with trees in background.
3b72c539-686f-4cf0-82c4-98aaac54b883		Tucker Smith	https://content.campaignpartner.net/images/151360/OP6Fix.png	https://www.tuckersmithforutah.com/	Campaign header graphic from tuckersmithforutah.com. Shows Tucker Smith (man in denim shirt with arms crossed) with 'Tucker Smith For District 23 Utah State Senate' text overlay.
bd093c55-289a-4a0e-8631-1337bf4cf54a		Thaddeus A. Evans		https://vote.utah.gov/2026-candidate-filings/	No campaign website or photo found online. Confirmed filed candidate per vote.utah.gov (S9-Thaddeus-A-Evans.pdf) but no discoverable photo.
4b90eef2-ad7b-4cc6-8cd2-1186e9deb7d9		Aaron Wiley	https://wileyfor21.com/images/aaron-portrait.jpg	https://wileyfor21.com/	Photo found at campaign site wileyfor21.com. Valid JPEG 99.3KB confirmed.
e231df12-8b9f-4f98-bc84-212e74db3b50		Stephen Otterstrom	https://images.squarespace-cdn.com/content/v1/67f8710ddadbd702d4c038a2/0f05a88a-d80e-49a0-a351-6d1b7b6d4749/new_StephenOtterstromForSLC-01.png	https://www.stephenforslc.com/	Headshot PNG from Squarespace CDN on campaign site stephenforslc.com
bd8b8c0f-4853-4ac9-9471-4538c272c24e		Char Varga		https://vote.utah.gov/2026-candidate-filings/	No campaign website or photo found after extensive searching. Candidate has minimal web presence.
452ea428-0dd5-427b-a4f7-416ab106a8ce		Franklin D. Robinson		https://ballotpedia.org/Utah_House_of_Representatives_District_23	No campaign website or photo found. No social media presence identified.
89e1015d-6002-4f11-81db-e3c3511f04a1		Braeden J. Oswald	https://images.squarespace-cdn.com/content/v1/6982469093067148d8f4cf39/68c6fecc-809f-4492-ae85-1c1103cbbf19/Face+shot.jpeg	https://votebraedenoswald.com/	Face shot JPEG from Squarespace CDN on campaign site votebraedenoswald.com
f8929347-77e4-4a10-9122-17142e9a6125		Richard T. Nowak		https://ballotpedia.org/Richard_Nowak	No campaign website or photo found. Ran in 2024 general election against Angela Romero.
18ca3190-0464-4360-a6aa-f7e3a359ad34		Michael E. Finch	https://images.squarespace-cdn.com/content/v1/69e7fb4f4d24c943955fb0d6/167aebdb-9b1d-476e-85fe-6e006a1f5320/Michal+Finch+Photo+March+26.jpg	https://www.votefinch.com/	Headshot JPEG from Squarespace CDN on campaign site votefinch.com
0760d0c9-7285-4d7a-b90d-285f7c0a3072		Liz Oates	https://images.squarespace-cdn.com/content/v1/694196c91aca6f331ba334e9/46196b7b-e71b-4ab5-8f43-4f51c81c6d41/FB_IMG_1765248401846.jpg	https://www.lizforutah.com/	Portrait photo JPEG from Squarespace CDN on campaign site lizforutah.com. Additional photos also available on the page.
e3602573-13e7-4784-97a5-cff91c753a23		Anita Dalrymple		https://vote.utah.gov/2026-candidate-filings/	No campaign website or photo found after extensive searching.
a9bb73f4-8301-4c42-bcf3-9458818fab11		Alexis Wheeler		https://utahnewsdispatch.com/2026/04/25/utah-republican-party-delegates-support-challengers-congressional-incumbents/	No campaign website or photo found. Won 63.4% of delegate vote at Republican convention.
896afe2b-76f9-4ba5-ae01-09f32f4299c4		Sara Snow		https://vote.utah.gov/2026-candidate-filings/	No campaign website or photo found after extensive searching.
2be58b99-08fa-42c2-83d2-92bce655a66e		Sheldon Birch		https://vote.utah.gov/2026-candidate-filings/	No campaign website or photo found. Qualified via signature gathering for House District 29 primary.
5de6ac6d-f33e-4411-91cc-71d5332360ff		Dave Parke	https://images.squarespace-cdn.com/content/v1/65b0b365fb3bc365f8013494/87aa1bfd-4d62-4ca4-9b52-c7fc8a7e4249/DSC09732.jpg	https://www.electdaveparke.com/meet-dave	Professional headshot JPEG from Squarespace CDN on campaign site electdaveparke.com, Meet Dave page.
f5badd77-e0f7-42e5-a958-2014f4164198		Melody Jones		https://vote.utah.gov/2026-candidate-filings/	No campaign website or photo found after extensive searching.
da6cdca6-6e9c-4463-8feb-81c9fb399b74		Aileen Hampton		https://vote.utah.gov/2026-candidate-filings/	No campaign website or photo found after extensive searching.
52ade144-743f-4028-8188-269e1b8b64ad		Anna Reeves		https://ballotpedia.org/Utah_House_of_Representatives_District_33	No campaign website or photo found after extensive searching.
9681015b-41ae-4b68-84c3-2083cc743a53		Erin Jemison	https://images.squarespace-cdn.com/content/v1/695c3d10f2c8db17ba083367/84d4c273-184e-4436-9b1b-c8ded3c61566/DSC_8463.jpg	https://www.erinforutah.com/	Professional headshot JPEG from Squarespace CDN on campaign site erinforutah.com
e6cc6b4f-5ab3-492a-9134-c725da17b389		Julie Jackson	https://static.wixstatic.com/media/d68441_4b9029b1909f403db05c111da99cdde4~mv2.jpeg	https://www.slcountydems.com/2026candidates	Photo JPEG from WixStatic CDN via SLCo Dems 2026 candidates page. Valid 5.1MB JPEG confirmed.
f76e14f3-8b30-4453-8c7e-3a146e0757eb		Monique I. Ketcham	https://monique4office.com/headshot.jpg	https://monique4office.com/	Headshot JPEG directly hosted on campaign site monique4office.com. Valid JPEG confirmed (78.7KB, taken on Samsung Galaxy S23+).
83beff03-c136-4f46-8c8d-61bf025c78f9		Casey Saxton		https://vote.utah.gov/wp-content/uploads/2026/01/H37-Casey-Saxton.pdf	No campaign website or accessible photo found. Currently serves as District Director for Rep. Burgess Owens.
8d492373-1c47-40c7-9651-0206923cb5b4		Chris McConnehey	https://images.squarespace-cdn.com/content/v1/699b2487b3cc31721c5a8b8b/76ec04b2-6269-4bcd-90d3-99803ea36f96/20260203+1857-6.jpg	https://www.wjchris.com/	Campaign homepage hero photo from wjchris.com
68e01dc4-043c-44e6-8ffe-9b2261f835f0		Gloria Vindas		https://gloria4utah.com/	No direct headshot found; campaign site has event photos but no individual portrait URL accessible
5142884c-5a2a-43da-821d-4fe143745bc5		Drew Howells		https://drewforutah.com/	Campaign site exists but was not accessible; no photo URL found
61f98477-9519-4b4a-b8a2-62b6f73cfa4c		Wendy Davis	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Wendy_DavisUT.jpg	https://ballotpedia.org/Wendy_Davis_(Utah)	Ballotpedia candidate photo; also confirmed headshot at campaign site squarespace URL
d27b145c-0f4e-4506-9e20-4850343f927a		Darren Croft	https://darrencroft.org/wp-content/uploads/2026/03/DarrenCroftCampaignPhoto-980x1024.jpg	https://darrencroft.org/	Campaign site photo from darrencroft.org
8676692c-51f5-4c71-b93a-a84826442f4b		Eryn A. Russo		https://ballotpedia.org/Eryn_Russo	No headshot found on Ballotpedia or via web search; no campaign website identified
b6772f39-3b40-4e9c-81d3-039d52e7f640		Iva Williams	https://images.squarespace-cdn.com/content/v1/69e905d7f5d5007088a914a0/2aea3eb7-7ce3-46da-9d4b-dfbfc87ba51c/F08A1672.jpg	https://www.electivawilliams.com/	Headshot from electivawilliams.com campaign site
bdece594-2c53-4bd8-b118-97057f63e21f		Ofa Matagi	https://static.wixstatic.com/media/d68441_90061399cf324eb7b5688e936b27e3b9~mv2.jpeg	https://www.slcountydems.com/2026candidates	Photo from Salt Lake County Democrats 2026 candidates page
7e29e520-4f8c-413b-8a64-73e80b79d96d		Jess Birtcher	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/jessbirtcher.jpg	https://ballotpedia.org/Utah_House_of_Representatives_District_44	Ballotpedia candidate photo
6e9c0c3d-ad96-456b-bbcc-383d297d283f		Scott Stephenson	https://content.app-sources.com/s/026203384806141351/uploads/Images/ScottEdits-11_websize-5257021.jpg	https://scottstephenson4utah.com/	Campaign site photo from scottstephenson4utah.com
5e2c4b89-c963-4966-8100-e3e1d4c1d8fb		Rod Moser	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/IMG-9815_20260512_161059_28494.jpeg	https://ballotpedia.org/Rod_Moser	Ballotpedia candidate photo
a01db485-2a32-4afc-91e9-547204266005		Braxten Rutherford	https://static.wixstatic.com/media/d68441_0a28f66a339f478d9f5bc1ad17969232~mv2.jpg	https://www.slcountydems.com/2026candidates	Photo from Salt Lake County Democrats 2026 candidates page (Braxton Rutherford_JPG.jpg)
30254340-2ce4-46c3-b954-0d6cbf58dd97		Benyde Walker	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Benyde_Walker_20260319_103528.jpg	https://ballotpedia.org/Benyde_Walker	Ballotpedia candidate photo
d1cdecce-9aa3-46f0-9224-581382a9de52		Jake Hunsaker	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jake_Hunsaker.jpg	https://ballotpedia.org/Jake_Hunsaker	Ballotpedia candidate photo
b3d39815-ef74-4d3a-b4ae-0d903764573b		Nik Anderson	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Nik_Anderson_20260306_051913.png	https://ballotpedia.org/Utah_House_of_Representatives_District_48	Ballotpedia candidate photo
