state,cd,geo_id,election_date,election_name,existing_race_id,candidate_pid,is_incumbent,anomaly,rc_id,full_name,first_name,last_name,photo_url,candidate_status,last_verified_at,source,external_id,created_at,updated_at,occupational_designation,website_url
ME,2,2302,2026-06-09,2026 Maine State Primary,0c0cd66e-e967-42c7-9ee7-e88346c743fb,,false,,bbc70a70-61d1-4bda-967e-3f2a71c899a9,Paul LePage,Paul,LePage,,filed,,https://www.maine.gov/sos/elections-voting/upcoming-elections,,2026-05-20T18:08:12.109Z,2026-05-20T18:08:12.109Z,,
ME,2,2302,2026-06-09,2026 Maine State Primary,0c0cd66e-e967-42c7-9ee7-e88346c743fb,,false,,88922238-814f-41b4-9bcf-3848dcf18f4d,Paige Loud,Paige,Loud,,filed,,https://www.maine.gov/sos/elections-voting/upcoming-elections,,2026-05-20T18:08:12.109Z,2026-05-20T18:08:12.109Z,,
ME,2,2302,2026-06-09,2026 Maine State Primary,0c0cd66e-e967-42c7-9ee7-e88346c743fb,,false,,f4b0d1e4-82c1-4763-a0a9-ebcabbbd044e,Matt Dunlap,Matt,Dunlap,,filed,,https://www.maine.gov/sos/elections-voting/upcoming-elections,,2026-05-20T18:08:12.109Z,2026-05-20T18:08:12.109Z,,
ME,2,2302,2026-06-09,2026 Maine State Primary,0c0cd66e-e967-42c7-9ee7-e88346c743fb,,false,,a2869a63-71cc-4cb2-8350-0553fca69209,Jordan Wood,Jordan,Wood,,filed,,https://www.maine.gov/sos/elections-voting/upcoming-elections,,2026-05-20T18:08:12.109Z,2026-05-20T18:08:12.109Z,,
ME,2,2302,2026-11-03,2026 Maine General Election,aa63d55d-80b8-42b9-9aa5-0713387f65fb,ce9f08b9-fb8b-4ba2-8b2e-99e1ec14617d,false,,c58647c9-1ac0-43a4-9682-c0c7198631b9,Paul LePage,Paul,LePage,,filed,,https://www.maine.gov/sos/elections-voting/upcoming-elections,,2026-06-13T20:49:11.332Z,2026-06-13T20:49:11.332Z,,
MD,1,2401,2026-11-03,2026 Maryland General Election,cb9a70c8-626b-43ed-9267-9531d2403535,,,,,,,,,,,,,,,,
MD,2,2402,2026-11-03,2026 Maryland General Election,01c39962-63fe-4f5d-ac56-a546e09374a6,,,,,,,,,,,,,,,,
MD,3,2403,2026-11-03,2026 Maryland General Election,34ae857f-a68e-40c6-a1bd-1bc9266dce5b,,,,,,,,,,,,,,,,
MD,4,2404,2026-11-03,2026 Maryland General Election,1df5607b-36f4-45f6-a94f-adabba5811da,,,,,,,,,,,,,,,,
MD,5,2405,2026-11-03,2026 Maryland General Election,b927bbd3-be7b-4ca1-a5f0-0fcd743a9997,,,,,,,,,,,,,,,,
MD,6,2406,2026-11-03,2026 Maryland General Election,d5d7f27a-e421-46d8-af73-da225ea625a0,,,,,,,,,,,,,,,,
MD,7,2407,2026-11-03,2026 Maryland General Election,a6b83f0d-bc99-4f29-9d39-a87025d55a01,,,,,,,,,,,,,,,,
MD,8,2408,2026-11-03,2026 Maryland General Election,52874d42-9b2b-47c9-a87b-c11801627eb2,,,,,,,,,,,,,,,,
MA,1,2501,2026-11-03,2026 Massachusetts General Election,3bfd0d89-cbb0-4bd4-952b-798214c29f84,,,,,,,,,,,,,,,,
MA,2,2502,2026-11-03,2026 Massachusetts General Election,e871b833-3601-48a6-8c1c-b3f9f2b5d5ca,,,,,,,,,,,,,,,,
MA,3,2503,2026-11-03,2026 Massachusetts General Election,f883b821-4648-4b97-85ee-167fc2542fa5,,,,,,,,,,,,,,,,
MA,4,2504,2026-11-03,2026 Massachusetts General Election,421a301b-eebb-4749-bd65-c3b5a056d687,,,,,,,,,,,,,,,,
MA,5,2505,2026-11-03,2026 Massachusetts General Election,df10ccfe-8841-41b5-a0de-f5ce182c7b21,7bf73fb2-1b31-412e-913d-835bfd3e326d,true,,bd9e6556-aee6-4f04-bc3f-3c09b7ef1348,Katherine Clark,Katherine,Clark,,active,,ballotpedia,,2026-05-17T07:57:09.022Z,2026-05-17T07:57:09.022Z,,
MA,6,2506,2026-11-03,2026 Massachusetts General Election,4a97bcde-4c8b-46b7-816e-9778b8ed17b5,,,,,,,,,,,,,,,,
MA,7,2507,2026-11-03,2026 Massachusetts General Election,cc751102-b794-4484-88a3-37ca5c515307,c61baf45-dc2a-4d78-b4b7-21b1e9d79464,true,,8adc0da6-e224-4673-a922-6fb92aea0ab3,Ayanna Pressley,Ayanna,Pressley,,active,,ballotpedia,,2026-05-17T07:57:09.022Z,2026-05-17T07:57:09.022Z,,
MA,8,2508,2026-11-03,2026 Massachusetts General Election,e466ea3a-3b67-4fe5-8db4-688825793214,,,,,,,,,,,,,,,,
MA,9,2509,2026-11-03,2026 Massachusetts General Election,e9b035af-0037-45f5-95bf-6d4940b014b7,,,,,,,,,,,,,,,,
NV,1,3201,2026-11-03,NV 2026 Statewide General,a5295941-38b1-4c7f-8edf-39097ad3fb0a,785ab5f3-7756-4210-9f4b-bcbb09147241,false,,d29bb7a7-0d34-4d10-a0ef-b6c350c61b0c,Carrie Buck,Carrie,Buck,,active,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Nevada,,2026-06-30T01:13:38.304Z,2026-06-30T01:13:38.304Z,,
NV,1,3201,2026-11-03,NV 2026 Statewide General,a5295941-38b1-4c7f-8edf-39097ad3fb0a,786af5d2-9502-401c-a3ed-61de88e589e9,true,,feefc255-80ea-4c9c-bd6d-314bff194461,Dina Titus,Dina,Titus,,active,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Nevada,,2026-06-30T01:13:38.304Z,2026-06-30T01:13:38.304Z,,
NV,2,3202,2026-11-03,NV 2026 Statewide General,0c470cc0-5250-43f1-b7f7-57778cadacc6,08e3eea7-7d5e-4300-b114-037c194aa1c3,false,,fddb93e4-cc29-4fe9-847f-416a2bed3616,David Flippo,David,Flippo,,active,,https://www.pbs.org/newshour/politics/trump-backed-david-flippo-wins-nevada-republican-primary-for-u-s-house-seat,,2026-06-30T01:13:38.304Z,2026-06-30T01:13:38.304Z,,
NV,2,3202,2026-11-03,NV 2026 Statewide General,0c470cc0-5250-43f1-b7f7-57778cadacc6,,false,NV2-NULL-PID,08dfb911-9ddc-4c0d-85a2-fb14884a9160,Lynn Chapman,Lynn,Chapman,,active,,https://www.2news.com/news/local/voters-decide-david-flippo-teresa-benitez-thompson-advance-to-november/article_ea56d1ef-11f7-47a1-9308-d0733e5d9558.html,,2026-06-30T01:13:38.304Z,2026-06-30T01:13:38.304Z,,
NV,2,3202,2026-11-03,NV 2026 Statewide General,0c470cc0-5250-43f1-b7f7-57778cadacc6,b1b90d28-c6e5-46db-b1a7-553fccd2a7a8,false,,ce05df57-a034-4bd7-94aa-d98d94bcfcc9,Teresa Benitez-Thompson,Teresa,Benitez-Thompson,,active,,https://www.2news.com/news/local/voters-decide-david-flippo-teresa-benitez-thompson-advance-to-november/article_ea56d1ef-11f7-47a1-9308-d0733e5d9558.html,,2026-06-30T01:13:38.304Z,2026-06-30T01:13:38.304Z,,
NV,3,3203,2026-11-03,NV 2026 Statewide General,79e7fb35-a73a-478c-847d-553e9ad11e7c,325c7cae-aae6-4d7b-9c03-e707c7423d3c,true,,567ff764-924c-498b-b52a-a26d5f6dcdeb,Susie Lee,Susie,Lee,,active,,https://www.sanfordherald.com/news/national/candidates-notch-wins-in-nevada-u-s-house-primaries/article_ea45dd0b-74f8-5e3e-bff4-2d9b054992a5.html,,2026-06-30T01:13:38.304Z,2026-06-30T01:13:38.304Z,,
NV,3,3203,2026-11-03,NV 2026 Statewide General,79e7fb35-a73a-478c-847d-553e9ad11e7c,3dc1e457-1d4d-4cac-9234-278c47ca53e6,false,,5e6d85d8-4217-4db7-af1e-f28f79a0325c,Marty O'Donnell,Marty,O'Donnell,,active,,https://www.sanfordherald.com/news/national/candidates-notch-wins-in-nevada-u-s-house-primaries/article_ea45dd0b-74f8-5e3e-bff4-2d9b054992a5.html,,2026-06-30T01:13:38.304Z,2026-06-30T01:13:38.304Z,,
NV,4,3204,2026-11-03,NV 2026 Statewide General,81eb1a27-b710-42c3-a27c-a2c0153c2820,95f7a505-df57-41ce-9894-0c390f7c5943,false,,c0809e9b-292d-495f-82ce-f24e68927240,Cody Whipple,Cody,Whipple,,active,,https://www.thecentersquare.com/nevada/article_c1f7da4e-1714-4ce0-a97a-931ed2458904.html,,2026-06-30T01:13:38.304Z,2026-06-30T01:13:38.304Z,,
NV,4,3204,2026-11-03,NV 2026 Statewide General,81eb1a27-b710-42c3-a27c-a2c0153c2820,7644cd40-b5c1-494a-8e65-f3126fc7f9ee,true,,35ff4ea9-dbc3-44ea-96bf-4ebd5f6b891c,Steven Horsford,Steven,Horsford,,active,,https://www.thecentersquare.com/nevada/article_c1f7da4e-1714-4ce0-a97a-931ed2458904.html,,2026-06-30T01:13:38.304Z,2026-06-30T01:13:38.304Z,,
OR,1,4101,2026-11-03,OR 2026 General,8dfd6e35-f91d-4d14-bcec-ae983035da51,,,,,,,,,,,,,,,,
OR,2,4102,2026-11-03,OR 2026 General,504a156a-d4e6-4abe-9a85-a418c0135805,,,,,,,,,,,,,,,,
OR,3,4103,2026-11-03,OR 2026 General,61297fac-c98d-4ad4-b93f-b2e36722bd6a,,,,,,,,,,,,,,,,
OR,4,4104,2026-11-03,OR 2026 General,c5023da0-985e-4e1c-817c-a843849ef6e9,,,,,,,,,,,,,,,,
OR,5,4105,2026-11-03,OR 2026 General,17a4b696-5c15-4f2b-9390-ce1864d57f37,,,,,,,,,,,,,,,,
OR,6,4106,2026-11-03,OR 2026 General,dd25e913-2496-40fa-a735-c9b1d7f68df8,,,,,,,,,,,,,,,,
UT,1,4901,2026-06-23,2026 Utah Primary,55741b40-469e-44b5-903c-33bd7d535576,c116a9dc-09cb-4f3f-bb2f-5deec0cee74c,false,,73853fa9-2046-4010-9021-93bc9fe8bcda,Michael Farrell,Michael,Farrell,https://kxsdzaojfaibhuzmclfq.supabase.co/storage/v1/object/public/politician_photos/ut/candidates/73853fa9-2046-4010-9021-93bc9fe8bcda.webp,active,,sos_filing,,2026-05-30T03:05:14.586Z,2026-06-18T19:26:56.615Z,,
UT,1,4901,2026-06-23,2026 Utah Primary,55741b40-469e-44b5-903c-33bd7d535576,781c7fa5-482a-4378-908b-744b5f1dd9cb,false,,98e75336-f1b5-48a8-ab75-393a34de40a7,Liban Mohamed,Liban,Mohamed,https://kxsdzaojfaibhuzmclfq.supabase.co/storage/v1/object/public/politician_photos/ut/candidates/98e75336-f1b5-48a8-ab75-393a34de40a7.jpg,active,,sos_filing,,2026-05-30T03:05:14.586Z,2026-06-18T19:26:56.615Z,,
UT,1,4901,2026-06-23,2026 Utah Primary,55741b40-469e-44b5-903c-33bd7d535576,a02441f2-b338-45b1-bdf8-208b6bcc21b0,false,,85d8c7d8-99c5-4144-a1d1-51c6bda1d472,Nate Blouin,Nate,Blouin,https://kxsdzaojfaibhuzmclfq.supabase.co/storage/v1/object/public/politician_photos/ut/candidates/85d8c7d8-99c5-4144-a1d1-51c6bda1d472.jpg,active,,sos_filing,,2026-05-30T03:05:14.586Z,2026-06-18T19:26:56.615Z,,
UT,1,4901,2026-06-23,2026 Utah Primary,55741b40-469e-44b5-903c-33bd7d535576,b78f058c-94de-4081-91fb-86ab7badb2fb,false,,e2ccb160-3bde-4226-bdea-83622aa2aad2,Ben McAdams,Ben,McAdams,https://kxsdzaojfaibhuzmclfq.supabase.co/storage/v1/object/public/politician_photos/ut/candidates/e2ccb160-3bde-4226-bdea-83622aa2aad2.jpg,active,,sos_filing,,2026-05-30T03:05:14.586Z,2026-06-18T19:26:56.615Z,,
UT,2,4902,2026-06-23,2026 Utah Primary,9daf7438-345e-42f0-8696-42817bd9bf3d,e3cbc264-534e-4e47-a288-8ac389bf78f4,false,,83480756-7b91-4731-9b23-cb2cc6a74cea,Peter Crosby,Peter,Crosby,https://kxsdzaojfaibhuzmclfq.supabase.co/storage/v1/object/public/politician_photos/ut/candidates/83480756-7b91-4731-9b23-cb2cc6a74cea.jpg,active,,sos_filing,,2026-05-29T19:04:26.667Z,2026-06-18T19:26:56.615Z,,
UT,2,4902,2026-06-23,2026 Utah Primary,b82107ce-2a18-425f-ba6a-7f09e0373972,da3ae2d0-95ab-4292-9d49-51f4576fe56b,false,,64ea38e2-c11b-4eb1-998f-74f55b2ac379,Karianne Lisonbee,Karianne,Lisonbee,,active,,sos_filing,,2026-05-29T19:04:26.667Z,2026-05-29T19:04:26.667Z,,
UT,2,4902,2026-06-23,2026 Utah Primary,b82107ce-2a18-425f-ba6a-7f09e0373972,e365a1d4-2de3-4fb6-b416-d78227836553,true,,f23d6694-68ee-49ef-a117-ce63df4f0935,Blake Moore,Blake,Moore,,active,,sos_filing,,2026-05-29T19:04:26.667Z,2026-05-29T19:04:26.667Z,,https://blakemoore.house.gov
UT,3,4903,2026-06-23,2026 Utah Primary,41c82995-f876-4436-bd44-08687483a863,a7e29796-a928-49cc-b795-973a4f69fafe,false,,a11152af-9de9-4d54-aa2e-c028244b30d1,Kent Udell,Kent,Udell,https://kxsdzaojfaibhuzmclfq.supabase.co/storage/v1/object/public/politician_photos/ut/candidates/a11152af-9de9-4d54-aa2e-c028244b30d1.jpg,active,,sos_filing,,2026-05-29T19:04:26.667Z,2026-06-18T19:26:56.615Z,,
UT,3,4903,2026-06-23,2026 Utah Primary,f3e29c7c-733c-46be-9e0e-0df4e2d867f0,b4253eae-26dc-4d6d-9f7a-f0c70639482a,false,,7b5c3317-695a-49c9-bfcc-321aeb9fd1b0,Phil Lyman,Phil,Lyman,https://kxsdzaojfaibhuzmclfq.supabase.co/storage/v1/object/public/politician_photos/ut/candidates/7b5c3317-695a-49c9-bfcc-321aeb9fd1b0.jpg,active,,sos_filing,,2026-05-29T19:04:26.667Z,2026-06-18T19:26:56.615Z,,
UT,3,4903,2026-06-23,2026 Utah Primary,f3e29c7c-733c-46be-9e0e-0df4e2d867f0,a7983eb6-bae0-4269-856b-f4554fb5ce29,true,,8809c0c6-1dfb-4945-8d7b-011d2c4562c5,Celeste Maloy,Celeste,Maloy,,active,,sos_filing,,2026-05-29T19:04:26.667Z,2026-05-29T19:04:26.667Z,,https://maloy.house.gov
UT,4,4904,2026-06-23,2026 Utah Primary,51d9f470-7594-4430-83e9-051f59e3df0c,6708ceaa-ae51-4eee-93a3-d4a3be16254d,false,,9669b0fd-bf26-4e86-bc0c-0fa9bb17f0fa,Jonny Larsen,Jonny,Larsen,https://kxsdzaojfaibhuzmclfq.supabase.co/storage/v1/object/public/politician_photos/ut/candidates/9669b0fd-bf26-4e86-bc0c-0fa9bb17f0fa.jpg,active,,sos_filing,,2026-05-29T19:04:26.667Z,2026-06-18T19:26:56.615Z,,
UT,4,4904,2026-06-23,2026 Utah Primary,85ed5a1c-df48-4731-be7c-18b3006e364c,9e3164d5-ce71-4c50-9220-b969265ce551,true,,d73bd373-8ffc-4256-b789-eb418436724a,Mike Kennedy,Mike,Kennedy,,active,,sos_filing,,2026-05-29T19:04:26.667Z,2026-05-29T20:17:21.185Z,,https://mikekennedy.house.gov
