state,cd,geo_id,incumbent_name,incumbent_pid,incumbent_external_id,incumbent_is_active,incumbent_stance_count,incumbent_top_up_tier
AR,1,0501,"Eric A. ""Rick"" Crawford",20880991-553f-4eb4-8be3-ac10157d1c15,-5001,true,15,partial
AR,2,0502,J. French Hill,85ec278d-c143-4128-a058-e468899ded8f,-5002,true,17,partial
AR,3,0503,Steve Womack,2392d04a-fdb9-45be-8a02-3bb60a1517aa,-5003,true,15,partial
AR,4,0504,Bruce Westerman,5d23f98a-bf04-44c7-896b-d847936f804a,-5004,true,14,partial
CO,1,0801,Diana DeGette,610bb358-bae9-4ce8-beaf-a33a27d5ba49,-8001,true,19,partial
CO,2,0802,Joe Neguse,2c71d91b-7ad8-4984-b9a6-81587c41ea0d,-8002,true,15,partial
CO,3,0803,Jeff Hurd,81a9774d-51b7-4e47-a32f-5ef7a0e9939a,-8003,true,10,partial
CO,4,0804,Lauren Boebert,58c25b43-0ed1-4636-8213-b89a90f7f6a2,-8004,true,18,partial
CO,5,0805,Jeff Crank,3558abe8-0f43-45bb-9414-b91433d2b5f3,-8005,true,5,partial
CO,6,0806,Jason Crow,141a93cb-773a-416e-bb60-05334bd08852,-8006,true,17,partial
CO,7,0807,Brittany Pettersen,3142051c-9ded-4883-95fc-4af1de6e6eec,-8007,true,6,partial
CO,8,0808,Gabe Evans,0a636eab-2b48-42d6-a4c6-e5759fb4c306,-8008,true,5,partial
CT,1,0901,John B. Larson,a59cd26d-e299-48d8-b9fd-a60212fdd2b3,-9001,true,15,partial
CT,2,0902,Joe Courtney,c4c7733e-dec4-43ef-a7ac-c9547bd91a1a,-9002,true,16,partial
CT,3,0903,Rosa L. DeLauro,95dd596c-273e-4d68-948c-565ce7bbc4a1,-9003,true,17,partial
CT,4,0904,James A. Himes,8ce169cb-e9c0-4eca-a927-fbbad7315b98,-9004,true,7,partial
CT,5,0905,Jahana Hayes,efba0750-f472-47b3-acf7-054bd57817fc,-9005,true,15,partial
DE,0,1000,Sarah McBride,f2801339-a7dc-432f-9333-c39d995fa3e5,-10000,true,13,partial
HI,1,1501,Ed Case,649b2735-de39-459b-8ec5-b2b4923fb51d,-15001,true,8,partial
HI,2,1502,Jill N. Tokuda,761aa2ac-d877-4654-97c7-60bf40980f63,-15002,true,6,partial
ID,1,1601,Russ Fulcher,4112b70d-e961-4313-987e-8673e9f39f22,-16001,true,16,partial
ID,2,1602,Michael K. Simpson,610a5a07-5633-428d-9c88-f0157414e902,-16002,true,17,partial
IN,1,1801,Frank J. Mrvan,e08ec276-3194-41d4-833b-953f27454857,-18001,true,13,partial
IN,2,1802,Rudy Yakym III,8da1e283-3fa6-4796-b7c4-4941ca28c771,-18002,true,11,partial
IN,3,1803,Marlin A. Stutzman,cd3bc298-9029-4cf7-a17b-0c2f7944956c,-18003,true,15,partial
IN,4,1804,Jim Baird,6b2cfe00-2c5a-47bf-a1ae-59a0a3ca8452,499386,true,0,zero
IN,5,1805,Victoria Spartz,c8e48169-7259-43d8-a1e9-548f476398b5,-18005,true,5,partial
IN,6,1806,Jefferson Shreve,a21fe6b5-a87e-45fe-bb94-6615a387eada,-18006,true,5,partial
IN,7,1807,André Carson,91c72443-147f-4d1f-adab-ee415dab5ea6,499408,true,0,zero
IN,8,1808,Mark Messmer,b695b4e2-ca56-470d-84d2-9912a483af16,499413,true,0,zero
IN,9,1809,Erin Houchin,68568faf-1e0f-4ca2-89d9-bda625665712,499417,true,25,done
IA,1,1901,Mariannette Miller-Meeks,ba88f088-54a4-4c9c-96cd-91fb26556d3e,-19001,true,10,partial
IA,2,1902,Ashley Hinson,91aa37bf-dc8a-45f3-9bf7-e887b8dd99bd,-19002,true,10,partial
IA,3,1903,Zachary Nunn,bfc12347-987c-4cb5-95e2-1e5a987e3947,-19003,true,10,partial
IA,4,1904,Randy Feenstra,c25acca0-f280-469c-b708-c314d8036036,-19004,true,11,partial
KS,1,2001,Tracey Mann,2855c340-e9c1-478d-9257-ca316f89e82d,-20001,true,13,partial
KS,2,2002,Derek Schmidt,6a984e6e-deb8-4a2b-9d13-9bcf61056580,-20002,true,15,partial
KS,3,2003,Sharice Davids,d6fbaae8-9a07-4a81-9dba-5c450548f14f,-20003,true,13,partial
KS,4,2004,Ron Estes,c59d862c-c8bc-462f-8386-cc176aa9c973,-20004,true,13,partial
KY,1,2101,James Comer,4fbc85b6-5d8b-4ee6-8328-adb433897b2e,-21001,true,12,partial
KY,2,2102,Brett Guthrie,056b7a21-bdf1-4d7d-a992-be0f5db74fb0,-21002,true,17,partial
KY,3,2103,Morgan McGarvey,9c8e165b-9079-4ed2-ad0a-0a9d98fd9931,-21003,true,6,partial
KY,4,2104,Thomas Massie,4d92b909-6add-4486-b0cf-f317b4e10e9b,-21004,true,18,partial
KY,5,2105,Harold Rogers,8f1c9df6-5649-4b49-a18c-09864a2e9763,-21005,true,18,partial
KY,6,2106,Andy Barr,164fb70e-b8c1-48cd-a6ef-12d80165c67d,-21006,true,16,partial
LA,1,2201,Steve Scalise,970c20ca-d938-4e90-b7d6-ecfbc6f517a3,-22001,true,17,partial
LA,2,2202,Troy A. Carter,a1f17921-9054-4946-8dd5-01cb1173a036,-22002,true,10,partial
LA,3,2203,Clay Higgins,a8a724eb-d7ff-4bd2-8397-560024f478de,-22003,true,16,partial
LA,4,2204,Mike Johnson,787b2a74-de35-4dbe-b58a-c9bd345120a0,-22004,true,17,partial
LA,5,2205,Julia Letlow,b0ef94c3-d047-4af3-907d-3d1da2b09e50,-22005,true,5,partial
LA,6,2206,Cleo Fields,122f4dcd-efb7-4631-b4ec-a46287ef39d5,-22006,true,4,partial
ME,1,2301,Chellie Pingree,1638b2c9-4811-466d-bb24-44c6cece8cda,-230201,true,0,zero
ME,2,2302,Jared Golden,c420f946-332c-46ed-be88-4cd11aa47543,-230202,true,0,zero
MD,1,2401,Andy Harris,ff596d3f-3056-43e2-a80a-8c4b8fd9abde,-2440001,true,0,zero
MD,2,2402,Johnny Olszewski,504ff19d-5db9-4093-9cba-d36fcb70f1b6,-2440002,true,0,zero
MD,3,2403,Sarah Elfreth,87560825-eced-4690-be06-88549f0f83cf,-2440003,true,0,zero
MD,4,2404,Glenn Ivey,e59ec991-3948-4369-913c-63c62dc3ece5,-2440004,true,0,zero
MD,5,2405,Steny Hoyer,5d82bae9-6747-4067-b954-f07f31758f00,-2440005,true,0,zero
MD,6,2406,April McClain Delaney,da087947-83af-4ca2-91c8-1f9e0bf887a9,-2440006,true,0,zero
MD,7,2407,Kweisi Mfume,6e2f5cf7-4e00-4a83-b1d7-b3f2ea4c1ffd,-2440007,true,0,zero
MD,8,2408,Jamie Raskin,731c674f-8f44-4df3-8b04-3b70be39a1bd,-2440008,true,0,zero
MA,1,2501,Richard Neal,a0cb697c-3158-4680-8e70-c154c3a15cc4,-200201,true,43,done
MA,2,2502,Jim McGovern,ee4081d5-fc3e-4a8c-b39e-481ae20135d5,-200202,true,43,done
MA,3,2503,Lori Trahan,b96758c6-2ea0-4698-8886-d574d34e366d,-200203,true,43,done
MA,4,2504,Jake Auchincloss,41945b74-325e-4fa2-9cc9-edd11ead9ed3,-200204,true,43,done
MA,5,2505,Katherine Clark,7bf73fb2-1b31-412e-913d-835bfd3e326d,-200205,true,43,done
MA,6,2506,Seth Moulton,77f162cd-6ca0-4073-84e1-1c8ab87eb1e0,-200206,true,35,done
MA,7,2507,Ayanna Pressley,c61baf45-dc2a-4d78-b4b7-21b1e9d79464,-200207,true,41,done
MA,8,2508,Stephen Lynch,62b453da-3dea-4177-82ba-9e4b78eb7691,-200208,true,27,done
MA,9,2509,Bill Keating,0d97085c-eca6-4530-9fc7-512ca05487b9,-200209,true,19,partial
MN,1,2701,Brad Finstad,dc0a717a-67ef-4ca2-9c43-4896fad03392,-27001,true,4,partial
MN,2,2702,Angie Craig,00b75ed0-3355-4bc5-a426-1667c12e2486,-27002,true,19,partial
MN,3,2703,Kelly Morrison,8a0696c4-5536-4309-9d02-b0ebb61de56b,-27003,true,5,partial
MN,4,2704,Betty McCollum,8d4d216a-2d44-4565-b605-14b24e31207b,-27004,true,17,partial
MN,5,2705,Ilhan Omar,2c67befa-c051-4f89-853e-8de6525e4e7a,-27005,true,18,partial
MN,6,2706,Tom Emmer,944c7d2e-470c-47f4-9edd-3f47a0a93e0f,-27006,true,16,partial
MN,7,2707,Michelle Fischbach,dbb2888a-78f8-4f86-b793-52e90a9a2826,-27007,true,18,partial
MN,8,2708,Pete Stauber,f96903fe-3379-49f3-bec3-8e761db88ff2,-27008,true,12,partial
MS,1,2801,Trent Kelly,dc96bdae-2812-4ca4-af18-75d5d737ec89,-28001,true,13,partial
MS,2,2802,Bennie G. Thompson,66eef569-f283-4d35-a535-30eed922199a,-28002,true,22,partial
MS,3,2803,Michael Guest,2d0245b5-08f7-4c07-a1ba-0b01e066ee7d,-28003,true,12,partial
MS,4,2804,Mike Ezell,0fd6132b-eb62-461d-98f7-8449fb3adbf2,-28004,true,7,partial
MO,1,2901,Wesley Bell,ac0ab246-72b3-4714-add0-70e058aee506,-29001,true,5,partial
MO,2,2902,Ann Wagner,6d0241d8-0408-4a0d-a159-62e1fe5d8fab,-29002,true,13,partial
MO,3,2903,"Robert F. Onder, Jr.",8fd53bf9-95dc-44b4-9826-192c97979fd5,-29003,true,5,partial
MO,4,2904,Mark Alford,24ffc01e-b6f8-48c7-b3a9-eefc5b03c7bb,-29004,true,8,partial
MO,5,2905,Emanuel Cleaver,8a776315-0da0-43a9-9f35-0cc2408ec6e4,-29005,true,18,partial
MO,6,2906,Sam Graves,fe96da99-4c28-42b7-841f-1d25b2c47406,-29006,true,16,partial
MO,7,2907,Eric Burlison,df39a562-e7e8-481f-a2ed-fa0d2f0c3a79,-29007,true,8,partial
MO,8,2908,Jason Smith,f69e7555-db5b-4b94-ad26-b49dbde1b1d9,-29008,true,14,partial
MT,1,3001,Ryan K. Zinke,eb9fac1d-e596-4a78-8c14-314af94e307f,-30001,true,13,partial
MT,2,3002,Troy Downing,b35a0fe2-0731-47d7-bf4c-40086376ec19,-30002,true,4,partial
NE,1,3101,Mike Flood,527e6a87-9593-4191-bd25-ddfa3159ee52,-31001,true,10,partial
NE,2,3102,Don Bacon,0cc444a0-2ae6-48c3-ac8c-a99f45f1e14c,-31002,true,14,partial
NE,3,3103,Adrian Smith,3498a850-4dfe-49d2-8af9-a11651adb3c2,-31003,true,15,partial
NV,1,3201,Dina Titus,786af5d2-9502-401c-a3ed-61de88e589e9,-32001,true,11,partial
NV,2,3202,Mark E. Amodei,030b5074-8335-48b3-8d6b-0ea7c09814a5,-32002,true,16,partial
NV,3,3203,Susie Lee,325c7cae-aae6-4d7b-9c03-e707c7423d3c,-32003,true,16,partial
NV,4,3204,Steven Horsford,7644cd40-b5c1-494a-8e65-f3126fc7f9ee,-32004,true,13,partial
NH,1,3301,Chris Pappas,36c07696-c330-45c8-aad9-eac9ee560cf1,-33001,true,17,partial
NH,2,3302,Maggie Goodlander,49bd310d-45b4-4207-b934-e063b3435cc1,-33002,true,6,partial
NM,1,3501,Melanie A. Stansbury,8a92e955-2138-41a3-a598-0c0e0478c73a,-35001,true,12,partial
NM,2,3502,Gabe Vasquez,ec381f3b-eea9-4429-a343-f606bc8a0235,-35002,true,6,partial
NM,3,3503,Teresa Leger Fernandez,1c83624c-d09b-40b9-aa7a-84fb7e9805a1,-35003,true,12,partial
ND,0,3800,Julie Fedorchak,01e077b4-201c-41a8-b765-d86c675cf841,-38000,true,8,partial
OK,1,4001,Kevin Hern,96e589b9-d04a-4749-bf9f-9b66eaea5083,-40001,true,12,partial
OK,2,4002,Josh Brecheen,5297cab2-3706-458e-85cb-a6146347cbfb,-40002,true,12,partial
OK,3,4003,Frank D. Lucas,67976bb1-b8db-463b-a646-4e74686d6257,-40003,true,3,partial
OK,4,4004,Tom Cole,23cc5b70-f133-4b32-a785-ee6445fb70d7,-40004,true,12,partial
OK,5,4005,Stephanie I. Bice,93fa4e3a-2e04-4a49-b12f-b72e9d4bfdac,-40005,true,10,partial
OR,1,4101,Suzanne Bonamici,6ffb9093-7489-4197-aebc-67065c239fc3,-4102001,true,24,done
OR,2,4102,Cliff Bentz,fb00c887-11f5-46f2-b822-f9848368bbd2,-4102002,true,21,partial
OR,3,4103,Maxine Dexter,13dcf1a8-c0bf-4e2f-92aa-46637182b42a,-4102003,true,12,partial
OR,4,4104,Val Hoyle,f6202cef-4e46-4db5-a9c0-c69ac9a8eccd,-4102004,true,20,partial
OR,5,4105,Janelle Bynum,7aad2a83-2f05-4570-aa7a-eb7a8c602ebd,-4102005,true,13,partial
OR,6,4106,Andrea Salinas,5f6c498b-87dd-48fe-b744-62c8dced2ac3,-4102006,true,18,partial
RI,1,4401,Gabe Amo,241207b1-a9eb-459b-a381-38af1e023356,-44001,true,4,partial
RI,2,4402,Seth Magaziner,42b655c0-7eef-4dc1-8d5d-b4a77977a7f4,-44002,true,11,partial
SC,1,4501,Nancy Mace,096ba968-82d5-46ce-86ab-4b387973978d,-45001,true,17,partial
SC,2,4502,Joe Wilson,3f7e3a08-6ef9-4203-8dd1-1b54ad2209cd,-45002,true,19,partial
SC,3,4503,Sheri Biggs,7f991f5f-005b-40b9-8b23-ef91cef5c882,-45003,true,6,partial
SC,4,4504,William R. Timmons IV,31d3830f-81dd-46b3-a69b-a19e392f09d6,-45004,true,13,partial
SC,5,4505,Ralph Norman,1d7c7221-54de-4b0d-92df-6c4290fe39e1,-45005,true,17,partial
SC,6,4506,James E. Clyburn,ecc7d78b-8a9c-4e05-9752-d5f90b02160b,-45006,true,17,partial
SC,7,4507,Russell Fry,aded369b-b50c-439d-bd72-e9c5039a38c3,-45007,true,3,partial
SD,0,4600,Dusty Johnson,4ec42691-0ce1-4f29-a6ba-0835fe35a963,-46000,true,15,partial
TN,1,4701,Diana Harshbarger,cf705451-177f-4ab1-8870-cc9ff54b35d4,-47001,true,13,partial
TN,2,4702,Tim Burchett,56c566e1-c4be-47fe-8c39-2fa235de61ba,-47002,true,16,partial
TN,3,4703,"Charles J. ""Chuck"" Fleischmann",d367c814-6226-44d3-b0bb-fdf6c2540f51,-47003,true,20,partial
TN,4,4704,Scott DesJarlais,83775f9b-ed73-433b-87c0-fe0f9a177bba,-47004,true,14,partial
TN,5,4705,Andrew Ogles,1bc25880-660c-4254-b13d-729263e0d9e2,-47005,true,11,partial
TN,6,4706,John W. Rose,ed095ae9-1864-47e1-9d5d-36b65f0314fe,-47006,true,15,partial
TN,7,4707,Matt Van Epps,a8691db4-7277-40f4-b62f-fec5bb0a84d9,-47007,true,8,partial
TN,8,4708,David Kustoff,0e89ee8b-5e55-4a40-a88e-04f13a012246,-47008,true,13,partial
TN,9,4709,Steve Cohen,7b2966fb-0b21-4db1-a3ad-f7f2cc69a4bb,-47009,true,17,partial
UT,1,4901,Blake Moore,e365a1d4-2de3-4fb6-b416-d78227836553,,true,24,done
UT,2,4902,Celeste Maloy,a7983eb6-bae0-4269-856b-f4554fb5ce29,,true,23,partial
UT,3,4903,Mike Kennedy,9e3164d5-ce71-4c50-9220-b969265ce551,,true,22,partial
UT,4,4904,Burgess Owens,cb87ddbb-5a83-45b7-b67a-789e63f0e58b,,true,23,partial
VT,0,5000,Becca Balint,202729e0-489b-40d4-8ce8-ef58f4f22b22,-50000,true,11,partial
WA,1,5301,Suzan K. DelBene,fa64bf50-3abd-455f-ba78-5845ab983299,-53001,true,17,partial
WA,2,5302,Rick Larsen,3a2bf7c8-5a49-4d53-88c4-0d4bc6ad17b0,-53002,true,16,partial
WA,3,5303,Marie Gluesenkamp Perez,a24347dd-c92d-4fca-9629-48cf7631b0c5,-53003,true,11,partial
WA,4,5304,Dan Newhouse,85e712ff-8b13-4a29-8c94-cb4394650d73,-53004,true,8,partial
WA,5,5305,Michael Baumgartner,c60ccfdc-8065-431b-90ef-8aac1cb1d667,-53005,true,9,partial
WA,6,5306,Emily Randall,ddbbc3e9-50e5-4ad1-94a3-a81eef7cb50b,-53006,true,12,partial
WA,7,5307,Pramila Jayapal,ea144a3d-3a8c-4b88-b46a-171baacf0baa,-53007,true,21,partial
WA,8,5308,Kim Schrier,9625b961-5455-4fcc-8da7-5995ef3b9924,-53008,true,17,partial
WA,9,5309,Adam Smith,74b2a9c6-a4ca-4fe7-b3a4-347f54bc62c2,-53009,true,12,partial
WA,10,5310,Marilyn Strickland,6174459a-2402-417f-9691-1533405c2767,-53010,true,15,partial
WV,1,5401,Carol D. Miller,2efc9246-9448-4cb3-b45d-b6cd43a1cfdb,-54001,true,14,partial
WV,2,5402,Riley M. Moore,ec9f02ce-968a-404c-a2af-a36e672dd561,-54002,true,6,partial
WI,1,5501,Bryan Steil,255d8144-689b-4753-b0e1-bf66ae283026,-55001,true,16,partial
WI,2,5502,Mark Pocan,59662930-3fe8-4e3e-8f02-2a341d58619f,-55002,true,19,partial
WI,3,5503,Derrick Van Orden,2bde2644-1e44-4537-b2f9-3bfd014f1ac2,-55003,true,7,partial
WI,4,5504,Gwen Moore,e268d067-d600-4443-939c-8dba4b2ecedb,-55004,true,20,partial
WI,5,5505,Scott Fitzgerald,7e2ff82b-e665-422f-a6b9-ee65682b1f6d,-55005,true,12,partial
WI,6,5506,Glenn Grothman,b1b79d5e-4e85-4348-ac57-65506c2dec60,-55006,true,13,partial
WI,7,5507,Thomas P. Tiffany,a8f96324-50ac-4fa1-b57b-47a998306fe8,-55007,true,11,partial
WI,8,5508,Tony Wied,394452ec-3def-4802-9001-a85cad37ca4a,-55008,true,6,partial
WY,0,5600,Harriet M. Hageman,1e08c7c7-68c1-4498-90b2-20850bac1c80,-56000,true,14,partial
