state,cd,geo_id,target_election,existing_race_id,incumbent_name,incumbent_pid,incumbent_external_id,incumbent_stance_count,incumbent_top_up_tier,nominee_status,general_candidates,new_records_needed,field_status,source_url,seeding_phase,ballot_system,rcv,filing_open_deadline
OR,5,4105,OR 2026 General,17a4b696-5c15-4f2b-9390-ce1864d57f37,Janelle Bynum,7aad2a83-2f05-4570-aa7a-eb7a8c602ebd,-4102005,13,partial,renominated,Janelle Bynum (D); Patti Adair (R),Patti Adair (R),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Oregon,164,standard,false,2026-08-25
OR,6,4106,OR 2026 General,dd25e913-2496-40fa-a735-c9b1d7f68df8,Andrea Salinas,5f6c498b-87dd-48fe-b744-62c8dced2ac3,-4102006,18,partial,renominated,Andrea Salinas (D); David Russ (R),David Russ (R),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Oregon,164,standard,false,2026-08-25
CT,1,0901,CT 2026 Statewide General,,John B. Larson,a59cd26d-e299-48d8-b9fd-a60212fdd2b3,-9001,15,partial,renominated,"Luke Bronin (D, convention-endorsed nominee, beat Larson 214-204 at May 11 2026 convention, primary candidate); John B. Larson (D, incumbent, lost convention endorsement, primary candidate); Jillian Gilchrest (D, qualified at convention with 15%+ delegates, primary candidate); Ruth Fortune (D, fell short at convention, petitioned onto ballot with 3,743 signatures, primary candidate); Amy Chai (R, only GOP candidate, nominated by acclamation, unopposed)","Luke Bronin;Jillian Gilchrest;Ruth Fortune;Amy Chai; NOTE-CT1-CONTESTED: Larson lost the Dem convention endorsement to Bronin 214-204 and faces a genuinely contested 4-way Aug-11 primary (Bronin/Larson/Gilchrest/Fortune) — renominated is PROVISIONAL, re-pull after Aug-11",late-primary,https://www.ctpublic.org/news/2026-06-23/ruth-fortune-qualifies-for-a-four-way-primary-in-1st-congressional-district,164,standard,false,2026-08-05
CT,2,0902,CT 2026 Statewide General,,Joe Courtney,c4c7733e-dec4-43ef-a7ac-c9547bd91a1a,-9002,16,partial,renominated,"Joe Courtney (D, renominated with 90% of convention vote, unopposed in primary — Gauck withdrew June 2026); George Austin (R, convention-endorsed by acclamation, unopposed in primary — France withdrew Feb 2026)",George Austin,late-primary,https://www.ctinsider.com/connecticut/article/u-s-house-democrats-endorsed-conventions-primary-22252549.php,164,standard,false,2026-08-05
CT,3,0903,CT 2026 Statewide General,,Rosa L. DeLauro,95dd596c-273e-4d68-948c-565ce7bbc4a1,-9003,17,partial,renominated,"Rosa L. DeLauro (D, renominated with 294 of 339 convention votes, unopposed in primary — Rice fell short of 15% threshold and DeNoble withdrew); Christopher Lancia (R, convention-endorsed via roll call vote, primary candidate); Rafael Irizarry (R, qualified for primary at convention, primary candidate); Andrew Rice (Independent, eliminated at Dem convention, committed June 18 2026 to a petitioning independent run for the general ballot)",Christopher Lancia;Rafael Irizarry;Andrew Rice,late-primary,https://ctmirror.org/2026/05/15/ct-gop-opens-convention-fazio-mccaughey/,164,standard,false,2026-08-05
CT,4,0904,CT 2026 Statewide General,,James A. Himes,8ce169cb-e9c0-4eca-a927-fbbad7315b98,-9004,7,partial,renominated,"James A. Himes (D, renominated with 98.3% of convention vote, unopposed in primary); Michael Goldstein (R, convention-endorsed via roll call vote, primary candidate); Daniel Miressi (R, qualified for primary at convention, primary candidate); Luz Helena Bueno (R, filed FEC Statement of Candidacy 4/8/2026, no convention support reported, active status unconfirmed); Joseph Perez-Caputo (Independent, eliminated at Dem convention with 1.7% of vote, filed to run as an independent for the general ballot); Damon Lawrence Cerreta (Independent, filed FEC candidacy, cleaning-service owner, active status unconfirmed)",Michael Goldstein;Daniel Miressi;Luz Helena Bueno;Joseph Perez-Caputo;Damon Lawrence Cerreta,late-primary,https://ctmirror.org/2026/05/15/ct-gop-opens-convention-fazio-mccaughey/,164,standard,false,2026-08-05
CT,5,0905,CT 2026 Statewide General,,Jahana Hayes,efba0750-f472-47b3-acf7-054bd57817fc,-9005,15,partial,renominated,"Jahana Hayes (D, renominated by acclamation for a 5th time, unopposed in primary — Waite did not contest); Chris Shea (R, convention-endorsed via roll call vote, primary candidate); Jonathan De Barros (R, qualified for primary at convention, primary candidate); Michele Botelho (R, declared candidate with an active campaign; May 16 2026 post-convention CT Mirror report describes only a two-way GOP primary [Shea vs De Barros] — Botelho's primary-ballot qualification is unconfirmed by any directly-fetched source); Jackson Taddeo-Waite (Independent, previously a Dem convention candidate who did not press for the nomination, filed FEC candidacy to run as an independent)",Chris Shea;Jonathan De Barros;Michele Botelho;Jackson Taddeo-Waite,late-primary,https://ctmirror.org/2026/05/15/ct-gop-opens-convention-fazio-mccaughey/,164,standard,false,2026-08-05
OK,1,4001,OK 2026 Statewide General,,Kevin Hern,96e589b9-d04a-4749-bf9f-9b66eaea5083,-40001,12,partial,retired,Mark Tedford (R); John Croisant (D),Mark Tedford (R); John Croisant (D); NOTE-EXTERNAL-ID-COLLISION: OK-CD1 negative-ID band 43/99 occupied — Phase 164 seeding MUST use the alternate 200+ sub-band (safe_start_seq=200 per 160-negative-id-audit.csv),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Oklahoma#District_1,164,standard,false,
OK,2,4002,OK 2026 Statewide General,,Josh Brecheen,5297cab2-3706-458e-85cb-a6146347cbfb,-40002,12,partial,renominated,Josh Brecheen (R); Brandon Wade (D); Ronnie Hopkins (I),Brandon Wade (D); Ronnie Hopkins (I),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Oklahoma#District_2,164,standard,false,
OK,3,4003,OK 2026 Statewide General,,Frank D. Lucas,67976bb1-b8db-463b-a646-4e74686d6257,-40003,3,partial,renominated,Frank Lucas (R); Suzie Byrd (D),Suzie Byrd (D),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Oklahoma#District_3,164,standard,false,
OK,4,4004,OK 2026 Statewide General,,Tom Cole,23cc5b70-f133-4b32-a785-ee6445fb70d7,-40004,12,partial,renominated,Tom Cole (R); Mitchell Jacob (D); Rocco Bonacci (I),Mitchell Jacob (D); Rocco Bonacci (I),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Oklahoma#District_4,164,standard,false,
OK,5,4005,OK 2026 Statewide General,,Stephanie I. Bice,93fa4e3a-2e04-4a49-b12f-b72e9d4bfdac,-40005,10,partial,renominated,Stephanie Bice (R); Jena Nelson (D); Robert P. Henri (I); Austin Nieves (I),Jena Nelson (D); Robert P. Henri (I); Austin Nieves (I),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Oklahoma#District_5,164,standard,false,
AR,1,0501,AR 2026 Statewide General,,"Eric A. ""Rick"" Crawford",20880991-553f-4eb4-8be3-ac10157d1c15,-5001,15,partial,renominated,Rick Crawford (R); Terri Yarbrough Green (D); Steve Parsons (Libertarian),Terri Yarbrough Green (D); Steve Parsons (Libertarian),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Arkansas#District_1,164,standard,false,
AR,2,0502,AR 2026 Statewide General,,J. French Hill,85ec278d-c143-4128-a058-e468899ded8f,-5002,17,partial,renominated,French Hill (R); Chris Jones (D),Chris Jones (D),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Arkansas#District_2,164,standard,false,
AR,3,0503,AR 2026 Statewide General,,Steve Womack,2392d04a-fdb9-45be-8a02-3bb60a1517aa,-5003,15,partial,renominated,Steve Womack (R); Robb Ryerse (D); Bobby Wilson (Libertarian),Robb Ryerse (D); Bobby Wilson (Libertarian),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Arkansas#District_3,164,standard,false,
AR,4,0504,AR 2026 Statewide General,,Bruce Westerman,5d23f98a-bf04-44c7-896b-d847936f804a,-5004,14,partial,renominated,Bruce Westerman (R); James Russell (D),James Russell (D),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Arkansas#District_4,164,standard,false,
IA,1,1901,IA 2026 Statewide General,,Mariannette Miller-Meeks,ba88f088-54a4-4c9c-96cd-91fb26556d3e,-19001,10,partial,renominated,Mariannette Miller-Meeks (Republican); Christina Bohannan (Democratic); Michael Bridgford (Independent),Christina Bohannan (Democratic); Michael Bridgford (Independent),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Iowa#District_1,164,standard,false,
IA,2,1902,IA 2026 Statewide General,,Ashley Hinson,91aa37bf-dc8a-45f3-9bf7-e887b8dd99bd,-19002,10,partial,retired,Joe Mitchell (Republican); Lindsay James (Democratic); Dave Bushaw (Independent); Rick Stewart (Libertarian),Joe Mitchell (Republican); Lindsay James (Democratic); Dave Bushaw (Independent); Rick Stewart (Libertarian),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Iowa#District_2,164,standard,false,
IA,3,1903,IA 2026 Statewide General,,Zachary Nunn,bfc12347-987c-4cb5-95e2-1e5a987e3947,-19003,10,partial,renominated,Zach Nunn (Republican); Sarah Trone Garriott (Democratic),Sarah Trone Garriott (Democratic),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Iowa#District_3,164,standard,false,
IA,4,1904,IA 2026 Statewide General,,Randy Feenstra,c25acca0-f280-469c-b708-c314d8036036,-19004,11,partial,retired,Chris McGowan (Republican); Dave Dawson (Democratic),Chris McGowan (Republican); Dave Dawson (Democratic),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Iowa#District_4,164,standard,false,
KS,1,2001,KS 2026 Statewide General,,Tracey Mann,2855c340-e9c1-478d-9257-ca316f89e82d,-20001,13,partial,renominated,Tracey Mann (R); Colin McRoberts (D); Lauren Reinhold (D); Steven Jacob (Libertarian); Craig Musser (United Kansas),Colin McRoberts; Lauren Reinhold; Steven Jacob; Craig Musser,late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Kansas#District_1,164,standard,false,2026-08-03
KS,2,2002,KS 2026 Statewide General,,Derek Schmidt,6a984e6e-deb8-4a2b-9d13-9bcf61056580,-20002,15,partial,renominated,Derek Schmidt (R); Chad Young (R); Don Coover (D); Braeden Curwick (D),Chad Young; Don Coover; Braeden Curwick,late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Kansas#District_2,164,standard,false,2026-08-03
KS,3,2003,KS 2026 Statewide General,,Sharice Davids,d6fbaae8-9a07-4a81-9dba-5c450548f14f,-20003,13,partial,renominated,Sharice Davids (D); Sarah Preu (D); Eric Jenkins (R); Chase LaPorte (R); Gavin Solomon (R); Blake Stanley (R),Sarah Preu; Eric Jenkins; Chase LaPorte; Gavin Solomon; Blake Stanley,late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Kansas#District_3,164,standard,false,2026-08-03
KS,4,2004,KS 2026 Statewide General,,Ron Estes,c59d862c-c8bc-462f-8386-cc176aa9c973,-20004,13,partial,renominated,Ron Estes (R); Michael Gaynor (R); Frank McCollum (R); Chris Carmichael (D); Katy Tyndell (D); Cole Epley (D); Ryan Gilbert (D); Jordan Mitchell (D); Daniel Schneider (D); Drew Cranmer (Libertarian); Paul Catanese (Independent),Michael Gaynor; Frank McCollum; Chris Carmichael; Katy Tyndell; Cole Epley; Ryan Gilbert; Jordan Mitchell; Daniel Schneider; Drew Cranmer; Paul Catanese,late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Kansas#District_4,164,standard,false,2026-08-03
MS,1,2801,MS 2026 Statewide General,,Trent Kelly,dc96bdae-2812-4ca4-af18-75d5d737ec89,-28001,13,partial,renominated,Trent Kelly (R); Cliff Johnson (D); Johnny Baucom (L),Cliff Johnson (D); Johnny Baucom (L),decided,https://www.clarionledger.com/story/news/politics/elections/2026/02/26/us-congress-election-2026-mississippi-candidates/88840574007/,164,standard,false,
MS,2,2802,MS 2026 Statewide General,,Bennie G. Thompson,66eef569-f283-4d35-a535-30eed922199a,-28002,22,partial,renominated,Bennie G. Thompson (D); Ron Eller (R); Bennie Foster (Independent),Ron Eller (R); Bennie Foster (Independent),decided,https://www.clarionledger.com/story/news/politics/elections/2026/02/26/us-congress-election-2026-mississippi-candidates/88840574007/,164,standard,false,
MS,3,2803,MS 2026 Statewide General,,Michael Guest,2d0245b5-08f7-4c07-a1ba-0b01e066ee7d,-28003,12,partial,renominated,Michael Guest (R); Michael Chiaradio (D); Erik Kiehle (L),Michael Chiaradio (D); Erik Kiehle (L),decided,https://www.clarionledger.com/story/news/politics/elections/2026/02/26/us-congress-election-2026-mississippi-candidates/88840574007/,164,standard,false,
MS,4,2804,MS 2026 Statewide General,,Mike Ezell,0fd6132b-eb62-461d-98f7-8449fb3adbf2,-28004,7,partial,renominated,Mike Ezell (R); Jeffrey Hulum III (D); Carl Boyanton (Independent),Jeffrey Hulum III (D); Carl Boyanton (Independent),decided,https://www.clarionledger.com/story/news/politics/elections/2026/02/26/us-congress-election-2026-mississippi-candidates/88840574007/,164,standard,false,
