action,bucket,full_name,external_id,state,office_title,seated,is_active,topic_title,value,write_in_text,suspect_answers,total_answers,whole_compass_affected,politician_id,topic_id,sources,reasoning,last_stances_researched_at
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Affordable Housing,2.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,669cac97-66a6-4087-b036-936fbe62efb3,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Childcare Affordability & Access,2.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,c1ac1330-47f7-44ec-baf3-c913d926b97c,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Civil Rights and Social Justice,1.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,0bc588c6-39e1-4084-b5de-cac909b8b762,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Climate Change and Environmental Protection,2.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Data Center Development & Energy Costs,2.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,4559b513-0fd8-4ed1-babd-f3b554162f40,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Environmental Protection vs. Development,1.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,1935979c-b290-42e4-baa5-8cb0138b4ffa,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Healthcare Access,2.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Public Safety Approach,2.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,e9ebefcd-c496-45e8-b816-a79f8442ba85,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Reproductive Rights and Abortion Access,1.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,af2fdfd6-02c4-49df-b09c-cf8536f4773f,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,School Vouchers & Public Education Funding,2.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,00b95a6a-75db-4521-b523-3326bba938de,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Taxation and Public Spending,2.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,f7e5678d-dadd-4556-a2fc-446e24642ceb,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Transgender Athletes,1.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,d1618b9c-0b9e-45af-b986-bb33d270b8e4,,"",
RETIRE_NOW,no-context,Andrew Stoddard,-336220,ut,State Representative District 40,t,t,Voting Rights and Electoral Integrity,2.0,,13,13,t,4956e47c-d051-4adf-a558-5f29c9f7e854,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Affordable Housing,2.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,669cac97-66a6-4087-b036-936fbe62efb3,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Civil Rights and Social Justice,5.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,0bc588c6-39e1-4084-b5de-cac909b8b762,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Climate Change and Environmental Protection,1.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Deportation Priorities,5.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,44905f3b-e105-4f6c-afc7-5d223813dbac,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Fossil Fuel Policy,2.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,a22215c3-6693-4bc2-b248-01aebba14570,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Healthcare Access,2.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Local Immigration Enforcement,5.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,b9ccee94-ad96-4f10-b655-889d8e5abe92,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Reproductive Rights and Abortion Access,4.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,af2fdfd6-02c4-49df-b09c-cf8536f4773f,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Residential Zoning,4.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,d4f18138-a2e0-4110-b925-7387d9d0d16d,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,School Vouchers & Public Education Funding,5.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,00b95a6a-75db-4521-b523-3326bba938de,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Taxation and Public Spending,4.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,f7e5678d-dadd-4556-a2fc-446e24642ceb,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Transgender Athletes,5.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,d1618b9c-0b9e-45af-b986-bb33d270b8e4,,"",
RETIRE_NOW,no-context,Raymond P. Ward,-362721,ut,State Representative District 19,t,t,Voting Rights and Electoral Integrity,4.0,,13,13,t,9cccdb83-cf9e-48ef-97b5-6da255733f74,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Affordable Housing,4.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,669cac97-66a6-4087-b036-936fbe62efb3,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Civil Rights and Social Justice,5.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,0bc588c6-39e1-4084-b5de-cac909b8b762,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Deportation Priorities,5.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,44905f3b-e105-4f6c-afc7-5d223813dbac,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Fossil Fuel Policy,4.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,a22215c3-6693-4bc2-b248-01aebba14570,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Growth and Development Pace,2.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,fb25c1ac-91cc-49bf-8afc-c7fa22ef45e4,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Immigration and Treatment of Immigrants,4.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,4e2c69ce-591e-4197-9cd5-7aceff79d390,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Local Immigration Enforcement,5.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,b9ccee94-ad96-4f10-b655-889d8e5abe92,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Reproductive Rights and Abortion Access,4.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,af2fdfd6-02c4-49df-b09c-cf8536f4773f,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,School Vouchers & Public Education Funding,5.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,00b95a6a-75db-4521-b523-3326bba938de,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Taxation and Public Spending,4.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,f7e5678d-dadd-4556-a2fc-446e24642ceb,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Transgender Athletes,5.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,d1618b9c-0b9e-45af-b986-bb33d270b8e4,,"",
RETIRE_NOW,no-context,Jordan D. Teuscher,-333258,ut,State Representative District 44,t,t,Voting Rights and Electoral Integrity,4.0,,12,12,t,a3764449-b9d2-48f2-ac15-076a47ef11fb,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Childcare Affordability & Access,5.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,c1ac1330-47f7-44ec-baf3-c913d926b97c,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Civil Rights and Social Justice,5.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,0bc588c6-39e1-4084-b5de-cac909b8b762,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Deportation Priorities,5.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,44905f3b-e105-4f6c-afc7-5d223813dbac,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Economic Development Incentives,2.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,eb3d1247-0de1-4b7f-baec-7259861efd53,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Immigration and Treatment of Immigrants,5.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,4e2c69ce-591e-4197-9cd5-7aceff79d390,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Local Immigration Enforcement,5.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,b9ccee94-ad96-4f10-b655-889d8e5abe92,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Public Safety Approach,4.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,e9ebefcd-c496-45e8-b816-a79f8442ba85,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Religious Freedom,5.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,6b9ba6d9-1001-43f5-b073-4d37130696fd,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Reproductive Rights and Abortion Access,4.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,af2fdfd6-02c4-49df-b09c-cf8536f4773f,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,School Vouchers & Public Education Funding,5.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,00b95a6a-75db-4521-b523-3326bba938de,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Taxation and Public Spending,4.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,f7e5678d-dadd-4556-a2fc-446e24642ceb,,"",
RETIRE_NOW,no-context,Logan Monson,-387429,ut,State Representative District 69,t,t,Voting Rights and Electoral Integrity,4.0,,12,12,t,1fefd1fe-b5d8-41ab-aac6-926ca8f6fee8,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Childcare Affordability & Access,5.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,c1ac1330-47f7-44ec-baf3-c913d926b97c,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Civil Rights and Social Justice,5.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,0bc588c6-39e1-4084-b5de-cac909b8b762,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Deportation Priorities,5.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,44905f3b-e105-4f6c-afc7-5d223813dbac,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Fossil Fuel Policy,5.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,a22215c3-6693-4bc2-b248-01aebba14570,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Healthcare Access,5.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Local Immigration Enforcement,5.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,b9ccee94-ad96-4f10-b655-889d8e5abe92,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Medicare / Medicaid,4.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Reproductive Rights and Abortion Access,4.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,af2fdfd6-02c4-49df-b09c-cf8536f4773f,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,School Vouchers & Public Education Funding,5.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,00b95a6a-75db-4521-b523-3326bba938de,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Taxation and Public Spending,4.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,f7e5678d-dadd-4556-a2fc-446e24642ceb,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Transgender Athletes,5.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,d1618b9c-0b9e-45af-b986-bb33d270b8e4,,"",
RETIRE_NOW,no-context,Norman K Thurston,-381098,ut,State Representative District 62,t,t,Voting Rights and Electoral Integrity,4.0,,12,12,t,0b36a14c-3d2d-4e05-88ab-47a738d1283b,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,,"",
RETIRE_NOW,no-context,Rob Bishop,-332036,ut,State Representative District 6,t,t,Civil Rights and Social Justice,5.0,,12,12,t,9c3974cb-355e-49ce-8633-c4450e27e4a8,0bc588c6-39e1-4084-b5de-cac909b8b762,,"",
RETIRE_NOW,no-context,Rob Bishop,-332036,ut,State Representative District 6,t,t,Climate Change and Environmental Protection,4.0,,12,12,t,9c3974cb-355e-49ce-8633-c4450e27e4a8,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,,"",
RETIRE_NOW,no-context,Rob Bishop,-332036,ut,State Representative District 6,t,t,Environmental Protection vs. Development,5.0,,12,12,t,9c3974cb-355e-49ce-8633-c4450e27e4a8,1935979c-b290-42e4-baa5-8cb0138b4ffa,,"",
RETIRE_NOW,no-context,Rob Bishop,-332036,ut,State Representative District 6,t,t,Fossil Fuel Policy,5.0,,12,12,t,9c3974cb-355e-49ce-8633-c4450e27e4a8,a22215c3-6693-4bc2-b248-01aebba14570,,"",
RETIRE_NOW,no-context,Rob Bishop,-332036,ut,State Representative District 6,t,t,Healthcare Access,4.0,,12,12,t,9c3974cb-355e-49ce-8633-c4450e27e4a8,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,,"",
RETIRE_NOW,no-context,Rob Bishop,-332036,ut,State Representative District 6,t,t,Immigration and Treatment of Immigrants,5.0,,12,12,t,9c3974cb-355e-49ce-8633-c4450e27e4a8,4e2c69ce-591e-4197-9cd5-7aceff79d390,,"",
RETIRE_NOW,no-context,Rob Bishop,-332036,ut,State Representative District 6,t,t,Reproductive Rights and Abortion Access,4.0,,12,12,t,9c3974cb-355e-49ce-8633-c4450e27e4a8,af2fdfd6-02c4-49df-b09c-cf8536f4773f,,"",
