politician_id,full_name,topic_key,verdict,on_axis,off_axis,non_operative,best_role,best_bill,best_introduced,best_title
100de02f-b44d-4587-9b90-19aa5081708c,Brian Schatz,border-security,settleable,2,0,0,cosponsor,S. 1965,2025-06-05,Protect Vulnerable Immigrant Youth Act
100de02f-b44d-4587-9b90-19aa5081708c,Brian Schatz,gun-policy,settleable,4,12,1,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
100de02f-b44d-4587-9b90-19aa5081708c,Brian Schatz,israel-military-aid,settleable,1,0,2,cosponsor,SJRES. 111,2024-09-25,A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services.
102b239c-0a3d-44b9-ae32-88d8179197e2,Todd Young,border-security,settleable,1,3,1,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
102b239c-0a3d-44b9-ae32-88d8179197e2,Todd Young,gun-policy,settleable,4,0,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
102b239c-0a3d-44b9-ae32-88d8179197e2,Todd Young,israel-military-aid,settleable,1,0,7,cosponsor,SRES. 682,2024-05-09,A resolution condemning the decision by the Biden Administration to halt the shipment of United States made ammunition and weapons to the State of Israel.
108e7bcc-554a-49d7-81f0-c3058f933a07,Josh Hawley,border-security,settleable,2,6,0,cosponsor,S. 2905,2023-09-21,No Asylum for CCP Spies Act
108e7bcc-554a-49d7-81f0-c3058f933a07,Josh Hawley,gun-policy,settleable,4,3,0,cosponsor,S. 5172,2024-09-25,"A bill to amend the National Child Protection Act of 1993 to ensure that businesses and organizations that work with vulnerable populations are able to request background checks for their contractors who work with those populations, as well as for individuals that the businesses or organizations license or certify to provide care for those populations."
108e7bcc-554a-49d7-81f0-c3058f933a07,Josh Hawley,israel-military-aid,settleable,5,2,4,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
129c2764-370c-4385-ad64-4cb5744c3541,Rick Scott,border-security,settleable,5,9,3,sponsor,S. 4771,2026-06-11,Protecting Asylum Integrity Act
129c2764-370c-4385-ad64-4cb5744c3541,Rick Scott,gun-policy,settleable,4,6,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
129c2764-370c-4385-ad64-4cb5744c3541,Rick Scott,israel-military-aid,settleable,6,4,10,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
130591ca-bfd1-4691-916b-3570341b04fb,Joni Ernst,border-security,settleable,1,4,0,cosponsor,S. 685,2023-03-07,Stopping Border Surges Act
130591ca-bfd1-4691-916b-3570341b04fb,Joni Ernst,gun-policy,settleable,4,2,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
130591ca-bfd1-4691-916b-3570341b04fb,Joni Ernst,israel-military-aid,settleable,4,0,8,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
17f7729f-22a2-4346-9434-e5f545cfe8b4,Angela Alsobrooks,border-security,non-operative-only,0,0,1,,,,
17f7729f-22a2-4346-9434-e5f545cfe8b4,Angela Alsobrooks,gun-policy,settleable,3,8,4,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
17f7729f-22a2-4346-9434-e5f545cfe8b4,Angela Alsobrooks,israel-military-aid,no-lead,0,0,0,,,,
1d877e4d-8aaf-4db8-be5b-2a3de0a98783,Jeanne Shaheen,border-security,off-axis-only,0,2,0,,,,
1d877e4d-8aaf-4db8-be5b-2a3de0a98783,Jeanne Shaheen,gun-policy,settleable,4,5,3,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
1d877e4d-8aaf-4db8-be5b-2a3de0a98783,Jeanne Shaheen,israel-military-aid,non-operative-only,0,0,4,,,,
20aa1064-bbe7-484c-b779-28d99e92e608,Lindsey Graham,border-security,no-lead,0,0,0,,,,
20aa1064-bbe7-484c-b779-28d99e92e608,Lindsey Graham,gun-policy,settleable,1,3,0,cosponsor,S. 65,2026-07-28,Constitutional Concealed Carry Reciprocity Act of 2025
20aa1064-bbe7-484c-b779-28d99e92e608,Lindsey Graham,israel-military-aid,off-axis-only,0,1,0,,,,
2147281e-e1b1-4416-a5d9-dae9d4f31be0,Ron Wyden,border-security,settleable,1,0,2,cosponsor,S. 3702,2026-01-27,Dignity for Detained Immigrants Act
2147281e-e1b1-4416-a5d9-dae9d4f31be0,Ron Wyden,gun-policy,settleable,6,11,3,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
2147281e-e1b1-4416-a5d9-dae9d4f31be0,Ron Wyden,israel-military-aid,off-axis-only,0,1,5,,,,
2249e92f-8064-4c9e-b109-d56c0c5bb1b8,Bernie Moreno,border-security,settleable,1,1,0,cosponsor,S. 112,2025-01-21,Make the Migrant Protection Protocols Mandatory Act of 2025
2249e92f-8064-4c9e-b109-d56c0c5bb1b8,Bernie Moreno,gun-policy,settleable,1,0,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
2249e92f-8064-4c9e-b109-d56c0c5bb1b8,Bernie Moreno,israel-military-aid,non-operative-only,0,0,1,,,,
24109768-01ad-4bab-b833-b7bc1d8f437d,Steve Daines,border-security,settleable,4,8,1,cosponsor,S. 112,2025-01-16,Make the Migrant Protection Protocols Mandatory Act of 2025
24109768-01ad-4bab-b833-b7bc1d8f437d,Steve Daines,gun-policy,settleable,4,16,3,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
24109768-01ad-4bab-b833-b7bc1d8f437d,Steve Daines,israel-military-aid,settleable,4,2,6,sponsor,S. 3081,2023-10-18,Fortify Israel Act
2717ff94-f7e8-4b39-b6ec-fc3e30f3d46f,Alex Padilla,border-security,settleable,3,9,3,cosponsor,S. 3702,2026-01-27,Dignity for Detained Immigrants Act
2717ff94-f7e8-4b39-b6ec-fc3e30f3d46f,Alex Padilla,israel-military-aid,off-axis-only,0,1,1,,,,
274c286d-a292-4e3f-b570-6c2d7ae9c209,Eric Schmitt,border-security,settleable,1,1,1,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
274c286d-a292-4e3f-b570-6c2d7ae9c209,Eric Schmitt,gun-policy,settleable,4,2,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
274c286d-a292-4e3f-b570-6c2d7ae9c209,Eric Schmitt,israel-military-aid,settleable,2,0,4,cosponsor,S. 5303,2024-11-13,Stand with Israel Act
27d57833-842f-427c-bedd-aa1695fe550f,Ben Ray Luján,border-security,settleable,2,4,1,cosponsor,S. 1965,2025-06-17,Protect Vulnerable Immigrant Youth Act
27d57833-842f-427c-bedd-aa1695fe550f,Ben Ray Luján,gun-policy,settleable,4,1,2,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
27d57833-842f-427c-bedd-aa1695fe550f,Ben Ray Luján,israel-military-aid,non-operative-only,0,0,3,,,,
2971d4f9-1433-4dcd-aaa7-193241ef3c95,Mike Crapo,border-security,settleable,2,6,2,cosponsor,S. 112,2025-01-16,Make the Migrant Protection Protocols Mandatory Act of 2025
2971d4f9-1433-4dcd-aaa7-193241ef3c95,Mike Crapo,gun-policy,settleable,4,14,2,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
2971d4f9-1433-4dcd-aaa7-193241ef3c95,Mike Crapo,israel-military-aid,settleable,4,2,9,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
2a6693c7-9149-4e71-85fe-003746f7d23d,John Hickenlooper,border-security,no-lead,0,0,0,,,,
2a6693c7-9149-4e71-85fe-003746f7d23d,John Hickenlooper,gun-policy,settleable,4,2,2,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
2a6693c7-9149-4e71-85fe-003746f7d23d,John Hickenlooper,israel-military-aid,non-operative-only,0,0,5,,,,
2b022ce1-6272-40db-9332-015a057ec9f8,John Cornyn,border-security,settleable,1,14,3,cosponsor,S. 2824,2023-09-18,Secure the Border Act of 2023
2b022ce1-6272-40db-9332-015a057ec9f8,John Cornyn,gun-policy,settleable,4,8,1,sponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
2b022ce1-6272-40db-9332-015a057ec9f8,John Cornyn,israel-military-aid,settleable,2,3,8,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
2b8d4b89-2d7c-4b67-a5a1-72bd7c766e1e,James Lankford,border-security,off-axis-only,0,16,2,,,,
2b8d4b89-2d7c-4b67-a5a1-72bd7c766e1e,James Lankford,gun-policy,settleable,4,8,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
2b8d4b89-2d7c-4b67-a5a1-72bd7c766e1e,James Lankford,israel-military-aid,settleable,4,3,7,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
2c3372a7-dadc-4622-944c-1783abe57b56,Richard Durbin,border-security,settleable,2,2,0,cosponsor,S. 1965,2025-06-05,Protect Vulnerable Immigrant Youth Act
2c3372a7-dadc-4622-944c-1783abe57b56,Richard Durbin,gun-policy,settleable,7,27,4,sponsor,S. 5172,2024-09-25,"A bill to amend the National Child Protection Act of 1993 to ensure that businesses and organizations that work with vulnerable populations are able to request background checks for their contractors who work with those populations, as well as for individuals that the businesses or organizations license or certify to provide care for those populations."
2c3372a7-dadc-4622-944c-1783abe57b56,Richard Durbin,israel-military-aid,non-operative-only,0,0,3,,,,
2f52b4b6-f167-4452-be9b-d37a5b667e69,Jerry Moran,border-security,settleable,3,2,0,cosponsor,S. 112,2025-01-16,Make the Migrant Protection Protocols Mandatory Act of 2025
2f52b4b6-f167-4452-be9b-d37a5b667e69,Jerry Moran,gun-policy,settleable,4,1,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
2f52b4b6-f167-4452-be9b-d37a5b667e69,Jerry Moran,israel-military-aid,settleable,2,2,5,cosponsor,S. 5303,2024-11-13,Stand with Israel Act
3149d855-8d85-4080-b0d6-fb83be500533,Deb Fischer,border-security,settleable,2,2,1,cosponsor,S. 2905,2023-09-27,No Asylum for CCP Spies Act
3149d855-8d85-4080-b0d6-fb83be500533,Deb Fischer,gun-policy,settleable,4,5,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
3149d855-8d85-4080-b0d6-fb83be500533,Deb Fischer,israel-military-aid,settleable,4,1,8,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
3621bbef-a821-45fe-991c-e1744ad05203,John Boozman,border-security,settleable,1,4,1,cosponsor,S. 348,2023-02-09,Asylum Abuse Reduction Act
3621bbef-a821-45fe-991c-e1744ad05203,John Boozman,gun-policy,settleable,4,3,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
3621bbef-a821-45fe-991c-e1744ad05203,John Boozman,israel-military-aid,settleable,3,0,5,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
3bb72269-7f3b-42a5-bf48-4e1963844391,Tim Sheehy,border-security,settleable,1,1,0,cosponsor,S. 112,2025-01-16,Make the Migrant Protection Protocols Mandatory Act of 2025
3bb72269-7f3b-42a5-bf48-4e1963844391,Tim Sheehy,gun-policy,settleable,2,6,0,sponsor,S. 5208,2026-08-03,Special Operations Forces Concealed Carry Act
3bb72269-7f3b-42a5-bf48-4e1963844391,Tim Sheehy,israel-military-aid,non-operative-only,0,0,1,,,,
3cc5cece-cec0-4490-8faa-37a6b66231c7,Bernie Sanders,border-security,settleable,2,4,0,cosponsor,S. 3702,2026-01-27,Dignity for Detained Immigrants Act
3cc5cece-cec0-4490-8faa-37a6b66231c7,Bernie Sanders,gun-policy,settleable,7,8,1,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
3cc5cece-cec0-4490-8faa-37a6b66231c7,Bernie Sanders,israel-military-aid,settleable,25,0,2,sponsor,SJRES. 138,2026-03-19,A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services.
3d51cca6-7206-413b-ab8d-3199a58a6767,Amy Klobuchar,border-security,off-axis-only,0,3,1,,,,
3d51cca6-7206-413b-ab8d-3199a58a6767,Amy Klobuchar,gun-policy,settleable,7,10,5,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
3d51cca6-7206-413b-ab8d-3199a58a6767,Amy Klobuchar,israel-military-aid,non-operative-only,0,0,3,,,,
401f1fab-c996-4b1a-92f7-2817c5dd4619,Ted Budd,border-security,settleable,3,7,2,cosponsor,S. 4771,2026-06-15,Protecting Asylum Integrity Act
401f1fab-c996-4b1a-92f7-2817c5dd4619,Ted Budd,gun-policy,settleable,4,11,2,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
401f1fab-c996-4b1a-92f7-2817c5dd4619,Ted Budd,israel-military-aid,settleable,4,5,10,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
463f8a89-e12c-4b92-8df1-0fed43dc4441,Kirsten Gillibrand,border-security,settleable,1,7,0,cosponsor,S. 1885,2023-06-20,Protect Vulnerable Immigrant Youth Act
463f8a89-e12c-4b92-8df1-0fed43dc4441,Kirsten Gillibrand,gun-policy,settleable,7,14,1,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
463f8a89-e12c-4b92-8df1-0fed43dc4441,Kirsten Gillibrand,israel-military-aid,off-axis-only,0,4,6,,,,
4cc6f4af-a528-430e-975b-bd5a86382a13,Rand Paul,border-security,non-operative-only,0,0,1,,,,
4cc6f4af-a528-430e-975b-bd5a86382a13,Rand Paul,gun-policy,settleable,1,1,0,cosponsor,SJRES. 20,2023-03-15,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Justice and the Bureau of Alcohol, Tobacco, Firearms and Explosives relating to ""Factoring Criteria for Firearms With Attached 'Stabilizing Braces'""."
4cc6f4af-a528-430e-975b-bd5a86382a13,Rand Paul,israel-military-aid,non-operative-only,0,0,3,,,,
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,border-security,settleable,2,7,2,cosponsor,S. 112,2025-01-22,Make the Migrant Protection Protocols Mandatory Act of 2025
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,gun-policy,settleable,4,15,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,israel-military-aid,settleable,2,0,5,cosponsor,S. 4337,2024-05-15,Israel Security Assistance Support Act
4f411143-634b-4e11-ab61-78acaf22ddfb,Dave McCormick,border-security,no-lead,0,0,0,,,,
4f411143-634b-4e11-ab61-78acaf22ddfb,Dave McCormick,gun-policy,settleable,1,2,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
4f411143-634b-4e11-ab61-78acaf22ddfb,Dave McCormick,israel-military-aid,settleable,1,1,2,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
4f4b2bff-0054-475f-8687-e83f68085f15,"Angus S. King, Jr.",border-security,settleable,2,4,1,cosponsor,S. 1965,2025-07-24,Protect Vulnerable Immigrant Youth Act
4f4b2bff-0054-475f-8687-e83f68085f15,"Angus S. King, Jr.",gun-policy,settleable,2,1,0,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
4f4b2bff-0054-475f-8687-e83f68085f15,"Angus S. King, Jr.",israel-military-aid,non-operative-only,0,0,2,,,,
4f62ca82-fda1-4386-9a4a-62dd84318f83,Mike Lee,border-security,settleable,3,5,1,sponsor,S. 5371,2026-08-07,Stopping Border Surges Act
4f62ca82-fda1-4386-9a4a-62dd84318f83,Mike Lee,gun-policy,settleable,4,3,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
4f62ca82-fda1-4386-9a4a-62dd84318f83,Mike Lee,israel-military-aid,settleable,5,0,4,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
4fa06009-8f67-40f6-a8b3-d2d62712240d,Martin Heinrich,border-security,off-axis-only,0,5,0,,,,
4fa06009-8f67-40f6-a8b3-d2d62712240d,Martin Heinrich,gun-policy,settleable,5,5,4,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
4fa06009-8f67-40f6-a8b3-d2d62712240d,Martin Heinrich,israel-military-aid,non-operative-only,0,0,2,,,,
535591bf-7151-48ba-81b4-e8d9983def72,Michael Bennet,border-security,off-axis-only,0,1,2,,,,
535591bf-7151-48ba-81b4-e8d9983def72,Michael Bennet,gun-policy,settleable,4,0,1,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
535591bf-7151-48ba-81b4-e8d9983def72,Michael Bennet,israel-military-aid,non-operative-only,0,0,5,,,,
5fe0fed0-05b0-49e4-b7e2-99d2c8463a0d,Raphael Warnock,border-security,non-operative-only,0,0,1,,,,
5fe0fed0-05b0-49e4-b7e2-99d2c8463a0d,Raphael Warnock,gun-policy,settleable,4,0,1,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
5fe0fed0-05b0-49e4-b7e2-99d2c8463a0d,Raphael Warnock,israel-military-aid,non-operative-only,0,0,4,,,,
6160a29a-d896-4061-801a-e5c3d9f06c99,Jon Ossoff,border-security,off-axis-only,0,5,0,,,,
6160a29a-d896-4061-801a-e5c3d9f06c99,Jon Ossoff,gun-policy,settleable,4,0,0,cosponsor,S. 3214,2026-01-14,Background Check Expansion Act
6160a29a-d896-4061-801a-e5c3d9f06c99,Jon Ossoff,israel-military-aid,off-axis-only,0,1,3,,,,
61a601c2-7faa-4889-abf2-bbb0066ce448,Chris Van Hollen,border-security,off-axis-only,0,1,1,,,,
61a601c2-7faa-4889-abf2-bbb0066ce448,Chris Van Hollen,gun-policy,settleable,7,11,4,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
61a601c2-7faa-4889-abf2-bbb0066ce448,Chris Van Hollen,israel-military-aid,settleable,3,0,5,cosponsor,SJRES. 138,2026-03-19,A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services.
624e51ff-2f0f-45d0-bd57-1dfa8ad47013,Mike Rounds,border-security,settleable,3,5,1,cosponsor,S. 112,2025-01-16,Make the Migrant Protection Protocols Mandatory Act of 2025
624e51ff-2f0f-45d0-bd57-1dfa8ad47013,Mike Rounds,gun-policy,settleable,4,6,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
624e51ff-2f0f-45d0-bd57-1dfa8ad47013,Mike Rounds,israel-military-aid,settleable,3,2,3,cosponsor,S. 1521,2025-10-07,Stand with Israel Act
661c0499-af4c-4cf9-a34b-eb0c20d5cd4b,John Thune,border-security,settleable,2,3,0,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
661c0499-af4c-4cf9-a34b-eb0c20d5cd4b,John Thune,gun-policy,settleable,4,6,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
661c0499-af4c-4cf9-a34b-eb0c20d5cd4b,John Thune,israel-military-aid,settleable,3,1,7,cosponsor,S. 5303,2024-11-13,Stand with Israel Act
675778b0-7e6f-45ef-96b2-7bcb5d7e0af7,Tim Scott,border-security,settleable,1,5,0,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
675778b0-7e6f-45ef-96b2-7bcb5d7e0af7,Tim Scott,gun-policy,settleable,4,2,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
675778b0-7e6f-45ef-96b2-7bcb5d7e0af7,Tim Scott,israel-military-aid,settleable,4,0,8,cosponsor,S. 5303,2024-11-13,Stand with Israel Act
6b817122-f196-4b72-b0b4-2d9763c4be47,Susan M. Collins,border-security,settleable,1,6,1,sponsor,S. 255,2023-02-02,Asylum Seeker Work Authorization Act of 2023
6b817122-f196-4b72-b0b4-2d9763c4be47,Susan M. Collins,gun-policy,no-lead,0,0,0,,,,
6b817122-f196-4b72-b0b4-2d9763c4be47,Susan M. Collins,israel-military-aid,settleable,3,4,8,cosponsor,S. 1521,2025-06-12,Stand with Israel Act
6ca6aabe-6a7f-46b7-b51d-620a7f5c9913,Shelley Moore Capito,border-security,off-axis-only,0,1,2,,,,
6ca6aabe-6a7f-46b7-b51d-620a7f5c9913,Shelley Moore Capito,gun-policy,settleable,4,5,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
6ca6aabe-6a7f-46b7-b51d-620a7f5c9913,Shelley Moore Capito,israel-military-aid,settleable,3,1,7,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
750717e7-1f22-42a7-86fd-e065caf343de,Maria Cantwell,border-security,no-lead,0,0,0,,,,
750717e7-1f22-42a7-86fd-e065caf343de,Maria Cantwell,gun-policy,settleable,4,2,2,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
750717e7-1f22-42a7-86fd-e065caf343de,Maria Cantwell,israel-military-aid,non-operative-only,0,0,2,,,,
7affca4e-db2b-4f7e-b009-9acc6b493139,Tommy Tuberville,border-security,settleable,3,4,0,cosponsor,S. 5371,2026-08-07,Stopping Border Surges Act
7affca4e-db2b-4f7e-b009-9acc6b493139,Tommy Tuberville,gun-policy,settleable,4,2,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
7affca4e-db2b-4f7e-b009-9acc6b493139,Tommy Tuberville,israel-military-aid,settleable,3,0,5,cosponsor,SRES. 682,2024-05-09,A resolution condemning the decision by the Biden Administration to halt the shipment of United States made ammunition and weapons to the State of Israel.
7b77ec48-f6d0-4b10-84bf-d15607fcbd2d,Gary Peters,border-security,off-axis-only,0,9,1,,,,
7b77ec48-f6d0-4b10-84bf-d15607fcbd2d,Gary Peters,gun-policy,settleable,4,0,1,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
7b77ec48-f6d0-4b10-84bf-d15607fcbd2d,Gary Peters,israel-military-aid,off-axis-only,0,5,4,,,,
7e1e1044-a98b-4c69-910e-73de8e818c48,Mark Kelly,border-security,off-axis-only,0,8,1,,,,
7e1e1044-a98b-4c69-910e-73de8e818c48,Mark Kelly,gun-policy,settleable,3,0,1,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
7e1e1044-a98b-4c69-910e-73de8e818c48,Mark Kelly,israel-military-aid,non-operative-only,0,0,1,,,,
7e434dbf-80d1-4813-9b43-af30429c8290,Jim Justice,border-security,off-axis-only,0,1,0,,,,
7e434dbf-80d1-4813-9b43-af30429c8290,Jim Justice,gun-policy,settleable,1,4,3,cosponsor,S. 65,2025-02-10,Constitutional Concealed Carry Reciprocity Act of 2025
7e434dbf-80d1-4813-9b43-af30429c8290,Jim Justice,israel-military-aid,settleable,1,2,2,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
808ab926-365f-4b8a-a42e-628f11ecc48e,Marsha Blackburn,border-security,settleable,5,15,2,sponsor,S. 112,2025-01-16,Make the Migrant Protection Protocols Mandatory Act of 2025
808ab926-365f-4b8a-a42e-628f11ecc48e,Marsha Blackburn,gun-policy,settleable,4,11,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
