politician_id,full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
130591ca-bfd1-4691-916b-3570341b04fb,Joni Ernst,israel-military-aid,,,,,
17f7729f-22a2-4346-9434-e5f545cfe8b4,Angela Alsobrooks,gun-policy,,,,,
1d877e4d-8aaf-4db8-be5b-2a3de0a98783,Jeanne Shaheen,gun-policy,,,,,
20aa1064-bbe7-484c-b779-28d99e92e608,Lindsey Graham,gun-policy,,,,,
2147281e-e1b1-4416-a5d9-dae9d4f31be0,Ron Wyden,border-security,,,,,
2147281e-e1b1-4416-a5d9-dae9d4f31be0,Ron Wyden,gun-policy,,,,,
2249e92f-8064-4c9e-b109-d56c0c5bb1b8,Bernie Moreno,border-security,,,,,
2249e92f-8064-4c9e-b109-d56c0c5bb1b8,Bernie Moreno,gun-policy,,,,,
24109768-01ad-4bab-b833-b7bc1d8f437d,Steve Daines,border-security,,,,,
24109768-01ad-4bab-b833-b7bc1d8f437d,Steve Daines,gun-policy,,,,,
24109768-01ad-4bab-b833-b7bc1d8f437d,Steve Daines,israel-military-aid,,,,,
2717ff94-f7e8-4b39-b6ec-fc3e30f3d46f,Alex Padilla,border-security,,,,,
274c286d-a292-4e3f-b570-6c2d7ae9c209,Eric Schmitt,border-security,,,,,
274c286d-a292-4e3f-b570-6c2d7ae9c209,Eric Schmitt,gun-policy,,,,,
274c286d-a292-4e3f-b570-6c2d7ae9c209,Eric Schmitt,israel-military-aid,,,,,
27d57833-842f-427c-bedd-aa1695fe550f,Ben Ray Luján,border-security,,,,,
27d57833-842f-427c-bedd-aa1695fe550f,Ben Ray Luján,gun-policy,,,,,
2971d4f9-1433-4dcd-aaa7-193241ef3c95,Mike Crapo,border-security,,,,,
2971d4f9-1433-4dcd-aaa7-193241ef3c95,Mike Crapo,gun-policy,,,,,
2971d4f9-1433-4dcd-aaa7-193241ef3c95,Mike Crapo,israel-military-aid,,,,,
2a6693c7-9149-4e71-85fe-003746f7d23d,John Hickenlooper,gun-policy,,,,,
2b022ce1-6272-40db-9332-015a057ec9f8,John Cornyn,border-security,,,,,
2b022ce1-6272-40db-9332-015a057ec9f8,John Cornyn,gun-policy,,,,,
2b022ce1-6272-40db-9332-015a057ec9f8,John Cornyn,israel-military-aid,,,,,
2b8d4b89-2d7c-4b67-a5a1-72bd7c766e1e,James Lankford,gun-policy,,,,,
2b8d4b89-2d7c-4b67-a5a1-72bd7c766e1e,James Lankford,israel-military-aid,,,,,
2c3372a7-dadc-4622-944c-1783abe57b56,Richard Durbin,border-security,,,,,
2c3372a7-dadc-4622-944c-1783abe57b56,Richard Durbin,gun-policy,,,,,
2f52b4b6-f167-4452-be9b-d37a5b667e69,Jerry Moran,border-security,,,,,
2f52b4b6-f167-4452-be9b-d37a5b667e69,Jerry Moran,gun-policy,,,,,
2f52b4b6-f167-4452-be9b-d37a5b667e69,Jerry Moran,israel-military-aid,,,,,
3149d855-8d85-4080-b0d6-fb83be500533,Deb Fischer,border-security,,,,,
3149d855-8d85-4080-b0d6-fb83be500533,Deb Fischer,gun-policy,,,,,
3149d855-8d85-4080-b0d6-fb83be500533,Deb Fischer,israel-military-aid,,,,,
3621bbef-a821-45fe-991c-e1744ad05203,John Boozman,border-security,,,,,
3621bbef-a821-45fe-991c-e1744ad05203,John Boozman,gun-policy,,,,,
3621bbef-a821-45fe-991c-e1744ad05203,John Boozman,israel-military-aid,,,,,
3bb72269-7f3b-42a5-bf48-4e1963844391,Tim Sheehy,border-security,,,,,
3bb72269-7f3b-42a5-bf48-4e1963844391,Tim Sheehy,gun-policy,,,,,
3cc5cece-cec0-4490-8faa-37a6b66231c7,Bernie Sanders,border-security,,,,,
3cc5cece-cec0-4490-8faa-37a6b66231c7,Bernie Sanders,gun-policy,,,,,
3cc5cece-cec0-4490-8faa-37a6b66231c7,Bernie Sanders,israel-military-aid,,,,,
3d51cca6-7206-413b-ab8d-3199a58a6767,Amy Klobuchar,gun-policy,,,,,
401f1fab-c996-4b1a-92f7-2817c5dd4619,Ted Budd,border-security,,,,,
401f1fab-c996-4b1a-92f7-2817c5dd4619,Ted Budd,gun-policy,,,,,
401f1fab-c996-4b1a-92f7-2817c5dd4619,Ted Budd,israel-military-aid,,,,,
463f8a89-e12c-4b92-8df1-0fed43dc4441,Kirsten Gillibrand,border-security,,,,,
463f8a89-e12c-4b92-8df1-0fed43dc4441,Kirsten Gillibrand,gun-policy,,,,,
4cc6f4af-a528-430e-975b-bd5a86382a13,Rand Paul,gun-policy,,,,,
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,border-security,,,,,
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,gun-policy,,,,,
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,israel-military-aid,,,,,
4f411143-634b-4e11-ab61-78acaf22ddfb,Dave McCormick,gun-policy,,,,,
4f411143-634b-4e11-ab61-78acaf22ddfb,Dave McCormick,israel-military-aid,,,,,
4f4b2bff-0054-475f-8687-e83f68085f15,"Angus S. King, Jr.",border-security,,,,,
4f4b2bff-0054-475f-8687-e83f68085f15,"Angus S. King, Jr.",gun-policy,,,,,
4f62ca82-fda1-4386-9a4a-62dd84318f83,Mike Lee,border-security,,,,,
4f62ca82-fda1-4386-9a4a-62dd84318f83,Mike Lee,gun-policy,,,,,
4f62ca82-fda1-4386-9a4a-62dd84318f83,Mike Lee,israel-military-aid,,,,,
4fa06009-8f67-40f6-a8b3-d2d62712240d,Martin Heinrich,gun-policy,,,,,
535591bf-7151-48ba-81b4-e8d9983def72,Michael Bennet,gun-policy,,,,,
5fe0fed0-05b0-49e4-b7e2-99d2c8463a0d,Raphael Warnock,gun-policy,,,,,
6160a29a-d896-4061-801a-e5c3d9f06c99,Jon Ossoff,gun-policy,,,,,
61a601c2-7faa-4889-abf2-bbb0066ce448,Chris Van Hollen,gun-policy,,,,,
61a601c2-7faa-4889-abf2-bbb0066ce448,Chris Van Hollen,israel-military-aid,,,,,
624e51ff-2f0f-45d0-bd57-1dfa8ad47013,Mike Rounds,border-security,,,,,
624e51ff-2f0f-45d0-bd57-1dfa8ad47013,Mike Rounds,gun-policy,,,,,
624e51ff-2f0f-45d0-bd57-1dfa8ad47013,Mike Rounds,israel-military-aid,,,,,
661c0499-af4c-4cf9-a34b-eb0c20d5cd4b,John Thune,border-security,,,,,
661c0499-af4c-4cf9-a34b-eb0c20d5cd4b,John Thune,gun-policy,,,,,
661c0499-af4c-4cf9-a34b-eb0c20d5cd4b,John Thune,israel-military-aid,,,,,
675778b0-7e6f-45ef-96b2-7bcb5d7e0af7,Tim Scott,border-security,,,,,
675778b0-7e6f-45ef-96b2-7bcb5d7e0af7,Tim Scott,gun-policy,,,,,
675778b0-7e6f-45ef-96b2-7bcb5d7e0af7,Tim Scott,israel-military-aid,,,,,
6b817122-f196-4b72-b0b4-2d9763c4be47,Susan M. Collins,border-security,,,,,
6b817122-f196-4b72-b0b4-2d9763c4be47,Susan M. Collins,israel-military-aid,,,,,
6ca6aabe-6a7f-46b7-b51d-620a7f5c9913,Shelley Moore Capito,gun-policy,,,,,
6ca6aabe-6a7f-46b7-b51d-620a7f5c9913,Shelley Moore Capito,israel-military-aid,,,,,
750717e7-1f22-42a7-86fd-e065caf343de,Maria Cantwell,gun-policy,,,,,
7affca4e-db2b-4f7e-b009-9acc6b493139,Tommy Tuberville,border-security,,,,,
7affca4e-db2b-4f7e-b009-9acc6b493139,Tommy Tuberville,gun-policy,,,,,
7affca4e-db2b-4f7e-b009-9acc6b493139,Tommy Tuberville,israel-military-aid,,,,,
7b77ec48-f6d0-4b10-84bf-d15607fcbd2d,Gary Peters,gun-policy,,,,,
7e1e1044-a98b-4c69-910e-73de8e818c48,Mark Kelly,gun-policy,,,,,
7e434dbf-80d1-4813-9b43-af30429c8290,Jim Justice,gun-policy,,,,,
7e434dbf-80d1-4813-9b43-af30429c8290,Jim Justice,israel-military-aid,,,,,
808ab926-365f-4b8a-a42e-628f11ecc48e,Marsha Blackburn,border-security,,,,,
808ab926-365f-4b8a-a42e-628f11ecc48e,Marsha Blackburn,gun-policy,,,,,
808ab926-365f-4b8a-a42e-628f11ecc48e,Marsha Blackburn,israel-military-aid,,,,,
85d27350-e1b6-45b8-aee3-509ca88c5af4,Mark Warner,gun-policy,,,,,
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,border-security,,,,,
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,gun-policy,,,,,
88c06231-8e34-43ff-befb-8868b44383e6,Kevin Cramer,border-security,,,,,
88c06231-8e34-43ff-befb-8868b44383e6,Kevin Cramer,gun-policy,,,,,
88c06231-8e34-43ff-befb-8868b44383e6,Kevin Cramer,israel-military-aid,,,,,
8a27a8b7-88b4-4f79-bbcf-d1d0e70d4032,Adam B. Schiff,border-security,,,,,
8cffe7a0-b56c-42fe-adbf-f57d63589973,Tim Kaine,gun-policy,,,,,
91f87a53-13bc-4d35-b3c8-49227ae80faa,Catherine Cortez Masto,border-security,,,,,
91f87a53-13bc-4d35-b3c8-49227ae80faa,Catherine Cortez Masto,gun-policy,,,,,
9a41971c-1e38-41b8-a6ec-bec6055a00b3,James Risch,border-security,,,,,
9a41971c-1e38-41b8-a6ec-bec6055a00b3,James Risch,gun-policy,,,,,
9a41971c-1e38-41b8-a6ec-bec6055a00b3,James Risch,israel-military-aid,,,,,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,Peter Welch,border-security,,,,,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,Peter Welch,gun-policy,,,,,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,Peter Welch,israel-military-aid,,,,,
9df12eb2-bc9a-4083-8004-1af4167342ea,Roger Marshall,border-security,,,,,
9df12eb2-bc9a-4083-8004-1af4167342ea,Roger Marshall,gun-policy,,,,,
9df12eb2-bc9a-4083-8004-1af4167342ea,Roger Marshall,israel-military-aid,,,,,
a8017fcc-f4c0-4b7d-a0fa-9d76ea3d56f6,Tina Smith,border-security,,,,,
a8017fcc-f4c0-4b7d-a0fa-9d76ea3d56f6,Tina Smith,gun-policy,,,,,
a8bda21a-a5ca-4c15-9612-10fad5d5c9d6,Ted Cruz,border-security,,,,,
a8bda21a-a5ca-4c15-9612-10fad5d5c9d6,Ted Cruz,gun-policy,,,,,
a8bda21a-a5ca-4c15-9612-10fad5d5c9d6,Ted Cruz,israel-military-aid,,,,,
a97678bc-8844-4560-87b1-5ef4f8013d96,Dan Sullivan,border-security,,,,,
a97678bc-8844-4560-87b1-5ef4f8013d96,Dan Sullivan,gun-policy,,,,,
a97678bc-8844-4560-87b1-5ef4f8013d96,Dan Sullivan,israel-military-aid,,,,,
ac7faadb-52c2-4e13-9073-3a607a4f8e57,Tammy Baldwin,gun-policy,,,,,
af01a7ec-9318-4862-ba78-553e5908182c,Chuck Schumer,gun-policy,,,,,
afd8d31b-9f88-4eb9-8a88-46e5ef914267,Jack Reed,gun-policy,,,,,
b700099a-8cab-44b6-81b8-d678d646ae88,Christopher Murphy,gun-policy,,,,,
b87583fe-2348-4bf3-aba5-12f5f88d3606,John Curtis,gun-policy,,,,,
b87583fe-2348-4bf3-aba5-12f5f88d3606,John Curtis,israel-military-aid,,,,,
bd630c8f-14da-4149-b95c-6da7eddaab8f,Richard Blumenthal,gun-policy,,,,,
c19c488e-ae48-4ed2-ba7c-3092b847c192,Sheldon Whitehouse,gun-policy,,,,,
cc873a93-cb47-405a-93b0-bb2848fdd57e,Lisa Murkowski,border-security,,,,,
cc873a93-cb47-405a-93b0-bb2848fdd57e,Lisa Murkowski,gun-policy,,,,,
cc873a93-cb47-405a-93b0-bb2848fdd57e,Lisa Murkowski,israel-military-aid,,,,,
d01ea902-317a-4a66-b346-8b29a91fcd25,Pete Ricketts,border-security,,,,,
d01ea902-317a-4a66-b346-8b29a91fcd25,Pete Ricketts,gun-policy,,,,,
d01ea902-317a-4a66-b346-8b29a91fcd25,Pete Ricketts,israel-military-aid,,,,,
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,border-security,,,,,
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,gun-policy,,,,,
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,israel-military-aid,,,,,
d53cbad2-d166-4f8d-87a2-f7e5ddc7a237,Roger Wicker,gun-policy,,,,,
d53cbad2-d166-4f8d-87a2-f7e5ddc7a237,Roger Wicker,israel-military-aid,,,,,
d5740b38-9b65-431a-9e33-645d432dec61,Jon Husted,gun-policy,,,,,
dc92c805-4734-4d4b-8ceb-597e59b0e268,Mazie Hirono,gun-policy,,,,,
dd08c9de-076d-40ee-ab27-9298bbb72d1a,Elizabeth Warren,border-security,,,,,
dd08c9de-076d-40ee-ab27-9298bbb72d1a,Elizabeth Warren,gun-policy,,,,,
dd5d3f6d-fc82-4774-b510-287ec47cbd84,Chuck Grassley,border-security,,,,,
dd5d3f6d-fc82-4774-b510-287ec47cbd84,Chuck Grassley,gun-policy,,,,,
dd5d3f6d-fc82-4774-b510-287ec47cbd84,Chuck Grassley,israel-military-aid,,,,,
e3a590be-1816-46bc-98f0-6a911dec9d9d,Jacky Rosen,border-security,,,,,
e3a590be-1816-46bc-98f0-6a911dec9d9d,Jacky Rosen,gun-policy,,,,,
e3a590be-1816-46bc-98f0-6a911dec9d9d,Jacky Rosen,israel-military-aid,,,,,
e4b27d5e-59de-4e71-a8a7-28e7b9a80807,John Barrasso,border-security,,,,,
e4b27d5e-59de-4e71-a8a7-28e7b9a80807,John Barrasso,gun-policy,,,,,
e4b27d5e-59de-4e71-a8a7-28e7b9a80807,John Barrasso,israel-military-aid,,,,,
e6596b34-8d9f-4593-bf0c-4fe7fc17cd26,John Hoeven,border-security,,,,,
e6596b34-8d9f-4593-bf0c-4fe7fc17cd26,John Hoeven,gun-policy,,,,,
e6596b34-8d9f-4593-bf0c-4fe7fc17cd26,John Hoeven,israel-military-aid,,,,,
e7c985f0-7804-485e-8ad7-8e71c0129a00,Andy Kim,border-security,,,,,
e7c985f0-7804-485e-8ad7-8e71c0129a00,Andy Kim,gun-policy,,,,,
e89abbed-b93c-4a07-a1b1-fe33060ebec7,John Fetterman,gun-policy,,,,,
eaab08fa-c93d-44de-ad8e-06275658dddc,Chris Coons,gun-policy,,,,,
ebe10065-0025-46e5-897e-7a81e4c77ecf,Elissa Slotkin,gun-policy,,,,,
ec0aeea4-afb2-46b1-be2c-c226188cfbaa,Maggie Hassan,gun-policy,,,,,
eff33c8a-38f6-421f-a8de-24518c52d650,Bill Cassidy,border-security,,,,,
eff33c8a-38f6-421f-a8de-24518c52d650,Bill Cassidy,gun-policy,,,,,
eff33c8a-38f6-421f-a8de-24518c52d650,Bill Cassidy,israel-military-aid,,,,,
f1271c9d-fad4-4e1e-9c22-e6e2333a8a3e,Thom Tillis,border-security,,,,,
f1271c9d-fad4-4e1e-9c22-e6e2333a8a3e,Thom Tillis,gun-policy,,,,,
f1271c9d-fad4-4e1e-9c22-e6e2333a8a3e,Thom Tillis,israel-military-aid,,,,,
f6c97c43-41e3-45ae-bdaa-c339f2e6ed4d,Ashley Moody,border-security,,,,,
f6c97c43-41e3-45ae-bdaa-c339f2e6ed4d,Ashley Moody,gun-policy,,,,,
f6c97c43-41e3-45ae-bdaa-c339f2e6ed4d,Ashley Moody,israel-military-aid,,,,,
f8d6555b-faea-4746-b8d8-27c41e08f4c4,Mitch McConnell,border-security,,,,,
f8d6555b-faea-4746-b8d8-27c41e08f4c4,Mitch McConnell,gun-policy,,,,,
f8d6555b-faea-4746-b8d8-27c41e08f4c4,Mitch McConnell,israel-military-aid,,,,,
f9abc9e1-e1d5-4cd9-9983-a403dc94a5fc,Lisa Blunt Rochester,gun-policy,,,,,
faf86b5b-5add-4afb-a8e2-96b3e8be4b78,Edward J. Markey,border-security,,,,,
faf86b5b-5add-4afb-a8e2-96b3e8be4b78,Edward J. Markey,gun-policy,,,,,
ffe3816f-4923-4e10-b71c-8b2590a8f377,John Kennedy,border-security,,,,,
ffe3816f-4923-4e10-b71c-8b2590a8f377,John Kennedy,gun-policy,,,,,
ffe3816f-4923-4e10-b71c-8b2590a8f377,John Kennedy,israel-military-aid,,,,,
