politician_id,full_name,city,office,match_count,filer_ids,committee_names,status
0fbe4554-7b46-4773-9601-6d32b865e1e3,Stephanie Fossan,La Canada Flintridge,Council Member,0,,,no_match
e1e05ece-6241-4fd2-9d44-796e908cf4bd,John Pespisa,La Habra Heights,Mayor,0,,,no_match
5bc8e8fb-8784-4d4b-b4d6-e2416a593100,Steve De Ruse,La Mirada,Council Member,1,1334376,"DE RUSE TO CITY COUNCIL 2011, ELECT STEVE",matched
83d57d34-d294-4d5e-9793-d26dd8fa6d17,Debbie S. Baker,La Palma,Council Member,1,1466502,BAKER FOR LA PALMA CITY COUNCIL DISTRICT 1 2024; DEBBIE S.,matched
dc7f4747-abc2-4a1a-8d65-c1d4d5b609d2,Valerie Munoz,La Puente,Mayor,2,1362861 | 1369542,"MUNOZ FOR LA PUENTE CITY COUNCIL 2014, VALERIE | MUNOZ FOR LA PUENTE CITY COUNCIL 2018, VALERIE",matched
939b40cf-dce4-4c7d-a6bf-8ca6fac6f194,Jeff Wood,Lakewood,Council Member,3,1328444 | 1404710 | 1446298,"WOOD FOR CITY COUNCIL 2015, JEFF | WOOD FOR LAKEWOOD CITY COUNCIL 2019; JEFF | WOOD FOR LAKEWOOD CITY COUNCIL 2024 - DISTRICT 3; JEFF",matched
007074c6-6fbe-429f-9e06-8d7251198d8a,Lauren Hughes-Leslie,Lancaster,Council Member,1,1463078,HUGHES-LESLIE FOR LANCASTER CITY COUNCIL 2024; LAUREN,matched
92ad78e2-845b-4fbf-9a58-01347b8c81db,Robert Pullen-Miles,Lawndale,Mayor,2,1257638 | 1395721,"PULLEN-MILES FOR CITY COUNCIL 2016, FRIENDS OF ROBERT | PULLEN-MILES FOR BOARD OF EQUALIZATION 2018; ROBERT",matched
c2431cc7-d700-4327-918b-867854b170ae,Sirley Cuevas,Lawndale,Council Member,0,,,no_match
9dd2a633-c532-4154-b2b0-9b725fcb292f,Mark A. Waronek,Lomita,Mayor,3,1253251 | 1360330 | 1408333,"WARONEK FOR CITY COUNCIL, RE-ELECT COUNCILMAN MARK | WARONEK FOR LOMITA CITY COUNCIL 2013, MARK | WARONEK FOR LOMITA CITY COUNCIL 2018; RE-ELECT MARK",matched
4c9d7584-4e07-46f7-8f8c-770afc8dce94,Rex Richardson,Long Beach,Mayor,9,1359540 | 1393626 | 1435795 | 1443096 | 1444231 | 1446966 | 1447859 | 1458350 | 1478758,"RICHARDSON FOR CITY COUNCIL 2014, REX | RICHARDSON FOR CITY COUNCIL 2018; REX | RICHARDSON FOR CITY COUNCIL 2022; REX | RICHARDSON FOR MAYOR 2022; REX | PRICE FOR MAYOR 2022 AND OPPOSING REX RICHARDSON FOR MAYOR 2022; COMMITTEE FOR A SAFE AND STRONG LONG BEACH: SUPPORTING SUZIE | RICHARDSON FOR MAYOR, KERR, RICKS-ODDIE AND CARUSO FOR CITY COUNCIL 2022, SPONSORED BY THE LOS ANGELES COUNTY FEDERATION OF LABOR, AFL-CIO; WORKING FAMILIES AND COMMUNITIES IN SUPPORT OF REX | RICHARDSON FOR LONG BEACH MAYOR 2022; LONG BEACH BUSINESS ALLIANCE IN SUPPORT OF REX | RICHARDSON FOR MAYOR 2022 OFFICEHOLDER ACCOUNT; REX | RICHARDSON FOR MAYOR 2026; REX",matched
9ca53692-35ab-4445-80b0-241e3f6f2e2c,Jordan Nefulda,Los Alamitos,Council Member,0,,,no_match
de2ca46a-652a-4620-bfc7-8ff1006b26d3,Juan Muñoz-Guevara,Lynwood,Council Member,1,1451822,MUNOZ-GUEVARA FOR LYNWOOD CITY COUNCIL 2022; JUAN,matched
08bf0f81-2f3f-4fd1-98d1-d3c4ae77c5c7,Rita Soto,Lynwood,Mayor,1,1430502,SOTO FOR LYNWOOD CITY COUNCIL 2024; RITA,matched
d2e60dbe-31b5-44e0-9c95-b95b65bdb697,Joe Franklin,Manhattan Beach,Council Member,3,1414106 | 1429329 | 1469170,FRANKLIN FOR MANHATTAN BEACH CITY COUNCIL 2019; JOE | FRANKLIN FOR MANHATTAN BEACH CITY COUNCIL 2020; JOE | FRANKLIN FOR CITY COUNCIL 2024; RE-ELECT JOE,matched
0e1d1f05-8cef-4e33-9847-d27100ddb2d4,Eddie De La,Maywood,Council Member,0,,,ambiguous_name
03575512-bf5d-4611-84dd-a8624c903164,Frank Garcia,Maywood,Council Member,2,1258914 | 1429107,"GARCIA FOR SCHOOL BOARD, FRANK | GARCIA FOR MAYWOOD CITY COUNCIL 2024; FRANK",matched
f299af69-895e-4729-8bf3-439b4036acbd,Sergio Jimenez,Monrovia,Council Member,4,1381456 | 1419734 | 1443183 | 1465433,JIMENEZ FOR CITY COUNCIL 2016; SERGIO | JIMENEZ FOR SAN JOSE CITY COUNCIL 2020; SERGIO | JIMENEZ TO MONROVIA CITY COUNCIL 2022; COMMITTEE TO ELECT SERGIO | JIMENEZ TO MONROVIA CITY COUNCIL 2024; COMMITTEE TO ELECT SERGIO,matched
35f41c8d-0460-45c7-9e8c-28be5c42fb56,Angie Jimenez,Montebello,Council Member,2,1409768 | 1441516,"JIMENEZ FOR MONTEBELLO CITY COUNCIL 2018, ANGIE | JIMENEZ FOR MONTEBELLO CITY COUNCIL 2022; ANGIE",matched
664b5518-3e28-4f8f-a42f-12fb6d627567,David Torres,Montebello,Council Member,3,1406081 | 1451487 | 1474129,TORRES FOR CITY COUNCIL 2018; DAVID | TORRES FOR CITY COUNCIL 2022; DAVID | TORRES FOR CITY COUNCIL 2024; DAVID,matched
9c58fb34-4148-4a48-845d-516eee02c8ca,Henry Lo,Monterey Park,Council Member,0,,,ambiguous_name
5e294235-7f08-49e6-b2e1-9f9d752e6bc3,Jose Sanchez,Monterey Park,Council Member,0,,,no_match
3ed36508-9ae9-41af-aaba-e5e39bb87aa7,Jennifer Perez,Norwalk,Councilmember,3,1388419 | 1451318 | 1454775,PEREZ FOR NORWALK CITY COUNCIL 2017; COMMITTEE TO ELECT JENNIFER | PEREZ FOR CITY COUNCIL 2022; COMMITTEE TO RE-ELECT JENNIFER | PEREZ FOR NORWALK CITY COUNCIL 2022; COMMITTEE FOR A STRONG NORWALK: SUPPORTING JENNIFER,matched
bd64253b-0bd1-4b9f-85b1-76180c760d07,Margarita L. Rios,Norwalk,Council Member,3,1318969 | 1356898 | 1392737,"RIOS FOR SCHOOL BOARD 2009, COMMITTEE TO ELECT MARGARITA | RIOS FOR SCHOOL BOARD 2013, MARGARITA L. | RIOS FOR NORWALK CITY COUNCIL 2017; MARGARITA",matched
e3b9af1b-3704-4bc5-a6ef-ab1f814bd29d,Rick Ramirez,Norwalk,Council Member,3,1249139 | 1290217 | 1421164,"RAMIREZ - OFFICEHOLDER, FRIENDS OF RICK | RAMIREZ FOR CITY COUNCIL 2011, RICK | RAMIREZ FOR NORWALK CITY COUNCIL 2024; RICK",matched
f545d5bd-fde8-4409-9e7e-3bce79f10c9e,Andrea Alarcon,Palmdale,Council Member,1,1452797,ALARCON FOR PALMDALE CITY COUNCIL 2022; ANDREA,matched
579fb5f2-2313-4423-a412-b4ae101c6e8e,Andrea Alarcón,Palmdale,Councilmember,1,1452797,ALARCON FOR PALMDALE CITY COUNCIL 2022; ANDREA,matched
4c9d644a-d849-41c0-bd44-171d0d1c7b41,Vilma Cuellar Stallings,Paramount,Council Member,2,1422475 | 1462991,STALLINGS FOR PARAMOUNT CITY COUNCIL 2020; COMMITTEE TO ELECT VILMA CUELLAR | STALLINGS FOR PARAMOUNT CITY COUNCIL 2024; COMMITTEE TO ELECT VILMA CUELLAR,matched
d2498737-1f26-493c-b724-3e9063ce18f1,Andrew C. Lara,Pico Rivera,Council Member,2,1429490 | 1468474,LARA FOR PICO RIVERA CITY COUNCIL 2020; ANDREW C. | LARA FOR PICO RIVERA CITY COUNCIL 2024; ANDREW C.,matched
b81d5aad-1765-47b5-88c8-fbe15cd8af9a,Dr. Monica Sanchez,Pico Rivera,Council Member,3,1410460 | 1419255 | 1433924,"SANCHEZ FOR COUNCIL 2019; CONCERNED CITIZENS TO SUPPORT MONICA | SANCHEZ FOR CITY COUNCIL 2020; DR. MONICA | SANCHEZ, LUIS ALVARADO, ERIK LUTZ FOR CITY COUNCIL 2020; STRONG CITIES PAC TO SUPPORT MONICA",matched
6940b872-1458-4612-85aa-0c6704b0bb62,John R. Garcia,Pico Rivera,Mayor,5,1069751 | 1248417 | 1257384 | 1300040 | 1324107,"GARCIA, FRIENDS TO ELECT JOHN | GARCIA, SUPPORTERS TO ELECT JOHN | GARCIA, FRIENDS TO RE-ELECT JOHN | GARCIA 2007, FRIENDS TO ELECT JOHN | GARCIA FOR MAYOR OF EL CAJON 2010, COMMITTEE TO ELECT JOHN MICHAEL",matched
db853cfa-ab6d-4a30-bfbc-fb05b3956970,Debra Martin,Pomona,Council Member,4,1346953 | 1391445 | 1421994 | 1466085,"MARTIN FOR POMONA CITY COUNCIL 2012, DEBRA | MARTIN FOR POMONA CITY COUNCIL, DISTRICT 6 AND ELLIOT ROTHMAN FOR POMONA MAYOR 2016; FRIENDS IN SUPPORT OF DEBRA | MARTIN FOR CITY COUNCIL 2020; DEBRA | MARTIN FOR POMONA CITY COUNCIL 2024; DEBRA",matched
6fa28860-c3d6-45bf-8aad-eac353dc4559,Nora Garcia,Pomona,Council Member,1,1407655,GARCIA FOR CITY COUNCIL 2026; NORA,matched
2806719d-6e25-4d2d-bb6e-95d97c35ed0e,Scott Behrendt,Redondo Beach,Council Member,1,1450888,BEHRENDT FOR REDONDO BEACH CITY COUNCIL 2023; SCOTT,matched
226f5ab3-9611-4eb4-9f0a-3730877004a3,Zein Obagi,Redondo Beach,Council Member,1,1434200,OBAGI JR FOR REDONDO BEACH COUNCIL DISTRICT 4 2021; ZEIN,matched
090a9148-f355-47a3-b87d-ff56c5b6ec1c,Leah Mirsch,Rolling Hills,Council Member,0,,,no_match
73928e53-9fd2-40ca-b340-7c545f87be3d,Pam Brown Schachter,Rolling Hills Estates,Council Member,0,,,no_match
cd3d1dde-aa80-4a9f-aa2b-8a5f94876208,Margaret Clark,Rosemead,Mayor,3,1239976 | 1392530 | 1443532,"CLARK, COMMITTEE TO RE-ELECT MARGARET | CLARK TO ROSEMEAD CITY COUNCIL 2017; COMMITTEE TO RE-ELECT MARGARET | CLARK TO ROSEMEAD CITY COUNCIL JUNE 2022; COMMITTEE TO RE-ELECT MARGARET",matched
7fe63cdf-13a0-4150-a378-7ec6d4e0def1,Steven Ly,Rosemead,Council Member,0,,,ambiguous_name
99326b14-0b7b-4187-8852-6f592bc61dd3,Eric Weber,San Dimas,Council Member,1,1423674,WEBER FOR CITY COUNCIL 2020; ERIC,matched
96b82f1f-649e-4e95-b009-3c34c45ceebd,Patty Lopez,San Fernando,Council Member,7,1358262 | 1375150 | 1378536 | 1400606 | 1400756 | 1403923 | 1476478,"LOPEZ FOR ASSEMBLY 2014, PATTY | LOPEZ FOR ASSEMBLY 2016; PATTY | LOPEZ LEGAL DEFENSE FUND; ASSEMBLYWOMAN PATTY | LOPEZ FOR ASSEMBLY 2018; PATTY | LOPEZ FOR ASSEMBLY SPECIAL ELECTION 2018; PATTY | LOPEZ FOR ASSEMBLY 2018; PEOPLE FOR ETHICAL STANDARDS OPPOSING PATTY | LOPEZ FOR SAN FERNANDO CITY COUNCIL 2024; PATTY",matched
6454b303-add3-4ab6-8ca8-42e60109bdb3,Victoria Garcia,San Fernando,Council Member,3,1453888 | 1465667 | 1469338,GARCIA FOR CITY COUNCIL 2022; VICTORIA | GARCIA FOR CITY COUNCIL 2024; VICTORIA | GARCIA FOR ASSEMBLY 2024; VICTORIA,matched
b7787103-e3f0-4f55-9c22-8ec049c0880b,Jorge Herrera Avila,San Gabriel,Council Member,3,1443716 | 1463438 | 1479411,HERRERA AVILA FOR CITY COUNCIL 2022; JORGE | HERRERA AVILA FOR CITY COUNCIL 2024; JORGE | HERRERA AVILA FOR CITY COUNCIL 2028; JORGE,matched
1d1839db-1906-4498-af2f-8ba0a255f2a3,Calvin Lo,San Marino,Council Member,0,,,ambiguous_name
ab1dbed5-c17a-4f05-8021-8abaa5732aaf,Hunter Chang,San Marino,Council Member,0,,,no_match
0aef6a35-2e2a-4ca9-90ea-f01225b6a033,John Chou,San Marino,Council Member,1,1472046,CHOU FOR SAN MARINO CITY COUNCIL 2024; JOHN,matched
069fc0f2-d1eb-4fac-828a-3d9030d4f2a9,Bill Miranda,Santa Clarita,Mayor,2,1397785 | 1442767,MIRANDA FOR CITY COUNCIL 2018; BILL | MIRANDA FOR CITY COUNCIL 2022; BILL,matched
751a4678-0c36-443b-8ccb-30a52c94c494,Annette Rodriguez,Santa Fe Springs,Council Member,4,1297484 | 1358906 | 1376115 | 1486626,"RODRIGUEZ, ANNETTE | RODRIGUEZ TO CITY COUNCIL 2013, COMMITTEE TO ELECT ANNETTE | RODRIGUEZ TO CITY COUNCIL 2015; COMMITTEE TO ELECT ANNETTE | RODRIGUEZ FOR 2026 SANTA FE SPRINGS CITY COUNCIL; ANNETTE",matched
d4e58a72-03c0-47f6-9b9d-0ff3db70d3d0,Juanita Martin,Santa Fe Springs,Council Member,1,1486774,MARTIN TO CITY COUNCIL 2026; COMMITTEE TO RE-ELECT JUANITA,matched
d3550d8d-754a-4966-b1b0-4b8036e75da2,William K. Rounds,Santa Fe Springs,Mayor,0,,,no_match
86e513e7-d0a7-4419-8edd-6113629d7998,Oscar de la Torre,Santa Monica,Council Member,7,1248474 | 1287652 | 1330292 | 1391562 | 1409327 | 1430577 | 1472802,"DE LA TORRE, FRIENDS TO ELECT OSCAR | DE LA TORRE, FAMILIES TO RE-ELECT OSCAR | DE LA TORRE FOR SCHOOL BOARD 2010, FRIENDS TO RE-ELECT OSCAR | DE LA TORRE FOR SANTA MONICA CITY COUNCIL 2016; OSCAR | DE LA TORRE TO SMMUSD SCHOOL BOARD 2018; FAMILIES TO RE-ELECT OSCAR | DE LA TORRE FOR SANTA MONICA CITY COUNCIL 2020; OSCAR | DE LA TORRE FOR SANTA MONICA CITY COUNCIL 2024; OSCAR",matched
6786edfc-849f-4560-9f09-78ccd1657517,Edward T. Garcia,Sierra Madre,Council Member,5,1380117 | 1430080 | 1433497 | 1450361 | 1454704,GARCIA FOR PERRIS ELEMENTARY SCHOOL BOARD 2015; EDWARD | GARCIA FOR COUNCIL 2020; EDWARD T | GARCIA PERRIS UNION SCHOOL BOARD 2020; EDWARD | GARCIA PERRIS UNION SCHOOL BOARD 2022; EDWARD | GARCIA FOR COUNCIL 2022; EDWARD T.,matched
c6118014-119c-419d-b996-12c563438482,Charlie Honeycutt,Signal Hill,Council Member,0,,,no_match
7b9efd89-3f51-4efa-9574-df78fe6e9473,Keir Jones,Signal Hill,Mayor,4,1393055 | 1414933 | 1436041 | 1489478,JONES FOR COUNCIL 2017; KEIR | JONES FOR COUNCIL 2019; KEIR | JONES TO CITY COUNCIL 2022; RE-ELECT KEIR | JONES FOR CITY COUNCIL 2026; RE-ELECT KEIR,matched
623ef841-c9e5-4865-aa61-d82544c9bea4,Larry Rodriguez,South El Monte,Council Member,1,1470202,RODRIGUEZ FOR SOUTH EL MONTE CITY COUNCIL 2024; LARRY,matched
53069c70-94e5-4de0-81b8-6ebc8e35988b,Al Rios,South Gate,Council Member,1,1392876,RIOS FOR SOUTH GATE CITY COUNCIL 2017; AL,matched
a3f864ad-c303-4549-8471-fd1a7519184c,Janet Braun (District 5),South Pasadena,Mayor,0,,,ambiguous_name
01317eb5-e154-4d54-b7f4-fc87c8be935d,Omari Ferguson,South Pasadena,Council Member,0,,,no_match
b1f92486-f493-49da-8b9e-5b0c9d896929,Ed Chen,Temple City,Council Member,1,1464240,CHEN FOR CITY COUNCIL 2028; ED,matched
a89f2105-4692-4010-8264-2cf45a14545d,Tom Chavez,Temple City,Council Member,4,1314574 | 1355008 | 1386711 | 1486778,"CHAVEZ, COMMITTEE TO ELECT TOM | CHAVEZ CITY COUNCIL 2013, COMMITTEE TO RE-ELECT TOM | CHAVEZ FOR CERRITOS COLLEGE 2016; TOM | CHAVEZ FOR CITY COUNCIL, 2026; RE-ELECT TOM",matched
3dfd7349-e0e2-486d-8767-8dfc203ca986,George Chen,Torrance,Mayor,2,1399172 | 1437056,CHEN FOR TORRANCE CITY COUNCIL 2018; GEORGE | CHEN FOR TORRANCE MAYOR 2022; GEORGE,matched
fe1a0166-233b-4776-8824-1b6e07567ece,Leticia Lopez,Vernon,Mayor,0,,,no_match
3f238e45-43ca-4691-bc74-0c2496823a00,Allen Wu,Walnut,Council Member,0,,,ambiguous_name
22fc2cdc-2f51-4d81-8814-4b54b2bc6582,Brian Gutierrez,West Covina,Council Member,3,1323176 | 1379095 | 1429327,"GUTIERREZ FOR ASSEMBLY 2010, BRIAN A. | GUTIERREZ FOR WEST COVINA CITY COUNCIL 2015; BRIAN | GUTIERREZ FOR WEST COVINA CITY COUNCIL 2020; BRIAN",matched
2872d7a4-612b-4d9d-9531-699e3c344002,Letty Lopez-Viado,West Covina,Councilmember,0,,,no_match
f5bf4ec4-7d1b-460e-b4e2-539826c59596,Rosario Diaz,West Covina,Council Member,2,1431707 | 1463766,"DIAZ FOR CITY COUNCIL, DISTRICT 3, 2020; ROSARIO | DIAZ FOR WEST COVINA CITY COUNCIL 2024; ROSARIO",matched
1bb5c062-9b9d-44de-820b-c3efe0d08222,Tony Wu,West Covina,Councilmember,0,,,ambiguous_name
ca4fefaf-f175-4d58-823d-0bf39e530a29,Ned E Davis,Westlake Village,Council Member,2,1300985 | 1427687,"DAVIS, COMMITTEE TO ELECT NED | DAVIS CITY COUNCIL WESTLAKE VILLAGE 2020; COMMITTEE TO RE-ELECT NED E",matched
b8eeb27c-5863-4267-ab85-89094aefed32,Octavio Martinez,Whittier,Council Member,2,1439985 | 1471721,MARTINEZ FOR WHITTIER CITY COUNCIL 2022; OCTAVIO | MARTINEZ FOR WHITTIER CITY COUNCIL 2026; OCTAVIO CESAR,matched
