city,full_name,politician_id,filer_id,committee_name,source_row_id,outcome
Santa Fe Springs,"Annette Rodriguez",751a4678-0c36-443b-8ccb-30a52c94c494,1486626,"RODRIGUEZ FOR 2026 SANTA FE SPRINGS CITY COUNCIL; ANNETTE",,skipped_dry_run
Santa Fe Springs,"Juanita Martin",d4e58a72-03c0-47f6-9b9d-0ff3db70d3d0,1486774,"MARTIN TO CITY COUNCIL 2026; COMMITTEE TO RE-ELECT JUANITA",,skipped_dry_run
Santa Monica,"Oscar de la Torre",86e513e7-d0a7-4419-8edd-6113629d7998,1248474,"DE LA TORRE, FRIENDS TO ELECT OSCAR",,skipped_dry_run
Santa Monica,"Oscar de la Torre",86e513e7-d0a7-4419-8edd-6113629d7998,1287652,"DE LA TORRE, FAMILIES TO RE-ELECT OSCAR",,skipped_dry_run
Santa Monica,"Oscar de la Torre",86e513e7-d0a7-4419-8edd-6113629d7998,1330292,"DE LA TORRE FOR SCHOOL BOARD 2010, FRIENDS TO RE-ELECT OSCAR",,skipped_dry_run
Santa Monica,"Oscar de la Torre",86e513e7-d0a7-4419-8edd-6113629d7998,1391562,"DE LA TORRE FOR SANTA MONICA CITY COUNCIL 2016; OSCAR",,skipped_dry_run
Santa Monica,"Oscar de la Torre",86e513e7-d0a7-4419-8edd-6113629d7998,1409327,"DE LA TORRE TO SMMUSD SCHOOL BOARD 2018; FAMILIES TO RE-ELECT OSCAR",,skipped_dry_run
Santa Monica,"Oscar de la Torre",86e513e7-d0a7-4419-8edd-6113629d7998,1430577,"DE LA TORRE FOR SANTA MONICA CITY COUNCIL 2020; OSCAR",,skipped_dry_run
Santa Monica,"Oscar de la Torre",86e513e7-d0a7-4419-8edd-6113629d7998,1472802,"DE LA TORRE FOR SANTA MONICA CITY COUNCIL 2024; OSCAR",,skipped_dry_run
Sierra Madre,"Edward T. Garcia",6786edfc-849f-4560-9f09-78ccd1657517,1380117,"GARCIA FOR PERRIS ELEMENTARY SCHOOL BOARD 2015; EDWARD",,skipped_dry_run
Sierra Madre,"Edward T. Garcia",6786edfc-849f-4560-9f09-78ccd1657517,1430080,"GARCIA FOR COUNCIL 2020; EDWARD T",,skipped_dry_run
Sierra Madre,"Edward T. Garcia",6786edfc-849f-4560-9f09-78ccd1657517,1433497,"GARCIA PERRIS UNION SCHOOL BOARD 2020; EDWARD",,skipped_dry_run
Sierra Madre,"Edward T. Garcia",6786edfc-849f-4560-9f09-78ccd1657517,1450361,"GARCIA PERRIS UNION SCHOOL BOARD 2022; EDWARD",,skipped_dry_run
Sierra Madre,"Edward T. Garcia",6786edfc-849f-4560-9f09-78ccd1657517,1454704,"GARCIA FOR COUNCIL 2022; EDWARD T.",,skipped_dry_run
Signal Hill,"Keir Jones",7b9efd89-3f51-4efa-9574-df78fe6e9473,1393055,"JONES FOR COUNCIL 2017; KEIR",,skipped_dry_run
Signal Hill,"Keir Jones",7b9efd89-3f51-4efa-9574-df78fe6e9473,1414933,"JONES FOR COUNCIL 2019; KEIR",,skipped_dry_run
Signal Hill,"Keir Jones",7b9efd89-3f51-4efa-9574-df78fe6e9473,1436041,"JONES TO CITY COUNCIL 2022; RE-ELECT KEIR",,skipped_dry_run
Signal Hill,"Keir Jones",7b9efd89-3f51-4efa-9574-df78fe6e9473,1489478,"JONES FOR CITY COUNCIL 2026; RE-ELECT KEIR",,skipped_dry_run
South El Monte,"Larry Rodriguez",623ef841-c9e5-4865-aa61-d82544c9bea4,1470202,"RODRIGUEZ FOR SOUTH EL MONTE CITY COUNCIL 2024; LARRY",,skipped_dry_run
South Gate,"Al Rios",53069c70-94e5-4de0-81b8-6ebc8e35988b,1392876,"RIOS FOR SOUTH GATE CITY COUNCIL 2017; AL",,skipped_dry_run
Temple City,"Ed Chen",b1f92486-f493-49da-8b9e-5b0c9d896929,1464240,"CHEN FOR CITY COUNCIL 2028; ED",,skipped_dry_run
Temple City,"Tom Chavez",a89f2105-4692-4010-8264-2cf45a14545d,1314574,"CHAVEZ, COMMITTEE TO ELECT TOM",,skipped_dry_run
Temple City,"Tom Chavez",a89f2105-4692-4010-8264-2cf45a14545d,1355008,"CHAVEZ CITY COUNCIL 2013, COMMITTEE TO RE-ELECT TOM",,skipped_dry_run
Temple City,"Tom Chavez",a89f2105-4692-4010-8264-2cf45a14545d,1386711,"CHAVEZ FOR CERRITOS COLLEGE 2016; TOM",,skipped_dry_run
Temple City,"Tom Chavez",a89f2105-4692-4010-8264-2cf45a14545d,1486778,"CHAVEZ FOR CITY COUNCIL, 2026; RE-ELECT TOM",,skipped_dry_run
Torrance,"George Chen",3dfd7349-e0e2-486d-8767-8dfc203ca986,1399172,"CHEN FOR TORRANCE CITY COUNCIL 2018; GEORGE",,skipped_dry_run
Torrance,"George Chen",3dfd7349-e0e2-486d-8767-8dfc203ca986,1437056,"CHEN FOR TORRANCE MAYOR 2022; GEORGE",,skipped_dry_run
West Covina,"Brian Gutierrez",22fc2cdc-2f51-4d81-8814-4b54b2bc6582,1323176,"GUTIERREZ FOR ASSEMBLY 2010, BRIAN A.",,skipped_dry_run
West Covina,"Brian Gutierrez",22fc2cdc-2f51-4d81-8814-4b54b2bc6582,1379095,"GUTIERREZ FOR WEST COVINA CITY COUNCIL 2015; BRIAN",,skipped_dry_run
West Covina,"Brian Gutierrez",22fc2cdc-2f51-4d81-8814-4b54b2bc6582,1429327,"GUTIERREZ FOR WEST COVINA CITY COUNCIL 2020; BRIAN",,skipped_dry_run
West Covina,"Rosario Diaz",f5bf4ec4-7d1b-460e-b4e2-539826c59596,1431707,"DIAZ FOR CITY COUNCIL, DISTRICT 3, 2020; ROSARIO",,skipped_dry_run
West Covina,"Rosario Diaz",f5bf4ec4-7d1b-460e-b4e2-539826c59596,1463766,"DIAZ FOR WEST COVINA CITY COUNCIL 2024; ROSARIO",,skipped_dry_run
Westlake Village,"Ned E Davis",ca4fefaf-f175-4d58-823d-0bf39e530a29,1300985,"DAVIS, COMMITTEE TO ELECT NED",,skipped_dry_run
Westlake Village,"Ned E Davis",ca4fefaf-f175-4d58-823d-0bf39e530a29,1427687,"DAVIS CITY COUNCIL WESTLAKE VILLAGE 2020; COMMITTEE TO RE-ELECT NED E",,skipped_dry_run
Whittier,"Octavio Martinez",b8eeb27c-5863-4267-ab85-89094aefed32,1439985,"MARTINEZ FOR WHITTIER CITY COUNCIL 2022; OCTAVIO",,skipped_dry_run
Whittier,"Octavio Martinez",b8eeb27c-5863-4267-ab85-89094aefed32,1471721,"MARTINEZ FOR WHITTIER CITY COUNCIL 2026; OCTAVIO CESAR",,skipped_dry_run
