filer_id,candidate_name,committee_name,jurisdiction,last_filing_year,race_code,district_code,suggested_action,notes
1483651,KIM FOR SCHOOL BOARD 2026,KIM FOR SCHOOL BOARD 2026,OAKLAND,2025,0,0,create new politician (name needs research),
1481891,DION-JAY BROOKTER,DION-JAY BROOKTER,OAKLAND,2025,0,0,create new politician,
1471738,FORCE FOR CHANGE BALLOT MEASURE SPONSORED BY CENTER FOR EMPOWERED POLITICS,FORCE FOR CHANGE BALLOT MEASURE SPONSORED BY CENTER FOR EMPOWERED POLITICS,OAKLAND,2024,0,0,create new politician (name needs research),
1484889,CAMPOS FOR SAN JOSE CITY COUNCIL 2026; NORA,CAMPOS FOR SAN JOSE CITY COUNCIL 2026; NORA,OAKLAND,2025,0,0,create new politician (name needs research),
1479947,STACEY OWENS,STACEY OWENS,OAKLAND,2025,0,0,create new politician,
1480228,ELLA BAKER ACTION FUND,ELLA BAKER ACTION FUND,OAKLAND,2025,0,0,create new politician (name needs research),
1488909,CLIMATE ACTION CALIFORNIA,CLIMATE ACTION CALIFORNIA,OAKLAND,2026,0,0,create new politician (name needs research),
1485057,BRENDA GRISHAM,BRENDA GRISHAM,OAKLAND,2025,0,0,create new politician,
1481951,"BECTON; SAFER CONTRA COSTA, OPPOSING THE RECALL OF DIANA","BECTON; SAFER CONTRA COSTA, OPPOSING THE RECALL OF DIANA",OAKLAND,2025,0,0,create new politician (name needs research),
1476991,"GUNTHER, ANDREW","GUNTHER, ANDREW",OAKLAND,2024,0,0,create new politician (name needs research),
1486309,MATT SEELERT,MATT SEELERT,OAKLAND,2026,0,0,create new politician,
1489353,KABRIA PAYDEN,KABRIA PAYDEN,OAKLAND,2026,0,0,create new politician,
1488733,SAM DAVIS,SAM DAVIS,OAKLAND,2026,0,0,create new politician,
1489488,RAFAEL MANDELMAN,RAFAEL MANDELMAN,OAKLAND,2026,0,0,create new politician,
1425443,OAKLAND NOT FOR SALE,OAKLAND NOT FOR SALE,OAKLAND,2025,0,0,create new politician (name needs research),
1424777,JARED M. CALL,JARED M. CALL,OAKLAND,2024,,,create new politician,
1467513,NICKAN FAYYAZI,NICKAN FAYYAZI,OAKLAND,2024,0,0,create new politician,
1473281,LEN RAPHAEL,LEN RAPHAEL,OAKLAND,2024,0,0,create new politician,
1469268,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1475811,NICKAN FAYYAZI,NICKAN FAYYAZI,OAKLAND,2024,0,0,create new politician,
1243534,DOUGLAS CHIAPPETTA,DOUGLAS CHIAPPETTA,OAKLAND,2025,,,create new politician,
1466961,OUR REVOLUTION,OUR REVOLUTION,OAKLAND,2024,0,0,create new politician (name needs research),
1477493,ZAC UNGER,ZAC UNGER,OAKLAND,2024,0,0,create new politician,
1465883,SCHAAF FOR TREASURER 2026; LIBBY,SCHAAF FOR TREASURER 2026; LIBBY,OAKLAND,2024,0,0,create new politician (name needs research),
1481993,MARY KNOX,MARY KNOX,OAKLAND,2025,0,0,create new politician,
1482134,SARAH RANNEY,SARAH RANNEY,OAKLAND,2025,0,0,create new politician,
1482138,JASON PELLEGRINI,JASON PELLEGRINI,OAKLAND,2025,0,0,create new politician,
1472227,CALIIFORNIA ENVIIRONMENTAL VOTERS EDUCATION FUND,CALIIFORNIA ENVIIRONMENTAL VOTERS EDUCATION FUND,OAKLAND,2024,0,0,create new politician (name needs research),
1478143,SUPPORTIVE HOUSING COMMUNITY LAND ALLIANCE,SUPPORTIVE HOUSING COMMUNITY LAND ALLIANCE,OAKLAND,2025,0,0,create new politician (name needs research),
1484468,GUSTAVO MEDINA,GUSTAVO MEDINA,OAKLAND,2025,0,0,create new politician,
1481927,ELI BECKMAN,ELI BECKMAN,OAKLAND,2025,0,0,create new politician,
1441869,JOHNSON OAKLAND MAYOR 2022,JOHNSON OAKLAND MAYOR 2022,OAKLAND,2025,0,0,create new politician (name needs research),
1483629,EMILY LEE,EMILY LEE,OAKLAND,2025,0,0,create new politician,
1468797,"YES ON L, FUND THE BUS","YES ON L, FUND THE BUS",OAKLAND,2024,0,0,create new politician (name needs research),
1470433,ARMSTRONG FOR OAKLAND CITY COUNCIL DISTRICT 5 2024; ERIN,ARMSTRONG FOR OAKLAND CITY COUNCIL DISTRICT 5 2024; ERIN,OAKLAND,2024,0,0,create new politician (name needs research),
1483586,"AMERICAN CANYON 1, LLC","AMERICAN CANYON 1, LLC",OAKLAND,2025,0,0,create new politician (name needs research),
1487501,CAPTURE 6,CAPTURE 6,OAKLAND,2026,0,0,create new politician (name needs research),
1463729,BARNES FOR DEMOCRATIC COUNTY CENTRAL COMMITTEE 2024; CARRIE ELISE,BARNES FOR DEMOCRATIC COUNTY CENTRAL COMMITTEE 2024; CARRIE ELISE,OAKLAND,2025,0,0,create new politician (name needs research),
1487477,KISHSHANA PALMER,KISHSHANA PALMER,OAKLAND,2026,0,0,create new politician,
1487495,JAMES BAROLO,JAMES BAROLO,OAKLAND,2026,0,0,create new politician,
1143260,CLOROX COMPANY; THE,CLOROX COMPANY; THE,OAKLAND,2025,,,create new politician (name needs research),
1146849,UNION OF AMERICAN PHYSICIANS AND DENTISTS,UNION OF AMERICAN PHYSICIANS AND DENTISTS,OAKLAND,2025,,,create new politician (name needs research),
1442792,RAMACHANDRAN OAKLAND 2022 OFFICEHOLDER COMMITTEE; COUNCILMEMBER JANANI,RAMACHANDRAN OAKLAND 2022 OFFICEHOLDER COMMITTEE; COUNCILMEMBER JANANI,OAKLAND,2024,0,0,create new politician (name needs research),
1455486,OAKLAND RISING BALLOT COMMITTEE SPONSORED BY CENTER FOR EMPOWERED POLITICS,OAKLAND RISING BALLOT COMMITTEE SPONSORED BY CENTER FOR EMPOWERED POLITICS,OAKLAND,2024,0,0,create new politician (name needs research),
1465226,BERRICK FOR SUPERVISOR 2024,BERRICK FOR SUPERVISOR 2024,OAKLAND,2024,0,0,create new politician (name needs research),
1467562,ALEXANDRA SILIEZAR,ALEXANDRA SILIEZAR,OAKLAND,2024,0,0,create new politician,
1468128,GUSTAVO MEDINA,GUSTAVO MEDINA,OAKLAND,2024,0,0,create new politician,
1468240,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1471663,ACTION FOR SAFETY AND JUSTICE,ACTION FOR SAFETY AND JUSTICE,OAKLAND,2024,0,0,create new politician (name needs research),
1468845,ROWENA BROWN,ROWENA BROWN,OAKLAND,2024,0,0,create new politician,
1469153,PECHENUK FOR OAKLAND CITY COUNCIL 2024,PECHENUK FOR OAKLAND CITY COUNCIL 2024,OAKLAND,2024,0,0,create new politician (name needs research),
1469766,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1468136,"NATIONAL CITY FOR BETTER HEALTHCARE, SPONSORED BY SERVICE EMPLOYEES INTERNATIONAL UNION - UNITED HEALTHCARE WORKERS WEST","NATIONAL CITY FOR BETTER HEALTHCARE, SPONSORED BY SERVICE EMPLOYEES INTERNATIONAL UNION - UNITED HEALTHCARE WORKERS WEST",OAKLAND,2024,0,0,create new politician (name needs research),
1468169,"CHINO HILLS FOR BETTER HEALTHCARE, SPONSORED BY SERVICE EMPLOYEES INTERNATIONAL UNIION - UNTIED HEALTHCARE WORKERS WEST","CHINO HILLS FOR BETTER HEALTHCARE, SPONSORED BY SERVICE EMPLOYEES INTERNATIONAL UNIION - UNTIED HEALTHCARE WORKERS WEST",OAKLAND,2024,0,0,create new politician (name needs research),
1463960,FICKES FOR JUDGE 2024,FICKES FOR JUDGE 2024,OAKLAND,2025,0,0,create new politician (name needs research),
1468623,CARLSON FOR COUNTY SUPERVISOR 2026; RE-ELECT KEN,CARLSON FOR COUNTY SUPERVISOR 2026; RE-ELECT KEN,OAKLAND,2024,0,0,create new politician (name needs research),
1467324,CALIFORNIA HEALTHY NAIL SALON COLLABORATIVE,CALIFORNIA HEALTHY NAIL SALON COLLABORATIVE,OAKLAND,2024,0,0,create new politician (name needs research),
1465882,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1465886,KIM TAVAGLIONE,KIM TAVAGLIONE,OAKLAND,2024,0,0,create new politician,
1468467,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1464418,DAVIS FOR OAKLAND SCHOOL BOARD 2024,DAVIS FOR OAKLAND SCHOOL BOARD 2024,OAKLAND,2024,0,0,create new politician (name needs research),
1470035,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1474591,SHAMEKA SKIPWORTH,SHAMEKA SKIPWORTH,OAKLAND,2024,0,0,create new politician,
1475191,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1476801,SCOTT WIENER STATE SENATE 2024 OFFICEHOLDER ACCOUNT,SCOTT WIENER STATE SENATE 2024 OFFICEHOLDER ACCOUNT,OAKLAND,2024,0,0,create new politician (name needs research),
1477256,"OUR NEIGHBORHOOD, OUR FUTURE","OUR NEIGHBORHOOD, OUR FUTURE",OAKLAND,2025,0,0,create new politician (name needs research),
1477494,UNGER FOR OAKLAND CITY COUNCIL 2028; ZAC,UNGER FOR OAKLAND CITY COUNCIL 2028; ZAC,OAKLAND,2025,0,0,create new politician (name needs research),
1477511,WEBB FOR OAKLAND MAYOR 2025; RENIA,WEBB FOR OAKLAND MAYOR 2025; RENIA,OAKLAND,2025,0,0,create new politician (name needs research),
1477654,WICKS FOR ASSEMBLY 2026; BUFFY,WICKS FOR ASSEMBLY 2026; BUFFY,OAKLAND,2025,0,0,create new politician (name needs research),
1475134,KEEP DUBLIN MOVING - YES ON II 2024,KEEP DUBLIN MOVING - YES ON II 2024,OAKLAND,2024,0,0,create new politician (name needs research),
1475164,HODGE 4 OAKLAND CITY COUNCIL 2024,HODGE 4 OAKLAND CITY COUNCIL 2024,OAKLAND,2024,0,0,create new politician (name needs research),
1475192,JIMENEZ FOR COUNCIL 2024; JOAQUIN,JIMENEZ FOR COUNCIL 2024; JOAQUIN,OAKLAND,2024,0,0,create new politician (name needs research),
1481971,AUTUMN LOOIJEN,AUTUMN LOOIJEN,OAKLAND,2025,0,0,create new politician,
1482006,SARAH RANNEY,SARAH RANNEY,OAKLAND,2025,0,0,create new politician,
1482016,ZAC UNGER,ZAC UNGER,OAKLAND,2025,0,0,create new politician,
1483072,GUSTAVO MEDINA,GUSTAVO MEDINA,OAKLAND,2025,0,0,create new politician,
1466416,KHOJASTEH FOR SF DISTRICT ATTORNEY 2024; RYAN,KHOJASTEH FOR SF DISTRICT ATTORNEY 2024; RYAN,OAKLAND,2024,0,0,create new politician (name needs research),
1474463,ALL OF US OR NONE ACTION NETWORK (NONPROFIT 501(C) (4)),ALL OF US OR NONE ACTION NETWORK (NONPROFIT 501(C) (4)),OAKLAND,2024,0,0,create new politician (name needs research),
1484888,NORA CAMPOS,NORA CAMPOS,OAKLAND,2025,0,0,create new politician,
1481842,OAKLAND RESIDENTS FOR GOOD GOVERNMENT,OAKLAND RESIDENTS FOR GOOD GOVERNMENT,OAKLAND,2025,0,0,create new politician (name needs research),
1485608,ALBERT CHOW,ALBERT CHOW,OAKLAND,2025,0,0,create new politician,
1481696,LIBERTAD AYALA,LIBERTAD AYALA,OAKLAND,2025,0,0,create new politician,
1478650,ROBINSON FOR MAYOR 2025; SUZ,ROBINSON FOR MAYOR 2025; SUZ,OAKLAND,2025,0,0,create new politician (name needs research),
1485654,MARCKMANN FOR BOARD OF EDUCATION 2026; BRANDEE,MARCKMANN FOR BOARD OF EDUCATION 2026; BRANDEE,OAKLAND,2026,0,0,create new politician (name needs research),
1485670,ULYATE-CROW FOR STATE SENATE 2026; ZENNON,ULYATE-CROW FOR STATE SENATE 2026; ZENNON,OAKLAND,2025,0,0,create new politician (name needs research),
1485727,SANDFORD FOR ASSEMBLY 2026; ANDRE,SANDFORD FOR ASSEMBLY 2026; ANDRE,OAKLAND,2025,0,0,create new politician (name needs research),
1485843,MC GEE FOR STATE SUPERINTENDENT OF PUBLIC INSTRUCTION 2026; WILLIAM L,MC GEE FOR STATE SUPERINTENDENT OF PUBLIC INSTRUCTION 2026; WILLIAM L,OAKLAND,2026,0,0,create new politician (name needs research),
1482744,GAUTHIER FOR SUPERVISOR 2028; LISA,GAUTHIER FOR SUPERVISOR 2028; LISA,OAKLAND,2025,0,0,create new politician (name needs research),
1479017,JONES DICKSON FOR DISTRICT ATTORNEY 2026; FRIENDS OF URSULA,JONES DICKSON FOR DISTRICT ATTORNEY 2026; FRIENDS OF URSULA,OAKLAND,2025,0,0,create new politician (name needs research),
1479365,THOMAS FOR COUNCIL D2 - 2025,THOMAS FOR COUNCIL D2 - 2025,OAKLAND,2025,0,0,create new politician (name needs research),
1484331,LORI BROOKE,LORI BROOKE,OAKLAND,2025,0,0,create new politician,
1478995,PRIMERGY SOLAR,PRIMERGY SOLAR,OAKLAND,2025,0,0,create new politician (name needs research),
1481161,SANDRE SWANSON,SANDRE SWANSON,OAKLAND,2025,0,0,create new politician,
1480760,DREW NEWELL,DREW NEWELL,OAKLAND,2025,0,0,create new politician,
1487812,NUERGE FOR ASSEMBLY 2026; NED,NUERGE FOR ASSEMBLY 2026; NED,OAKLAND,2026,0,0,create new politician (name needs research),
1146906,AMERICAN LUNG ASSOCIATION DBA AMERICAN LUNG ASSOCIATION IN CALIFORNIA,AMERICAN LUNG ASSOCIATION DBA AMERICAN LUNG ASSOCIATION IN CALIFORNIA,OAKLAND,2025,,,create new politician (name needs research),
1459663,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES LOCAL 3299 SMALL CONTRIBUTOR COMMITTEE","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES LOCAL 3299 SMALL CONTRIBUTOR COMMITTEE",OAKLAND,2024,0,0,create new politician (name needs research),
1456530,HANEY FOR ASSEMBLY 2024; MATT,HANEY FOR ASSEMBLY 2024; MATT,OAKLAND,2025,0,0,create new politician (name needs research),
1464870,BRING ALGEBRA BACK 2024 - YES ON G,BRING ALGEBRA BACK 2024 - YES ON G,OAKLAND,2024,0,0,create new politician (name needs research),
1468086,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1468130,GUSTAVO MEDINA,GUSTAVO MEDINA,OAKLAND,2024,0,0,create new politician,
1466803,GREENBELT ALLIANCE SOLANO INITIATIVE FUND,GREENBELT ALLIANCE SOLANO INITIATIVE FUND,OAKLAND,2024,0,0,create new politician (name needs research),
1467406,CYNTHIA EATON,CYNTHIA EATON,OAKLAND,2024,0,0,create new politician,
1468977,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1470261,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1467926,"RIVERS, LINDA","RIVERS, LINDA",OAKLAND,2024,0,0,create new politician (name needs research),
1471737,TIMMY LU,TIMMY LU,OAKLAND,2024,0,0,create new politician,
1472031,"FIX OUR CITY SAN JOSE, SPONSORED BY LABOR ORGANIZATIONS","FIX OUR CITY SAN JOSE, SPONSORED BY LABOR ORGANIZATIONS",OAKLAND,2024,0,0,create new politician (name needs research),
1467083,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1465969,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1472003,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1472006,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1474351,"FIX OUR CITY OAKLAND, SPONSORED BY LABOR ORGANIZATIONS","FIX OUR CITY OAKLAND, SPONSORED BY LABOR ORGANIZATIONS",OAKLAND,2024,0,0,create new politician (name needs research),
1475193,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1474462,PATRICIA LITTLEFIELD,PATRICIA LITTLEFIELD,OAKLAND,2024,0,0,create new politician,
1476874,JORDAN FOR OAKLAND MAYOR 2025,JORDAN FOR OAKLAND MAYOR 2025,OAKLAND,2024,0,0,create new politician (name needs research),
1475997,MICHELE PRICHARD,MICHELE PRICHARD,OAKLAND,2024,0,0,create new politician,
1476035,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1466025,WILSON FOR ASSEMBLY 2024; LABOR UNITED FOR MONICA,WILSON FOR ASSEMBLY 2024; LABOR UNITED FOR MONICA,OAKLAND,2024,0,0,create new politician (name needs research),
1475194,"SAVE OUR CITY SF, SPONSORED BY LABOR ORGANIZATIONS","SAVE OUR CITY SF, SPONSORED BY LABOR ORGANIZATIONS",OAKLAND,2025,0,0,create new politician (name needs research),
1482011,LORI BROOKE,LORI BROOKE,OAKLAND,2025,0,0,create new politician,
1482034,MIKE MC GUIRE,MIKE MC GUIRE,OAKLAND,2025,0,0,create new politician,
1482065,ROBERT L JACKSON,ROBERT L JACKSON,OAKLAND,2025,0,0,create new politician,
1482079,URSULA JONES DICKSON,URSULA JONES DICKSON,OAKLAND,2025,0,0,create new politician,
1471004,"SHIFT-BAY AREA, GENERAL PURPOSE COMMITTEE","SHIFT-BAY AREA, GENERAL PURPOSE COMMITTEE",OAKLAND,2024,0,0,create new politician (name needs research),
1480138,PACO LICEA,PACO LICEA,OAKLAND,2025,0,0,create new politician,
1482282,DANIEL CHUNG,DANIEL CHUNG,OAKLAND,2025,0,0,create new politician,
1482611,RICK FOSTER,RICK FOSTER,OAKLAND,2025,0,0,create new politician,
1481345,MADELINE CLINE,MADELINE CLINE,OAKLAND,2025,0,0,create new politician,
1485759,"BRACAMONTES & VLASAK, P.C.","BRACAMONTES & VLASAK, P.C.",OAKLAND,2025,0,0,create new politician (name needs research),
1478964,SIERRA PROTECTION POLITICAL ACTION COMMITTEE,SIERRA PROTECTION POLITICAL ACTION COMMITTEE,OAKLAND,2025,0,0,create new politician (name needs research),
1479168,ELLENBERG FOR SUPERVISOR 2026; SUSAN,ELLENBERG FOR SUPERVISOR 2026; SUSAN,OAKLAND,2025,0,0,create new politician (name needs research),
1482842,NATIONAL CENTER FOR YOUTH LAW,NATIONAL CENTER FOR YOUTH LAW,OAKLAND,2025,0,0,create new politician (name needs research),
1480291,CARDEA HEALTH,CARDEA HEALTH,OAKLAND,2025,0,0,create new politician (name needs research),
1482084,COMMITTEE FOR AN AFFORDABLE CALIFORNIA,COMMITTEE FOR AN AFFORDABLE CALIFORNIA,OAKLAND,2025,0,0,create new politician (name needs research),
1480726,CHRIS MOORE,CHRIS MOORE,OAKLAND,2025,0,0,create new politician,
1487469,ITOCO GARCIA,ITOCO GARCIA,OAKLAND,2026,0,0,create new politician,
1488007,TRACEY WIGGLESWORTH,TRACEY WIGGLESWORTH,OAKLAND,2026,0,0,create new politician,
1465256,PROGRESSIVE ERA ISSUES COMMITTEE,PROGRESSIVE ERA ISSUES COMMITTEE,OAKLAND,2025,0,0,create new politician (name needs research),
1468133,GUSTAVO MEDINA,GUSTAVO MEDINA,OAKLAND,2024,0,0,create new politician,
1468135,GUSTAVO MEDINA,GUSTAVO MEDINA,OAKLAND,2024,0,0,create new politician,
1466823,TYRON JORDAN,TYRON JORDAN,OAKLAND,2024,0,0,create new politician,
1469715,MERON SEMEDAR,MERON SEMEDAR,OAKLAND,2024,0,0,create new politician,
1466364,"CALIFORNIA WASTE SOLUTIONS, INC.","CALIFORNIA WASTE SOLUTIONS, INC.",OAKLAND,2024,0,0,create new politician (name needs research),
1466471,GREENGENSTORAGE LLC,GREENGENSTORAGE LLC,OAKLAND,2024,0,0,create new politician (name needs research),
1472770,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1467179,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1469147,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1479140,NETWORK ON WOMEN IN PRISON DBA LEGAL SERVICES FOR PRISONERS WITH CHILDREN,NETWORK ON WOMEN IN PRISON DBA LEGAL SERVICES FOR PRISONERS WITH CHILDREN,OAKLAND,2025,0,0,create new politician (name needs research),
1466747,NICOLE TAYLOR,NICOLE TAYLOR,OAKLAND,2024,0,0,create new politician,
1470000,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1470075,CLIFFORD THOMPSON,CLIFFORD THOMPSON,OAKLAND,2024,0,0,create new politician,
1448815,MAHOGANY FOR SUPERVISOR 2022,MAHOGANY FOR SUPERVISOR 2022,OAKLAND,2024,0,0,create new politician (name needs research),
1474691,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1474744,"GEORGE, MARGO R.","GEORGE, MARGO R.",OAKLAND,2024,0,0,create new politician (name needs research),
1466947,DISTRICT 2 DEMOCRATIC CLUB SMO 2024,DISTRICT 2 DEMOCRATIC CLUB SMO 2024,OAKLAND,2024,0,0,create new politician (name needs research),
1476997,FRIENDS OF OAKLAND UNIFIED SCHOOLS,FRIENDS OF OAKLAND UNIFIED SCHOOLS,OAKLAND,2025,0,0,create new politician (name needs research),
1476036,"THAO AND PRICE; FXK YO RECALLS, OPPOSING THE RECALLS OF","THAO AND PRICE; FXK YO RECALLS, OPPOSING THE RECALLS OF",OAKLAND,2025,0,0,create new politician (name needs research),
1476232,STACY OWENS,STACY OWENS,OAKLAND,2024,0,0,create new politician,
1476056,ALEXANDRA RITZIE-HERNANDEZ,ALEXANDRA RITZIE-HERNANDEZ,OAKLAND,2024,0,0,create new politician,
1482017,MIKE MC GUIRE,MIKE MC GUIRE,OAKLAND,2025,0,0,create new politician,
1482022,LILY HO,LILY HO,OAKLAND,2025,0,0,create new politician,
1482024,RAFAEL MANDELMAN,RAFAEL MANDELMAN,OAKLAND,2025,0,0,create new politician,
1482025,MICHAEL LAI,MICHAEL LAI,OAKLAND,2025,0,0,create new politician,
1482040,RYAN MUNEVAR,RYAN MUNEVAR,OAKLAND,2025,0,0,create new politician,
1464050,BARZ FOR DEMOCRATIC COUNTY CENTRAL COMMITTEE 2024; SARA,BARZ FOR DEMOCRATIC COUNTY CENTRAL COMMITTEE 2024; SARA,OAKLAND,2024,0,0,create new politician (name needs research),
1477538,"RENEW HOME, LLC","RENEW HOME, LLC",OAKLAND,2025,0,0,create new politician (name needs research),
1480919,BETTY DUONG,BETTY DUONG,OAKLAND,2025,0,0,create new politician,
1481841,BEN GOULD,BEN GOULD,OAKLAND,2025,0,0,create new politician,
1484053,KYLA VALENTI,KYLA VALENTI,OAKLAND,2025,0,0,create new politician,
1464567,FLORES FOR BART DISTRICT 7 2028; VICTOR,FLORES FOR BART DISTRICT 7 2028; VICTOR,OAKLAND,2025,0,0,create new politician (name needs research),
1473376,MERRIOUNS FOR OAKLAND CITY COUNCIL D7 2024; IRIS,MERRIOUNS FOR OAKLAND CITY COUNCIL D7 2024; IRIS,OAKLAND,2024,0,0,create new politician (name needs research),
1473454,"YES ON G, THE AFFORDABLE HOUSING OPPORTUNITY FUND","YES ON G, THE AFFORDABLE HOUSING OPPORTUNITY FUND",OAKLAND,2024,0,0,create new politician (name needs research),
1473458,"IMPROVE EMERGENCY RESPONSES TIMES - YES ON I, SPONSORED BY SEIU 1021 ISSUES PAC","IMPROVE EMERGENCY RESPONSES TIMES - YES ON I, SPONSORED BY SEIU 1021 ISSUES PAC",OAKLAND,2024,0,0,create new politician (name needs research),
1481569,JENKINS FOR OAKLAND CITY COUNCIL 2026; RE-ELECT KEVIN,JENKINS FOR OAKLAND CITY COUNCIL 2026; RE-ELECT KEVIN,OAKLAND,2025,0,0,create new politician (name needs research),
1465863,PLAYWORKS,PLAYWORKS,OAKLAND,2025,,,create new politician (name needs research),
