politician_name,office_title,committee_name,external_id,decision,reason
"Matthew Hostettler","Indiana Elected Official","Friends of Matt Hostettler","7032","","lastName ""Hostettler"" in committee name but no signal word found"
"Matthew Whetstone","Indiana Elected Official","Friends of Matt Whetstone","7679","","lastName ""Whetstone"" in committee name but no signal word found"
"Melissa Rinehart","Indiana Elected Official","Friends of Melissa Rinehart","7541","","lastName ""Rinehart"" in committee name but no signal word found"
"Michael Bienz","Indiana Elected Official","Friends of Michael Bienz","7352","","lastName ""Bienz"" in committee name but no signal word found"
"Michael Griffin","State Senator","CTE Michael W. Griffin to the INDIANA STATE SENATE District 1","7634","","lastName ""Griffin"" in committee name but no signal word found"
"Michael Potter","Indiana Elected Official","Friends of Michael Potter","7928","","lastName ""Potter"" in committee name but no signal word found"
"Michelle Higgs","Indiana Elected Official","Friends of Michelle Higgs","7909","","lastName ""Higgs"" in committee name but no signal word found"
"Nansi Custer","Indiana Elected Official","Friends of Nansi Custer","7655","","lastName ""Custer"" in committee name but no signal word found"
"Nathan Ranke","Indiana Elected Official","nathanranke4hoosiers","7839","","lastName ""Ranke"" in committee name but no signal word found"
"Pamela Fish","Indiana Elected Official","Friends of Pam Fish","6769","","lastName ""Fish"" in committee name but no signal word found"
"Philip Gift","Indiana Elected Official","Friends of Phil Gift","7789","","lastName ""Gift"" in committee name but no signal word found"
"R Griffin","Indiana Elected Official","Friends of Mike Griffin","7375","","lastName ""Griffin"" in committee name but no signal word found"
"R Young","Indiana Elected Official","Richard Young","1907","","lastName ""Young"" in committee name but no signal word found"
"Randall Frye","Indiana Elected Official","Friends of Randy Frye","5942","","lastName ""Frye"" in committee name but no signal word found"
"Rebecca Cash","Indiana Elected Official","Friends of Becky Cash","7531","","lastName ""Cash"" in committee name but no signal word found"
"Rob Miller","Indiana Elected Official","Friends of Rob Miller","7852","","lastName ""Miller"" in committee name but no signal word found"
"Robert Greene","Indiana Elected Official","RobbGreene.com","7638","","lastName ""Greene"" in committee name but no signal word found"
"Ronald Bacon","Indiana Elected Official","Friends of Ron Bacon","5888","","lastName ""Bacon"" in committee name but no signal word found"
"Ronald Itnyre","Indiana Elected Official","Friends of Ron Itnyre","7658","","lastName ""Itnyre"" in committee name but no signal word found"
"Ronald Turpin","Indiana Elected Official","Friends of Ron Turpin","7515","","lastName ""Turpin"" in committee name but no signal word found"
"Ryan Hatfield","Indiana Elected Official","Friends of Ryan Hatfield","6753","","lastName ""Hatfield"" in committee name but no signal word found"
"Ryan Lauer","Indiana Elected Official","Friends of Ryan Lauer","6574","","lastName ""Lauer"" in committee name but no signal word found"
"Ryan Royer","Indiana Elected Official","Friends of Ryan Royer","7309","","lastName ""Royer"" in committee name but no signal word found"
"Sara Blohm","Indiana Elected Official","Sara Blohm 2020","7369","","lastName ""Blohm"" in committee name but no signal word found"
"Scott Baldwin","Indiana Elected Official","Vote Baldwin","7332","","lastName ""Baldwin"" in committee name but no signal word found"
"Scott Strother","Indiana Elected Official","Strother 47","7629","","lastName ""Strother"" in committee name but no signal word found"
"Scott Wise","State Senator","Wise 4 Senate 16","7904","","lastName ""Wise"" in committee name but no signal word found"
"Sean Selby","Indiana Elected Official","Friends of Sean Selby","7681","","lastName ""Selby"" in committee name but no signal word found"
"Shane Lindauer","Indiana Elected Official","shanelindauer.com","7006","","lastName ""Lindauer"" in committee name but no signal word found"
"Sharon Wight","Indiana Elected Official","Friends of Sharon Wight","8096","","lastName ""Wight"" in committee name but no signal word found"
"Shelli Yoder","Indiana State Senate - District 40","Friends of Shelli Yoder","7337","","lastName ""Yoder"" in committee name but no signal word found"
"Stephen Bartels","Indiana Elected Official","Friends of Stephen Bartels","7043","","lastName ""Bartels"" in committee name but no signal word found"
"Steven Davisson","Indiana Elected Official","www.stevedavisson.com","5617","","lastName ""Davisson"" in committee name but no signal word found"
"Stuart Barnes-israel","Indiana Elected Official","Friends of Stu Barnes-Israel","7617","","lastName ""Barnes-israel"" in committee name but no signal word found"
"Sue Errington","Indiana Elected Official","Friends of Sue Errington","4008","","lastName ""Errington"" in committee name but no signal word found"
"Susan Dillon","Indiana Elected Official","Friends of Susan Dillon","7549","","lastName ""Dillon"" in committee name but no signal word found"
"Suzanne Crouch","Indiana Elected Official","Friends of Suzanne Crouch","5295","","lastName ""Crouch"" in committee name but no signal word found"
"Tamla Tatum","Indiana Elected Official","CTE: Tamie Dixon Tatum","7683","","lastName ""Tatum"" in committee name but no signal word found"
"Tanner Bouchie","Indiana Elected Official","Friends of Tanner Bouchie","8057","","lastName ""Bouchie"" in committee name but no signal word found"
"Tera Klutz","Indiana Elected Official","Friends of Tera Klutz","6981","","lastName ""Klutz"" in committee name but no signal word found"
"Theresa Bruno","Indiana Elected Official","Friends of Theresa Bruno","7297","","lastName ""Bruno"" in committee name but no signal word found"
"Thomas Horrocks","Indiana Elected Official","Friends of Thomas Horrocks","7816","","lastName ""Horrocks"" in committee name but no signal word found"
"Tiffany Stoner","Indiana Elected Official","Friends of Tiffany Stoner","7869","","lastName ""Stoner"" in committee name but no signal word found"
"Timothy Barr","Indiana Elected Official","Friends of Tim Barr","7240","","lastName ""Barr"" in committee name but no signal word found"
"Timothy O'brien","Indiana Elected Official","Friends of Tim O'Brien","7503","","lastName ""O'brien"" in committee name but no signal word found"
"Tom Rhoades","Indiana Elected Official","Friends of Tom Rhoades","7206","","lastName ""Rhoades"" in committee name but no signal word found"
"Tom Wallace","Indiana Elected Official","Tom Wallace","7353","","lastName ""Wallace"" in committee name but no signal word found"
"Tyler Johnson","Indiana Elected Official","Vote Dr Johnson","7542","","lastName ""Johnson"" in committee name but no signal word found"
"Wendy Chesser","Indiana Elected Official","Friends of Wendy Dant Chesser","7970","","lastName ""Chesser"" in committee name but no signal word found"
"Wesley Bennett","Indiana Elected Official","Friends of Wes Bennett","8104","","lastName ""Bennett"" in committee name but no signal word found"
"William Colteryahn","Indiana Elected Official","Colteryahn4Indiana","8109","","lastName ""Colteryahn"" in committee name but no signal word found"
"William Levin","Indiana Elected Official","Levin 2020","7251","","lastName ""Levin"" in committee name but no signal word found"
"William Nash","Indiana Elected Official","Friends of Bill Nash","7684","","lastName ""Nash"" in committee name but no signal word found"
"Zach Heimach","Indiana Elected Official","Supporters of Zach Heimach","7659","","lastName ""Heimach"" in committee name but no signal word found"
"Zachary Payne","Indiana Elected Official","Friends of Zach Payne","7361","","lastName ""Payne"" in committee name but no signal word found"
"Zackery Davis","Indiana Elected Official","Friends of Zack Davis","7734","","lastName ""Davis"" in committee name but no signal word found"
