office_id,politician_id,full_name,current_title,proposed_title,source,confidence,evidence
ec01f363-6be9-4ed7-809b-e38b81621bee,8383a2a6-ba13-4922-b5c5-4f49c26b1844,Joseph Batic,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Joe Batic | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
989c8df9-29ab-4108-a80b-7140fba2988f,dacf5d5d-8a77-4470-a971-3e4356ba37e6,Cheryl Batteiger-smith,Indiana Elected Official,(none),unresolved,none,(committee: FRIENDS OF CHERYL BATTEIGER-SMITH | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
3af2e15a-df0b-4676-aabe-0b5a196f31a6,cf0b663c-c250-4d51-bfc9-bfc5408af30a,Naomi Bechtold,Indiana Elected Official,(none),unresolved,none,(committee: Bechtold for Indiana | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
d580c8c7-cf7b-4fd0-b09a-038fc6640a14,5922a7c4-65a4-46da-acb2-6df183e596b2,Robert Behning,Indiana Elected Official,(none),unresolved,none,(committee: COMMITTEE TO ELECT ROBERT BEHNING | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
bc036eae-4d70-4dfe-9c78-43c4926706e0,7c9368b5-27fa-44a3-9651-b094279f22da,Dion Bergeron,Indiana Elected Official,(none),unresolved,none,(committee: Dion Bergeron For Indiana | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
445e51ef-71ad-466b-928d-bdf1ed67c6ef,c4fb4b53-0a30-4384-9301-485045f1e78c,Michael Bienz,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Michael Bienz | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
c81783be-4ef6-4342-ae16-d00735973daa,3990b3ad-7e58-4616-af39-c071828888b1,Kacey Blundell,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Kacey Blundell | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
0b5e373f-d3e7-49d4-8b00-2cec5d6a9116,6f6727e0-0751-4aff-9ad4-a0c7b0e94b40,Luke Bohm,Indiana Elected Official,(none),unresolved,none,(committee: Bohm for Indiana | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
35003e5b-e45f-4bde-abb8-47877e823911,c9b9d91d-b0a9-468f-bc94-df2cfbfc66e5,Brian Bosma,Indiana Elected Official,(none),unresolved,none,(committee: Committee To Elect Brian Bosma | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
e1a1dc10-6ea4-4f8a-a99d-9ae9d746936a,0314e7d4-55f5-4b61-9cd5-96b7efd53f67,Tanner Bouchie,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Tanner Bouchie | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
febb6413-38ab-4dd2-a920-da9277330bbf,6bbaca87-351f-457e-9d8c-99a311d7c654,Alex Bowman,Indiana Elected Official,(none),unresolved,none,(committee: Alex Bowman for Indiana | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
2354a115-d3e9-4a5d-84e3-cd864d39a611,b0993f27-5290-409f-998a-6d4dc4eb80de,Patricia Bratton,Indiana Elected Official,(none),unresolved,none,(committee: COMMITTEE TO ELECT PATRICIA BRATTON | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
155944e7-4cb0-46f0-aa63-b1dfeaa1a16f,423989af-1ed2-4eb3-afb4-c1c4a1b48967,Edward Brickley,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Ed Brickley | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
6bd09adb-f93a-40ee-98e7-666f953797e8,483369e7-8159-4ba0-be18-246c7e1677d5,Timothy Brown,Indiana Elected Official,(none),unresolved,none,(committee: CITIZENS FOR TIM BROWN | notes head: Auto-discovered from Indiana 2021 contribution data. Committ)
87fee22d-573f-4cd5-b950-00932366eba7,d1959e9d-2c5e-4108-964f-413a72ff55cf,Theresa Bruno,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Theresa Bruno | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
8494eb80-0526-46c0-a56d-33efc007d926,3b65fd20-b548-4b7a-89b6-49ea5757218c,Justin Busch,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Justin Busch | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
1a7eb031-0bd8-40db-b589-551ed123fdf2,8338fdc1-bae1-4751-a708-e7e3eb06e133,Keely Butrum,Indiana Elected Official,(none),unresolved,none,(committee: Citizens for Keely Butrum | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
223607f3-1de7-4d1f-8873-41e6318b045f,a9bf758c-e902-40cc-ace0-b306c63eb936,Martin Carbaugh,Indiana Elected Official,(none),unresolved,none,(committee: VoteCarbaugh.com | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
cea3bbb7-d3d3-490d-90b9-6af5023e9fb5,96106579-f9c7-4cfd-93b7-b2328a1045d2,Heather Carie,Indiana Elected Official,(none),unresolved,none,(committee: Citizens for Heather Carie | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
95b11bbc-7705-4009-a622-07fc769576ea,690b7e2c-d670-4e91-8a08-0558c7602d70,Robert Carmony,Indiana Elected Official,(none),unresolved,none,(committee: Committee To Elect Bob Carmony | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
68fefc22-d6da-4f7d-9c9c-b33077d918bb,eee187f3-ebff-40b4-a34e-506cbf04935e,Brittany Carroll,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Brittany Carroll | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
0990b342-7d66-4189-84be-cd990a3a5a49,ed801084-e497-4535-9b3b-99d93c2f0361,Rebecca Cash,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Becky Cash | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
851778b9-fd29-423d-b07c-a7805fcfc915,d79613eb-78a6-48b8-879d-abaad09d11db,Camden Chaffee,Indiana Elected Official,(none),unresolved,none,(committee: The Committee to Elect Camden Chaffee | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
6802f356-9b02-4f29-8674-61dd149f487c,8615c739-444a-469d-a709-0e5a9324275d,Jaxon Chance,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Jack Chance | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
06230b78-17ad-48d4-81dd-29cc73959f11,80aa1796-9214-4f00-a773-3b8043c29c7e,Wendy Chesser,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Wendy Dant Chesser | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
46581988-55bd-4efc-9c54-539892dba112,e8d1687a-a6dd-4cda-b060-0d064d08bf2b,Christopher Chyung,Indiana Elected Official,(none),unresolved,none,(committee: Chris Chyung for Change | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
a70c8ae4-8dfb-4035-a738-bde8718eeaad,935ca848-88bb-4cd9-b06a-46292a736052,Chris Cleveland,Indiana Elected Official,(none),unresolved,none,(committee: Cleveland for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
c808048b-d99a-4ef6-b663-a67af440f6b1,11991567-4041-4649-85f1-d3cdd79e3be0,Clyde Allen Perfect,Indiana Elected Official,(none),unresolved,none,(committee: Vote Chip Perfect | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
2a2323e5-f385-4e3c-86bb-da2f4ec73f20,2b98ac9e-f6b7-4826-8ee3-e5f416f8761c,Cecilia Coble,Indiana Elected Official,(none),unresolved,none,(committee: Cecilia Coble For Indiana | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
fd9af0fd-3499-4e0d-9505-6adfb6e2a360,3eddbf77-cc2c-4628-a817-1716f8450fc2,John Colburn,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect John D Colburn | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
9f219a05-589a-41f2-bdaa-3db947905afb,15a1a3f8-10e5-4c08-93be-af38f7a71e00,William Colteryahn,Indiana Elected Official,(none),unresolved,none,(committee: Colteryahn4Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
a0084cc5-6f94-4fdf-b255-1a7ea3252a57,c5bc4cd1-7f27-4c03-bae7-780420e5969b,Matthew Commons,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Matt Commons | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
eb75f4d1-1c10-4275-a6f6-9c94254e036e,3e0b4a10-bb4c-4f3d-bc98-dc0ce7303763,Edward Comstock,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Edward Comstock | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
8f48d641-843a-446a-b5cd-e646f373ef82,ea9ed449-afb1-4faa-803e-de174750188a,Pete Cowden,Indiana Elected Official,(none),unresolved,none,(committee: FRIENDS TO ELECT PETE COWDEN | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
4a36041d-1f8f-41bd-980d-21ae98f8f006,bd80401b-67dd-4803-9ce6-583b702e7b86,Christopher Coyle,Indiana Elected Official,(none),unresolved,none,(committee: Hoosiers for Coyle | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
7e48fe79-4a00-4ad7-8b93-83bb8a33a8a9,6ee00238-a8c2-4057-9e89-ee57f817b95c,John Crane,Indiana Elected Official,(none),unresolved,none,(committee: Crane for Indiana Committee | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
1b79fe5f-3cd4-49b3-a216-642e7afad5ee,95e4f47c-a7e4-48c4-8b89-016c4cf3a44a,Cory Criswell,Indiana Elected Official,(none),unresolved,none,(committee: Hoosiers for Criswell | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
fab7828a-b155-479d-b55d-f7e9c6e0b032,77e6f0b2-b355-4fde-9df9-47b80e7f3cfc,Suzanne Crouch,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Suzanne Crouch | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
fb411c59-daad-456e-bde2-2b62156e424a,10592166-d56a-48a9-a09d-fb7b4c194cfe,Curtis Theophilus Hill,Indiana Elected Official,(none),unresolved,none,(committee: Curtis Hill for Indiana | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
75e70213-7cb6-4885-b145-57624aa7c1a0,a4be1bc7-4834-48d9-a94c-250966bd1956,Nansi Custer,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Nansi Custer | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
325827a4-0b96-41fc-ba38-8e73b9e98806,f89a48f7-411d-450e-987d-4cb20690f1cf,Leslie Dallner,Indiana Elected Official,(none),unresolved,none,(committee: COMMITTEE TO ELECT LESLIE DALLNER | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
2fb05851-b9de-43a5-b7e1-558f0f130071,a03af3e4-aec3-43ce-ae37-30c31ea45808,Jordan Davis,Indiana Elected Official,(none),unresolved,none,(committee: Citizens for Jordan A. Davis | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
d1e7fa72-e424-45d0-9e51-7b0029a675c6,4dd0a6d2-9651-4d20-958d-3be0c735d261,Laura Davis,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Michelle Davis | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
ba02a8af-81ef-4bc1-9acb-638e38d43ddc,c2ea11d6-b6a8-45b4-8dcb-b9d80e955123,Paula Davis,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Paula Davis | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
34f3d10b-d046-4a7b-a954-a0d2fd8f4937,fc670b6b-f6bc-4926-964b-3c91a492ef8c,Ryan Davis,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Ryan Davis for District 33 | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
197c4d6d-3f8a-44ee-9fa1-069b9684b0ca,fc44fc74-d6eb-4a3b-9d8c-8ca3ae150e21,Zackery Davis,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Zack Davis | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
6b655f17-b7dd-4cf0-bc89-8fefabb87c44,a8d329ab-ac11-4889-891a-c3e15e29d1f1,Pamela Dechert,Indiana Elected Official,(none),unresolved,none,(committee: Pam Dechert for Indiana | notes head: Auto-discovered from Indiana 2021 contribution data. Committ)
90fbab8a-d260-42e9-8ea8-5b684357c48c,8a3eb0a4-fa2a-4918-bf67-8d9ff22253f3,Spencer Deery,Indiana Elected Official,(none),unresolved,none,(committee: Spencer Deery for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
fca86de5-1480-4c53-8e54-b85b72686c9b,d5ba871f-73eb-476f-ba85-b9b543ddea37,Eric Doden,Indiana Elected Official,(none),unresolved,none,(committee: Doden for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
b654e361-a0cb-4d66-a49c-62023ca9acc2,692e61f9-9ce3-4735-997c-fbf903dc6733,Juli Dominguez,Indiana Elected Official,(none),unresolved,none,(committee: Dominguez for 16 | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
23d4ff0d-427d-4708-9e84-31b2ffe210cb,250a7ae0-f130-449e-9625-4c2d1512bbf6,Stacey Donato,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Stacey A. Donato | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
b9718575-a7c2-4a43-97fa-0a1c8fed11c5,4b62501c-2b3e-4c37-abd0-5a4afd857afe,Eugene Dooley,Indiana Elected Official,(none),unresolved,none,(committee: Citizens for Eugene P Dooley | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
bf4ebbfa-1a57-4637-9338-12858d14a14a,fe91d2c3-0239-465e-b6ed-ebe15ad3d93e,Brandon Dothager,Indiana Elected Official,(none),unresolved,none,(committee: An Organized Region for Brandon Dothager | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
66d9a30c-41a8-43ed-9bd3-56f3827033f1,b020bd7f-455c-42ac-a5ea-c5b9997102bb,Patrick Downey,Indiana Elected Official,(none),unresolved,none,(committee: ELECT DOWNEY | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
a291fbbf-9c48-40a5-92d2-70ae20f569ed,3717269d-4976-486c-b4db-78cb44e049c1,Earl Lynn Harris,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Earl L. Harris Jr. | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
8ef9aef0-9814-443d-bece-db59b5b5e861,3e5dfe90-48af-4649-abb7-382f64904eb4,Sean Eberhart,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Sean Eberhart | notes head: Auto-discovered from Indiana 2021 contribution data. Committ)
ee218d74-9d4e-4b8f-a9cc-658b68b4d085,f455ceed-55c7-460a-9731-371cc7f5e063,Marlena Edmondson,Indiana Elected Official,(none),unresolved,none,(committee: Edmondson For Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
33dc218d-bf12-4b6f-bc60-f6ca68d6949e,7fb69071-9856-4754-ab95-71c3cf2fc40d,Christopher Elliott,Indiana Elected Official,(none),unresolved,none,(committee: Elliott for Indiana | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
af79c31a-2f28-4b44-909e-0fc5ea484907,e6c53166-9e0c-4a06-b55c-b577973df73a,Anne Engelhardt,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Anne Engelhardt | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
eb3ea283-6e13-4edc-9d70-b4393ae3176c,627467eb-e823-4bf1-b97d-026a36d55f43,Sue Errington,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Sue Errington | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
da589f5c-01e6-42ad-afff-cab2cd1e1e63,d8fcd564-a9f0-42f5-b136-e4e4442c5bfc,Jorge Fernandez,Indiana Elected Official,(none),unresolved,none,(committee: Citizens for Fernandez | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
a730fe30-9dcf-4e7b-aee6-c9e201e4c44f,ccb11c68-3807-4add-901b-2de3f73a127c,Joel Florek,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Joel Florek | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
71937269-88a8-43df-8240-941c3a3a8ff5,58990c19-e33e-4b55-b168-cb8b2fe81ff6,Stephen Folz,Indiana Elected Official,(none),unresolved,none,(committee: Neighbors for Steve Folz | notes head: Auto-discovered from Indiana 2021 contribution data. Committ)
09c3aec8-885d-4d21-9980-3be89b1a405d,afed5d85-cd08-4fc5-9432-e1ed2f7ea4ad,Melinda Fountain,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Melinda Fountain | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
2eb0930b-98f5-4c01-bd12-a544c8bcd195,0affe92f-ae87-4ba4-ba24-f0d063544410,Ian Gamroth,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Ian Gamroth | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
c90f6a19-510b-41ef-bfd0-902b8ba9d98b,6a200c04-7360-455e-b43d-f0ab2591a3cc,Mark Genda,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Mark Genda | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
b729149d-003c-43f5-bef6-3ce4b0ea84a7,3049d066-da0c-4227-a4bf-7f0fece2f4b3,Philip Gift,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Phil Gift | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
2ca2eb77-7926-41c0-838f-ec32428ca5ba,d8460379-df08-4bae-bf27-c0965a9d57c6,Gregory Goode,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Greg Goode | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
7cd98a3c-8ba5-498c-96d0-299bf9d3276f,011f3dda-0b4e-4cf6-abdd-cfbad5629619,Kevin Goodman,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Kevin Goodman 2022 | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
ff45ab64-8be7-42cb-aacb-0daa79aa12b8,68ad7f20-531b-4cff-af6b-53917a747d2b,Mitchell Gore,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Mitch Gore | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
7f55f430-a678-494f-b445-ac703dc84e41,17e978e4-1413-477c-8cb0-ead241f1d3d6,Jeff Gormong,Indiana Elected Official,(none),unresolved,none,(committee: Committee To Elect Jeff Gormong | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
bedb0699-eafc-4fd1-a4fe-445d5c27c604,1e3c9273-2989-4511-9763-a431394792de,Lori Goss-reaves,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Lori Goss-Reaves | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
9ead047f-44d4-4a99-8cae-efdad7a1be11,9ad1db62-bd80-4aa1-a59c-63be14917321,Lindsay Gramlich,Indiana Elected Official,(none),unresolved,none,(committee: Our Community for Lindsay Gramlich | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
d2c773e7-f1fa-44a7-845e-a04ab8be3cd9,9deb156e-8038-4dff-bae4-d3e4ff371681,Gabrianna Gratzol,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Gabrianna Gratzol | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
cd28a6bc-32ce-4035-9855-f63cbbf1f082,6f9df33a-f033-4d1a-b0b0-3ec00d54cb27,Melinda Griesemer,Indiana Elected Official,(none),unresolved,none,(committee: Melinda Griesemer for Indiana | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
d88140dc-382f-4278-9feb-84eb832dbf98,9f319042-1c7b-46bd-8ad8-24534655c7dd,Timothy Gust,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Tim Gust | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
1fb4dd9a-f15c-41eb-9a6d-e9426cc79bcb,db185741-18b0-4b39-885e-0e1fa3da8da4,William Gutrich,Indiana Elected Official,(none),unresolved,none,(committee: Gutrich for Indiana | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
e2dd96c7-e8c5-401f-aaf7-4987d2eca877,a8ef5f09-5bd2-4acb-9e83-549466878901,Craig Haggard,Indiana Elected Official,(none),unresolved,none,(committee: Hoosiers for Haggard | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
3ee001bc-e40a-45da-8b9e-b67cf801134a,99daa584-c31d-444b-8e9e-dd9b152fb6b5,Cindy Hajicek,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Cindi Hajicek | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
89fd7809-89d7-42af-b040-9cba8770a37a,24b55f04-d1ad-4a5a-b025-3da6ce32245e,Travis Hankins,Indiana Elected Official,(none),unresolved,none,(committee: Travis Hankins for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
48d9ed6a-5db3-41ae-8d19-8b86df20be2c,34f47083-3144-4a1e-ac2f-0dc7680ff2b6,Katrina Hardwick,Indiana Elected Official,(none),unresolved,none,(committee: Kat Hardwick for Indiana | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
40f7a8f0-2d5b-4d39-bb04-b5e44252b3cd,d3c9cdfa-0e69-4db4-81e6-b6145b7eb40f,Christopher Hartig,Indiana Elected Official,(none),unresolved,none,(committee: Chris Hartig for Indiana | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
c6296803-c394-4e41-acf8-56e2860a457e,cf1be32b-b0f4-47b7-9a46-1394f65987e6,Ragen Hatcher,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Ragen Hatcher | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
41733fc3-0926-4b20-b1d4-7cb0ccc54410,c0b267d0-fc32-4418-a2cc-7315aedb7166,Ryan Hatfield,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Ryan Hatfield | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
c75f7507-f032-41a3-8f67-d5b4824667af,c9e4b190-a535-4af3-be5e-1105a13ba6fb,Zach Heimach,Indiana Elected Official,(none),unresolved,none,(committee: Supporters of Zach Heimach | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
1f4e2675-3490-4f66-8802-ffc3658eac4a,25b37d28-3c79-44bc-b5ee-6ff777d43c5e,Dave Heine,Indiana Elected Official,(none),unresolved,none,(committee: Citizens For Dave Heine | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
06be85eb-85f4-456b-8cd1-5186555a0a1d,c9f0abc9-d0d6-4616-a15a-a2167dc1ca6e,Ronald Herrell,Indiana Elected Official,(none),unresolved,none,(committee: hoosiers for herrell | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
264950a2-2c7a-42e8-9497-7d24a31a78e5,cd1df58c-8626-4793-bb81-f304d3e19418,Mark Hinton,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Mark Hinton | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
7faea189-de64-470e-9474-17e738d7aaa9,b0028957-e9c1-4756-ace8-67fdb669a60a,Craig Hirsty,Indiana Elected Official,(none),unresolved,none,(committee: Hirsty for Hoosiers | notes head: Auto-discovered from Indiana 2021 contribution data. Committ)
