full_name,office,politician_id,filer_id,committee_name,source_row_id,outcome
Lindsey P. Horvath,Supervisor District 3,81dfcf88-c739-4461-9d16-931f8d51a8c5,1374259,"D'AMICO, JOHN HEILMAN, LINDSEY HORVATH & JOSEPH GUARDARRAMA TO THE WEST HOLLYWOOD CITY COUNCIL 2015; FRIENDS OF WEST HOLLYWOOD, A COMMITTEE TO ELECT JOHN",,skipped_dry_run
Lindsey P. Horvath,Supervisor District 3,81dfcf88-c739-4461-9d16-931f8d51a8c5,1413469,HORVATH FOR WEHO CITY COUNCIL 2019; RE-ELECT LINDSEY,,skipped_dry_run
Lindsey P. Horvath,Supervisor District 3,81dfcf88-c739-4461-9d16-931f8d51a8c5,1415257,HORVATH AND JOHN D'AMICO FOR COUNCIL 2019; WEST HOLLYWOOD UNITED TO SUPPORT LINDSEY,,skipped_dry_run
Lindsey P. Horvath,Supervisor District 3,81dfcf88-c739-4461-9d16-931f8d51a8c5,1416361,"D'AMICO, LINDSEY HORVATH, AND LAUREN MEISTER FOR CITY COUNCIL 2019; WEST HOLLYWOOD ALLIANCE FOR CONTINUED PROGRESS SUPPORTING JOHN",,skipped_dry_run
Lindsey P. Horvath,Supervisor District 3,81dfcf88-c739-4461-9d16-931f8d51a8c5,1446284,HORVATH AND AGAINST BOB HERTZBERG FOR SUPERVISOR 2022; NEIGHBORS FOR LINDSEY,,skipped_dry_run
Lindsey P. Horvath,Supervisor District 3,81dfcf88-c739-4461-9d16-931f8d51a8c5,1457026,HORVATH FOR SUPERVISOR 2022 - OFFICEHOLDER ACCOUNT; LINDSEY,,skipped_dry_run
Lindsey P. Horvath,Supervisor District 3,81dfcf88-c739-4461-9d16-931f8d51a8c5,1478761,HORVATH FOR SUPERVISOR 2026; LINDSEY,,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1066639,"HAHN, JANICE FOR ASSEMBLY",,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1077439,"HAHN'S OFFICEHOLDER COMMITTEE, COUNCILMEMBER JANICE",,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1260193,"HAHN, COMMITTEE TO RE-ELECT JANICE",,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1303992,"HAHN 2009, COMMITTEE TO RE-ELECT JANICE",,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1321242,"HAHN LIEUTENANT GOVERNOR 2010 EXPLORATORY COMMITTEE, THE JANICE",,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1376011,"HAHN FOR SUPERVISOR 2016, JANICE",,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1378965,HAHN FOR SUPERVISOR 2016 ATTORNEY'S FEES FUND; JANICE,,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1391276,HAHN FOR SUPERVISOR 2016; NEIGHBORS UNITE SUPPORTING JANICE,,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1392298,HAHN FOR SUPERVISOR 2016; COALITION FOR TODAY IN SUPPORT OF JANICE,,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1392563,HAHN FOR SUPERVISOR 2016 ATTORNEY'S FEES FUND; JANICE,,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1394146,HAHN 2016 OFFICEHOLDER; SUPERVISOR JANICE,,skipped_dry_run
Janice Hahn,Supervisor District 4,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,1414469,HAHN FOR SUPERVISOR 2020; JANICE,,skipped_dry_run
Kathryn Barger,Supervisor District 5,122f1897-2dae-4f21-bee0-1c02c95e9e3a,1376396,BARGER FOR SUPERVISOR 2016; KATHRYN,,skipped_dry_run
Kathryn Barger,Supervisor District 5,122f1897-2dae-4f21-bee0-1c02c95e9e3a,1383622,BARGER FOR SUPERVISOR 2016 ATTORNEY'S FEES FUND; KATHRYN,,skipped_dry_run
Kathryn Barger,Supervisor District 5,122f1897-2dae-4f21-bee0-1c02c95e9e3a,1393192,BARGER OFFICEHOLDER ACCOUNT 2016; SUPERVISOR KATHRYN,,skipped_dry_run
Kathryn Barger,Supervisor District 5,122f1897-2dae-4f21-bee0-1c02c95e9e3a,1414462,BARGER FOR SUPERVISOR 2020; KATHRYN,,skipped_dry_run
Kathryn Barger,Supervisor District 5,122f1897-2dae-4f21-bee0-1c02c95e9e3a,1462438,BARGER FOR SUPERVISOR 2024 SPONSORED BY LABOR ORGANIZATIONS; WORKING FAMILIES AND FIRST RESPONDERS FOR KATHRYN,,skipped_dry_run
Kathryn Barger,Supervisor District 5,122f1897-2dae-4f21-bee0-1c02c95e9e3a,1464782,BARGER FOR LA COUNTY SUPERVISOR 2024 FOR RESPONSIBLE GOVERNMENT; INDEPENDENT COMMITTEE TO RE-ELECT KATHRYN,,skipped_dry_run
Kathryn Barger,Supervisor District 5,122f1897-2dae-4f21-bee0-1c02c95e9e3a,1466037,BARGER FOR SUPERVISOR 2024 OPPOSING CAREER POLITICIANS; CITIZENS FOR KATHRYN,,skipped_dry_run
Kathryn Barger,Supervisor District 5,122f1897-2dae-4f21-bee0-1c02c95e9e3a,1466175,"BARGER FOR SUPERVISOR 2024 SPONSORED BY CARPENTERS UNIONS; BUILDING A BETTER FUTURE, SUPPORTING KATHRYN",,skipped_dry_run
Nathan Hochman,District Attorney,83474f06-c501-416d-a870-65d75f0cec9d,1437955,HOCHMAN FOR ATTORNEY GENERAL 2022; NATHAN,,skipped_dry_run
Nathan Hochman,District Attorney,83474f06-c501-416d-a870-65d75f0cec9d,1443581,HOCHMAN FOR ATTORNEY GENERAL 2022; FRIENDS OF NATHAN,,skipped_dry_run
Nathan Hochman,District Attorney,83474f06-c501-416d-a870-65d75f0cec9d,1459571,HOCHMAN FOR LA DISTRICT ATTORNEY 2024; NATHAN,,skipped_dry_run
Nathan Hochman,District Attorney,83474f06-c501-416d-a870-65d75f0cec9d,1460973,"HOCHMAN FOR DISTRICT ATTORNEY 2024; LOS ANGELES COUNTY DESERVES BETTER, PRIMARILY FORMED TO SUPPORT NATHAN",,skipped_dry_run
Nathan Hochman,District Attorney,83474f06-c501-416d-a870-65d75f0cec9d,1472059,HOCHMAN FOR DISTRICT ATTORNEY 2024; NORTH LOS ANGELES CRIME VICTIMS FOR NATHAN,,skipped_dry_run
Nathan Hochman,District Attorney,83474f06-c501-416d-a870-65d75f0cec9d,1474166,"HOCHMAN FOR DISTRICT ATTORNEY 2024, SPONSORED BY BIZFED PAC, A PROJECT OF LOS ANGELES COUNTY BUSINESS FEDERATION; NEIGHBORS AND SMALL BUSINESSES FOR A SAFER LA COUNTY SUPPORTING NATHAN",,skipped_dry_run
Nathan Hochman,District Attorney,83474f06-c501-416d-a870-65d75f0cec9d,1475744,"HOCHMAN FOR DA 2024; ALLIANCE TO RESTORE JUSTICE & SAFETY IN LA COUNTY, SUPPORTING NATHAN",,skipped_dry_run
Nathan Hochman,District Attorney,83474f06-c501-416d-a870-65d75f0cec9d,1475942,HOCHMAN FOR DISTRICT ATTORNEY 2024; ANGELENOS FOR A SAFER LA SUPPORTING NATHAN,,skipped_dry_run
Nathan Hochman,District Attorney,83474f06-c501-416d-a870-65d75f0cec9d,1476163,HOCHMAN FOR DISTRICT ATTORNEY 2024; FIREFIGHTERS SUPPORTING NATHAN,,skipped_dry_run
Nathan Hochman,District Attorney,83474f06-c501-416d-a870-65d75f0cec9d,1477192,HOCHMAN OFFICEHOLDER ACCOUNT; DISTRICT ATTORNEY NATHAN,,skipped_dry_run
Robert Luna,Sheriff,21975878-739e-452b-8bf7-95919680462a,1442721,LUNA FOR SHERIFF 2022,,skipped_dry_run
Robert Luna,Sheriff,21975878-739e-452b-8bf7-95919680462a,1479270,LUNA FOR SHERIFF 2026,,skipped_dry_run
Jeff Prang,Assessor,85233a92-ce12-4567-910e-be1776cd4aac,1359913,"PRANG COUNTY ASSESSOR 2014 OFFICEHOLDER ACCOUNT, JEFF",,skipped_dry_run
Jeff Prang,Assessor,85233a92-ce12-4567-910e-be1776cd4aac,1366093,"PRANG FOR L.A. COUNTY ASSESSOR 2014 (INDEPENDENT EXPENDITURE), FRIENDS OF JEFF",,skipped_dry_run
Jeff Prang,Assessor,85233a92-ce12-4567-910e-be1776cd4aac,1435798,PRANG FOR ASSESSOR 2022; JEFF,,skipped_dry_run
