cd,geo_id,race_id,full_name,party_from_field,decision,target_politician_id,assign_external_id,is_incumbent,source_url
11,1711,6931062e-5e90-42ae-a076-db6c36550b72,Bill Foster,(incumbent),REUSE,f45dfff4-2279-4d59-b682-160bb402b37b,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_11
11,1711,6931062e-5e90-42ae-a076-db6c36550b72,Jeff Walter,(challenger/open),NEW,,-171101,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_11
12,1712,672a3ae9-3a65-440f-b9b2-79b7aae43995,Mike Bost,(incumbent),REUSE,01c4093a-db5a-4f92-9caa-b54c1e44c63a,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_12
12,1712,672a3ae9-3a65-440f-b9b2-79b7aae43995,Julie Fortier,(challenger/open),NEW,,-171201,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_12
13,1713,9969d601-7597-4930-bcb9-1c0b8bde61c7,Nikki Budzinski,(incumbent),REUSE,6192aa12-077f-42a8-a4cc-fcdf5d56355f,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_13
13,1713,9969d601-7597-4930-bcb9-1c0b8bde61c7,Jeff Wilson,(challenger/open),NEW,,-171301,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_13
14,1714,59fca96e-1863-4052-802a-059da25acec3,Lauren Underwood,(incumbent),REUSE,4774c04d-23cd-4e0f-91d2-e294864f0dbb,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_14
14,1714,59fca96e-1863-4052-802a-059da25acec3,James Marter,(challenger/open),NEW,,-171401,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_14
15,1715,57d0565f-4793-4e42-90d5-e9c1d69bb5a8,Mary E. Miller,(incumbent),REUSE,73816ba4-4235-400c-a0a1-00c67b762687,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_15
15,1715,57d0565f-4793-4e42-90d5-e9c1d69bb5a8,Jennifer Todd,(challenger/open),NEW,,-171501,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_15
16,1716,534a50e7-22f1-43a8-bb38-394800f88caa,Darin LaHood,(incumbent),REUSE,f0d27c86-02f3-4014-9162-e4e940f2afdd,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_16
16,1716,534a50e7-22f1-43a8-bb38-394800f88caa,Paul Nolley,(challenger/open),NEW,,-171601,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_16
17,1717,6b3e2352-4344-4398-8505-2c43e3a701d4,Eric Sorensen,(incumbent),REUSE,a87adee0-ca19-4e02-b734-e6a91ca34245,,true,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_17
17,1717,6b3e2352-4344-4398-8505-2c43e3a701d4,Dillan Vancil,(challenger/open),NEW,,-171701,false,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois#District_17
