politician_id,topic_id,topic_key,value,reasoning,source_url
d2358e54-6860-4382-8c8d-95a3dabea874,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,1,"Azeem's official Cambridge City Council page explicitly states he 'played a key role in establishing universal pre-K for all Cambridge residents' and lists universal pre-K as one of his 'primary focuses.' Universal pre-K provided to all residents regardless of income is publicly funded universal childcare, matching stance 1: establishing publicly funded universal childcare so that all families have access regardless of income.",https://www.cambridgema.gov/Departments/citycouncil/members/burhanazeem
d2358e54-6860-4382-8c8d-95a3dabea874,b9ccee94-ad96-4f10-b655-889d8e5abe92,local-immigration,1,"In February 2026 the Cambridge City Council voted unanimously — including Azeem — to ban ICE from operating on municipal property, prohibit city employees (including Cambridge Police) from cooperating with ICE agents, and bar CPD from hiring former ICE or DHS enforcement officers. The measures codified existing sanctuary protections into the city's Welcoming Cities Ordinance. This unanimous vote aligns with stance 1: refuse all ICE detainers; prohibit city employees from sharing immigration status information with federal agencies.",https://cambridgeday.com/2026/02/11/city-council-ice-response/
d2358e54-6860-4382-8c8d-95a3dabea874,fb25c1ac-91cc-49bf-8afc-c7fa22ef45e4,growth-and-development,4,"Azeem co-sponsored the original petition for six-story multifamily citywide (the maximum upzoning option on the table), voted YES on the final February 2025 ordinance eliminating single- and two-family zoning restrictions, and in committee stated 'I'm on Team Pass Whatever We Can at this point' to prioritize swift passage of housing reform over waiting for a more comprehensive proposal. His consistent push for streamlined, fast-tracked zoning reform aligns with stance 4: streamline permitting, reduce fees, and actively recruit development to grow the city's tax base.",https://www.cambridgeday.com/2025/02/10/in-landmark-zoning-reform-cambridge-votes-to-legalize-four-story-multifamily-homes-citywide/
34da113e-e5dc-4637-9be1-9d42a6feea93,d4f18138-a2e0-4110-b925-7387d9d0d16d,residential-zoning,2,"Flaherty co-authored (with Councillor Zusy) a June 2026 policy order asking the Community Development Department to draft language requiring wider setbacks, ground-level open space, and parking requirements above a certain unit threshold for new multifamily buildings — aiming to amend, not abolish, the Feb 2025 Multifamily Housing Ordinance. His 2025 campaign website stated the upzoning 'fails to fully appreciate the economics of new construction' and 'fails to include the voices of abutters and neighbors.' He supports multifamily development near transit stations and ADUs, but with design review and neighborhood input requirements. This aligns with value 2: modest density increases with strong design review and neighborhood input.",https://www.cambridgeday.com/2026/06/12/will-new-cambridge-buildings-get-cut-down-to-size/
34da113e-e5dc-4637-9be1-9d42a6feea93,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Flaherty supports affordable housing through targeted mechanisms — multifamily near transit stations, ADUs, repurposing vacant office buildings — while opposing blanket citywide upzoning and warning that the MFH Ordinance would let developers convert existing homes into units designed to evade affordability requirements. His policy order with Zusy sought to strengthen affordability protections within the existing zoning framework. He does not advocate for full public housing or market deregulation. This aligns with value 2: requiring new developments to include affordable units and using public policy to fund new housing.",https://www.cambridgeday.com/2026/06/12/will-new-cambridge-buildings-get-cut-down-to-size/
34da113e-e5dc-4637-9be1-9d42a6feea93,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,"In a 5-2 Cambridge City Council vote in May 2026, Flaherty voted against removing ShotSpotter acoustic surveillance technology, one of only two councillors to do so. He stated: 'I think it's a false narrative to think that federal agents are monitoring conversations that are overheard by ShotSpotter.' The progressive majority voted to remove the technology citing civil liberties and immigration enforcement concerns. Flaherty's defense of police surveillance technology aligns with value 4: increasing police equipment and tools to improve public safety response.",https://www.cambridgeday.com/2026/05/19/council-drops-shotspotter-in-close-vote/
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"McGovern authored the Affordable Housing Overlay (passed 2020), which grants height, density, and permitting advantages to 100% affordable housing developers and has generated 600+ affordable units. He raised inclusionary zoning to 20% (highest in the state) and incentive zoning contributions from $4.50 to $33 per square foot. This matches value 2: use rent caps, require new developments to include affordable units, and publicly fund new housing.",https://www.marcmcgovern.com/policy
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,d4f18138-a2e0-4110-b925-7387d9d0d16d,residential-zoning,4,"Cambridge Day's 2025 election guide confirms McGovern was one of eight councillors voting for the city's recent upzoning. In June 2026 he explicitly opposed restrictions limiting tall affordable buildings to thoroughfares, saying 'You are pushing those inclusionary units, those low-income folks out to the thoroughfares, the corridors, and not within neighborhoods. I thought one of the points that we all agreed on was that we wanted to do away with exclusionary zoning, which did exactly that.' He is endorsed by A Better Cambridge, a pro-density advocacy group. This matches value 4: upzone broadly to allow multifamily by right and streamline approvals.",https://www.cambridgeday.com/2026/06/will-new-cambridge-buildings-get-cut-down-to-size/
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,"McGovern was the lead sponsor of the Cycling Safety Ordinance, requiring implementation of a citywide Bike Safety Network by 2027. He was named a 'Bike Champion' by Cambridge Bicycle Safety and his policy page also emphasizes public transit investment and converting the city fleet to electric vehicles. This matches value 1: prioritize pedestrian infrastructure, cycling networks, and public transit.",https://www.marcmcgovern.com/policy
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,2,"McGovern's background as a social worker with at-risk children and families shapes his public safety approach; his policy page emphasizes substance use treatment, inpatient beds, and overdose prevention centers as complements to policing. He voted YES on the ShotSpotter ban in a 7-2 Cambridge City Council vote (May 2026) and supports unarmed crisis response teams. This matches value 2: maintain current police staffing but shift non-violent calls to unarmed mental health co-responders.",https://www.marcmcgovern.com/policy
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,b9ccee94-ad96-4f10-b655-889d8e5abe92,local-immigration,1,"McGovern supported and spoke in favor of Cambridge's July 2025 amendment to the welcoming community ordinance barring city police from cooperating with immigration enforcement. He stated 'This is a horrible and scary time' and argued that asking ICE agents for identification would 'actually put our community at risk.' His 2017 immigrant advocacy included recommitting Cambridge to sanctuary status. This matches value 1: refuse all ICE detainers; prohibit city employees from sharing immigration status information with federal agencies.",https://www.cambridgeday.com/2025/07/welcoming-community-law-is-changed-slightly-for-council-vote-reflecting-few-options-on-arrests/
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"McGovern's career as a social worker with children and families, his Cambridge RISE program (direct cash payments to low-income families), his anti-exclusionary-zoning advocacy, and his GBLC endorsement all demonstrate sustained attention to systemic economic and social disparities. His stated goal is practical solutions for 'the most vulnerable' including immigrants, unhoused people, and low-income residents. This matches value 2: strengthen civil rights enforcement and address systemic discrimination.",https://www.marcmcgovern.com/policy
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,4938766b-b45a-46e3-93bd-b8b30651271a,homelessness,2,"McGovern opened Cambridge's first warming center for the homeless serving 500+ individuals, launched the Winter Warmth Drive raising ~$100k annually, created a documentation assistance program, and founded the Metro Boston Homeless Summit for regional coordination. His policy page states 'the best way to resolve homelessness is to build more homes' and calls for inpatient treatment beds and overdose prevention centers — a service-investment rather than enforcement approach. This matches value 2: decriminalizing public sleeping while investing in shelter capacity, outreach workers, and voluntary service connections.",https://www.marcmcgovern.com/policy
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,6fbf39ae-6b19-4182-b4c2-6a8d25c86c0f,homelessness-response,2,"McGovern's homelessness strategy centers on shelter expansion (first warming center in Cambridge), outreach through the Winter Warmth Drive, documentation assistance, and Metro Boston Homeless Summit coordination. He emphasizes building more homes as the long-term solution and supports harm reduction (overdose prevention centers). There is no evidence of enforcement-first approaches in his record. This matches value 2: expand shelter capacity and services as the primary strategy; use enforcement only after services are offered.",https://www.marcmcgovern.com/policy
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,2,"McGovern's policy page states he has worked toward moving Cambridge toward '100% renewable energy,' banning single-use plastics, identifying gas leaks, creating solar incentive programs, expanding EV charging infrastructure, and requiring new buildings to be more sustainable — framing climate action as urgent ('As a father, I am terrified at the world my children will inherit'). He endorses public transit investment and building retrofit requirements. This matches value 2: rapidly transition to renewable energy and phase out fossil fuels.",https://www.marcmcgovern.com/policy
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,1,"McGovern served on the Mayor's Early Education Task Force, which created a plan for 'free, universal pre-kindergarten to every 4-year-old in Cambridge' — a $24 million publicly funded program launched September 2024. He has committed to expanding it to earlier ages and directed DHS to develop a plan to expand after-school opportunities to every child who wants them. This matches value 1: establishing publicly funded universal childcare so that all families have access regardless of income.",https://www.marcmcgovern.com/policy
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,1935979c-b290-42e4-baa5-8cb0138b4ffa,local-environment,3,"McGovern's policy page calls for banning single-use plastics, gas leak identification, 100% renewable energy, and requires new buildings to be more sustainable, but he simultaneously supports the Affordable Housing Overlay and upzoning that increases development density across the city. His record shows consistent environmental standards applied across development rather than strict preservation blocking growth. This matches value 3: apply consistent environmental standards while giving developers reasonable flexibility on implementation.",https://www.marcmcgovern.com/policy
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,44905f3b-e105-4f6c-afc7-5d223813dbac,deportation,2,"McGovern supported the Cambridge welcoming community ordinance barring police cooperation with ICE, reaffirmed sanctuary city status since 2017, and his September 2025 letter cited 'active lawsuits against the Trump administration' on immigration. His consistent stance of protecting all residents from immigration enforcement unless they pose a serious criminal threat aligns with value 2: only deport people convicted of serious violent crimes.",https://www.cambridgeday.com/2025/07/welcoming-community-law-is-changed-slightly-for-council-vote-reflecting-few-options-on-arrests/
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,2,"McGovern's economic policy page focuses entirely on direct assistance to low-income residents (Cambridge RISE, $500/month cash transfers) and poverty reduction rather than business attraction. He co-created Cambridge RISE targeting families '250% below the federal poverty line' and uses incentive zoning as a tool to require developer contributions to affordable housing rather than to attract employers. This matches value 2: small business support and local entrepreneur programs only; avoid large corporate subsidies.",https://www.marcmcgovern.com/policy
a8f48816-2ebc-4ae4-9667-a12d4c18f5ec,fb25c1ac-91cc-49bf-8afc-c7fa22ef45e4,growth-and-development,3,"McGovern sponsored the Affordable Housing Overlay to enable more development of affordable units, voted yes on the 2025 Cambridge upzoning (8-1 majority), but also acknowledged resident concerns about the pace of change and proposed increasing the signature threshold for resident-initiated zoning petitions. His record shows proactive investment in infrastructure ahead of growth — particularly affordable housing — while managing community input. This matches value 3: plan proactively — invest in infrastructure ahead of growth to support responsible expansion.",https://www.cambridgeday.com/2026/06/will-new-cambridge-buildings-get-cut-down-to-size/
eeaaf186-3dc4-4ae3-b28f-6a0a0d54c585,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,2,"Nolan co-sponsored the May 2026 policy order to remove ShotSpotter and voted yes (5-2-2 vote). The removal was framed by co-sponsors around concerns that surveillance data could be shared with federal authorities and that safety should not rely solely on surveillance or policing — consistent with value 2: maintain current police staffing but shift non-violent calls to less surveillance-heavy approaches.",https://www.cambridgeday.com/2026/05/19/council-drops-shotspotter-in-close-vote/
eeaaf186-3dc4-4ae3-b28f-6a0a0d54c585,b9ccee94-ad96-4f10-b655-889d8e5abe92,local-immigration,1,"The Cambridge City Council voted unanimously in February 2026 to codify an ICE ban on municipal property and prohibit city employees from cooperating with ICE enforcement — a measure Nolan supported. In January 2026 she stated 'We will not interfere with the federal immigration work. However, when our own laws are broken, I think we need to proactively think about how do we ensure that our law enforcement can enforce law and order when the laws are being broken by federal officials' — indicating support for refusing ICE cooperation while holding federal agents accountable to local law. This aligns with value 1: refuse all ICE detainers; prohibit city employees from sharing immigration status information with federal agencies.",https://www.cambridgeday.com/2026/01/28/city-prepares-for-ice/
eeaaf186-3dc4-4ae3-b28f-6a0a0d54c585,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"In August 2021 Nolan co-sponsored both the restitution order (funding programs for drug war victims from cannabis revenue) and the reparations order (directing cannabis revenue to Black-owned businesses) alongside Councillor E. Denise Simmons. She stated she hoped Cambridge would 'get to the work of actually figuring out how it is that we will do both restitution and reparations.' This reflects value 2: strengthen civil rights enforcement and address systemic discrimination.",https://www.cambridgeday.com/2021/08/04/cambridge-now-has-restitution-and-reparations-on-the-table-awaiting-input-from-the-community/
eeaaf186-3dc4-4ae3-b28f-6a0a0d54c585,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,3,"Nolan voted against maintaining Garden Street as one-way with dedicated bike lanes on both sides, preferring the 2025 decision to revert it to two-way traffic with adjacent bike lanes — stating 'I still maintain my belief that it's safer and better for the whole city, for us to have reverted Garden Street to two-way.' She supports transit via the Zero Emissions plan but her Garden Street vote shows preference for road balance over pure cyclist/pedestrian prioritization. This aligns with value 3: maintain roads while selectively adding transit connections and pedestrian improvements where density supports it.",https://www.cambridgeday.com/2026/04/29/garden-street-tight-vote/
eeaaf186-3dc4-4ae3-b28f-6a0a0d54c585,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Nolan voted for the Cambridge Street Corridor height compromise (January 2026), which included affordability requirements (20% affordable floor space for taller buildings) and supports the city's Affordable Housing Overlay. She expressed support for social housing noting its benefits for economic mobility. Her official priorities include 'affordable housing including middle class families.' These actions align with value 2: use rent caps, require new developments to include affordable units, and publicly fund new housing.",https://www.cambridgeday.com/2026/01/27/cambridge-street-compromise/
eeaaf186-3dc4-4ae3-b28f-6a0a0d54c585,d4f18138-a2e0-4110-b925-7387d9d0d16d,residential-zoning,2,"Nolan co-proposed the Siddiqui-Nolan amendment (passed 6-3) that reduced the Cambridge Street Corridor height allowances from 8-15 stories down to 6-12 stories with affordability requirements for taller buildings. She stated the amendments were 'very much in line with the Our Cambridge Street work that a huge range of people in the city were involved in,' emphasizing community process. This reflects value 2: allow modest density increases with strong design review and neighborhood input.",https://www.cambridgeday.com/2026/01/27/cambridge-street-compromise/
eeaaf186-3dc4-4ae3-b28f-6a0a0d54c585,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,2,"Cambridge Day describes Nolan as 'probably the council's staunchest environmental advocate this term.' She championed the Zero Emissions Transportation Plan (targeting fossil-fuel-free transportation by 2050), limited data centers citing grid strain and drought, and halted artificial turf citing PFAS and microplastics. These actions align with value 2: rapidly transition to renewable energy and phase out fossil fuels.",https://www.cambridgeday.com/2026/04/14/ahern-turf-on-hold/
eeaaf186-3dc4-4ae3-b28f-6a0a0d54c585,1935979c-b290-42e4-baa5-8cb0138b4ffa,local-environment,2,"Nolan brought the policy order to halt Ahern Field's artificial turf installation citing storm drainage reduction, PFAS chemicals, and microplastics, stating 'I really think this is a time when we need to make sure construction doesn't move forward until we have those issues addressed fully.' She also championed data center limits citing Cambridge's Level 3 Critical drought status. These positions align with value 2: protect existing parks and tree canopy strictly; require developers to fully offset any environmental impact.",https://www.cambridgeday.com/2026/04/14/ahern-turf-on-hold/
eeaaf186-3dc4-4ae3-b28f-6a0a0d54c585,fb25c1ac-91cc-49bf-8afc-c7fa22ef45e4,growth-and-development,2,"Nolan co-proposed height reductions on the Cambridge Street Corridor petition, reducing from 8-15 stories to 6-12 stories while emphasizing community input gathered over 'several years.' Her Ahern Field intervention also halted development until environmental concerns were fully addressed. This pattern reflects value 2: allow growth only where existing infrastructure can support it; slow approvals until capacity catches up.",https://www.cambridgeday.com/2026/01/27/cambridge-street-compromise/
00565708-5520-418d-afec-58a295d0d8ec,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"As Chair of the Housing Committee, Simmons led the successful push to triple the developer fees toward affordable housing, double the mandatory affordable units in new developments, and pass the Citywide Affordable Housing Overlay zoning ordinance. Her official profile states expanding the supply of affordable housing 'remains central to everything she does on the Council.' This matches value 2: use public requirements on new developments and publicly-directed fees to fund affordable housing.",https://www.cambridgema.gov/Departments/citycouncil/members/denisesimmons
00565708-5520-418d-afec-58a295d0d8ec,d4f18138-a2e0-4110-b925-7387d9d0d16d,residential-zoning,4,"The Multifamily Housing Ordinance passed 8-1 in February 2025, allowing 4-story buildings as-of-right in all residential zones citywide and eliminating minimum lot size requirements for multifamily construction. Simmons was among the eight yes votes. This matches value 4: upzone broadly to allow multifamily by right.",https://www.cambridgeday.com/2025/01/31/rejection-of-three-story-zoning-plan-paves-way-for-passage-of-four-story-residential-in-february/
00565708-5520-418d-afec-58a295d0d8ec,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,"Simmons explicitly stated she would vote yes on a $570,000 police firearm purchase (March 2025), citing the Cambridge Police Department's 'extraordinary jobs around deescalation.' In May 2026, she opposed a policy order to ban ShotSpotter surveillance technology, arguing the process 'infantilizes' Black residents and noting 'I have had my son shot down in the street.' This reflects value 4: supporting police equipment and staffing over redirection of funds to social services.",https://www.cambridgeday.com/2025/03/30/answers-expected-on-police-request-for-new-guns-are-delayed-again-until-mondays-council-meeting/
00565708-5520-418d-afec-58a295d0d8ec,b9ccee94-ad96-4f10-b655-889d8e5abe92,local-immigration,1,"In February 2026, the Cambridge City Council unanimously passed an ICE response ordinance codifying a ban on ICE agents operating on municipal property, prohibiting city employees from sharing immigration status information with federal agencies, and barring CPD from hiring former ICE, DHS, or CBP agents. Simmons was part of the unanimous vote. This matches value 1: refuse all ICE detainers and prohibit city employees from sharing immigration status information.",https://www.cambridgeday.com/2026/02/11/city-council-ice-response/
00565708-5520-418d-afec-58a295d0d8ec,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,1,"Simmons' official profile states she advanced legislation establishing an American Freedmen Commission — a body investigating historical harms to descendants of enslaved people and identifying pathways toward reparations. She opened cannabis licensing pathways for women and minority entrepreneurs, chairs the Civic Unity Committee, and in 2021 authored a reparations order linking cannabis revenue to Black business empowerment. This matches value 1: mandate racial equity requirements in all institutions and provide reparations.",https://www.cambridgema.gov/Departments/citycouncil/members/denisesimmons
00565708-5520-418d-afec-58a295d0d8ec,6fbf39ae-6b19-4182-b4c2-6a8d25c86c0f,homelessness-response,3,"Simmons voted with the council to accept the city manager's recommendation to close the 58-bed Transition Wellness Center while 'bulking up services' in the Cambridge budget. She insisted 'a renovated building without accountability is just a nicer place to be ignored' when addressing shelter renovation at 240 Albany St — indicating services expansion combined with institutional accountability standards. This aligns with value 3: invest in outreach, shelter, and mental health services while enforcing reasonable public space rules.",https://www.cambridgeday.com/2025/04/29/council-concedes-to-closing-a-homeless-shelter-while-bulking-up-services-in-cambridge-budget/
00565708-5520-418d-afec-58a295d0d8ec,c5ab4eab-702f-49b8-9277-8ea53f3835c6,same-sex-marriage,1,"Simmons was on the Cambridge City Council when Cambridge City Hall became the first US municipality to issue same-sex marriage licenses in 2004. She later married her same-sex partner Mattie Hayes in 2009 and is documented as the first openly lesbian African-American mayor in the United States, elected unanimously in 2008. Her personal life and council record directly confirm support for requiring all states to recognize same-sex marriages and federal protections — value 1.",https://en.wikipedia.org/wiki/E._Denise_Simmons
ad060f52-145c-41e3-8bd1-c454ac1ed46c,669cac97-66a6-4087-b036-936fbe62efb3,housing,1,"Sobrinho-Wheeler is the lead sponsor of Cambridge's social housing initiative, which he described in October 2025 as 'part of this paradigm shift around thinking of housing as a human right, rather than as a commodity to be speculated on.' The proposed model uses public ownership for permanent affordability. This aligns with value 1: directly build and operate public housing so anyone who needs a home can get one.",https://www.cambridgeday.com/2025/10/02/exploration-of-social-housing-given-a-step-forward-by-cambridge-councillors-amid-affordability-crisis/
ad060f52-145c-41e3-8bd1-c454ac1ed46c,d4f18138-a2e0-4110-b925-7387d9d0d16d,residential-zoning,4,"As co-chair of the housing committee, Sobrinho-Wheeler spoke against proposed setback and height restrictions on the 2025 Multifamily Housing Ordinance in June 2026, arguing: 'If someone doesn't want live in a house like mine that has less than a ten-foot setback, no one is forcing them to. What is wrong with the house I live in?' He opposed amendments that would restrict dense multifamily development. This aligns with value 4: upzone broadly to allow multifamily by right; streamline approvals and reduce parking requirements.",https://www.cambridgeday.com/2026/06/12/will-new-cambridge-buildings-get-cut-down-to-size/
ad060f52-145c-41e3-8bd1-c454ac1ed46c,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,2,"Sobrinho-Wheeler co-sponsored and voted yes (5-2 majority) in May 2026 to drop ShotSpotter technology, stating 'Let's actually use proven technologies … rather than some security theater.' His position — skeptical of surveillance tech, supportive of crisis response integration — aligns with value 2: maintain current police staffing but shift non-violent calls to unarmed mental health co-responders.",https://www.cambridgeday.com/2026/05/19/council-drops-shotspotter-in-close-vote/
ad060f52-145c-41e3-8bd1-c454ac1ed46c,b9ccee94-ad96-4f10-b655-889d8e5abe92,local-immigration,1,"Cambridge's entire City Council voted unanimously in February 2026 to ban ICE from city property and prohibit city employees from cooperating with ICE enforcement — codified into the Welcoming Cities Ordinance. Sobrinho-Wheeler was part of this unanimous vote. This aligns with value 1: refuse all ICE detainers; prohibit city employees from sharing immigration status information with federal agencies.",https://cambridgeday.com/2026/02/11/city-council-ice-response/
ad060f52-145c-41e3-8bd1-c454ac1ed46c,6fbf39ae-6b19-4182-b4c2-6a8d25c86c0f,homelessness-response,1,"Sobrinho-Wheeler's lead sponsorship of the social housing initiative frames housing as 'a human right, rather than as a commodity to be speculated on,' with the goal of permanent affordability through public ownership rather than criminalization. He committed to maintaining funding for housing, mental and behavioral health, and education. This aligns with value 1: housing-first — provide permanent supportive housing with no preconditions; avoid criminalization entirely.",https://www.cambridgeday.com/2025/10/02/exploration-of-social-housing-given-a-step-forward-by-cambridge-councillors-amid-affordability-crisis/
ad060f52-145c-41e3-8bd1-c454ac1ed46c,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"Sobrinho-Wheeler worked as New England Progressive Governance Director for the Working Families Party on social equity legislation, identifies as a democratic socialist, and frames Cambridge's economic and political systems in terms of democratic accountability. The January 2026 article describes him as committed to 'fighting for democracy not just in our political system...but in our economy,' emphasizing democratic control over economic institutions. This is consistent with value 2: strengthen civil rights enforcement and address systemic discrimination.",https://www.cambridgeday.com/2026/01/03/can-socialists-on-city-council-make-cambridge-more-affordable/
