full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Alex Q. Askew,housing,2,"Voted to establish frameworks to preserve local affordable housing; housing access as a legislative priority.",https://ballotpedia.org/Alex_Askew,,
Alex Q. Askew,climate-change,2,"Chief patron of Marine Resources Commission fisheries climate adaptation plan bill; 'defending our environment' as a core commitment; fighting to bring Virginia into the 21st Century on clean energy.",https://alexaskew.com/,https://ballotpedia.org/Alex_Askew,
Kelly K. Convirs-Fowler,abortion,2,"Co-sponsored Constitutional Amendment to enshrine abortion rights in Virginia's Constitution; advocates for abortion access as a core progressive priority.",https://ballotpedia.org/Kelly_Convirs-Fowler,https://www.delegatefowler.com/,
Kelly K. Convirs-Fowler,healthcare,2,"Advocates for quality affordable healthcare for all Virginians; focuses on workers' rights and healthcare access as key priorities.",https://www.delegatefowler.com/,,
Michael Feggans,abortion,2,"Will fight to protect reproductive freedom; supports current Virginia abortion law that follows Roe v. Wade standards; states access to reproductive healthcare and abortion is the most important issue facing Virginia.",https://michaelfeggans.com/,https://www.wavy.com/news/politics/candidates/candidate-profile-michael-b-feggans-virginia-house-of-delegates-district-97/,
Michael Feggans,school-vouchers,1,"Believes Virginia's public school system has operated without the resources it needs for far too long; committed to addressing chronic underfunding of public education.",https://michaelfeggans.com/,,
Michael Feggans,healthcare,2,"Access to reproductive healthcare as a top priority; passed legislation investing in education and community health; supports making Virginia more affordable through healthcare access.",https://michaelfeggans.com/,,
"Anne Ferrell H. Tata",abortion,3,"Supports Youngkin's 15-week abortion proposal: 'at 4 months of pregnancy, a baby can feel pain...most Virginians agree that limiting abortions after that point is reasonable, with exceptions for rape, incest, and the life of the mother.' Voted against constitutional amendment recognizing fundamental right to reproductive freedom.",https://www.wavy.com/news/politics/candidates/candidate-profile-anne-ferrell-tata-va-district-99/,https://choicetracker.org/va/people/anne-ferrell-tata/63897600,
"Robert S. Bloxom, Jr.",abortion,4,"States he is pro-life; opposed the abortion constitutional amendment saying it would 'enshrine partial birth abortions into law'; supports streamlining adoption as alternative to abortion.",https://www.wavy.com/news/politics/candidates/candidate-profile-robert-bloxom-district-100/,https://shoredailynews.com/headlines/bloxom-and-richardson-discuss-wide-range-of-issues-at-esva-chambers-candidates-forum/,
"Robert S. Bloxom, Jr.",same-sex-marriage,2,"Supports protecting same-sex marriage; stated this position explicitly while explaining he would vote no on the abortion amendment, showing he separates the two issues.",https://shoredailynews.com/headlines/bloxom-and-richardson-discuss-wide-range-of-issues-at-esva-chambers-candidates-forum/,,
