full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
"Stacey A. Carroll","healthcare","2","Campaign website states under Healthcare priority: ""Stacey will work to protect access to Medicaid, defend access to reproductive care, and stand up to drug companies to lower prescription drug costs."" Emphasis on protecting Medicaid access and lowering prescription drug costs through public programs is consistent with ensuring everyone has affordable coverage through a mix of public programs and regulated private insurance.","https://staceycarrollforva.com","",""
"Stacey A. Carroll","medicare/aid","3","Campaign website states she will ""protect access to Medicaid"" — framing is defensive (protect existing access) rather than expansionary. Consistent with improving current Medicare/Medicaid programs while controlling costs rather than expanding them beyond current scope.","https://staceycarrollforva.com","",""
"Stacey A. Carroll","abortion","2","Campaign website states: ""Stacey will work to protect access to Medicaid, defend access to reproductive care."" Explicitly defending access to reproductive care aligns with keeping abortion legal and accessible with strong public protection. Consistent with keeping abortion legal and accessible through the second trimester.","https://staceycarrollforva.com","",""
"Phillip A. Scott","voting-rights","4","Wikipedia: In the 2023 Assembly session, Scott introduced a bill that would reduce Virginia's early voting period from 45 days to 14 days. Reducing early voting access is consistent with requiring photo ID for voting and regularly updating voter rolls — a restrictive voting access stance.","https://en.wikipedia.org/wiki/Phillip_Scott_(Virginia_politician)","",""
"Phillip A. Scott","taxes","4","Wikipedia: In the 2022 legislative session, Scott sponsored a bill to allow localities to lower vehicle tax rates, in response to rising prices for used cars. This bill was signed into law by Governor Glenn Youngkin. Sponsoring local tax reduction legislation is consistent with cutting taxes for everyone and scaling back public services to match.","https://en.wikipedia.org/wiki/Phillip_Scott_(Virginia_politician)","",""
"Mark C. Downey","healthcare","2","Campaign website: ""As Delegate, I'm fighting to protect Medicaid coverage for nearly 1 million Virginians across the Commonwealth and expand access to services in rural parts of the 69th."" Protecting and expanding Medicaid is consistent with making sure everyone has affordable coverage through a mix of public programs and regulated private insurance.","https://downeyforva.com/values","",""
"Mark C. Downey","abortion","2","Campaign website: ""As Delegate, I have been a consistent vote to protect reproductive rights in the Virginia Constitution and defend comprehensive reproductive healthcare, including contraception, prenatal care, and in vitro fertilization."" As a physician explicitly protecting reproductive rights in the constitution, this aligns with keeping abortion legal and accessible through the second trimester.","https://downeyforva.com/values","",""
"Mark C. Downey","childcare","2","Campaign website: ""As your delegate, Mark is fighting for a commonsense and children-first platform that lowers prices for childcare."" Significantly lowering childcare prices through government action is consistent with significantly expanding subsidies and provider grants to make childcare affordable for low- and middle-income families.","https://downeyforva.com/values","",""
"Mark C. Downey","housing","3","Campaign website: ""support legislation to help working Virginians afford homes."" Targeted legislative support to help working families afford housing (not universal public housing or rent caps) is consistent with offering targeted help like subsidies for affordable projects, first-time buyer assistance, and easier building permits.","https://downeyforva.com/values","",""
"Mark C. Downey","school-vouchers","1","Campaign website: ""As a pediatrician and dad of four York County public school graduates, I see how much a quality education matters. Small class sizes enable teachers to focus on each student, and higher pay helps to retain talented educators."" Focused entirely on fully funding and strengthening public schools; no mention of vouchers. Consistent with fully funding public schools and eliminating voucher programs that divert taxpayer money to private institutions.","https://downeyforva.com/values","",""
