full_name,politician_id,topic_key,topic_id,value,reasoning,source_url_1,source_url_2,source_url_3
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,homelessness-response,39eebceb-c382-4a11-a1f6-1fd0d28e5ebe,4,"Smith opposes permanent street camping and favors enforcement of anti-camping rules alongside required drug and mental health treatment. His campaign criticizes homelessness spending as ineffective under a 'far-left agenda,' indicating enforcement as the primary tool alongside services.",http://davidbrocksmithfororegon.com/issues,https://www.isidewith.com/candidates/david-brock-smith/policies,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,housing,4e83c81b-e8dc-4bc0-883e-58d9defd1f52,3,"Smith supports affordable housing incentives and backs bans on corporate and foreign real estate investment, suggesting a market-friendly but interventionist mix. His campaign also promotes locally sourced timber for housing production, reflecting a private-sector-led approach rather than government housing programs.",https://www.isidewith.com/candidates/david-brock-smith/policies,http://davidbrocksmithfororegon.com/issues,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,immigration,4e2c69ce-591e-4197-9cd5-7aceff79d390,5,"Smith supports building a southern border wall, declaring a national emergency at the border, mandatory E-Verify, and defunding sanctuary cities. He opposes birthright citizenship for children of undocumented immigrants and any amnesty for working undocumented residents.",https://www.isidewith.com/candidates/david-brock-smith/policies/immigration,https://ballotpedia.org/David_Brock_Smith,http://davidbrocksmithfororegon.com/issues
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,jail-capacity,8e0c9ca1-bfdf-44be-a04e-67ae0c7c6b4f,4,"Smith supports accountability for repeat offenders and backs police use of military-grade equipment, with strong support for law enforcement capacity. His campaign site calls for consequences-based approaches to crime rather than diversion or alternatives to incarceration.",http://davidbrocksmithfororegon.com/issues,https://www.isidewith.com/candidates/david-brock-smith/policies/domestic-policy,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,medicare/aid,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,4,"Smith opposes increasing Medicaid funding for low-income individuals, requires work for Medicaid eligibility, and favors more privatization of veterans' healthcare. He does not support expanding Medicare coverage or lowering the eligibility age.",https://www.isidewith.com/candidates/david-brock-smith/policies/healthcare,https://www.isidewith.com/candidates/david-brock-smith/policies,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,misinformation,ddd65d64-9dc7-4208-a30f-59f4b9c0653d,4,"Smith opposes government social media regulation to prevent misinformation, reflecting a strong free-speech posture. He does support banning AI-generated deepfakes unless clearly labeled, but his general stance tilts toward preventing government content censorship.",https://www.isidewith.com/candidates/david-brock-smith/policies/domestic-policy,https://www.isidewith.com/candidates/david-brock-smith/policies,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,public-safety-approach,47bde7e0-d4d1-4e8f-ab25-a4a74c1c06fd,4,"Smith's campaign site lists strong support for law enforcement and 'accountability for repeat offenders' as a top priority. He opposes defunding the police and supports police use of military-grade equipment, backing increased law enforcement capacity over social service redirection.",http://davidbrocksmithfororegon.com/issues,https://www.isidewith.com/candidates/david-brock-smith/policies/domestic-policy,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,redistricting,78e07898-7e09-4bef-9aca-15c5bdc68a01,2,"Smith supports independent redistricting commissions, a notable departure from typical Republican positions favoring legislative control. This is documented on his iSideWith profile, suggesting he backs the independent commission model for drawing district maps.",https://www.isidewith.com/candidates/david-brock-smith/policies/domestic-policy,https://www.isidewith.com/candidates/david-brock-smith/policies,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,religious-freedom,6b9ba6d9-1001-43f5-b073-4d37130696fd,5,"Smith supports businesses denying service based on religious beliefs and backs religious exemptions from civil laws. He also opposes separating church and state references from government property and opposes taxing religious institutions.",https://www.isidewith.com/candidates/david-brock-smith/policies/social,https://www.isidewith.com/candidates/david-brock-smith/policies,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,same-sex-marriage,c5ab4eab-702f-49b8-9277-8ea53f3835c6,5,"Smith explicitly opposes same-sex marriage, stating marriage should be defined as between a man and a woman. He also opposes equal adoption rights for same-sex couples.",https://www.isidewith.com/candidates/david-brock-smith/policies/social,https://www.isidewith.com/candidates/david-brock-smith/policies,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,school-vouchers,00b95a6a-75db-4521-b523-3326bba938de,5,"Smith supports school voucher programs allowing students to attend private schools at public expense, and backs charter schools. He opposes Common Core and favors education decisions at the state and local level, with vouchers as a key school choice mechanism.",https://www.isidewith.com/candidates/david-brock-smith/policies/education,http://davidbrocksmithfororegon.com/issues,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,social-security,87d20824-a6e9-407b-983c-65440084a0ab,4,"Smith opposes raising Social Security payroll taxes on high earners and supports transitioning government pensions to private investment accounts. He favors reducing government social spending generally, aligning with a partial-privatization direction rather than expansion.",https://www.isidewith.com/candidates/david-brock-smith/policies/economic,https://www.isidewith.com/candidates/david-brock-smith/policies,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,tariffs,683c8084-2281-4920-a07c-18439b2dd413,4,"Smith supports increasing tariffs on imports from China and backs tax breaks to retain domestic manufacturing jobs. He favors selective protectionist tariffs as a trade enforcement tool rather than either free trade or blanket maximum tariffs.",https://www.isidewith.com/candidates/david-brock-smith/policies/economic,http://davidbrocksmithfororegon.com/issues,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,taxes,f7e5678d-dadd-4556-a2fc-446e24642ceb,4,"Smith opposes raising taxes on wealthy individuals and corporations, supports lowering corporate tax rates, and favors government spending cuts. He also supports eliminating taxes on tips and suspending gasoline taxes, reflecting broad conservative tax-cutting positions short of a flat tax.",https://www.isidewith.com/candidates/david-brock-smith/policies/economic,http://davidbrocksmithfororegon.com/issues,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,trans-athletes,d1618b9c-0b9e-45af-b986-bb33d270b8e4,4,"Smith opposes transgender athletes competing on teams matching their gender identity rather than their biological sex assigned at birth. He also supports government recognition of only two biological sexes and opposes adding gender identity to anti-discrimination laws.",https://www.isidewith.com/candidates/david-brock-smith/policies/social,https://www.isidewith.com/candidates/david-brock-smith/policies,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,ukraine-support,24e9212c-b011-422a-865c-093e35050901,5,"Smith explicitly opposes providing military supplies and funding to Ukraine and opposes Ukraine joining NATO. This is documented in his iSideWith foreign policy profile, placing him in the non-interventionist, anti-Ukraine-aid wing of the Republican Party.",https://www.isidewith.com/candidates/david-brock-smith/policies/foreign-policy,https://www.isidewith.com/candidates/david-brock-smith/policies,
David Brock Smith,ae7e8d67-e8a4-49a7-bb5c-715c99168374,voting-rights,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,5,"Smith supports requiring photo ID to vote, opposes automatic mail-in voting for all voters, and opposes automatic voter registration. He also signed a December 2020 letter urging Oregon's Attorney General to support the Texas lawsuit contesting the 2020 presidential election results.",https://www.isidewith.com/candidates/david-brock-smith/policies/electoral,https://ballotpedia.org/David_Brock_Smith,
