full_name,politician_id,topic_key,topic_id,value,reasoning,source_url_1,source_url_2,source_url_3
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,housing,4e83c81b-e8dc-4bc0-883e-58d9defd1f52,1,"El-Sayed's platform proposes banning large corporations from owning residential homes, federal legislation against algorithmic rental price-fixing, a federal renter bill of rights, and previously supported repealing Michigan laws blocking local rent control. He frames housing access as a core economic justice issue.",https://abdulforsenate.com/priority/money-in-your-pocket/,https://en.wikipedia.org/wiki/Abdul_El-Sayed,
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,school-vouchers,00b95a6a-75db-4521-b523-3326bba938de,1,"El-Sayed explicitly stated 'Get profit motive out of public education' (OTI, Nov 2017) and 'Oppose school vouchers.' This is a strong, unambiguous position against any diversion of public school funding to private institutions.",https://www.ontheissues.org/senate/Abdul_El-Sayed.htm,,
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,tariffs,683c8084-2281-4920-a07c-18439b2dd413,3,"El-Sayed's economic platform supports 'targeted, smart tariffs' to protect Michigan manufacturing while opposing free trade deals like NAFTA that he says favor elites over workers (OTI, Nov 2017). He is neither a full free-trader nor a blanket protectionist, landing in the selective-use camp.",https://abdulforsenate.com/priority/money-in-your-pocket/,https://www.ontheissues.org/senate/Abdul_El-Sayed.htm,https://en.wikipedia.org/wiki/Abdul_El-Sayed
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,voting-rights,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,1,"El-Sayed's campaign platform calls for automatic voter registration at age 18 and upon moving, no-reason absentee voting, and early in-person voting. His campaign also supports abolishing the filibuster and ending gerrymandering through a federal nonpartisan committee.",https://abdulforsenate.com/priority/money-out-of-politics/,https://www.ontheissues.org/senate/Abdul_El-Sayed.htm,
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,redistricting,78e07898-7e09-4bef-9aca-15c5bdc68a01,1,"El-Sayed's campaign website explicitly calls for 'ending gerrymandering through a federal nonpartisan committee of experts' — aligning with independent citizens' commissions with no elected officials involved.",https://abdulforsenate.com/priority/money-out-of-politics/,,
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,same-sex-marriage,c5ab4eab-702f-49b8-9277-8ea53f3835c6,1,"OTI records El-Sayed as being 'sensitive to women's rights and transgender people's rights' (Mar 2017) and his OnTheIssues rating of 'Hard-Core Liberal' encompasses full LGBTQ+ equality. His platform explicitly lists codifying protections for LGBTQ+ healthcare and rights into federal law.",https://www.ontheissues.org/senate/Abdul_El-Sayed.htm,https://en.wikipedia.org/wiki/Abdul_El-Sayed,
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,religious-freedom,6b9ba6d9-1001-43f5-b073-4d37130696fd,1,"El-Sayed has stated a commitment to 'strict separation of church and state' (OTI, Nov 2017). As a Muslim American running on a secular platform, he opposes religious exemptions that override civil rights laws, consistent with his 'Hard-Core Liberal' rating.",https://www.ontheissues.org/senate/Abdul_El-Sayed.htm,,
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,civil-rights,0bc588c6-39e1-4084-b5de-cac909b8b762,1,"El-Sayed advocates equal pay and expanded opportunity, is sensitive to women's and transgender rights (OTI), and frames his campaign as fighting systemic inequality and corporate power. His union memberships (SEIU, AFT, UAW) and environmental justice work as Detroit Health Commissioner reflect a systemic approach to civil rights enforcement.",https://www.ontheissues.org/senate/Abdul_El-Sayed.htm,https://en.wikipedia.org/wiki/Abdul_El-Sayed,https://abdulforsenate.com/about
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,misinformation,ddd65d64-9dc7-4208-a30f-59f4b9c0653d,2,"El-Sayed's healthcare platform opposes the use of AI by insurance companies to override doctors' decisions, and his economic platform opposes unaccountable corporate control of AI development. He does not explicitly call for government content removal mandates, but supports platform accountability and regulation of exploitative algorithms.",https://abdulforsenate.com/priority/medicare-for-all-the-path-to-a-healthier-america/,https://abdulforsenate.com/priority/money-in-your-pocket/,
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,ukraine-support,24e9212c-b011-422a-865c-093e35050901,3,"El-Sayed generally opposes routine U.S. military aid to foreign nations but cited Ukraine as a justified exception. Wikipedia notes he views humanitarian aid and diplomacy as primary tools, placing him in a limited-support camp rather than full military escalation or complete withdrawal.",https://en.wikipedia.org/wiki/Abdul_El-Sayed,,
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,ai-regulation,14b3e358-b159-499a-97ec-b6e7397bcf5d,4,"El-Sayed's campaign platform calls for opposing 'unaccountable corporate control of AI' and supports wage insurance and basic income exploration to address automation. However, his stated approach emphasizes consumer protection and anti-monopoly enforcement rather than government pre-approval of AI systems, consistent with a light oversight model that prioritizes accountability over heavy regulation.",https://abdulforsenate.com/priority/money-in-your-pocket/,,
Abdul El-Sayed,ec0cfeae-a512-4ce2-a8f2-a25b00112b9b,childcare,86e13826-e72a-4a7c-8b76-00ef5d3ffa02,2,"El-Sayed's campaign lists accessible education and affordable childcare as priorities alongside Medicare for All and housing. His work as Detroit Health Commissioner included expanding public health access for families. His progressive economic platform strongly implies significant public investment in childcare as part of his 'money in your pocket' framework.",https://abdulforsenate.com/priorities,https://abdulforsenate.com/priority/money-in-your-pocket/,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,abortion,af2fdfd6-02c4-49df-b09c-cf8536f4773f,1,"McMorrow sponsored Michigan's Reproductive Health Act in 2019 to codify Roe v. Wade at the state level and sponsored Senate Bills 154-155 establishing Michigan's state-level FACE Act protections for reproductive health clinics. She publicly shared her personal D&C experience in 2022, stating 'I might be dead right now' without Roe protections. She also championed repealing Michigan's 1931 abortion ban (Mar 2023).",https://senatedems.com/mcmorrow/reproductive-health/,https://en.wikipedia.org/wiki/Mallory_McMorrow,https://www.wdet.org/2025/04/08/mallory-mcmorrow-talks-us-senate-bid/
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,healthcare,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,2,"McMorrow favors a public option — allowing individuals to buy into Medicare or other government health insurance — rather than Medicare for All. Wikipedia records her position as supporting a 'public healthcare option alongside private insurance plans.' She has not endorsed single-payer and describes herself as a pragmatist.",https://en.wikipedia.org/wiki/Mallory_McMorrow,https://www.wdet.org/2025/04/08/mallory-mcmorrow-talks-us-senate-bid/,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,medicare/aid,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,2,"McMorrow supports a public option model that would allow buy-in to Medicare, expanding access without converting to a single-payer system. Her Michigan Senate newsletter (Jan 2026) addressed bills targeting medical debt relief for Michigan residents, consistent with expanding coverage while preserving private insurance.",https://en.wikipedia.org/wiki/Mallory_McMorrow,https://senatedems.com/mcmorrow/,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,campaign-finance,d2cedc52-f7b0-4e1a-bedb-f9e8dfcb8b29,2,"McMorrow has publicly criticized dark money and corporate influence in politics. While she reached out to AIPAC and has accepted support from some organized groups, she positions herself as focused on grassroots funding and donor transparency. She opposes the outsize role of corporate money but has not called for complete public financing of elections.",https://en.wikipedia.org/wiki/Mallory_McMorrow,https://www.wdet.org/2025/04/08/mallory-mcmorrow-talks-us-senate-bid/,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,civil-rights,0bc588c6-39e1-4084-b5de-cac909b8b762,2,"McMorrow delivered a viral 2022 floor speech defending LGBTQ+ youth and communities from Republican attacks, stating 'people who are different are not the reason why your health care costs are too high.' She co-sponsored SR-60 to declare Pride Month (2021) and consistently advocates for enforcing civil rights protections without throwing vulnerable groups 'under the bus because of polling.'",https://en.wikipedia.org/wiki/Mallory_McMorrow,https://www.wdet.org/2025/04/08/mallory-mcmorrow-talks-us-senate-bid/,https://senatedems.com/mcmorrow/
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,same-sex-marriage,c5ab4eab-702f-49b8-9277-8ea53f3835c6,1,"McMorrow has consistently supported LGBTQ+ rights throughout her legislative career, co-sponsored Pride Month resolutions, and has delivered high-profile speeches defending LGBTQ+ communities from Republican attacks. Her stated position is that Democrats should protect LGBTQ+ individuals while discussing mainstream concerns.",https://en.wikipedia.org/wiki/Mallory_McMorrow,https://www.wdet.org/2025/04/08/mallory-mcmorrow-talks-us-senate-bid/,https://senatedems.com/mcmorrow/
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,voting-rights,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,2,"McMorrow sponsored Senate Bill 339 implementing Michigan's Prop 2 ballot tracking system, stating: 'Michiganders spoke loudly in favor of expanded voting rights.' She supported expanded early voting, absentee voting expansion, and ballot access improvements enacted in Michigan's 2022 Prop 2 constitutional amendment.",https://senatedems.com/mcmorrow/voting-rights/,https://en.wikipedia.org/wiki/Mallory_McMorrow,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,climate-change,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,2,"McMorrow serves on the Michigan Senate Energy and Environment Committee and has been involved in environmental protection legislation including dam safety reform. Her March 2026 newsletter referenced harm from Trump administration energy policies. She has supported clean energy investment at the state level consistent with a rapid transition framing.",https://senatedems.com/mcmorrow/,https://senatedems.com/mcmorrow/news/,https://en.wikipedia.org/wiki/Mallory_McMorrow
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,childcare,86e13826-e72a-4a7c-8b76-00ef5d3ffa02,2,"McMorrow led passage of multiple bills in May 2026 to reduce childcare costs and support providers, including codifying Michigan's Tri-Share childcare cost-sharing program. She has chaired Senate hearings on childcare affordability (March 2026) and identifies childcare as a central economic development priority alongside regional transit.",https://senatedems.com/mcmorrow/,https://senatedems.com/mcmorrow/news/,https://en.wikipedia.org/wiki/Mallory_McMorrow
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,misinformation,ddd65d64-9dc7-4208-a30f-59f4b9c0653d,2,"McMorrow introduced 'Kids Over Clicks' legislation (Jan 2026) to regulate Big Tech algorithms targeting youth, stating platforms have been 'profiting from exploitative, dangerous algorithms at the expense of our kids.' This reflects a position favoring mandated fact-checking and algorithmic transparency rather than pure voluntary self-regulation.",https://senatedems.com/mcmorrow/news/,https://senatedems.com/mcmorrow/,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,taxes,f7e5678d-dadd-4556-a2fc-446e24642ceb,2,"McMorrow sponsored legislation banning stock buybacks for corporations receiving state tax breaks (May 2026), stating the bill addresses corporate accountability. She advocates modest increases to hold corporations to account while maintaining investment. As a self-described pragmatist, she aligns with modestly increasing corporate taxes while maintaining current rates for middle-class families.",https://senatedems.com/mcmorrow/news/,https://en.wikipedia.org/wiki/Mallory_McMorrow,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,housing,4e83c81b-e8dc-4bc0-883e-58d9defd1f52,2,"McMorrow has identified affordable housing as a core economic development priority and advocates community investment in transit and affordable childcare alongside housing. Her Economic and Community Development Committee focuses on building the economy 'from the ground up,' and her newsletter addresses tackling medical debt and cost-of-living challenges for Michigan residents.",https://en.wikipedia.org/wiki/Mallory_McMorrow,https://senatedems.com/mcmorrow/,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,immigration,4e2c69ce-591e-4197-9cd5-7aceff79d390,3,"McMorrow has not staked out an explicit comprehensive immigration platform as a state legislator. Her campaign emphasizes pragmatism and mainstream issues. She has not publicly called for abolishing ICE or open immigration, nor has she taken a hard-restrictionist stance. Evidence is insufficient for a strong-confidence score; moderate is assigned based on her overall centrist-progressive positioning.",https://en.wikipedia.org/wiki/Mallory_McMorrow,https://www.wdet.org/2025/04/08/mallory-mcmorrow-talks-us-senate-bid/,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,school-vouchers,00b95a6a-75db-4521-b523-3326bba938de,1,"McMorrow has consistently opposed diverting public education funding to private institutions, consistent with her Democratic caucus position in Michigan. Her committee work and economic development platform emphasize investing in public infrastructure and public education rather than market-based alternatives.",https://en.wikipedia.org/wiki/Mallory_McMorrow,https://senatedems.com/mcmorrow/,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,social-security,87d20824-a6e9-407b-983c-65440084a0ab,2,"McMorrow's January 2026 newsletter called out 'House Republicans' Cruel Budget Slashing' on social programs. Her platform emphasizes protecting public benefits against cuts rather than privatization. She aligns with modestly protecting and improving Social Security while opposing any shift to private accounts.",https://senatedems.com/mcmorrow/2026/01/07/house-republicans-cruel-budget-slashing-deemed-unconstitutional/,https://en.wikipedia.org/wiki/Mallory_McMorrow,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,ukraine-support,24e9212c-b011-422a-865c-093e35050901,2,"McMorrow supports providing military and economic aid to Ukraine at current levels. Wikipedia records she supports 'defensive systems like Iron Dome' and conditioning offensive weapons sales on humanitarian aid resumption (July 2025), reflecting continued support for Ukraine's defense while adding human rights conditions. This is consistent with maintaining current aid levels.",https://en.wikipedia.org/wiki/Mallory_McMorrow,,
Mallory McMorrow,3bdf2b9e-7512-4cc6-93f5-252078fae92c,redistricting,78e07898-7e09-4bef-9aca-15c5bdc68a01,2,"McMorrow is a Michigan state legislator who operates under Michigan's 2018 Proposal 2 independent redistricting commission. Her support for that model — which includes equal representation from both major parties and unaffiliated citizens — is consistent with an independent bipartisan commission approach rather than full independent-only.",https://en.wikipedia.org/wiki/Mallory_McMorrow,https://senatedems.com/mcmorrow/,
