full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Christina Henderson,public-safety-approach,3,"Henderson explicitly said the Metropolitan Police Department should keep its current size and stated skepticism about defunding the police. She supports mental health resources alongside policing. Value=3 matches 'Keep current public safety funding while adding crisis response teams for mental health and addiction calls.'",https://en.wikipedia.org/wiki/Christina_Henderson_(politician),,
Christina Henderson,taxes,2,"Henderson said she supports tax increases on the wealthy. Value=2 matches 'Moderately raise taxes on wealthy people and large companies to fund existing services.'",https://en.wikipedia.org/wiki/Christina_Henderson_(politician),,
Christina Henderson,housing,2,"Henderson supports reforms to rent control and is documented as backing tenant protections. Value=2 matches 'Use rent caps, require new developments to include affordable units, and publicly fund new housing.'",https://en.wikipedia.org/wiki/Christina_Henderson_(politician),,
"Brianne K. Nadeau",housing,2,"Nadeau voted against a bill that would exempt all single-family homes from tenant protections of the Tenant Opportunity to Purchase Act saying it was too broad and failed to balance homeowner and renter rights. She serves on the Committee on Housing and Neighborhood Revitalization. Value=2 matches 'Use rent caps, require new developments to include affordable units, and publicly fund new housing.'",https://en.wikipedia.org/wiki/Brianne_Nadeau,,
"Brianne K. Nadeau",campaign-finance,1,"Nadeau co-introduced the D.C. Fair Elections Act in December 2015 which uses public funds to match campaign contributions. The bill passed the DC Council and was signed into law by Mayor Bowser in March 2018. Value=1 matches 'ban all private money in politics and publicly fund campaigns.'",https://en.wikipedia.org/wiki/Brianne_Nadeau,,
"Brianne K. Nadeau",public-safety-approach,1,"Nadeau supported disbanding police Vice Squads in 2015 after a study showed 83% of those stopped were Black, facing resistance from the DC Police Union. She has consistently been critical of police practices and supported redirecting enforcement budgets. Value=1 matches 'Redirect a significant portion of the police budget to social services, mental health, and community programs.'",https://en.wikipedia.org/wiki/Brianne_Nadeau,,
"Brianne K. Nadeau",homelessness-response,2,"Nadeau chaired the Human Services Committee and oversaw the Homeless Services Reform Act (2018) which addressed the District's emergency homelessness system. She focused on service-based approaches and shelter access. Value=2 matches 'Expand shelter capacity and services as the primary strategy; use enforcement only after services are offered.'",https://en.wikipedia.org/wiki/Brianne_Nadeau,,
Brooke Pinto,housing,3,"Pinto introduced the HOMES Act (April 2026) which creates a housing lease-to-own program, provides a tax credit for first-time home buyers, and accelerates the lot splitting process. Value=3 matches 'Offer targeted help like subsidies for affordable projects, first-time buyer assistance, and easier building permits.'",https://en.wikipedia.org/wiki/Brooke_Pinto,,
Matthew Frumin,housing,3,"Frumin said in his 2022 campaign that alleviating school overcrowding and increasing access to affordable housing were the most pressing issues facing Ward 3. He serves on the Committee on Housing. Value=3 matches 'Offer targeted help like subsidies for affordable projects, first-time buyer assistance, and easier building permits.'",https://en.wikipedia.org/wiki/Matthew_Frumin,,
Janeese Lewis George,housing,1,"Lewis George proposed a social housing model in 2021 of publicly owned and subsidized mixed-income housing. In April 2022 she introduced two bills inspired by the Green New Deal including one to create an agency to construct and maintain mixed-income social housing. Value=1 matches 'Directly build and operate public housing so anyone who needs a home can get one.'",https://en.wikipedia.org/wiki/Janeese_Lewis_George,,
Janeese Lewis George,climate-change,2,"Lewis George introduced two Green New Deal-inspired bills in April 2022 including one to create a social housing agency and accelerate removal of lead pipes. She also introduced the Extreme Heat Eviction Prevention Act of 2025. Value=2 matches 'rapidly transition to renewable energy and phase out fossil fuels by 2030.'",https://en.wikipedia.org/wiki/Janeese_Lewis_George,,
Janeese Lewis George,civil-rights,2,"Lewis George was endorsed by Black Lives Matter, the Working Families Party, and the Metro DC Democratic Socialists of America. Her opponents falsely accused her of wanting to defund the police demonstrating her progressive civil rights orientation. Value=2 matches 'strengthen civil rights enforcement and address systemic discrimination.'",https://en.wikipedia.org/wiki/Janeese_Lewis_George,,
"Trayon White, Sr.",housing,2,"White attended demonstrations in favor of better public housing and job training and against gentrification in Ward 8. He championed public housing investment and opposed policies that could displace residents. Value=2 matches 'Use rent caps, require new developments to include affordable units, and publicly fund new housing.'",https://en.wikipedia.org/wiki/Trayon_White,,
Charles Allen,public-safety-approach,2,"Allen codified many of MPD's General Orders into law including banning neck restraints and removed disciplinary processes for officer misconduct from collective bargaining agreements making it easier to fire officers guilty of serious misconduct. The Police Union criticized Allen for these reforms. Value=2 matches 'Maintain current police staffing but shift non-violent calls to unarmed mental health co-responders.'",https://en.wikipedia.org/wiki/Charles_Allen_(Washington,_D.C.,_politician),,
Charles Allen,campaign-finance,1,"Allen championed campaign finance reform and was a supporter of DC's Initiative 70 in 2012. He opted for a campaign model that did not accept corporate donations. Value=1 matches 'ban all private money in politics and publicly fund campaigns.'",https://en.wikipedia.org/wiki/Charles_Allen_(Washington,_D.C.,_politician),,
Brian Schwalb,civil-rights,2,"Schwalb began investigating the political funding networks of Leonard Leo and Arabella Advisors in 2023 targeting dark money groups that fund conservative legal and political causes. He filed suit against military deployment to D.C. in September 2025 to protect residents' civil liberties. Value=2 matches 'strengthen civil rights enforcement and address systemic discrimination.'",https://en.wikipedia.org/wiki/Brian_Schwalb,,
Brian Schwalb,judicial-prosecution-priorities,2,"As AG Schwalb's office focuses on consumer protection, housing rights, worker rights, environmental protection, and civil rights enforcement using the office's resources to address systemic issues rather than maximizing prosecutorial caseload. Value=2 matches 'Use diversion when it is available and makes sense. Reserve prosecution for when community safety actually requires it.'",https://oag.dc.gov/newsroom,,
Zachary Parker,housing,2,"Parker's DC Council bio states his mission is to help Ward 5 neighbors 'combat displacement, growing wealth and health disparities' and describes his passion for disrupting 'inequitable systems that fail Black and brown working-class families.' DCist described him as a 'favorite among progressive advocates for his housing and public safety platforms.' Anti-displacement focus and progressive housing credentials match value=2: 'Use rent caps, require new developments to include affordable units, and publicly fund new housing.'",https://dccouncil.gov/council/ward-5-councilmember-zachary-parker/,https://dcist.com/story/22/06/21/dc-2022-primary-election-results-bowser-victory/,
Wendell Felder,housing,3,"Felder's campaign platform (Washington Informer interview) stated he would 'transform vacant, abandoned and foreclosed properties in Ward 7 into affordable housing, community spaces, and commercial developments.' He also wanted to 'establish a Ward 7 Business Incubator Fund.' This reflects a targeted, community-development approach rather than broad public housing construction or strict rent control — matching value=3: 'Offer targeted help like subsidies for affordable projects, first-time buyer assistance, and easier building permits.'",https://www.washingtoninformer.com/ward-7-dc-council-race-wendell-felder/,,
Wendell Felder,public-safety-approach,3,"Felder's campaign platform centered on 'expand resources to new and existing community-based violence prevention programs' alongside traditional public safety investment. His campaign emphasized unifying constituencies around public safety while adding community-based violence prevention — matching value=3: 'Keep current public safety funding while adding crisis response teams for mental health and addiction calls.'",https://www.washingtoninformer.com/ward-7-dc-council-race-wendell-felder/,,
