politician_id,topic_id,topic_key,value,notes,source_url
6f39bc7a-2538-4f47-8219-3c992e0f3d40,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: add to Barnes Fund; affordable incentives via tax rebates; move affordable projects up permitting,https://nashvillebanner.com/2023/06/27/district-21-brandon-taylor/
6f39bc7a-2538-4f47-8219-3c992e0f3d40,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: secured $17M transit centers; wants plan beyond bus incl. light rail this term,https://nashvillebanner.com/2023/06/27/district-21-brandon-taylor/
921b193b-13c4-490d-844d-4a4d559b1d7d,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: funded Barnes Fund at $30M/yr; created Office of Housing; sponsored Mixed Income PILOT,https://nashvillebanner.com/2023/06/28/at-large-burkley-allen/
921b193b-13c4-490d-844d-4a4d559b1d7d,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: backs full Better Bus Plan and a dedicated funding source to reach NMotion regional transit,https://nashvillebanner.com/2023/06/28/at-large-burkley-allen/
921b193b-13c4-490d-844d-4a4d559b1d7d,d4f18138-a2e0-4110-b925-7387d9d0d16d,residential-zoning,2,Banner 2023 Q: passed roommate limits; loosened parking; ADUs where neighborhoods choose; respect character,https://nashvillebanner.com/2023/06/28/at-large-burkley-allen/
1ce4ab56-44f6-4e49-9d5a-9dd4294dae2d,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,3,Banner 2023 Q: fully staff MNPD; noncommittal on growth; wants personnel trained for mental health calls,https://nashvillebanner.com/2023/06/28/district-6-clay-capp/
1ce4ab56-44f6-4e49-9d5a-9dd4294dae2d,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: build on corridors and metro-owned land; support Barnes Fund; publicise tax abatement eligibility,https://nashvillebanner.com/2023/06/28/district-6-clay-capp/
1ce4ab56-44f6-4e49-9d5a-9dd4294dae2d,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: cannot grow sensibly without tackling transit; yes to dedicated funding; more frequent routes,https://nashvillebanner.com/2023/06/28/district-6-clay-capp/
d966e7d2-9612-4a12-a794-a3b40d656ca2,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: yes more officers to keep pace with growth; district issue is response times and speeding,https://nashvillebanner.com/2023/06/27/district-28-david-benton/
d966e7d2-9612-4a12-a794-a3b40d656ca2,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,3,Banner 2023 Q: incremental stops/fares/hubs; wants regional funding reconsidered not a local dedicated source,https://nashvillebanner.com/2023/06/27/district-28-david-benton/
e8eac569-988f-431f-a84c-b6463ee91419,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,3,Banner 2023 Q: not against a stadium but voted against these terms; wants promised community benefits delivered,https://nashvillebanner.com/2023/06/28/district-7-emily-benedict/
e8eac569-988f-431f-a84c-b6463ee91419,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,2,"Banner 2023 Q: specialized teams ""not necessarily officers""; civilian traffic enforcement; mental health response",https://nashvillebanner.com/2023/06/28/district-7-emily-benedict/
e8eac569-988f-431f-a84c-b6463ee91419,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: co-sponsored Mixed-Income PILOT tax abatement for discounted units; grow Barnes Fund,https://nashvillebanner.com/2023/06/28/district-7-emily-benedict/
e8eac569-988f-431f-a84c-b6463ee91419,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,"Banner 2023 Q: priorities are walking/biking safety and transit; ""MUST create a dedicated revenue stream""",https://nashvillebanner.com/2023/06/28/district-7-emily-benedict/
96e0a7f2-ed52-4248-9bd6-f9dea38ddf3d,6fbf39ae-6b19-4182-b4c2-6a8d25c86c0f,homelessness-response,2,Banner 2023 Q: build a city shelter rather than leaving it to non-profits; housing on Metro land; $50M ARP,https://nashvillebanner.com/2023/06/28/district-12-erin-evans/
96e0a7f2-ed52-4248-9bd6-f9dea38ddf3d,669cac97-66a6-4087-b036-936fbe62efb3,housing,4,Banner 2023 Q: fix zoning and department process barriers that delay development for years,https://nashvillebanner.com/2023/06/28/district-12-erin-evans/
96e0a7f2-ed52-4248-9bd6-f9dea38ddf3d,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: backs dedicated funding source; wants WeGo frequent enough to get people out of cars,https://nashvillebanner.com/2023/06/28/district-12-erin-evans/
8d547c7a-9ad0-4b99-8302-e5980687c3e4,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,Banner 2023 Q: affordable housing via community benefits agreements; land trust/land bank; build on Metro property,https://nashvillebanner.com/2023/06/28/district-16-ginny-welsch/
8d547c7a-9ad0-4b99-8302-e5980687c3e4,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,"Banner 2023 Q: wants to replace car-centric culture; dedicated funding ""crucial""; more routes more often",https://nashvillebanner.com/2023/06/28/district-16-ginny-welsch/
d00c9811-b34c-4966-b158-f5930684eafe,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: at least 200 officers short; pay not commensurate with comparable cities; raise count and pay,https://nashvillebanner.com/2023/06/28/district-19-jacob-kupin/
d00c9811-b34c-4966-b158-f5930684eafe,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: first-time buyer specialist; wants THDA-style downpayment grants restored for income-aligned buyers,https://nashvillebanner.com/2023/06/28/district-19-jacob-kupin/
d00c9811-b34c-4966-b158-f5930684eafe,fb25c1ac-91cc-49bf-8afc-c7fa22ef45e4,growth-and-development,3,Banner 2023 Q: navigate growth smartly with supportive infrastructure; street maintenance and traffic calming,https://nashvillebanner.com/2023/06/28/district-19-jacob-kupin/
0fe9c283-b6be-488c-a008-8d3dd97ce6ac,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,3,Banner 2023 Q: backed stadium as revenue-captured off property tax; supports maximising council benefit terms,https://nashvillebanner.com/2023/06/27/district-35-jason-spain/
0fe9c283-b6be-488c-a008-8d3dd97ce6ac,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: fill ~200 vacancies; backs raising starting salary; sustained recruiting and retention focus,https://nashvillebanner.com/2023/06/27/district-35-jason-spain/
0fe9c283-b6be-488c-a008-8d3dd97ce6ac,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: sufficient Barnes Fund investment; incentives for affordable housing in new development,https://nashvillebanner.com/2023/06/27/district-35-jason-spain/
6b303ebc-8796-4e79-b047-7ada9b2eb7fd,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: hire new recruits and retain experienced officers; an SRO in every school,https://nashvillebanner.com/2023/06/28/district-11-jeff-eslick/
6b303ebc-8796-4e79-b047-7ada9b2eb7fd,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,4,Banner 2023 Q: backs stadium/East Bank as raising Nashville's appeal and destination-city rank,https://nashvillebanner.com/2023/06/28/district-11-jeff-eslick/
db49aade-8f53-434a-b157-4103ee7c12f2,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,"Banner 2023 Q: keep hiring police/fire/paramedics and ""continue to increase the size of our force""",https://nashvillebanner.com/2023/06/28/district-15-jeff-gregg/
db49aade-8f53-434a-b157-4103ee7c12f2,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: leverage private/nonprofit resources; appropriately incentivise private affordable development,https://nashvillebanner.com/2023/06/28/district-15-jeff-gregg/
db49aade-8f53-434a-b157-4103ee7c12f2,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,2,Banner 2023 Q: thoroughfares insufficient for growth AND older neighbourhoods lack curbs/sidewalks/bike lanes,https://nashvillebanner.com/2023/06/28/district-15-jeff-gregg/
318032b8-9feb-47de-ab0d-b4a1888f2d43,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,3,Banner 2023 Q: job is ensuring Nashville receives all promised in the stadium deal; maximise return,https://nashvillebanner.com/2023/06/27/district-25-jeff-preptit/
318032b8-9feb-47de-ab0d-b4a1888f2d43,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,Banner 2023 Q: backs council community benefit agreements requiring complementary investment in housing,https://nashvillebanner.com/2023/06/27/district-25-jeff-preptit/
318032b8-9feb-47de-ab0d-b4a1888f2d43,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: priority is safe walkable neighbourhoods with transit access; expand routes to cut cars,https://nashvillebanner.com/2023/06/27/district-25-jeff-preptit/
1037cc1e-a235-4aad-b3ea-8062934a4b90,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Banner 2023 Q: ""Affordable housing should be part of each development plan""",https://nashvillebanner.com/2023/06/28/district-10-jennifer-frensley-webb/
81d94dc9-2a7a-48cb-a2d9-fa63f37f6a13,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: need more officers to adequately serve; invest in body cameras and LPR technology,https://nashvillebanner.com/2023/06/28/district-3-jennifer-gamble/
81d94dc9-2a7a-48cb-a2d9-fa63f37f6a13,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: proponent of local/regional transit; dedicated funding source for light rail; crosstown routes,https://nashvillebanner.com/2023/06/28/district-3-jennifer-gamble/
55711225-e548-4af3-9b60-3bf69f3bf783,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,4,Banner 2023 Q: voted for AND co-sponsored the Titans stadium financing,https://nashvillebanner.com/2023/06/27/district-31-john-rutherford/
55711225-e548-4af3-9b60-3bf69f3bf783,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: yes to more officers; fully staff MNPD; more neighbourhood policing and resources,https://nashvillebanner.com/2023/06/27/district-31-john-rutherford/
55711225-e548-4af3-9b60-3bf69f3bf783,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: work with developers and nonprofits; replicate Curb Victory Hall affordable model,https://nashvillebanner.com/2023/06/27/district-31-john-rutherford/
55711225-e548-4af3-9b60-3bf69f3bf783,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,3,"Banner 2023 Q: extend routes under current model and funding; dedicated source only ""depending what that looks like""",https://nashvillebanner.com/2023/06/27/district-31-john-rutherford/
55711225-e548-4af3-9b60-3bf69f3bf783,fb25c1ac-91cc-49bf-8afc-c7fa22ef45e4,growth-and-development,2,"Banner 2023 Q: ""Controlled Strategic Development""; protecting the rural areas of Southeast Nashville",https://nashvillebanner.com/2023/06/27/district-31-john-rutherford/
4c6eebbf-4e26-4781-8cc7-dc48e1a0f1ab,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,4,Banner 2023 Q: stadium brings major revenue and Super Bowl/World Cup host potential; good for the city,https://nashvillebanner.com/2023/06/28/district-14-jordan-huffman/
4c6eebbf-4e26-4781-8cc7-dc48e1a0f1ab,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: yes; Hermitage precinct stretched thin over largest service area; hinders call response,https://nashvillebanner.com/2023/06/28/district-14-jordan-huffman/
4c6eebbf-4e26-4781-8cc7-dc48e1a0f1ab,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: backs dedicated bus lanes on Murfreesboro Pike and more in high-traffic areas,https://nashvillebanner.com/2023/06/28/district-14-jordan-huffman/
994c7a58-ffba-4571-b157-ad5c97e5bf6d,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,Banner 2023 Q: strictly enforce council inclusionary housing guidelines; build on public dilapidated property,https://nashvillebanner.com/2023/06/28/district-1-joy-smith-kimbrough/
994c7a58-ffba-4571-b157-ad5c97e5bf6d,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: yes to creating a dedicated funding source; improve accessibility and funding,https://nashvillebanner.com/2023/06/28/district-1-joy-smith-kimbrough/
11b10a42-377c-485b-bebb-8cd0e9d140c7,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: spread too thin; would much rather have more officers available than the current position,https://nashvillebanner.com/2023/06/27/district-32-joy-styles/
11b10a42-377c-485b-bebb-8cd0e9d140c7,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: inclusionary requirement preempted by state; best option is funding Barnes-type organisations,https://nashvillebanner.com/2023/06/27/district-32-joy-styles/
11b10a42-377c-485b-bebb-8cd0e9d140c7,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,"Banner 2023 Q: ""public transportation is the solution to our traffic issues""; absolutely backs dedicated funding",https://nashvillebanner.com/2023/06/27/district-32-joy-styles/
11b10a42-377c-485b-bebb-8cd0e9d140c7,7687de4f-4d0b-462a-b803-bdfb23b16b42,city-sanitation,1,Banner 2023 Q: priority is bringing trash back under Metro control; no more contractors,https://nashvillebanner.com/2023/06/27/district-32-joy-styles/
19b1b92c-21f5-4147-8419-cd58a157963f,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,3,Banner 2023 Q: backed stadium; amendments redirected revenue to general fund; publicly-owned versatile asset,https://nashvillebanner.com/2023/06/28/district-2-kyonzte-toombs/
19b1b92c-21f5-4147-8419-cd58a157963f,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: should have the officer count data supports for a city this size; not enough for patrol requests,https://nashvillebanner.com/2023/06/28/district-2-kyonzte-toombs/
19b1b92c-21f5-4147-8419-cd58a157963f,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: state preemption limits tools; council role is to incentivise and financially support units,https://nashvillebanner.com/2023/06/28/district-2-kyonzte-toombs/
19b1b92c-21f5-4147-8419-cd58a157963f,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: supports a dedicated funding source and continued Better Bus plan funding,https://nashvillebanner.com/2023/06/28/district-2-kyonzte-toombs/
19b1b92c-21f5-4147-8419-cd58a157963f,d4f18138-a2e0-4110-b925-7387d9d0d16d,residential-zoning,3,Banner 2023 Q: concentrate development along major corridors while protecting historic/established neighbourhoods,https://nashvillebanner.com/2023/06/28/district-2-kyonzte-toombs/
3b4cf7e6-780c-4a4f-b7c0-afa5b6446ad0,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,3,Banner 2023 Q: backs the deal as helping reinvest downtown revenue into neighbourhoods and quality of life,https://nashvillebanner.com/2023/06/28/district-4-mike-cortese/
3b4cf7e6-780c-4a4f-b7c0-afa5b6446ad0,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,3,Banner 2023 Q: defers to chief on numbers; expand other services for mental health; drug abuse; homelessness,https://nashvillebanner.com/2023/06/28/district-4-mike-cortese/
9dfd46ba-23a7-4c88-9788-fca23648e51c,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,3,Banner 2023 Q: leaders rejected protective modifications widely accepted in similar public-private deals,https://nashvillebanner.com/2023/06/28/at-large-quin-evans-segall/
9dfd46ba-23a7-4c88-9788-fca23648e51c,669cac97-66a6-4087-b036-936fbe62efb3,housing,4,Banner 2023 Q: council must do the hard work of updating the zoning code; low-lift Metro reforms,https://nashvillebanner.com/2023/06/28/at-large-quin-evans-segall/
9dfd46ba-23a7-4c88-9788-fca23648e51c,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: must have dedicated transit funding; will push for a funding referendum; crosstown routes,https://nashvillebanner.com/2023/06/28/at-large-quin-evans-segall/
0fd28d87-09f7-4a01-85c7-c67c828ed34f,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: yes; growing city with growing needs; supports continued recruitment of officers,https://nashvillebanner.com/2023/06/27/district-27-bob-nash/
0fd28d87-09f7-4a01-85c7-c67c828ed34f,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: continue to incentivise affordable development and support the Barnes Fund,https://nashvillebanner.com/2023/06/27/district-27-bob-nash/
0fd28d87-09f7-4a01-85c7-c67c828ed34f,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,3,"Banner 2023 Q: only ""looking with interest"" at dedicated funding; district routes cut for low ridership",https://nashvillebanner.com/2023/06/27/district-27-bob-nash/
90bf01f1-3b8d-4f02-8280-b620f7032eb3,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,2,Banner 2023 Q: franchise/private parties must bear facility upkeep costs rather than Nashville taxpayers,https://nashvillebanner.com/2023/06/28/district-20-rollin-horton/
90bf01f1-3b8d-4f02-8280-b620f7032eb3,669cac97-66a6-4087-b036-936fbe62efb3,housing,4,Banner 2023 Q: increase construction to keep pace with growth via greater openness to high density housing,https://nashvillebanner.com/2023/06/28/district-20-rollin-horton/
90bf01f1-3b8d-4f02-8280-b620f7032eb3,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: top priority is walkable pedestrian-friendly neighbourhoods; sidewalks; crosswalks; less car traffic,https://nashvillebanner.com/2023/06/28/district-20-rollin-horton/
e7597233-b406-4b12-b809-c2f5c35cdc0e,eb3d1247-0de1-4b7f-baec-7259861efd53,economic-development,1,Banner 2023 Q: billions went downtown to appease tourism while neighbourhoods where taxpayers live got little,https://nashvillebanner.com/2023/06/28/district-13-russ-bradford/
e7597233-b406-4b12-b809-c2f5c35cdc0e,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: for cities our size we lack officers to patrol neighbourhoods and enforce speed laws,https://nashvillebanner.com/2023/06/28/district-13-russ-bradford/
e7597233-b406-4b12-b809-c2f5c35cdc0e,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,Banner 2023 Q: use Metro-owned land to create affordable housing especially for Metro employees,https://nashvillebanner.com/2023/06/28/district-13-russ-bradford/
e7597233-b406-4b12-b809-c2f5c35cdc0e,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,3,Banner 2023 Q: extend hours/routes to county edges; smaller buses on low-ridership routes; shelter at stops,https://nashvillebanner.com/2023/06/28/district-13-russ-bradford/
ebe7cc79-23e2-45d3-9d1a-48a24af862b7,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,Banner 2023 Q: fully fund Barnes Fund AND every deal voted on in the city should include affordable housing,https://nashvillebanner.com/2023/06/27/district-30-sandra-sepulveda/
ebe7cc79-23e2-45d3-9d1a-48a24af862b7,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,"Banner 2023 Q: ""We must create a dedicated funding source""; expand hours and lines; sidewalks a top priority",https://nashvillebanner.com/2023/06/27/district-30-sandra-sepulveda/
f3a19f72-7473-4ea7-af94-6b12903ad03e,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: lots of luxury build but not affordable; build on Barnes Fund; income-aligned housing near work,https://nashvillebanner.com/2023/06/27/district-34-sandy-ewing/
f3a19f72-7473-4ea7-af94-6b12903ad03e,fb25c1ac-91cc-49bf-8afc-c7fa22ef45e4,growth-and-development,3,Banner 2023 Q: infill causing localised flooding; infrastructure must support the growth that is happening,https://nashvillebanner.com/2023/06/27/district-34-sandy-ewing/
f8cb6f19-11df-43a9-b5d7-36006ee52dae,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,"Banner 2023 Q: ""Yes"" to more officers beyond the unfilled positions",https://nashvillebanner.com/2023/06/27/district-22-sheri-weiner/
f8cb6f19-11df-43a9-b5d7-36006ee52dae,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: facilitate public-private partnerships to increase housing stock tied to transit and jobs,https://nashvillebanner.com/2023/06/27/district-22-sheri-weiner/
f8cb6f19-11df-43a9-b5d7-36006ee52dae,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: transit and sidewalks are her top priorities; backs a dedicated funding source with a plan,https://nashvillebanner.com/2023/06/27/district-22-sheri-weiner/
87773921-a472-4cb1-a394-dfdb60bb5710,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,"Banner 2023 Q: ""Absolutely"" to more officers; district issue is infrequency of police patrol",https://nashvillebanner.com/2023/06/27/district-29-tasha-ellis/
28af68eb-e5d3-423c-ae58-fde0abf5cc8d,f7e5678d-dadd-4556-a2fc-446e24642ceb,taxes,3,Banner 2023 Q: make property tax more equitable; revisit who receives legacy rates; incremental changes,https://nashvillebanner.com/2023/06/28/district-17-terry-vo/
28af68eb-e5d3-423c-ae58-fde0abf5cc8d,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: enable multi-modal transport; fund WeGo as premier option; move residents beyond cars,https://nashvillebanner.com/2023/06/28/district-17-terry-vo/
b9d36981-c6c4-4607-aa2e-4909e330cca8,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,4,Banner 2023 Q: yes; neighbourhood speeding requires more officers to improve safety,https://nashvillebanner.com/2023/06/27/district-23-thom-druffel/
b9d36981-c6c4-4607-aa2e-4909e330cca8,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: Barnes Fund grants and land donations made progress; ~1500 units/yr needed; keep inducing,https://nashvillebanner.com/2023/06/27/district-23-thom-druffel/
b9d36981-c6c4-4607-aa2e-4909e330cca8,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,2,"Banner 2023 Q: thoroughfare lanes not widened and lights untimed; but ""we can only add so many lanes""",https://nashvillebanner.com/2023/06/27/district-23-thom-druffel/
b9d36981-c6c4-4607-aa2e-4909e330cca8,1935979c-b290-42e4-baa5-8cb0138b4ffa,local-environment,2,Banner 2023 Q: protect tree canopy; enforce zoning; guard homes from runoff caused by impervious surfaces,https://nashvillebanner.com/2023/06/27/district-23-thom-druffel/
b2a53204-aea2-4c84-ab33-f406bc3bc9ef,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: fund Barnes affordable grants; MDHA oversight; use Metro property portfolio to create housing,https://nashvillebanner.com/2023/06/28/district-18-tom-cash/
b2a53204-aea2-4c84-ab33-f406bc3bc9ef,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,1,Banner 2023 Q: yes to a dedicated funding source; crosstown connections; more frequency; sidewalks/crosswalks,https://nashvillebanner.com/2023/06/28/district-18-tom-cash/
bc4f7e5c-3ba6-43b4-8fdc-ef4995ab3dc8,d4f18138-a2e0-4110-b925-7387d9d0d16d,residential-zoning,3,Banner 2023 Q: per Nashville Next encourage apartments/townhouses in T4 Urban Evolving areas and MUL,https://nashvillebanner.com/2023/06/28/district-9-tonya-hancock/
bc4f7e5c-3ba6-43b4-8fdc-ef4995ab3dc8,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,3,Banner 2023 Q: monitor ridership and adjust routes; bus-stop seating; sidewalks along bus routes,https://nashvillebanner.com/2023/06/28/district-9-tonya-hancock/
0b48ec2d-54be-4799-8cf5-ab0476f821ec,e9ebefcd-c496-45e8-b816-a79f8442ba85,public-safety-approach,2,Banner 2023 Q: no to more officers; mental health professionals on calls; preventive non-policing alternatives,https://nashvillebanner.com/2023/06/28/at-large-zulfat-suara/
0b48ec2d-54be-4799-8cf5-ab0476f821ec,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,Banner 2023 Q: led record affordable housing funding; increased Barnes Fund; sponsored 3 housing bills,https://nashvillebanner.com/2023/06/28/at-large-zulfat-suara/
0b48ec2d-54be-4799-8cf5-ab0476f821ec,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,3,Banner 2023 Q: WeGo must improve frequency/reliability and extend hours for early and late shift workers,https://nashvillebanner.com/2023/06/28/at-large-zulfat-suara/
