politician_id,topic_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
bd630c8f-14da-4149-b95c-6da7eddaab8f,ddd65d64-9dc7-4208-a30f-59f4b9c0653d,misinformation,2,"Blumenthal co-led the Kids Online Safety Act (KOSA, 2024) requiring platforms to implement transparency measures and safeguards against algorithmic harms to minors, winning bipartisan support including endorsement from OpenAI. He also pressured Facebook and MySpace to implement child safety protections and supports mandated fact-checking and algorithmic transparency.",https://blumenthal.senate.gov/newsroom/press/,https://en.wikipedia.org/wiki/Richard_Blumenthal,
bd630c8f-14da-4149-b95c-6da7eddaab8f,48cc9585-ec22-4f53-8d42-6839828dd36f,redistricting,2,"Blumenthal consistently backed the For the People Act and voting rights legislation that included independent redistricting commission requirements. His strong support for voting rights reform and opposition to partisan gerrymandering aligns with independent commissions with equal party representation.",https://www.ontheissues.org/Senate/Richard_Blumenthal.htm,https://en.wikipedia.org/wiki/Richard_Blumenthal,
bd630c8f-14da-4149-b95c-6da7eddaab8f,6b9ba6d9-1001-43f5-b073-4d37130696fd,religious-freedom,3,"No specific religious freedom legislation by Blumenthal was found. His overall record reflects a balance — strong civil rights enforcement including LGBTQ protections, while not taking an extreme position to eliminate all religious accommodations. He did not support broad religious exemptions from civil rights laws.",https://www.ontheissues.org/Senate/Richard_Blumenthal.htm,https://en.wikipedia.org/wiki/Richard_Blumenthal,
bd630c8f-14da-4149-b95c-6da7eddaab8f,c5ab4eab-702f-49b8-9277-8ea53f3835c6,same-sex-marriage,1,"Blumenthal voted Yea on the Respect for Marriage Act (H.R. 8404, roll call vote 362, Nov 29 2022), which federally codified same-sex marriage and required all states to recognize valid marriages. He has supported full LGBTQ equality throughout his Senate career.",https://www.senate.gov/legislative/LIS/roll_call_votes/vote1172/vote_117_2_00362.htm,https://en.wikipedia.org/wiki/Richard_Blumenthal,https://www.ontheissues.org/Senate/Richard_Blumenthal.htm
bd630c8f-14da-4149-b95c-6da7eddaab8f,00b95a6a-75db-4521-b523-3326bba938de,school-vouchers,1,"Blumenthal opposes diverting public funds to private schools. He voted NAY on confirming Linda McMahon as Secretary of Education in 2025, and his education platform consistently supports public school funding and equitable access. OTI does not document any support for voucher programs during his career.",https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00099.htm,https://blumenthal.senate.gov/issues/,https://www.ontheissues.org/Senate/Richard_Blumenthal.htm
bd630c8f-14da-4149-b95c-6da7eddaab8f,87d20824-a6e9-407b-983c-65440084a0ab,social-security,2,"OTI records Blumenthal's position as ""Protecting Medicare and Social Security from cutbacks"" with a 100% ARA rating. He opposed chained CPI benefit reductions and Social Security privatization, and supported modest benefit improvements funded by higher-earner contributions. He supported keeping and strengthening the existing program.",https://www.ontheissues.org/Senate/Richard_Blumenthal.htm,https://en.wikipedia.org/wiki/Richard_Blumenthal,
bd630c8f-14da-4149-b95c-6da7eddaab8f,683c8084-2281-4920-a07c-18439b2dd413,tariffs,3,"OTI records that Blumenthal ""opposes free trade"" but supports ""tariffs on currency manipulation"" — a selective, strategic approach targeting unfair trade practices rather than universal tariffs or free trade absolutism. He supported China sanctions for human rights abuses and has advocated for targeted trade enforcement.",https://www.ontheissues.org/Senate/Richard_Blumenthal.htm,https://en.wikipedia.org/wiki/Richard_Blumenthal,
bd630c8f-14da-4149-b95c-6da7eddaab8f,f7e5678d-dadd-4556-a2fc-446e24642ceb,taxes,2,"OTI documents Blumenthal's statement that ""Nation's wealthiest don't need extension of Bush tax breaks"" and his support for a 30% minimum tax on incomes over $1 million (Buffett Rule). He consistently voted against extending tax cuts for the top 2% and supported reversing the 2017 TCJA cuts for corporations and high earners.",https://www.ontheissues.org/Senate/Richard_Blumenthal.htm,https://en.wikipedia.org/wiki/Richard_Blumenthal,
bd630c8f-14da-4149-b95c-6da7eddaab8f,d1618b9c-0b9e-45af-b986-bb33d270b8e4,trans-athletes,2,"Blumenthal voted NAY on the cloture motion for S. 9 (Title IX athletics bill that would have required transgender athletes to compete based on biological sex at birth), on March 2025 vote 100. He has supported LGBTQ equality throughout his career and opposes legislation restricting transgender participation in sports.",https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00100.htm,https://en.wikipedia.org/wiki/Richard_Blumenthal,
bd630c8f-14da-4149-b95c-6da7eddaab8f,24e9212c-b011-422a-865c-093e35050901,ukraine-support,2,"Blumenthal supported Ukraine aid throughout the 118th Congress and backed secondary sanctions against Russia, including 500% tariffs on countries purchasing Russian energy. He supported the national security supplemental package and called for Russian oil sanctions resumption as recently as May 2026.",https://en.wikipedia.org/wiki/Richard_Blumenthal,https://blumenthal.senate.gov/newsroom/press/,
bd630c8f-14da-4149-b95c-6da7eddaab8f,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,voting-rights,2,"OTI records Blumenthal's opposition to photo ID voting requirements: ""No photo IDs to vote; they suppress the vote"" (Jun 2014). He supported election holidays, easier voter registration, mail-in voting expansion, and backed the John Lewis Voting Rights Advancement Act and the For the People Act.",https://www.ontheissues.org/Senate/Richard_Blumenthal.htm,https://en.wikipedia.org/wiki/Richard_Blumenthal,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,af2fdfd6-02c4-49df-b09c-cf8536f4773f,abortion,1,"Welch earned a 100/100 rating from Reproductive Freedom for All in 2024 and voted for cloture on the Reproductive Freedom for Women Act and the Right to IVF Act. He has consistently opposed all restrictions on abortion access and supports federal legislation to make abortion legal nationwide.",https://reproductivefreedomforall.org/candidate/peter-welch/,https://www.ontheissues.org/Senate/Peter_Welch.htm,https://en.wikipedia.org/wiki/Peter_Welch
9a9874ab-159f-4ffb-b88e-f058df02d5fa,666bf03d-81fc-4138-ab15-69ae734c9023,ai-regulation,3,"No major AI-specific legislation authored by Welch was found. He serves on the Senate Finance Committee and has not staked out an extreme position on AI regulation. His overall progressive record suggests support for basic safety testing requirements before deployment, consistent with mainstream Senate Democrat positions.",https://www.ontheissues.org/Senate/Peter_Welch.htm,https://en.wikipedia.org/wiki/Peter_Welch,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,92730f69-ae57-401c-8ad1-2d07834a895d,campaign-finance,2,"Welch supports public campaign financing via voter vouchers, opposes corporate political spending as free speech, backs full disclosure of campaign spending, and bans Congressional insider stock trading. He opposes Citizens United and has consistently backed campaign finance restrictions throughout his House and Senate career.",https://www.ontheissues.org/Senate/Peter_Welch.htm,https://en.wikipedia.org/wiki/Peter_Welch,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,2,"Welch's Senate issues page highlights affordable childcare as a priority under education, and his OTI record shows consistent support for paid parental leave and expanded family support programs. His progressive economic record reflects support for significantly expanding subsidies and provider grants for low- and middle-income families.",https://www.welch.senate.gov/issues/,https://www.ontheissues.org/Senate/Peter_Welch.htm,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"Welch has an A+ rating on civil rights issues per OTI, supports the Equality Act for LGBTQ protections, reauthorized the Violence Against Women Act, supports transgender rights and gender-affirming care, and backed DADT repeal. He strengthens civil rights enforcement and addresses systemic discrimination while operating within existing legal frameworks.",https://www.ontheissues.org/Senate/Peter_Welch.htm,https://en.wikipedia.org/wiki/Peter_Welch,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,2,"Welch earned a 95% lifetime LCV score, supports the Green New Deal framework, backs 50% clean electricity by 2030, and voted YES on removing oil and gas exploration subsidies. His Senate issues page champions a Green New Deal and energy efficiency improvements, reflecting a position of rapidly transitioning to renewables.",https://www.lcv.org/scorecard/peter-welch/,https://www.ontheissues.org/Senate/Peter_Welch.htm,https://www.welch.senate.gov/issues/
9a9874ab-159f-4ffb-b88e-f058df02d5fa,44905f3b-e105-4f6c-afc7-5d223813dbac,deportation,2,"Welch voted NAY on the Laken Riley Act (S.5) on January 20, 2025 — opposing mandatory detention/deportation of undocumented immigrants who commit crimes. His OTI record shows support for DREAMer legalization, legal support for deported children, and earned citizenship pathways rather than mass deportation.",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=119&session=1&vote=00007,https://www.ontheissues.org/Senate/Peter_Welch.htm,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,a22215c3-6693-4bc2-b248-01aebba14570,fossil-fuels,2,"Welch supports the Green New Deal, voted YES on removing oil and gas exploration subsidies, opposes offshore drilling expansion, and has a 95% lifetime LCV score. His Senate issues page calls for championing Green New Deal energy policies, consistent with stopping new fossil fuel permits while managing the transition.",https://www.lcv.org/scorecard/peter-welch/,https://www.ontheissues.org/Senate/Peter_Welch.htm,https://www.welch.senate.gov/issues/
9a9874ab-159f-4ffb-b88e-f058df02d5fa,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,healthcare,2,"Welch is a Medicare for All Caucus member (House) and his Senate health care issues page focuses on lowering prescription drug costs and protecting ACA access — a public option plus regulated private insurance approach rather than full single-payer. He supports robust government programs while not explicitly calling for elimination of private insurance.",https://www.welch.senate.gov/issues/,https://www.ontheissues.org/Senate/Peter_Welch.htm,https://en.wikipedia.org/wiki/Peter_Welch
9a9874ab-159f-4ffb-b88e-f058df02d5fa,4938766b-b45a-46e3-93bd-b8b30651271a,homelessness,2,"Welch's 'Building an Economy for All' platform addresses housing affordability and poverty reduction; his OTI record shows support for mortgage foreclosure prevention and reducing wealth concentration. While specific anti-homelessness bill sponsorships were limited in available sources, his overall record aligns with investing in shelter capacity and services over criminalization.",https://www.welch.senate.gov/issues/,https://www.ontheissues.org/Senate/Peter_Welch.htm,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Welch supports mortgage foreclosure prevention modifications, reducing the concentration of wealth and wage inequality, and his Senate platform under 'Building an Economy for All' includes housing affordability. His progressive economic record reflects support for building affordable housing units and expanding rental assistance programs.",https://www.welch.senate.gov/issues/,https://www.ontheissues.org/Senate/Peter_Welch.htm,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,4e2c69ce-591e-4197-9cd5-7aceff79d390,immigration,2,"Welch supports a pathway to earned citizenship, DREAMer legalization, guest worker programs, and increased visa caps per OTI. He voted NAY on the Laken Riley Act in January 2025, opposing enforcement-only immigration approaches. He supports significantly expanding legal immigration while addressing border concerns, not open borders.",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=119&session=1&vote=00007,https://www.ontheissues.org/Senate/Peter_Welch.htm,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,medicare/aid,2,"Welch is a Medicare for All Caucus member and has a 97% ARA rating, opposes Medicare privatization, opposes chained CPI cuts to Social Security and Medicare, and voted YEA on the Reed Amendment protecting Medicare and Medicaid from cuts (119th Congress, 2025). He supports lowering Medicare eligibility age and expanding Medicaid.",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=119&session=1&vote=00075,https://www.ontheissues.org/Senate/Peter_Welch.htm,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,ddd65d64-9dc7-4208-a30f-59f4b9c0653d,misinformation,2,"Welch's Senate 'Defending Democracy' issues page includes protecting democratic institutions and limiting money in politics; his OTI record shows support for platform accountability. As a progressive Democrat with a 95% LCV and strong transparency record, he aligns with mandating fact-checking and transparency in how algorithms promote content.",https://www.welch.senate.gov/issues/,https://www.ontheissues.org/Senate/Peter_Welch.htm,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,48cc9585-ec22-4f53-8d42-6839828dd36f,redistricting,2,"Welch supports the For the People Act (H.R. 1) which includes independent redistricting commission provisions, and his Senate 'Defending Democracy' issues page calls for limiting money in politics and protecting voting rights. His OTI record shows consistent support for non-partisan redistricting reform.",https://www.welch.senate.gov/issues/,https://www.ontheissues.org/Senate/Peter_Welch.htm,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,6b9ba6d9-1001-43f5-b073-4d37130696fd,religious-freedom,2,"OTI records Welch stating 'Religious freedom means no religious registry' (May 2016) and opposing use of religion as a basis for discrimination. He supports comprehensive sex education and separation of religion from public institutions, while stopping short of complete prohibition of religious exemptions — consistent with protecting religious freedom without overriding anti-discrimination laws.",https://www.ontheissues.org/Senate/Peter_Welch.htm,https://en.wikipedia.org/wiki/Peter_Welch,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,c5ab4eab-702f-49b8-9277-8ea53f3835c6,same-sex-marriage,1,"Wikipedia confirms Welch 'supports transgender rights' and has consistently backed full LGBTQ equality including same-sex marriage rights, employment discrimination protections, and domestic partnership benefits throughout his career. His OTI record shows comprehensive LGBTQ equality support, consistent with requiring all states to recognize same-sex marriages with full federal benefits.",https://en.wikipedia.org/wiki/Peter_Welch,https://www.ontheissues.org/Senate/Peter_Welch.htm,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,00b95a6a-75db-4521-b523-3326bba938de,school-vouchers,1,"OTI explicitly records Welch as opposing private and religious school voucher programs, having voted YES on $40B for green public schools and supported full public school funding. His Senate education issues page pushes for expanded school funding, consistent with eliminating voucher programs that divert taxpayer money to private institutions.",https://www.ontheissues.org/Senate/Peter_Welch.htm,https://www.welch.senate.gov/issues/,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,87d20824-a6e9-407b-983c-65440084a0ab,social-security,2,"Welch has a 97% Americans for Retirees rating, opposes Social Security privatization, explicitly opposes 'chained CPI' benefit reductions, and fought against what OTI calls 'the ideological agenda of privatization.' He supports increasing benefits modestly and raising taxes on higher earners to strengthen the program.",https://www.ontheissues.org/Senate/Peter_Welch.htm,https://en.wikipedia.org/wiki/Peter_Welch,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,683c8084-2281-4920-a07c-18439b2dd413,tariffs,3,"OTI gives Welch a 50% rating from trade groups, reflecting a selective approach: he voted NO on Peru free trade, supports tariffs against currency manipulation, and backs worker assistance for job losses from globalization. He is not a blanket free-trader nor a high-tariff protectionist — consistent with using tariffs selectively to protect key American industries.",https://www.ontheissues.org/Senate/Peter_Welch.htm,,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,f7e5678d-dadd-4556-a2fc-446e24642ceb,taxes,2,"OTI records Welch stating 'Tax cuts to wealthiest 1% are irresponsible' and supporting a 30% minimum tax rate for million-dollar earners, opposing offshore tax havens, and advocating closing corporate loopholes. He modestly increases taxes on high earners while maintaining current rates for middle-class families.",https://www.ontheissues.org/Senate/Peter_Welch.htm,https://en.wikipedia.org/wiki/Peter_Welch,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,d1618b9c-0b9e-45af-b986-bb33d270b8e4,trans-athletes,2,"Welch was Not Voting on S.9 (March 3, 2025 cloture vote on the transgender athletes bill), a bill he is effectively opposed to given his documented support for transgender rights and gender-affirming care per Wikipedia. He supports allowing transgender athletes to compete consistent with their gender identity after completing transition documentation.",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=119&session=1&vote=00100,https://en.wikipedia.org/wiki/Peter_Welch,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,24e9212c-b011-422a-865c-093e35050901,ukraine-support,2,"Welch voted YEA on the Reed Amendment 76 (119th Congress, 2025) to ensure continued U.S. support for Ukraine against Russian aggression — the amendment failed 47-53 with all Democrats/independents supporting it. His Senate foreign policy stance emphasizes democracy promotion abroad, consistent with continuing current levels of military and economic aid.",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=119&session=1&vote=00076,https://www.welch.senate.gov/issues/,
9a9874ab-159f-4ffb-b88e-f058df02d5fa,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,voting-rights,2,"Welch's 'Defending Democracy' Senate issues page explicitly addresses voting rights protections; his OTI record shows support for automatic voter registration, 15 days of early voting, no photo ID requirements (OTI: 'No photo IDs to vote; they suppress the vote,' Jun 2014), and mail-in voting access. He released a statement criticizing the SCOTUS Louisiana v. Callais voting rights decision in May 2026.",https://www.welch.senate.gov/news/,https://www.ontheissues.org/Senate/Peter_Welch.htm,
afd8d31b-9f88-4eb9-8a88-46e5ef914267,af2fdfd6-02c4-49df-b09c-cf8536f4773f,abortion,2,"Reed has a 100% NARAL rating and 0% NRLC rating, reflecting consistent support for abortion access through the second trimester and beyond. He opposed the Born-Alive Survivors bill in 2020 and has consistently voted against abortion restrictions.",https://www.ontheissues.org/Senate/Jack_Reed.htm,https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),
afd8d31b-9f88-4eb9-8a88-46e5ef914267,666bf03d-81fc-4138-ab15-69ae734c9023,ai-regulation,3,"Reed has not authored major AI-specific legislation, and as Armed Services Committee ranking member his AI focus is primarily national security and defense applications. His overall record suggests a balanced approach requiring basic safety standards without heavy-handed intervention.",https://reed.senate.gov/,https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),
afd8d31b-9f88-4eb9-8a88-46e5ef914267,92730f69-ae57-401c-8ad1-2d07834a895d,campaign-finance,2,"Reed has consistently backed disclosure requirements and limits on dark money; he supported requiring independent expenditure disclosure and matching funds for small donors per OnTheIssues. His 23% NTU rating reflects strong opposition to deregulation of money in politics.",https://www.ontheissues.org/Senate/Jack_Reed.htm,,
afd8d31b-9f88-4eb9-8a88-46e5ef914267,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,2,"Reed has consistently voted for expanded federal childcare subsidies and provider grants, voting YES on the $1.9 trillion ARPA (2021) which included historic childcare investments. His progressive economic record (100% AFL-CIO, 23% NTU) reflects strong support for expanding childcare access for low- and middle-income families.",https://www.ontheissues.org/Senate/Jack_Reed.htm,https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),
afd8d31b-9f88-4eb9-8a88-46e5ef914267,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"Reed has a 100% NAACP rating and consistently supports strengthening civil rights enforcement and addressing systemic discrimination. He supports ENDA employment protections, wage discrimination laws, and transgender military service.",https://www.ontheissues.org/Senate/Jack_Reed.htm,https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),
afd8d31b-9f88-4eb9-8a88-46e5ef914267,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,2,"Reed has a 100% LCV score in 2025 and 97% lifetime, reflecting consistent support for rapid clean energy transition. He backed the Inflation Reduction Act's climate investments, supports 50% clean electricity by 2030, and opposes Arctic drilling.",https://www.lcv.org/scorecard/jack-reed/,https://www.ontheissues.org/Senate/Jack_Reed.htm,https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician)
afd8d31b-9f88-4eb9-8a88-46e5ef914267,44905f3b-e105-4f6c-afc7-5d223813dbac,deportation,2,"Reed voted NAY on S. 5 (the Laken Riley Act, Jan 2025), which would have required DHS to detain non-citizens charged with theft. He supports limiting deportation to those who commit serious crimes while providing pathways for long-term residents.",https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00007.htm,https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),
afd8d31b-9f88-4eb9-8a88-46e5ef914267,a22215c3-6693-4bc2-b248-01aebba14570,fossil-fuels,2,"Reed consistently opposes new fossil fuel permits, supports protecting ANWR from drilling, and backed the Inflation Reduction Act's clean energy provisions. His 97% lifetime LCV score reflects opposition to expanding fossil fuel extraction.",https://www.lcv.org/scorecard/jack-reed/,https://www.ontheissues.org/Senate/Jack_Reed.htm,
afd8d31b-9f88-4eb9-8a88-46e5ef914267,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,healthcare,2,"Reed proposed the 'Choose Medicare Act' (2019) to create a public option alongside private insurance. He supports ACA preservation, prescription drug imports from Canada, and Medicare bulk negotiations, but has not endorsed full single-payer Medicare for All.",https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),https://www.ontheissues.org/Senate/Jack_Reed.htm,
afd8d31b-9f88-4eb9-8a88-46e5ef914267,4938766b-b45a-46e3-93bd-b8b30651271a,homelessness,2,"Reed supports expanding federal housing assistance and shelter capacity as primary tools to address homelessness, consistent with his affordable housing record and Banking Committee work. He backs service-based approaches rather than criminalization.",https://reed.senate.gov/,https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),
afd8d31b-9f88-4eb9-8a88-46e5ef914267,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Reed has been a consistent advocate for affordable housing as a member of the Senate Banking Committee, supporting federal investment in affordable housing construction and rental assistance programs. He treats affordable housing as a core economic priority.",https://reed.senate.gov/,https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),
afd8d31b-9f88-4eb9-8a88-46e5ef914267,4e2c69ce-591e-4197-9cd5-7aceff79d390,immigration,2,"Reed co-sponsored the DREAM Act (2010), supports pathways to citizenship for undocumented immigrants, opposes religion-based immigration bans, and has backed Guest Worker programs and Social Security access for immigrants. He voted NAY on the Laken Riley Act.",https://en.wikipedia.org/wiki/Jack_Reed_(Rhode_Island_politician),https://www.ontheissues.org/Senate/Jack_Reed.htm,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00007.htm
