politician_id,topic_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
3d51cca6-7206-413b-ab8d-3199a58a6767,4e2c69ce-591e-4197-9cd5-7aceff79d390,immigration,2,"Klobuchar backed the 2013 comprehensive immigration reform bill with a citizenship pathway and the U.S. Citizenship Act; she supports significantly expanding legal immigration and creating accessible pathways to citizenship while opposing unconstitutional enforcement practices like ending birthright citizenship.",https://www.klobuchar.senate.gov/public/index.cfm/immigration,,
3d51cca6-7206-413b-ab8d-3199a58a6767,9db07b16-1076-4b7d-ad89-ebe7b51f4336,judicial-criminal-justice,2,"As Hennepin County Attorney, Klobuchar advocated for treatment over punishment and prison reform, and has supported reducing mandatory minimum sentences and abolishing capital punishment; however, her prosecutorial record shows a tough-on-crime approach, reflecting a balance between reform advocacy and law enforcement support.",https://www.ontheissues.org/Senate/Amy_Klobuchar.htm,https://en.wikipedia.org/wiki/Amy_Klobuchar,
3d51cca6-7206-413b-ab8d-3199a58a6767,448b1c9a-b6f3-42b8-8f39-d3bbb5bfa9ee,judicial-interpretation,2,"Klobuchar opposes 'strict Constitutionalist judges' per survey responses and has consistently supported nominees who interpret constitutional protections broadly, reflecting a living constitutionalist philosophy that accounts for evolving societal standards.",https://www.ontheissues.org/Senate/Amy_Klobuchar.htm,,
3d51cca6-7206-413b-ab8d-3199a58a6767,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,medicare/aid,2,"Klobuchar led the effort to allow Medicare to negotiate drug prices (enacted 2022) and supports expanding Medicare eligibility to age 50, capping Part D out-of-pocket costs at $2,000, and lowering the Medicare age — significantly strengthening the program while stopping short of expanding it to cover everyone.",https://www.klobuchar.senate.gov/public/index.cfm/seniors,https://www.klobuchar.senate.gov/public/index.cfm/health-care,
3d51cca6-7206-413b-ab8d-3199a58a6767,ddd65d64-9dc7-4208-a30f-59f4b9c0653d,misinformation,3,"Klobuchar introduced the Platform Accountability and Transparency Act to give researchers access to study social media algorithms and co-led the TAKE IT DOWN Act on deepfakes (signed 2025), reflecting voluntary standards and transparency requirements rather than mandatory removal of all false content.",https://www.klobuchar.senate.gov/public/index.cfm/consumer-protection,https://en.wikipedia.org/wiki/Amy_Klobuchar,
3d51cca6-7206-413b-ab8d-3199a58a6767,48cc9585-ec22-4f53-8d42-6839828dd36f,redistricting,2,"Klobuchar advocates banning gerrymandering and supports independent redistricting commissions with equal party representation, stating she favors banning gerrymandering practices and voter purges as part of her civil rights and democracy platform.",https://www.ontheissues.org/Senate/Amy_Klobuchar.htm,,
3d51cca6-7206-413b-ab8d-3199a58a6767,6b9ba6d9-1001-43f5-b073-4d37130696fd,religious-freedom,2,"Klobuchar has stated 'Churches and agencies should follow law on gay rights,' reflecting a position that religious freedom protections should not override anti-discrimination requirements in employment and housing, while protecting sincere religious practice in other contexts.",https://www.ontheissues.org/Senate/Amy_Klobuchar.htm,,
3d51cca6-7206-413b-ab8d-3199a58a6767,c5ab4eab-702f-49b8-9277-8ea53f3835c6,same-sex-marriage,1,"Klobuchar voted YEA on the Respect for Marriage Act (Senate roll call 362, November 2022), requiring federal recognition of same-sex marriages and providing full federal benefits, and has consistently supported equal marriage rights since at least 2006.",https://www.senate.gov/legislative/LIS/roll_call_votes/vote1172/vote_117_2_00362.htm,https://www.ontheissues.org/Senate/Amy_Klobuchar.htm,
3d51cca6-7206-413b-ab8d-3199a58a6767,00b95a6a-75db-4521-b523-3326bba938de,school-vouchers,1,"Klobuchar opposes school vouchers and has consistently fought for fully funding public schools; she voted against Education Secretary Linda McMahon's confirmation and strongly opposes the administration's efforts to divert public education funding to private institutions.",https://www.klobuchar.senate.gov/public/index.cfm/education,,
3d51cca6-7206-413b-ab8d-3199a58a6767,87d20824-a6e9-407b-983c-65440084a0ab,social-security,2,"Klobuchar voted for the Social Security Fairness Act (expanding benefits for public sector workers), opposes privatization and raising the retirement age, and supports raising the payroll tax cap above $250,000 to fund modest benefit increases — aligning with strengthening the program while raising taxes on higher earners.",https://www.klobuchar.senate.gov/public/index.cfm/seniors,https://www.ontheissues.org/Senate/Amy_Klobuchar.htm,
3d51cca6-7206-413b-ab8d-3199a58a6767,683c8084-2281-4920-a07c-18439b2dd413,tariffs,3,"Klobuchar voted for USMCA after pro-labor and environmental changes were added and has co-led bipartisan legislation requiring congressional approval of new tariffs within 60 days; she opposes across-the-board tariffs that raise consumer prices while supporting targeted tariffs on unfair traders like China.",https://www.klobuchar.senate.gov/public/index.cfm/jobs-and-the-economy,,
3d51cca6-7206-413b-ab8d-3199a58a6767,f7e5678d-dadd-4556-a2fc-446e24642ceb,taxes,2,"Klobuchar has consistently supported modest tax increases on high earners, opposing the 2017 Republican tax law for adding $1 trillion to the deficit and benefiting the wealthy, while backing expansions of the Child Tax Credit and EITC for working families — aligning with modestly raising taxes on high earners.",https://www.klobuchar.senate.gov/public/index.cfm/jobs-and-the-economy,https://www.ontheissues.org/Senate/Amy_Klobuchar.htm,
3d51cca6-7206-413b-ab8d-3199a58a6767,d1618b9c-0b9e-45af-b986-bb33d270b8e4,trans-athletes,2,"Klobuchar voted NAY on S.9 (Senate roll call 100, 2025), the measure to restrict transgender athletes to competing only based on biological sex assigned at birth under Title IX, joining all Democrats in opposition and signaling support for transgender athletes competing on teams matching their gender identity after basic documentation.",https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00100.htm,,
3d51cca6-7206-413b-ab8d-3199a58a6767,24e9212c-b011-422a-865c-093e35050901,ukraine-support,2,"Klobuchar has traveled to Ukraine multiple times, voted for military and economic assistance packages, and stated she 'will continue to vote for military, economic, and humanitarian assistance for Ukraine,' while introducing the Abducted Ukrainian Children Recovery and Accountability Act (signed 2025).",https://www.klobuchar.senate.gov/public/index.cfm/national-security,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00076.htm,
3d51cca6-7206-413b-ab8d-3199a58a6767,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,voting-rights,2,"Klobuchar supports automatic voter registration at age 18, expanded early voting, and mail-in voting for all voters, opposing strict photo ID requirements as suppressive; she has backed the For the People Act and consistently opposes measures that would restrict ballot access.",https://www.ontheissues.org/Senate/Amy_Klobuchar.htm,,
e7c985f0-7804-485e-8ad7-8e71c0129a00,af2fdfd6-02c4-49df-b09c-cf8536f4773f,abortion,2,"Kim is 'proudly pro-choice' and voted for the Women's Health Protection Act to protect abortion access through viability with exceptions beyond; he has a 100% score from Reproductive Freedom for All and pledged to pass a comprehensive law restoring reproductive freedom.",https://www.andykim.com/issues/reproductive-rights/,https://reproductivefreedomforall.org/resources/reproductive-freedom-scorecard/andy-kim/,
e7c985f0-7804-485e-8ad7-8e71c0129a00,666bf03d-81fc-4138-ab15-69ae734c9023,ai-regulation,3,"Kim voted against advancing digital asset market structure legislation citing national security concerns in May 2026 and has urged the Senate to 'harness innovation and protect national security,' suggesting he favors basic safety testing and oversight before AI deployment rather than fully light-touch regulation.",https://kim.senate.gov/news/press-releases/,https://en.wikipedia.org/wiki/Andy_Kim,
e7c985f0-7804-485e-8ad7-8e71c0129a00,92730f69-ae57-401c-8ad1-2d07834a895d,campaign-finance,2,"Kim introduced legislation to eliminate dark money from politics and ban congressional stock trading across all three branches of government; he has explicitly stated his goal to 'get rid of dark money in our politics and restore trust in our democracy.'",https://www.andykim.com/issues/corruption/,https://en.wikipedia.org/wiki/Andy_Kim,
e7c985f0-7804-485e-8ad7-8e71c0129a00,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"Kim cosponsored the Equality Act to prohibit discrimination based on sex in public spaces, the Equal Rights Amendment ratification bill, and the Justice in Policing Act; he consistently supports strengthening federal civil rights enforcement to address systemic discrimination.",https://www.andykim.com/issues/LGBTQ+/,https://www.ontheissues.org/Senate/Andy_Kim.htm,
e7c985f0-7804-485e-8ad7-8e71c0129a00,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,2,"Kim holds a 99% lifetime LCV score and voted for the Inflation Reduction Act, describing it as 'the largest investment in American energy independence' targeting a 40% reduction in greenhouse gas emissions by 2030; he supports rapid transition to renewable energy and clean sectors.",https://www.andykim.com/issues/environment/,https://www.lcv.org/congressional-scorecard/moc/andy-kim,
e7c985f0-7804-485e-8ad7-8e71c0129a00,44905f3b-e105-4f6c-afc7-5d223813dbac,deportation,2,"Kim filed a series of reforms to 'rein in Trump's lawless ICE' in May 2026 and supports immigration reform with legal pathways; on his Senate committee (Homeland Security) he focuses on humane detention practices and holding DHS accountable rather than mass deportation.",https://kim.senate.gov/news/press-releases/,https://www.andykim.com/issues/corruption/,
e7c985f0-7804-485e-8ad7-8e71c0129a00,a22215c3-6693-4bc2-b248-01aebba14570,fossil-fuels,2,"With a 99% lifetime LCV score and 100% in 2025, Kim has voted consistently against fossil fuel development and for clean energy investment including opposing fossil fuel extraction on public lands; he supports transitioning away from fossil fuels via the IRA and clean energy investment.",https://www.lcv.org/congressional-scorecard/moc/andy-kim,https://www.andykim.com/issues/environment/,
e7c985f0-7804-485e-8ad7-8e71c0129a00,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,healthcare,2,"Kim states 'We need universal healthcare so that every American has access to the care they need at a cost they can afford' and supports a public option approach; he has championed ACA preservation, drug price negotiation through Medicare, and expanding Medicare benefits to cover dental, vision, and hearing.",https://www.andykim.com/issues/healthcare/,https://www.ontheissues.org/Senate/Andy_Kim.htm,
e7c985f0-7804-485e-8ad7-8e71c0129a00,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"As a member of the Senate Banking, Housing and Urban Affairs Committee, Kim lists expanding affordable housing and homeownership pathways as a top priority alongside increasing banking access in underserved communities.",https://kim.senate.gov/about#priorities,,
e7c985f0-7804-485e-8ad7-8e71c0129a00,4e2c69ce-591e-4197-9cd5-7aceff79d390,immigration,2,"Kim supports increasing both high-skill and family-based visa caps, cosponsored legislation blocking religion-based immigration restrictions, and filed reforms to rein in ICE — reflecting support for significantly expanded legal immigration with accessible citizenship pathways.",https://www.ontheissues.org/Senate/Andy_Kim.htm,https://kim.senate.gov/news/press-releases/,
e7c985f0-7804-485e-8ad7-8e71c0129a00,9db07b16-1076-4b7d-ad89-ebe7b51f4336,judicial-criminal-justice,2,"Kim cosponsored and voted for the Justice in Policing Act (2020) to address police accountability, and sponsored stricter police accountability legislation in 2021, reflecting support for addressing systemic discrimination in the justice system while maintaining law enforcement.",https://www.andykim.com/issues/gunviolence/,https://en.wikipedia.org/wiki/Andy_Kim,
e7c985f0-7804-485e-8ad7-8e71c0129a00,448b1c9a-b6f3-42b8-8f39-d3bbb5bfa9ee,judicial-interpretation,2,"Kim cosponsored the ERA ratification bill and the Equality Act, which require broad constitutional interpretation of rights beyond the text's original meaning; OnTheIssues classifies him as a 'Hard-Core Liberal' opposed to strict constitutionalist judges.",https://www.ontheissues.org/Senate/Andy_Kim.htm,,
e7c985f0-7804-485e-8ad7-8e71c0129a00,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,medicare/aid,2,"Kim supports expanding Medicare to include dental, vision, and hearing coverage, capping senior out-of-pocket drug costs at $2,000, allowing Medicare to negotiate drug prices, and sits on the Senate Special Committee on Aging focused on protecting Social Security and Medicare.",https://www.andykim.com/issues/healthcare/,https://kim.senate.gov/about#priorities,
e7c985f0-7804-485e-8ad7-8e71c0129a00,48cc9585-ec22-4f53-8d42-6839828dd36f,redistricting,2,"Kim opposes partisan redistricting, sponsored the voter registration expansion bill (Feb 2021), and voted for the For the People Act which included independent redistricting commission requirements; he advocates for 'expand[ing] voting rights and promot[ing] greater access to the ballot box.'",https://www.andykim.com/issues/corruption/,https://www.ontheissues.org/Senate/Andy_Kim.htm,
e7c985f0-7804-485e-8ad7-8e71c0129a00,6b9ba6d9-1001-43f5-b073-4d37130696fd,religious-freedom,2,"Kim cosponsored the Equality Act, which ensures civil rights protections for LGBTQ individuals in public accommodations, employment, and housing without broad religious exemptions; he states all Americans deserve equal rights 'regardless of faith' while maintaining general religious freedoms.",https://www.andykim.com/issues/LGBTQ+/,,
e7c985f0-7804-485e-8ad7-8e71c0129a00,c5ab4eab-702f-49b8-9277-8ea53f3835c6,same-sex-marriage,1,"Kim voted YEA on the Respect for Marriage Act (December 2022) enshrining same-sex marriage protections at the federal level; he also cosponsored the Equality Act providing full civil rights protections for LGBTQ individuals across all federally-covered domains.",https://en.wikipedia.org/wiki/Andy_Kim,https://www.andykim.com/issues/LGBTQ+/,
e7c985f0-7804-485e-8ad7-8e71c0129a00,87d20824-a6e9-407b-983c-65440084a0ab,social-security,2,"Kim opposes privatization of Social Security and sits on the Senate Special Committee on Aging where his stated priority is 'protecting Social Security and Medicare'; OnTheIssues confirms he 'opposes privatization; supports current system,' suggesting modest benefit protection with potential tax adjustments.",https://kim.senate.gov/about#priorities,https://www.ontheissues.org/Senate/Andy_Kim.htm,
e7c985f0-7804-485e-8ad7-8e71c0129a00,683c8084-2281-4920-a07c-18439b2dd413,tariffs,3,"Kim voted for USMCA and has pushed against across-the-board tariffs that harm consumers ('forced votes to reverse Trump's attacks on American consumers' in May 2026), while accepting selective tariffs on unfair trading partners; he favors protecting key industries rather than free trade absolutism or high blanket tariffs.",https://kim.senate.gov/news/press-releases/,https://www.ontheissues.org/Senate/Andy_Kim.htm,
e7c985f0-7804-485e-8ad7-8e71c0129a00,f7e5678d-dadd-4556-a2fc-446e24642ceb,taxes,2,"Kim favors reversing the 2017 Republican income tax cuts and supports higher taxes on wealthy individuals to balance the budget; OnTheIssues records him as opposing corporate tax cuts as economic stimulus and supporting tax increases to fund social programs.",https://www.ontheissues.org/Senate/Andy_Kim.htm,,
e7c985f0-7804-485e-8ad7-8e71c0129a00,d1618b9c-0b9e-45af-b986-bb33d270b8e4,trans-athletes,2,"Kim cosponsored the Equality Act protecting transgender rights broadly, opposed the transgender military service ban, and is the only senator from NJ to have signed pro-LGBTQ legislation without carve-outs; no evidence of support for trans sports restrictions.",https://www.andykim.com/issues/LGBTQ+/,,
e7c985f0-7804-485e-8ad7-8e71c0129a00,24e9212c-b011-422a-865c-093e35050901,ukraine-support,2,"Kim supports providing military aid to Ukraine amid Russia's invasion, described Alexei Navalny's death as a 'murder,' and as a national security expert with Pentagon experience has consistently backed U.S. engagement; Wikipedia confirms he 'supports providing aid to the Ukrainian military.'",https://en.wikipedia.org/wiki/Andy_Kim,https://kim.senate.gov/news/press-releases/,
e7c985f0-7804-485e-8ad7-8e71c0129a00,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,voting-rights,2,"Kim sponsored the voter registration expansion bill (Feb 2021) and voted for the For the People Act expanding early voting and mail-in voting access; he successfully challenged New Jersey's 'county line' ballot system as unconstitutional in a landmark voting rights case (2024).",https://en.wikipedia.org/wiki/Andy_Kim,https://www.andykim.com/issues/corruption/,
e7c985f0-7804-485e-8ad7-8e71c0129a00,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,2,"Kim introduced bipartisan legislation to support 'Sandwich Generation' caregivers (May 2026) and backed the American Rescue Plan's childcare provisions; his 'Care Agenda' on the Senate HELP Committee explicitly prioritizes support for caregivers and expanding affordable childcare access for working families.",https://kim.senate.gov/about#priorities,https://kim.senate.gov/news/press-releases/,
17f7729f-22a2-4346-9434-e5f545cfe8b4,af2fdfd6-02c4-49df-b09c-cf8536f4773f,abortion,2,"Alsobrooks supports eliminating the filibuster to pass the Women's Health Protection Act, which protects abortion access through viability with rare exceptions afterward. She has consistently advocated for federal legislation protecting abortion access and reproductive rights.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,https://alsobrooks.senate.gov/newsroom/press-releases/,
17f7729f-22a2-4346-9434-e5f545cfe8b4,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,2,"Alsobrooks introduced a Senate amendment in April 2026 to cap childcare costs at 7% of household income, and has supported expanded subsidies and provider grants to make childcare affordable for low- and middle-income families.",https://alsobrooks.senate.gov/newsroom/press-releases/,https://en.wikipedia.org/wiki/Angela_Alsobrooks,
17f7729f-22a2-4346-9434-e5f545cfe8b4,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"Alsobrooks supports the George Floyd Justice in Policing Act and established a Police Reform Task Force as county executive; she has consistently advocated for strengthening civil rights enforcement and addressing systemic discrimination in policing and public institutions.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,https://alsobrooks.senate.gov/newsroom/press-releases/,
17f7729f-22a2-4346-9434-e5f545cfe8b4,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,2,"Alsobrooks supports the Inflation Reduction Act and advocates for carbon taxes on major polluters; as county executive she set a county goal of 50% greenhouse gas emission reductions by 2030 and net-zero by 2045, indicating strong support for rapid transition to renewable energy.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,https://alsobrooks.senate.gov/newsroom/press-releases/,
17f7729f-22a2-4346-9434-e5f545cfe8b4,44905f3b-e105-4f6c-afc7-5d223813dbac,deportation,2,"Alsobrooks opposed additional ICE funding and stated she would not vote for DHS bills that expand ICE; she pressed HHS on harm to children from violent ICE raids and fought for Kilmar Abrego Garcia, indicating she would only deport immigrants who commit serious violent crimes while providing legal status to others.",https://alsobrooks.senate.gov/newsroom/press-releases/,https://en.wikipedia.org/wiki/Angela_Alsobrooks,
17f7729f-22a2-4346-9434-e5f545cfe8b4,a22215c3-6693-4bc2-b248-01aebba14570,fossil-fuels,3,"Alsobrooks supports the Inflation Reduction Act and advocates for carbon taxes on major polluters but has not called for an immediate ban or moratorium on new fossil fuel permits; she supports gradual emissions reductions consistent with maintaining current production under existing environmental regulations.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,https://alsobrooks.senate.gov/newsroom/press-releases/,
17f7729f-22a2-4346-9434-e5f545cfe8b4,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,healthcare,2,"Alsobrooks supports a public health insurance option alongside private plans, expanding the ACA and Medicaid, capping insulin at $35, and allowing Medicare to negotiate drug prices — positioning her in favor of a public option rather than a fully public single-payer system.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,https://alsobrooks.senate.gov/newsroom/press-releases/,
17f7729f-22a2-4346-9434-e5f545cfe8b4,4938766b-b45a-46e3-93bd-b8b30651271a,homelessness,2,"Alsobrooks introduced the bipartisan Homeless Children and Youth Act in May 2025 and co-sponsored a Senate resolution designating National Homeless Children and Youth Awareness Month, indicating support for expanding shelter capacity and services rather than criminalization.",https://alsobrooks.senate.gov/newsroom/press-releases/,https://en.wikipedia.org/wiki/Angela_Alsobrooks,
17f7729f-22a2-4346-9434-e5f545cfe8b4,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Alsobrooks voted yes on the ROAD to Housing Act in March 2026, co-led efforts to address bias in housing appraisals, and as county executive signed rent stabilization legislation — consistently supporting building more affordable housing units and expanding rental assistance programs.",https://alsobrooks.senate.gov/newsroom/press-releases/,https://en.wikipedia.org/wiki/Angela_Alsobrooks,
17f7729f-22a2-4346-9434-e5f545cfe8b4,4e2c69ce-591e-4197-9cd5-7aceff79d390,immigration,2,"Alsobrooks supports comprehensive immigration reform with pathways to citizenship for undocumented immigrants, DACA/DREAM Act protections, and opposes local law enforcement participation in routine immigration enforcement — indicating she would significantly increase legal immigration and create citizenship pathways.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,https://alsobrooks.senate.gov/newsroom/press-releases/,
17f7729f-22a2-4346-9434-e5f545cfe8b4,9db07b16-1076-4b7d-ad89-ebe7b51f4336,judicial-criminal-justice,2,"Alsobrooks supports the George Floyd Justice in Policing Act and established a Police Reform Task Force as county executive, implementing use-of-force policy updates and independent inspector general oversight — aligning with strengthening civil rights enforcement and addressing systemic discrimination.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,https://alsobrooks.senate.gov/newsroom/press-releases/,
17f7729f-22a2-4346-9434-e5f545cfe8b4,448b1c9a-b6f3-42b8-8f39-d3bbb5bfa9ee,judicial-interpretation,2,"Alsobrooks supports expanding the Supreme Court to 13 justices with term limits and eliminating the filibuster for voting rights legislation, reflecting a view that courts must actively protect civil rights against discrimination — consistent with a progressive living constitutionalist approach.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,,
17f7729f-22a2-4346-9434-e5f545cfe8b4,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,medicare/aid,2,"Alsobrooks introduced the Medicare and Medicaid Dental, Vision, and Hearing Benefit Act in June 2025, voted to extend ACA tax credits in December 2025, and demanded Republicans keep their hands off Medicare and Medicaid — supporting significant expansion of program benefits while opposing privatization.",https://alsobrooks.senate.gov/newsroom/press-releases/,https://en.wikipedia.org/wiki/Angela_Alsobrooks,
17f7729f-22a2-4346-9434-e5f545cfe8b4,48cc9585-ec22-4f53-8d42-6839828dd36f,redistricting,2,"Governor Moore appointed Alsobrooks to chair Maryland's redistricting commission in 2025; Wikipedia notes she voted for a map that increased Democratic chances in competitive districts, suggesting she supports independent commissions with balanced representation rather than purely partisan legislative control.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,,
17f7729f-22a2-4346-9434-e5f545cfe8b4,c5ab4eab-702f-49b8-9277-8ea53f3835c6,same-sex-marriage,1,"Alsobrooks is a strong LGBTQ+ rights supporter who advocates for full federal marriage equality protections and supported eliminating the filibuster to pass comprehensive federal LGBTQ+ protections; her positions align with requiring all states to recognize same-sex marriages with full federal benefits.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,,
17f7729f-22a2-4346-9434-e5f545cfe8b4,87d20824-a6e9-407b-983c-65440084a0ab,social-security,2,"Alsobrooks rallied outside Social Security Administration headquarters in February 2025, protested attacks on SS benefits stating the administration is attacking people who receive Social Security benefits, and supports raising the Social Security payroll tax cap — favoring modest benefit increases funded by higher-earner contributions.",https://alsobrooks.senate.gov/newsroom/press-releases/,https://en.wikipedia.org/wiki/Angela_Alsobrooks,
17f7729f-22a2-4346-9434-e5f545cfe8b4,683c8084-2281-4920-a07c-18439b2dd413,tariffs,3,"Alsobrooks introduced the Tariff Transparency Act in March 2025 requiring trade impact studies, called for a tariff refund for Maryland residents, and criticized Trump's sweeping tariffs as harmful — indicating she supports using tariffs selectively to protect key industries rather than blanket protectionism or completely free trade.",https://alsobrooks.senate.gov/newsroom/press-releases/,https://en.wikipedia.org/wiki/Angela_Alsobrooks,
17f7729f-22a2-4346-9434-e5f545cfe8b4,f7e5678d-dadd-4556-a2fc-446e24642ceb,taxes,2,"Alsobrooks opposes the Tax Cuts and Jobs Act, supports raising corporate tax rates, and criticized the Republican reconciliation package as giving tax cuts to billionaires while cutting Medicaid and SNAP — aligning with modestly increasing taxes on high earners while maintaining current rates for middle-class families.",https://alsobrooks.senate.gov/newsroom/press-releases/,https://en.wikipedia.org/wiki/Angela_Alsobrooks,
17f7729f-22a2-4346-9434-e5f545cfe8b4,24e9212c-b011-422a-865c-093e35050901,ukraine-support,2,"Alsobrooks supports Ukraine against Russia's invasion, criticized Trump for blaming Ukraine for the conflict as an asinine position, and supports NATO expansion while opposing sending US combat troops — consistent with continuing current levels of military and economic aid.",https://en.wikipedia.org/wiki/Angela_Alsobrooks,https://alsobrooks.senate.gov/newsroom/press-releases/,
