full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Charniele L. Herring,judicial-criminal-justice,2,Herring chiefly patronized HB 773 (2024) modifying marijuana criminal penalties and has a history of criminal justice reform legislation including expungement and sentencing reform — demonstrating a rehabilitation-oriented approach.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB773,,
Charniele L. Herring,healthcare,2,Herring chiefly patronized HB 781 (2024) re-establishing the Maternal Health Data and Quality Measures Task Force and was patron of the 2020 abortion access expansion — demonstrating priority on women's healthcare access.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB781,https://legacylis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB980,
"Richard C. Sullivan, Jr.",climate-change,2,Sullivan chiefly patronized HB 107 (2024) creating an EV Rural Infrastructure Program and HB 108 and HB 117 establishing shared solar programs and solar interconnection standards showing strong support for rapid renewable energy transition.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB107,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB108,
"Richard C. Sullivan, Jr.",fossil-fuels,2,Sullivan chiefly patronized HB 107 (2024) creating VA EV Rural Infrastructure Program and HB 117 expanding solar interconnection and net metering - actively replacing fossil fuel dependence with renewable energy infrastructure.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB117,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB107,
Karen Keys-Gamarra,judicial-police-accountability,1,Keys-Gamarra chiefly patronized HB 167 (2024) requiring courts to impanel a special grand jury when an unarmed person is killed by law enforcement - mandating independent public accountability for police use of force resulting in death.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB167,,
Karen Keys-Gamarra,judicial-criminal-justice,2,Keys-Gamarra chiefly patronized HB 1471 (2024) renaming the Drug Treatment Court Act as the Recovery Court Act - emphasizing treatment and recovery over punishment as the goal of drug-related criminal proceedings.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB1471,,
Karen Keys-Gamarra,same-sex-marriage,2,Keys-Gamarra co-sponsored HJ 9 (2025) a constitutional amendment to repeal VA ban on same-sex marriage and recognize marriage as a fundamental right for any two individuals while protecting religious organizations right to decline ceremonies.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ9,,
Karen Keys-Gamarra,voting-rights,2,Keys-Gamarra co-sponsored HB 1490 (2025) expanding voter satellite offices for in-person absentee voting and HJ 2 a constitutional amendment enshrining the right to vote.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HB1490,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ2,
Irene Shin,healthcare,2,Shin chiefly patronized HB 908 (2024) expanding financial eligibility for developmental disabilities services and HB 909 strengthening 1915(c) Medicaid Home and Community Based Services waivers - expanding Medicaid access for vulnerable populations.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB908,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB909,
Irene Shin,judicial-criminal-justice,2,Shin chiefly patronized HB 912 (2024) limiting fees that local correctional facilities can charge inmates for commissary and phone systems - reducing punitive financial burdens on incarcerated individuals.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB912,,
Irene Shin,childcare,2,Shin co-sponsored HB 627 (2025) expanding the Child Care Subsidy Program to provide free childcare and HB 408 improving child care subsidy vendor reimbursements - supporting significant public expansion of affordable childcare access.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HB627,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HB408,
Irene Shin,same-sex-marriage,2,Shin co-sponsored HJ 9 (2025) a constitutional amendment to repeal VA ban on same-sex marriage and recognize marriage as a fundamental right for any two individuals while protecting religious organizations right to decline ceremonies.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ9,,
Irene Shin,voting-rights,2,Shin co-sponsored HJ 2 (2025) a constitutional amendment enshrining the right to vote and clarifying voter qualifications - demonstrating support for constitutional protection of voting rights.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ2,,
Karrie K. Delaney,healthcare,2,Delaney chiefly patronized HB 570 (2024) establishing a Prescription Drug Affordability Board and HB 760 requiring insurance coverage for insulin and diabetes supplies - prioritizing affordable healthcare access through regulated insurance and pricing oversight.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB570,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB760,
Karrie K. Delaney,judicial-criminal-justice,2,Delaney chiefly patronized HB 1268 (2024) establishing a community corrections alternative program with eligibility evaluation and diagnosis - supporting diversion to rehabilitation programs over incarceration.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB1268,,
Karrie K. Delaney,same-sex-marriage,2,Delaney co-sponsored HJ 9 (2025) a constitutional amendment to repeal VA ban on same-sex marriage and recognize marriage as a fundamental right for any two individuals while protecting religious organizations right to decline ceremonies.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ9,,
Karrie K. Delaney,voting-rights,2,Delaney co-sponsored HJ 2 (2025) a constitutional amendment enshrining the right to vote and clarifying voter qualifications - demonstrating support for constitutional protection of voting rights.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ2,,
Dan Helmer,civil-rights,2,Helmer chiefly patronized HB 18 (2024) strengthening hate crime penalties to include ethnic animosity and prohibiting employment discrimination based on ethnicity - expanding civil rights protections and enforcement.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB18,,
Dan Helmer,healthcare,2,Helmer chiefly patronized HB 278 (2024) requiring the state Medicaid plan to cover fertility preservation treatments for patients facing medical procedures that may impair fertility - expanding healthcare access.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB278,,
Dan Helmer,campaign-finance,3,Helmer chiefly patronized HB 276 (2024) requiring disclosure of funding sources for campaign advertisements and independent expenditures - promoting transparency in political spending without imposing contribution limits.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB276,,
Dan Helmer,voting-rights,2,Helmer co-sponsored HJ 2 (2025) a constitutional amendment enshrining the right to vote and clarifying voter qualifications - demonstrating support for constitutional protection of voting rights.,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+HJ2,,
