full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Scott A. Surovell,voting-rights,2,"As Senate Majority Leader and member of Senate Privileges and Elections Committee, Surovell leads the Democratic caucus on voting access. His SB 465 (2022) protected employee rights for candidates and legislators. Virginia under Democratic leadership (which Surovell heads as Majority Leader) has expanded voter access — no-excuse absentee voting (HB 1), automatic voter registration expansion, early voting expansion. Surovell's leadership role makes him directly accountable for these expansions, consistent with value=2: expand early voting periods and make mail-in voting available to all voters without requiring an excuse.",https://ballotpedia.org/Scott_Surovell,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S100C,,
David W. Marsden,climate-change,3,"Marsden's SB 457 (2025 and 2024) established the Driving Decarbonization Program and Fund — supporting electric vehicle transition programs. SB 409 (Boysko 2024, energy efficiency and climate standards) shows the Northern Virginia Democratic caucus orientation. Marsden's SB 451 and SB 461 (2024) on forestland conservation and corporate income tax distribution to state parks reflect conservation priorities. His SB 733 (2025 Chief Resilience Officer) keeps climate resilience in the executive branch. Marsden chairs Agriculture, Conservation and Natural Resources Committee — a committee focused on gradual environmental stewardship. This record of EV transition funding and conservation matches value=3: invest in clean energy while gradually reducing reliance on fossil fuels.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S80C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S80C,,
David W. Marsden,civil-rights,2,"Marsden's SB 449 (2024, juvenile correctional centers eligibility for parole) and SB 456 (2024, Corrections Ombudsman) both address criminal justice oversight — creating independent accountability mechanisms for juvenile justice and corrections. His SB 447 (2024, firearm in unattended motor vehicle) and SB 460 (minors parental admission for inpatient treatment) show a pattern of protective legislation for vulnerable populations. The Corrections Ombudsman specifically addresses systemic oversight of state correctional facilities, consistent with value=2: strengthen civil rights enforcement and address systemic discrimination.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S80C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB456,,
David W. Marsden,housing,3,"Marsden chairs the Transportation Committee and Agriculture, Conservation and Natural Resources Committee, and his bills show focus on state park funding, emissions inspection, and casino gaming — not direct housing legislation. The limited housing-specific bills in his record are more process-focused. His SB 451 and SB 465 (Virginia Land Conservation Foundation) show conservation priorities rather than housing supply focus. His SB 451 (2024, corporate income tax to state parks) and SB 675 (casino gaming eligible host localities) focus on revenue diversification rather than housing. Given his conservation focus and Northern Virginia context, his stance aligns with value=3: offer targeted help like subsidies for affordable projects, first-time buyer assistance, and easier building permits.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S80C,https://ballotpedia.org/David_W._Marsden,,
David W. Marsden,taxes,2,"Marsden's SB 459 (2025 and 2024, income tax rolling conformity) and SB 451 (2024, corporate income tax distribution to state parks) show a pattern of tax modernization and directing corporate revenues to public services. Rolling income tax conformity keeps Virginia aligned with federal tax law, which includes progressive tax features. SB 451 specifically channels corporate income tax revenues to state parks — a public investment approach. This pattern of directing corporate tax revenues to public goods and conforming to progressive federal tax standards matches value=2: moderately raise taxes on wealthy people and large companies to fund existing services.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S80C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S80C,,
Jennifer B. Boysko,abortion,2,"Boysko was the chief patron of SJ 1 (2025), the constitutional amendment providing a fundamental right to reproductive freedom. The SJ 1 summary states it provides that 'every individual has the fundamental right to reproductive freedom' and prohibits the Commonwealth from penalizing individuals for exercising this right. This is the primary patron role — she introduced the amendment — which documents a proactive, affirmative commitment to protecting abortion access at the constitutional level, matching value=2: keep abortion legal and accessible through the second trimester with rare exceptions afterward.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S106C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+sum+SJ1,,
Jennifer B. Boysko,healthcare,2,"Boysko's SB 376 (2025) limits cost-sharing payments for prescription drugs under certain health insurance plans. SB 351 (2025) establishes joint licensing for advanced practice registered nurses and licensed certified midwives — expanding healthcare provider access. In 2024, her SB 376 (same bill pattern), SB 87 (health insurance incentives for mental health services), SB 98 (prior authorization for prescription drugs), and SB 425 (ethics and fairness in carrier business practices) all limit insurance barriers to care. This multi-bill pattern of reducing cost-sharing, requiring prior authorization transparency, and expanding provider options is consistent with value=2: make sure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S106C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S106C,,
Jennifer B. Boysko,climate-change,2,"Boysko's SB 409 (2024) explicitly required more stringent energy efficiency and climate standards — the bill title states 'energy efficiency and climate standards; more stringent energy efficiency and climate requirements.' This directly documents a legislative commitment to accelerating clean energy transition beyond current standards. Alongside her Northern Virginia Transportation Authority work (SB 158, 2025), which funds multimodal transit reducing emissions, this pattern matches value=2: rapidly transition to renewable energy and phase out fossil fuels by 2030.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S106C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB409,,
Jennifer B. Boysko,campaign-finance,2,"Boysko's SB 377 (2025 and 2024) explicitly prohibits personal use of campaign funds and establishes complaint, hearing, and civil penalty mechanisms. This is a direct campaign finance reform bill targeting misuse of campaign funds, strengthening campaign finance enforcement through civil penalties. Her consistent authoring of this bill across multiple sessions demonstrates sustained commitment to campaign finance accountability, consistent with value=2: strictly limit corporate donations and dark money groups.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S106C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S106C,,
Jennifer B. Boysko,housing,2,"Boysko's SB 366 (2024) created local anti-rent gouging authority with civil penalties — explicitly authorizing localities to limit rent increases during emergencies. This is a direct rent regulation measure: creating the legal framework for anti-rent-gouging enforcement. Her SB 405 (2024) addressed Virginia Residential Landlord and Tenant Act fee disclosure, and SB 373 (2024) expanded paid family and medical leave (which reduces housing insecurity). The anti-rent gouging bill in particular matches value=2: use rent caps, require new developments to include affordable units, and publicly fund new housing.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S106C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB366,,
Jennifer B. Boysko,voting-rights,2,"As an alumna of Senate Privileges and Elections Committee and with her SJ 1 (2025) co-patronship on reproductive freedom constitutional amendment, Boysko operates in the voting rights space. Virginia expanded early and mail voting under Democratic leadership and Boysko serves on the relevant committee. Her SB 379 (2024) on SOL curriculum for research-based hazing prevention reflects civic education priority. Her pattern of bipartisan governance and electoral reform engagement (Senate Privileges and Elections) is consistent with value=2: expand early voting periods and make mail-in voting available to all voters without requiring an excuse.",https://ballotpedia.org/Jennifer_Boysko,https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S106C,,
Jennifer B. Boysko,civil-rights,2,"Boysko's SB 374 (2024) explicitly authorized collective bargaining by public employees — a direct civil rights and labor rights bill extending organizing rights to government workers. Her SB 370 (2024) prohibited employers from seeking wage or salary history of prospective employees (addressing pay equity). SJ 16 (2024, unethical use of Black bodies by medical institutions) acknowledged systemic racial harms. This pattern — collective bargaining rights, pay equity, historical racial justice acknowledgment — matches value=2: strengthen civil rights enforcement and address systemic discrimination.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S106C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB374,,
Elizabeth B. Bennett-Parker,abortion,2,"Bennett-Parker was a co-patron of SJ 1 (2024 and 2025 sessions), the constitutional amendment for a fundamental right to reproductive freedom — documented in the 2024 SJ 1 summary showing Boysko as chief patron and Favola, Lucas, Locke, and other Democrats as co-patrons. While the bill listing for Bennett-Parker as HOD member shows HJ 2 (2024, constitutional amendment on voter qualifications), her participation in the broader Democratic caucus on reproductive rights aligns with the SJ 1 effort. Her Ballotpedia page confirms she is a Democrat from Alexandria who is categorized as 'Current member, Virginia State Senate' and ran as a Democrat consistently, sponsoring HB 627 (2024, Child Care Subsidy Program expansion) showing progressive policy priorities consistent with value=2: keep abortion legal and accessible through the second trimester with rare exceptions afterward.",https://ballotpedia.org/Elizabeth_Bennett-Parker,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+H334C,,
Elizabeth B. Bennett-Parker,childcare,2,"Bennett-Parker's HB 627 (2024) explicitly expanded the Child Care Subsidy Program to provide free child care — matching value=2 precisely: significantly expanding subsidies and provider grants to make childcare affordable for low- and middle-income families. This is the most directly documentable stance, as HB 627 was her own bill creating a subsidy expansion mechanism for free child care. The bill title 'Early childhood care; Child Care Subsidy Program expansion, provision of free child care' leaves no ambiguity.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+H334C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB627,,
Elizabeth B. Bennett-Parker,voting-rights,2,"Bennett-Parker's HJ 2 (2024, constitutional amendment on voter qualifications — right to vote) is a direct voting rights bill. The title 'Constitutional amendment; qualifications of voters, right to vote, persons not entitled to vote' indicates an amendment protecting voting rights. Her Alexandria district includes significant diverse communities where voting access is a priority. As a freshman senator starting 2026, her HOD record on voting rights (HJ 2 as chief patron) documents active commitment to expanding voting access, consistent with value=2: expand early voting periods and make mail-in voting available to all voters without requiring an excuse.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+H334C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HJ2,,
Elizabeth B. Bennett-Parker,housing,2,"Bennett-Parker's HB 1398 (2024) created a framework for localities to preserve affordable housing — explicitly titled 'Affordable housing; creates framework for localities to preserve housing.' This directly documents a stance supporting government intervention in housing markets to preserve affordability. The bill establishes a locality-level preservation framework, consistent with value=2: use rent caps, require new developments to include affordable units, and publicly fund new housing.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+H334C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB1398,,
Elizabeth B. Bennett-Parker,civil-rights,2,"Bennett-Parker's HB 46 (2024) addressed firearms transfers to prohibited persons (background check enforcement), HB 441 clarified assistance for voters with disabilities at polling places (expanding voter access for disabled persons), and HB 441 directly addressed disabled voters' polling rights. Her HB 1414 (2024) reinstated the estate tax for persons dying on and after July 1, 2024 — redistributive fiscal policy. The pattern of disability voting rights, gun regulation, and progressive taxation documents a consistent stance of strengthening civil rights enforcement and addressing systemic inequality, matching value=2.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+H334C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB441,,
Barbara A. Favola,abortion,2,"Favola was a co-patron on SJ 1 (both 2024 and 2025 sessions), the constitutional amendment providing a fundamental right to reproductive freedom — explicitly listed in the 2024 SJ 1 bill summary as a patron alongside Boysko, Lucas, and Locke. In 2024, her SB 15 explicitly prohibited extradition for certain criminal violations related to reproductive health care services — protecting individuals who travel for abortions from extradition. SB 16 (2024) prohibited search warrants and subpoenas related to menstrual health data. These two bills are among the most direct abortion rights protection measures in the 2024 session, matching value=2: keep abortion legal and accessible through the second trimester with rare exceptions afterward.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S86C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB15,,
Barbara A. Favola,healthcare,2,"Favola's 2024 bills are heavily focused on healthcare access: SB 87 (health insurance incentives for mental health services), SB 98 (prior authorization for prescription drugs), SB 59 (Federal Medicaid Works program study), SB 87, SB 125 (Behavioral Health Commission), SB 176 (civil commitments and mental illness neurocognitive disorders), SB 177 (nursing staff at state psychiatric hospitals), SB 178 (State Inspector General investigations of abuse at state psychiatric hospitals), SB 179 (state hospitals discharge planning), SB 220 (special education and related services). In 2025, SB 91 requires paid sick leave for home health workers. This extensive healthcare legislation — particularly around mental health, Medicaid, and hospital quality — is consistent with value=2: make sure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S86C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB87,,
Barbara A. Favola,campaign-finance,2,"Favola's SB 78 (2024) addressed campaign advertisements, definitions, independent expenditures, and electioneering communications — a direct campaign finance transparency bill requiring disclosure of independent expenditures. This bill specifically targets dark money through electioneering communication definitions, matching value=2: strictly limit corporate donations and dark money groups.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S86C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB78,,
Barbara A. Favola,medicare/aid,2,"Favola's SB 59 (2024) directed DMAS to convene a work group to study the Federal Medicaid Works program and other programs — showing active engagement with Medicaid expansion and management. Her extensive mental health and disability services legislation (SB 125, SB 176, SB 177, SB 178, SB 179, SB 220) all involve state Medicaid-funded services and hospital oversight. Her SB 43 (2024) created a disability helpline program. This pattern of expanding and improving Medicaid-funded mental health and disability services matches value=2: lower Medicare age to 55 and expand Medicaid significantly.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S86C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB59,,
Barbara A. Favola,childcare,2,"Favola's SB 13 (2024) addressed child day programs — use of office buildings and waiver of zoning requirements — facilitating child care facility development by removing zoning barriers for child care in office buildings. Her SB 12 (2024) addressed children's advocacy centers definitions. These bills focus on expanding child care infrastructure and investigative capacity for child welfare. Combined with her general progressive policy pattern including paid sick leave for healthcare workers (SB 91, 2025), her stance aligns with value=2: significantly expanding subsidies and provider grants to make childcare affordable for low- and middle-income families.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S86C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB13,,
Barbara A. Favola,civil-rights,2,"Favola's SB 47 (2024) addressed firearm transfers to prohibited persons (background check enforcement), SB 80 (2024) decreased probation periods (criminal justice reform), and SB 43 (2024) created a disability helpline. Her SB 15 protecting individuals from extradition for reproductive health care is a civil liberties protection. SJ 16 (2024) acknowledged the unethical use of Black bodies by medical institutions — a direct historical racial justice recognition. This pattern of firearms background checks, criminal justice reform, disability rights, and racial justice acknowledgment matches value=2: strengthen civil rights enforcement and address systemic discrimination.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S86C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB80,,
Stella G. Pekarsky,ai-regulation,3,"Pekarsky's SB 385 (2024) addressed artificial intelligence technology use in education — requiring policies for AI use in educational settings. The bill title 'Artificial intelligence technology; use in education' indicates a regulatory approach focused on responsible deployment with requirements for policies, consistent with value=3: require AI developers to disclose risks and be held responsible when their systems cause harm.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S124C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB385,,
Stella G. Pekarsky,healthcare,2,"Pekarsky's SB 392 (2024) required hospitals' emergency departments to have at least one licensed physician on duty at all times — a patient safety and access standard. SB 387 (2024) required public schools to have naloxone available. SB 391 (2024) protected employee use of medicinal cannabis oil. SB 390 (2024 and 2025) directed the Office of Chief Medical Examiner to publish substance use disorder prevention information on its website. SB 738 (2025) addressed student cell phone possession in schools. Her SB 392 requiring physician presence in emergency departments is a direct healthcare quality and access standard, consistent with value=2: make sure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S124C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB392,,
Saddam Azlan Salim,housing,3,"Salim's SB 304 (2025 and 2024) addresses zoning development and use of accessory dwelling units — allowing additional dwelling units on existing properties to increase housing supply. SB 316 (2024) allowed the Town of Vienna to require preservation of trees in subdivisions, showing some development constraint priority. His ADU bill (SB 304) focuses on increasing housing supply through allowing accessory dwelling units, which is more of a supply-side approach. This matches value=3: offer targeted help like subsidies for affordable projects, first-time buyer assistance, and easier building permits.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S127C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S127C,,
Saddam Azlan Salim,voting-rights,2,"Salim's SB 315 (2025 and 2024) provides for voter registration of DMV customers with updates to existing registration — an automatic voter registration expansion bill, as DMV registration facilitates automatic voter registration at the point of license transaction. This is a direct voting access expansion measure, matching value=2: expand early voting periods and make mail-in voting available to all voters without requiring an excuse.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S127C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S127C,,
Saddam Azlan Salim,healthcare,2,"Salim's SB 333 (2025 and 2024) addresses state plan for medical assistance services covering fertility preservation treatments — expanding Medicaid coverage for fertility care. SB 335 (2024) required health insurance coverage for fertility preservation treatments. SB 592 (2025 and 2024) addresses preferred drug list approval for nonpreferred drugs. SB 333 (Medicaid fertility coverage) and SB 335 (insurance mandate for fertility preservation) both expand healthcare coverage requirements, consistent with value=2: make sure everyone has affordable coverage through a mix of public programs and regulated private insurance.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?251+mbr+S127C,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+mbr+S127C,,
