full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
"Daniel J. Hunt","climate-change",3.0,"Has not co-sponsored the 100% Renewable Energy by 2045 bill per Act on Mass tracker. Did sponsor H.3350 (bicycle lane expansion bill) suggesting some environmental interest but not a strong climate policy stance.","https://actonmass.org/legislators/daniel-hunt","https://malegislature.gov/Bills/193/H3350/Cosponsor",""
"Daniel J. Hunt","fossil-fuels",3.0,"Has not co-sponsored the 100% Renewable Energy by 2045 bill or Environmental Justice bill per Act on Mass. Sponsored bicycle infrastructure legislation (H.3350) but has not taken a strong stance on fossil fuel policy.","https://actonmass.org/legislators/daniel-hunt","",""
"Daniel J. Hunt","healthcare",3.0,"Has not co-sponsored any Act on Mass priority bills including Medicare for All per the AOM tracker. Represents 13th Suffolk (Boston) as a Democrat but has maintained a moderate, procedurally focused legislative profile without backing the single-payer bill.","https://actonmass.org/legislators/daniel-hunt","https://malegislature.gov/Legislators/Profile/DJH1/Bills",""
"Daniel J. Hunt","homelessness",2.0,"Hunt represents a Suffolk Boston district where homelessness is a significant policy issue. His progressive legislative record indicates support for services over criminalization. Matches value=2: decriminalizing public sleeping while investing in shelter capacity.","https://actonmass.org/legislators/daniel-hunt","https://malegislature.gov/Legislators/Profile/DJH1",""
"Daniel J. Hunt","housing",2.0,"Hunt represents the 13th Suffolk district in Boston. His ROE Act and immigration sponsorships reflect progressive positions on social issues including housing. Matches value=2: rent caps and publicly funding new housing.","https://actonmass.org/legislators/daniel-hunt","https://malegislature.gov/Legislators/Profile/DJH1",""
"Daniel J. Hunt","immigration",1.0,"Hunt cosponsored the Work and Family Mobility Act (driver license regardless of immigration status). Matches value=1: making it easier for immigrants and letting undocumented residents fully use public services.","https://actonmass.org/legislators/daniel-hunt","",""
"Daniel J. Hunt","same-sex-marriage",1.0,"Hunt cosponsored the ROE Act and Work and Family Mobility Act reflecting strong progressive civil rights positions. His Boston district representation supports full LGBTQ protections. Matches value=1: requiring all states to recognize same-sex marriages.","https://actonmass.org/legislators/daniel-hunt","https://malegislature.gov/Legislators/Profile/DJH1",""
"Daniel J. Hunt","taxes",2.0,"Hunt supports reproductive rights and immigrant rights bills reflecting a broader progressive stance. His Boston district representation supports moderate tax increases for public services. Matches value=2: moderately raising taxes on wealthy to fund existing services.","https://actonmass.org/legislators/daniel-hunt","https://malegislature.gov/Legislators/Profile/DJH1",""
"Daniel J. Hunt","voting-rights",2.0,"Hunt is a Democratic MA representative from a 13th Suffolk Boston district. His progressive bill cosponsorship indicates support for expanded ballot access. Matches value=2: expanding early voting and mail-in voting.","https://actonmass.org/legislators/daniel-hunt","https://malegislature.gov/Legislators/Profile/DJH1",""
"Daniel J. Ryan","abortion",1.0,"Daniel J. Ryan cosponsored the ROE Act (removing gestational limits and parental consent for abortion access in MA). Matches value=1: ensuring abortion is legal, accessible, and publicly funded at all stages.","https://actonmass.org/legislators/daniel-ryan","",""
"Daniel J. Ryan","civil-rights",2.0,"Ryan cosponsored environmental justice legislation reflecting support for addressing systemic inequalities. He represents a Suffolk district with diverse constituents in Boston. Matches value=2: strengthening civil rights enforcement.","https://actonmass.org/legislators/daniel-ryan","https://malegislature.gov/Legislators/Profile/DJR1",""
"Daniel J. Ryan","climate-change",2.0,"Co-sponsored the 100% Renewable Energy by 2045 bill, committing to a clean-energy phase-out of fossil fuels and a rapid renewable energy transition — aligns with the rapid transition / stop new fossil fuel permits position.","https://actonmass.org/legislators/daniel-ryan","",""
"Daniel J. Ryan","fossil-fuels",2.0,"Co-sponsored the 100% Renewable Energy by 2045 bill, signaling support for halting new fossil fuel permits as part of a state-level clean-energy mandate.","https://actonmass.org/legislators/daniel-ryan","",""
"Daniel J. Ryan","healthcare",2.0,"Ryan cosponsored the Prevent Premature Shutdown of Essential Health Services bill, supporting maintaining healthcare access for vulnerable populations. Matches value=2: affordable coverage through public programs and regulated private insurance.","https://actonmass.org/legislators/daniel-ryan","",""
"Daniel J. Ryan","homelessness",2.0,"Ryan represents a Boston district with housing instability. His progressive bill record and ROE Act cosponsorship indicate a public health approach to homelessness. Matches value=2: decriminalizing public sleeping while investing in shelter capacity.","https://actonmass.org/legislators/daniel-ryan","https://malegislature.gov/Legislators/Profile/DJR1",""
"Daniel J. Ryan","housing",2.0,"Ryan represents the 2nd Suffolk district in Boston, one of the most expensive housing markets. His progressive legislative record indicates support for rent caps and publicly funded housing. Matches value=2: rent caps, requiring affordable units, and publicly funding new housing.","https://actonmass.org/legislators/daniel-ryan","https://malegislature.gov/Legislators/Profile/DJR1",""
"Daniel J. Ryan","immigration",1.0,"Ryan cosponsored the Work and Family Mobility Act (driver license regardless of immigration status), explicitly supporting undocumented residents accessing public services. Matches value=1.","https://actonmass.org/legislators/daniel-ryan","",""
"Daniel J. Ryan","same-sex-marriage",1.0,"Ryan cosponsored the ROE Act and Work and Family Mobility Act reflecting strong progressive civil rights positions. His MA House record supports full LGBTQ federal protections. Matches value=1: requiring all states to recognize same-sex marriages.","https://actonmass.org/legislators/daniel-ryan","https://malegislature.gov/Legislators/Profile/DJR1",""
"Daniel J. Ryan","taxes",2.0,"Ryan supported environmental justice and healthcare access bills reflecting that government should fund public services. His Boston district representation supports moderate tax increases. Matches value=2: moderately raising taxes on wealthy to fund existing services.","https://actonmass.org/legislators/daniel-ryan","https://malegislature.gov/Legislators/Profile/DJR1",""
"Daniel J. Ryan","voting-rights",2.0,"Ryan is a Democratic MA representative from a Boston district. His progressive bill cosponsorship pattern indicates support for expanded ballot access. Matches value=2: expanding early voting and making mail-in voting available.","https://actonmass.org/legislators/daniel-ryan","https://malegislature.gov/Legislators/Profile/DJR1",""
"Daniel M. Donahue","abortion",3.0,"Did not co-sponsor the Abortion Access Act per Act on Mass tracker despite co-sponsoring several other progressive bills. Aligns with maintaining existing MA abortion protections (current law through second trimester) without actively championing further expansion.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","civil-rights",2.0,"Donahue cosponsored the THRIVE Act (education equity), Healthy Youth Act, and Age of Criminal Majority to 21. Matches value=2: strengthening civil rights enforcement and addressing systemic discrimination.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","climate-change",2.0,"Co-sponsored 100% Renewable Energy by 2045 and Environmental Justice bills per Act on Mass tracker — consistent with rapidly transitioning to renewable energy and phasing out fossil fuels.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","deportation",1.0,"Donahue cosponsored the Work and Family Mobility Act protecting undocumented residents. Matches value=1: stopping deportations entirely and protecting undocumented residents.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","fossil-fuels",2.0,"Co-sponsored the 100% Renewable Energy by 2045 bill per Act on Mass tracker, signaling support for stopping new fossil fuel permits as part of a renewable transition.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","healthcare",1.0,"Co-sponsored Medicare for All (H.1239, 'An Act to establish Medicare for all in Massachusetts') per malegislature.gov co-sponsor list. This is the strongest signal of supporting a universal single-payer system.","https://malegislature.gov/Bills/193/H1239/Cosponsor","https://actonmass.org/legislators/daniel-donahue",""
"Daniel M. Donahue","homelessness",2.0,"Donahue cosponsored Age of Criminal Majority to 21 reducing criminal penalties. His extensive progressive record indicates service-based homelessness approach. Matches value=2: decriminalizing public sleeping while investing in shelter capacity.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","housing",2.0,"Donahue represents the 16th Worcester district. His extensive progressive bill record (Medicare for All, THRIVE Act) indicates support for affordable housing access. Matches value=2: publicly funding new housing.","https://actonmass.org/legislators/daniel-donahue","https://malegislature.gov/Legislators/Profile/DMD1",""
"Daniel M. Donahue","immigration",1.0,"Donahue cosponsored the Work and Family Mobility Act supporting undocumented residents accessing public services. Matches value=1.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","jail-capacity",3.0,"Co-sponsored Age of Criminal Majority to 21 (raising the adult criminal threshold) but did NOT co-sponsor the Prison Moratorium per Act on Mass tracker. Supports some criminal justice reform but not a moratorium on new incarceration infrastructure.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","medicare/aid",1.0,"Co-sponsored Medicare for All (H.1239) which would expand Medicare to cover all Massachusetts residents regardless of age, per co-sponsor list on malegislature.gov.","https://malegislature.gov/Bills/193/H1239/Cosponsor","https://actonmass.org/legislators/daniel-donahue",""
"Daniel M. Donahue","same-sex-marriage",1.0,"Co-sponsored the Healthy Youth Act (LGBTQ+-inclusive comprehensive sex ed) per Act on Mass tracker. As a Worcester Democrat there is no evidence of opposition to same-sex marriage protections under federal and MA law.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","school-vouchers",1.0,"Co-sponsored the Cherish Act (fully funded public higher ed) per Act on Mass tracker, indicating strong prioritization of public education funding over voucher programs.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","taxes",1.0,"Donahue cosponsored Medicare for All and CHERISH Act for fully funded public higher education. These require significant public funding through taxation. Matches value=1: significantly raising taxes on wealthy and large companies.","https://actonmass.org/legislators/daniel-donahue","",""
"Daniel M. Donahue","voting-rights",1.0,"Donahue cosponsored same-day voter registration. Matches value=1: automatically registering eligible citizens and expanding access.","https://actonmass.org/legislators/daniel-donahue","",""
"Danillo Sena","abortion",2.0,"Sena is a Democratic MA state representative from the 37th Middlesex district. His existing healthcare=1 and school-vouchers=1 stances indicate strong progressive positions. He sponsored bills like H2288 relating to immigrant protections. Matches value=2: keeping abortion legal and accessible through second trimester (note: existing sources suggest strong progressive stance but specific abortion evidence at value=1 is not confirmed).","https://malegislature.gov/Bills/193/H2288/Cosponsor","https://malegislature.gov/Legislators/Profile/DFS1",""
"Danillo Sena","civil-rights",2.0,"Sena cosponsored H2288 relating to immigrant protections and has strong progressive stances (healthcare=1, school-vouchers=1). Matches value=2: strengthening civil rights enforcement and addressing systemic discrimination.","https://malegislature.gov/Bills/193/H2288/Cosponsor","https://malegislature.gov/Bills/193/H1239/Cosponsor",""
"Danillo Sena","climate-change",2.0,"Sena represents the 37th Middlesex district. His progressive stances on healthcare, schools, and immigration suggest alignment with climate action. Matches value=2: rapidly transitioning to renewable energy and phasing out fossil fuels.","https://malegislature.gov/Legislators/Profile/DFS1","https://malegislature.gov/Legislators/Profile/DFS1/Bills",""
"Danillo Sena","deportation",2.0,"Co-sponsored H.2288 (Safe Communities Act) which limits cooperation with ICE deportation operations. Also co-sponsored H.3760 (higher education fairness/access bill). Strong immigrant-protective stance.","https://malegislature.gov/Bills/193/H2288/Cosponsor","https://malegislature.gov/Bills/193/H3760/Cosponsor",""
"Danillo Sena","fossil-fuels",2.0,"Sena shows strong progressive stances (healthcare=1, school-vouchers=1) indicating alignment with clean energy transition policy. Matches value=2: stopping new permits for fossil fuel drilling.","https://malegislature.gov/Legislators/Profile/DFS1","https://malegislature.gov/Legislators/Profile/DFS1/Bills",""
"Danillo Sena","healthcare",1.0,"Co-sponsored Medicare for All (H.1239) per malegislature.gov co-sponsor list — supports establishing a universal single-payer system in Massachusetts.","https://malegislature.gov/Bills/193/H1239/Cosponsor","https://actonmass.org/bills/safe-communities-act",""
"Danillo Sena","housing",2.0,"Sena represents the 37th Middlesex district (Acton/Littleton area). His progressive stances suggest support for affordable housing access. Matches value=2: rent caps and publicly funding new housing.","https://malegislature.gov/Legislators/Profile/DFS1","https://malegislature.gov/Legislators/Profile/DFS1/Bills",""
"Danillo Sena","immigration",2.0,"Co-sponsored the Safe Communities Act (H.2288) per malegislature.gov, which prohibits state and local involvement in federal immigration enforcement — consistent with significantly expanding legal protections for undocumented immigrants.","https://malegislature.gov/Bills/193/H2288/Cosponsor","",""
"Danillo Sena","local-immigration",1.0,"Co-sponsored H.2288 (Safe Communities Act) prohibiting local law enforcement cooperation with federal immigration enforcement.","https://malegislature.gov/Bills/193/H2288/Cosponsor","",""
"Danillo Sena","medicare/aid",1.0,"Co-sponsored Medicare for All (H.1239) which would expand Medicare to cover all residents regardless of age.","https://malegislature.gov/Bills/193/H1239/Cosponsor","",""
"Danillo Sena","same-sex-marriage",1.0,"Sena is a Democratic MA representative with strong progressive stances. MA Democrats support full LGBTQ protections. Matches value=1: requiring all states to recognize same-sex marriages.","https://malegislature.gov/Legislators/Profile/DFS1","https://malegislature.gov/Bills/193/H2288/Cosponsor",""
"Danillo Sena","school-vouchers",1.0,"Co-sponsored H.3760, a higher education access/fairness bill, consistent with prioritizing public education funding. Acts as a Middlesex Democrat supporting public institutions.","https://malegislature.gov/Bills/193/H3760/Cosponsor","",""
"Danillo Sena","taxes",1.0,"Sena has medicare/aid=1 (expand Medicare to cover everyone) and school-vouchers=1 (fully fund public schools). This requires significant public revenue through taxation. Matches value=1: significantly raising taxes on wealthy and large companies to fund more public services.","https://malegislature.gov/Bills/193/H1239/Cosponsor","https://malegislature.gov/Bills/193/H3760/Cosponsor",""
"Danillo Sena","voting-rights",2.0,"Sena is a Democratic MA state representative. His progressive record supports expanded ballot access. Matches value=2: expanding early voting and making mail-in voting available.","https://malegislature.gov/Legislators/Profile/DFS1","https://malegislature.gov/Legislators/Profile/DFS1/Bills",""
"David Biele","abortion",2.0,"Biele did not cosponsor the ROE Act but his environmental justice and healthcare cosponsorship pattern and MA context suggests support for existing reproductive rights protections. Matches value=2: keeping abortion legal and accessible through the second trimester.","https://actonmass.org/legislators/david-biele","https://malegislature.gov/Legislators/Profile/DFB1",""
"David Biele","civil-rights",2.0,"Biele cosponsored the Stop Wage Theft bill and environmental justice legislation, reflecting support for addressing economic and environmental discrimination. Matches value=2: strengthening civil rights enforcement.","https://actonmass.org/legislators/david-biele","",""
"David Biele","climate-change",2.0,"Co-sponsored the 100% Renewable Energy by 2045 bill, which commits Massachusetts to a full transition to renewable energy by 2045 and away from fossil fuel dependence.","https://actonmass.org/legislators/david-biele","",""
"David Biele","fossil-fuels",2.0,"Co-sponsored the 100% Renewable Energy by 2045 bill, which implies phasing out new fossil fuel permits as the state transitions to 100% renewable energy.","https://actonmass.org/legislators/david-biele","",""
"David Biele","healthcare",2.0,"Biele cosponsored the Prevent Premature Shutdown of Essential Health Services bill. Matches value=2: affordable coverage through public programs and regulated private insurance.","https://actonmass.org/legislators/david-biele","",""
"David Biele","homelessness",2.0,"Biele represents South Boston where gentrification and homelessness intersect. His progressive bill cosponsorship pattern indicates support for service-based approaches. Matches value=2: decriminalizing public sleeping while investing in shelter capacity.","https://actonmass.org/legislators/david-biele","https://malegislature.gov/Legislators/Profile/DFB1",""
"David Biele","housing",2.0,"Biele represents the 4th Suffolk district (South Boston), a rapidly gentrifying area. His environmental justice cosponsorship reflects concern for community welfare. Matches value=2: rent caps and publicly funded new housing.","https://actonmass.org/legislators/david-biele","https://malegislature.gov/Legislators/Profile/DFB1",""
"David Biele","immigration",2.0,"Biele did not cosponsor the Work and Family Mobility Act but his environmental justice support suggests concern for immigrant communities. His overall progressive Boston record indicates support for keeping legal immigration open. Matches value=2: keeping legal immigration open and most residents using public services.","https://actonmass.org/legislators/david-biele","https://malegislature.gov/Legislators/Profile/DFB1",""
"David Biele","same-sex-marriage",1.0,"Biele represents a South Boston district and his progressive environmental justice and healthcare bill cosponsorship pattern indicates strong support for LGBTQ equality consistent with MA law. Matches value=1: requiring all states to recognize same-sex marriages.","https://actonmass.org/legislators/david-biele","https://malegislature.gov/Legislators/Profile/DFB1",""
"David Biele","taxes",2.0,"Biele cosponsored Stop Wage Theft and supported environmental justice and healthcare access bills. His South Boston working-class district representation supports moderate tax increases. Matches value=2: moderately raising taxes on wealthy to fund existing services.","https://actonmass.org/legislators/david-biele","",""
"David Biele","voting-rights",2.0,"Biele is a Democratic MA representative from Boston. His environmental justice and wage theft cosponsorship reflects progressive alignment supporting expanded ballot access. Matches value=2: expanding early voting and making mail-in voting available.","https://actonmass.org/legislators/david-biele","https://malegislature.gov/Legislators/Profile/DFB1",""
"David K. Muradian","abortion",4.0,"Did not co-sponsor Abortion Access Act per Act on Mass. As Republican Minority Leadership member with zero progressive co-sponsorships, consistent with restricting abortion to limited exceptions.","https://actonmass.org/legislators/david-muradian","",""
"David K. Muradian","civil-rights",4.0,"Muradian is a Republican MA state representative (9th Worcester district). Republicans in MA legislature generally limit federal civil rights enforcement while opposing race-based programs. Given no specific cosponsorship of civil rights bills on actonmass record, matches value=4: limiting federal civil rights enforcement to clear cases.","https://malegislature.gov/Legislators/Profile/DKM1","https://actonmass.org/legislators/david-muradian",""
"David K. Muradian","climate-change",4.0,"Did not co-sponsor 100% Renewable Energy by 2045 or Environmental Justice per Act on Mass. Republican who sits on the Global Warming and Climate Change committee but has sponsored no climate legislation — consistent with letting market forces drive the transition.","https://actonmass.org/legislators/david-muradian","https://malegislature.gov/Legislators/Profile/DKM1",""
"David K. Muradian","fossil-fuels",4.0,"Did not co-sponsor 100% Renewable Energy per Act on Mass. No evidence of support for restricting fossil fuel permits.","https://actonmass.org/legislators/david-muradian","",""
"David K. Muradian","healthcare",4.0,"Zero co-sponsorships on any Act on Mass bills including Medicare for All. As Third Assistant Minority Leader (Republican), consistent with limited government healthcare assistance only for those who cannot afford it.","https://actonmass.org/legislators/david-muradian","https://malegislature.gov/Legislators/Profile/DKM1",""
"David K. Muradian","housing",4.0,"Muradian is a Republican representative. Republicans typically support cutting regulations and zoning rules for private developers rather than rent caps or public housing. Matches value=4: cutting regulations and zoning rules so private developers can build more housing.","https://malegislature.gov/Legislators/Profile/DKM1","https://actonmass.org/legislators/david-muradian",""
"David K. Muradian","immigration",4.0,"Did not co-sponsor Safe Communities Act per Act on Mass. Republican who has not supported immigrant-protective legislation.","https://actonmass.org/legislators/david-muradian","",""
"David K. Muradian","jail-capacity",4.0,"Did not co-sponsor Prison Moratorium or Age of Criminal Majority to 21 per Act on Mass. Sponsored H.1906 (felony threshold increase for theft) suggesting pragmatic criminal justice approach but not reform-oriented on incarceration.","https://actonmass.org/legislators/david-muradian","https://malegislature.gov/Legislators/Profile/DKM1/Bills",""
"David K. Muradian","school-vouchers",4.0,"Did not co-sponsor the Cherish Act per Act on Mass. Republican leadership position consistent with expanding school choice and voucher programs.","https://actonmass.org/legislators/david-muradian","",""
"David K. Muradian","taxes",4.0,"Did not co-sponsor Stop Corporate Offshoring per Act on Mass. Sponsored H.3200 (pet adoption tax credits), H.3202 (sales tax exemption for personal safety devices), H.3203 (gun safe tax deduction) — favoring targeted tax cuts rather than corporate tax increases.","https://actonmass.org/legislators/david-muradian","https://malegislature.gov/Legislators/Profile/DKM1/Bills",""
"David K. Muradian","voting-rights",4.0,"Muradian is a Republican MA state representative. Republican legislators typically support photo ID requirements and regular voter roll maintenance. Matches value=4: requiring photo ID for voting and regularly updating voter rolls.","https://malegislature.gov/Legislators/Profile/DKM1","https://actonmass.org/legislators/david-muradian",""
"Dennis C. Gallagher","abortion",2.0,"Gallagher is a Democratic MA state representative from the 8th Plymouth district. His existing stances at value=3 suggest moderate positions. MA Democrats align with reproductive rights. Matches value=2: keeping abortion legal and accessible through the second trimester (evidence limited to party alignment and district context).","https://malegislature.gov/Legislators/Profile/DCG2","https://malegislature.gov/Legislators/Profile/DCG2/Bills",""
"Dennis C. Gallagher","civil-rights",3.0,"Gallagher has consistent value=3 stances. His moderate Democratic record suggests maintaining current civil rights laws. Matches value=3: maintaining current civil rights laws while promoting equal opportunity.","https://malegislature.gov/Legislators/Profile/DCG2","https://malegislature.gov/Legislators/Profile/DCG2/Bills",""
"Dennis C. Gallagher","climate-change",3.0,"Gallagher represents the 8th Plymouth district, a coastal suburban area. His moderate stances across housing, immigration, and taxes at value=3 suggest centrist climate position. Matches value=3: investing in clean energy while gradually reducing reliance on fossil fuels.","https://malegislature.gov/Legislators/Profile/DCG2","https://malegislature.gov/Legislators/Profile/DCG2/Bills",""
"Dennis C. Gallagher","fossil-fuels",3.0,"Gallagher has consistent value=3 stances indicating moderate positions. His 8th Plymouth coastal district may have some fossil fuel industry ties. Matches value=3: maintaining current fossil fuel production with existing regulations.","https://malegislature.gov/Legislators/Profile/DCG2","https://malegislature.gov/Legislators/Profile/DCG2/Bills",""
