state,cd,geo_id,incumbent_name,incumbent_pid,incumbent_external_id,incumbent_is_active,incumbent_stance_count,incumbent_top_up_tier
NC,4,3704,Valerie P. Foushee,248c67f9-b8bf-4627-b358-a0f49b47abe7,-37004,true,13,partial
NC,5,3705,Virginia Foxx,21b9bbfb-cb9b-44ab-90d5-8d3c847b8485,-37005,true,19,partial
NC,6,3706,Addison P. McDowell,74579547-1454-475e-ab35-12cf88a998b9,-37006,true,0,zero
NC,7,3707,David Rouzer,1fd041d0-473c-45f5-bbfb-54b42aaabc8d,-37007,true,17,partial
NC,8,3708,Mark Harris,a10b5487-6874-4395-b193-aee6980d5bfe,-37008,true,14,partial
NC,9,3709,Richard Hudson,951d32a1-8ff1-4c4f-be20-01efdf8f02dc,-37009,true,18,partial
NC,10,3710,Pat Harrigan,93573d4e-f9e8-41df-b1b4-cbb5b8006e3f,-37010,true,2,partial
NC,11,3711,Chuck Edwards,f7763de5-8cb1-439b-9176-2c16070c01df,-37011,true,5,partial
NC,12,3712,Alma S. Adams,2c12afd3-178d-46c3-a4ea-a09f2f796ce9,-37012,true,17,partial
NC,13,3713,Brad Knott,c432657b-d48d-4d3c-b2f2-6b83f6de47fc,-37013,true,5,partial
NC,14,3714,Tim Moore,e27f0fc2-ef98-4592-ae87-f6320f2b847e,-37014,true,16,partial
OH,1,3901,Greg Landsman,6cad043f-a4c0-48d5-af76-fdf70d319920,-39001,true,11,partial
OH,2,3902,David J. Taylor,1938e59f-bd7c-45fb-8dd1-2f7591a0fc3d,-39002,true,6,partial
OH,3,3903,Joyce Beatty,dd93f609-82f5-4923-8a0e-d73b58120b80,-39003,true,19,partial
OH,4,3904,Jim Jordan,09531f42-9724-4211-b33a-7f1af94b250e,-39004,true,18,partial
OH,5,3905,Robert E. Latta,e3c5cef5-08ff-4066-9fee-344733cb4137,-39005,true,17,partial
OH,6,3906,Michael A. Rulli,3fe892d9-3086-4088-a6d8-af7b3a8b80c1,-39006,true,4,partial
OH,7,3907,Max L. Miller,02706ab4-75fc-4bbd-ae1e-b879c0955d3f,-39007,true,6,partial
OH,8,3908,Warren Davidson,d7f3b400-2d9f-4d23-bd02-9edea5274e92,-39008,true,18,partial
OH,9,3909,Marcy Kaptur,4d530660-da80-4d96-9c59-1a33ddf08e4b,-39009,true,18,partial
OH,10,3910,Michael R. Turner,792fbe55-46f5-49db-8400-2ce2632fd1ea,-39010,true,4,partial
OH,11,3911,Shontel M. Brown,e7f9cb36-33ae-4291-94da-57d956c822af,-39011,true,14,partial
OH,12,3912,Troy Balderson,d053e66a-762e-4514-8e16-2ae672ee47e1,-39012,true,17,partial
OH,13,3913,Emilia Strong Sykes,5dc95a47-7f94-46b3-b797-4bd2429ceb3e,-39013,true,11,partial
OH,14,3914,David P. Joyce,811f725f-1eaa-4e67-9dbc-389698615e00,-39014,true,9,partial
OH,15,3915,Mike Carey,2dadf0d8-b767-4963-89ff-04441e995501,-39015,true,13,partial
PA,1,4201,Brian K. Fitzpatrick,a5d68f92-d5e2-4fa1-a191-a64e8ebb2ada,-42001,true,17,partial
PA,2,4202,Brendan F. Boyle,6d11b72d-fb42-49ca-b44f-89ef02defbb7,-42002,true,18,partial
PA,3,4203,Dwight Evans,3c962502-99c7-46ec-ae6b-0c69143f571c,-42003,true,20,partial
PA,4,4204,Madeleine Dean,bf942e86-fe8c-496f-9a36-212e9f9403e3,-42004,true,14,partial
PA,5,4205,Mary Gay Scanlon,ba906956-7359-4b26-8f1b-0d8f8d60b9fc,-42005,true,18,partial
PA,6,4206,Chrissy Houlahan,abf87328-e0fa-4ebd-89e6-6f1631e5a5c2,-42006,true,17,partial
PA,7,4207,Ryan Mackenzie,38f9fb6c-b2de-4a79-a9fa-82f400a6a6f2,-42007,true,12,partial
PA,8,4208,"Robert P. Bresnahan, Jr.",ac16b65b-c438-40e4-b192-1a01418c2225,-42008,true,8,partial
PA,9,4209,Daniel Meuser,345511a8-3f1a-40a7-96a6-b87d6ec011b1,-42009,true,12,partial
PA,10,4210,Scott Perry,7412719e-e468-4ce7-85fb-26516ca7610f,-42010,true,17,partial
PA,11,4211,Lloyd Smucker,a4f800f0-6634-47c6-a340-ca494544d9b5,-42011,true,15,partial
PA,12,4212,Summer L. Lee,117883ff-7a9a-42cb-b42b-82223f1d618d,-42012,true,20,partial
PA,13,4213,John Joyce,7a858437-ac72-45bf-a2b7-3cc130ca6584,-42013,true,16,partial
PA,14,4214,Guy Reschenthaler,6840c7e6-2169-43a4-8490-1e73c8704cbd,-42014,true,15,partial
PA,15,4215,Glenn Thompson,6cf68d79-f822-47c4-b702-1f14f20270e4,-42015,true,15,partial
PA,16,4216,Mike Kelly,4c34d7a5-ceea-493f-a6a4-cb5d14763593,-42016,true,17,partial
PA,17,4217,Christopher R. Deluzio,c20345d9-e451-4813-8645-985734fedba3,-42017,true,11,partial
VA,1,5101,Rob Wittman,8f4379fc-ae32-4f6a-8773-ac1d723106a5,-5102001,true,13,partial
VA,2,5102,Jen Kiggans,512f27a4-e24f-4f62-a288-18b1e37db463,-5102002,true,12,partial
VA,3,5103,Bobby Scott,cc499c9a-d165-4cd7-831d-51611339ac29,-5102003,true,14,partial
VA,4,5104,Jennifer McClellan,3e7c0e88-5e35-4d71-8022-98731af6461b,-5102004,true,12,partial
VA,5,5105,Ben Cline,e4deeac3-b172-473d-9696-a07d874f4795,-5102005,true,15,partial
VA,6,5106,Morgan Griffith,12eef223-444e-4bed-8081-f1fd26c43e42,-5102006,true,15,partial
VA,7,5107,Eugene Vindman,9a9d6b64-60b3-40c9-b213-4088d9a51e68,-5102007,true,1,partial
VA,8,5108,Don Beyer,0c1eef2f-19be-440f-b3d9-bd99d44ec056,-5102008,true,13,partial
VA,9,5109,John McGuire,e603fa67-7992-409e-a1e2-1385c32dc217,-5102009,true,2,partial
VA,10,5110,Suhas Subramanyam,98b05c70-2a30-48ea-81f3-b3216ffb0ca0,-5102010,true,1,partial
VA,11,5111,James Walkinshaw,32ea954f-8bfa-4d28-9f9e-12d1929cb853,-5102011,true,7,partial
