full_name,politician_id,topic_key,value,reasoning
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,climate-change,5,"Brammer co-sponsored SB234 (2026 Rulemaking Amendments), which prevents Utah environmental agencies from adopting regulations stronger than existing federal standards, weakening state air and water protections at a time of federal rollbacks. He supports maximizing fossil fuel exports including coal and natural gas with no evidence of climate-driven policy support. — best matches stance 5 (reject climate change policies and focus on economic growth instead)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,civil-rights,5,"Brammer voted YES on SB16 (2023) banning gender-affirming care for minors, voted NO on SB217 (CHIP for undocumented children), and earned an 85% Freedom Index rating reflecting consistent opposition to race- or identity-based government programs. Campaign materials emphasize constitutional rights framed as individual rather than group-based protections. — best matches stance 5 (eliminate affirmative action and all race-based government programs)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,campaign-finance,,No verifiable evidence found of Brady Brammer making public statements or casting votes specifically on campaign finance reform. No relevant state-level legislation identified in research.
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,misinformation,5,"Brammer's legislative pattern—voting YES on HB303 (curriculum restrictions) and YES on HB85 (Nullifying UN, 2026)—is consistent with strong opposition to government-directed content moderation. His campaign emphasizes government protecting freedom rather than limiting it. — best matches stance 5 (ban any government involvement in content moderation decisions)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,redistricting,5,"Brammer sponsored SB1011 (2025 Special Session) establishing three statistical tests courts must use to evaluate redistricting maps; critics argued it locked in Republican advantage by cementing partisan symmetry formulas favoring deep-red patterns and was challenged in court as undermining Proposition 4's anti-gerrymandering reforms. Brammer framed it as objective standards while structurally advantaging the ruling party. — best matches stance 5 (the party that controls the state legislature without outside interference)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,school-vouchers,4,"Utah's ESA/school-voucher program passed with overwhelming Republican support (54-20 House, 20-8 Senate) and Brammer has consistently supported education choice. His campaign website states families should keep resources and he votes with Republicans supporting school choice. Americans for Prosperity, which endorsed him, is a leading proponent of universal school choice. — best matches stance 4 (expanding voucher eligibility to most families so parents can choose the school that best fits their child, while maintaining baseline public school funding)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,data-centers,5,"Brammer explicitly stated Utah should be 'the leader in energy exports' and listed nuclear, geothermal, coal, and natural gas as priorities. He has pursued regulatory frameworks for modular nuclear reactors to attract data center investment and energy-intensive industries, with no evidence of seeking cost-sharing requirements or impact assessments. — best matches stance 5 (welcoming data center investment with competitive incentives and minimal regulatory barriers)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,homelessness,4,"Voted for HB421 (2024) establishing prioritized shelter access, which requires jurisdictions to maintain shelter options while enforcing camping bans. Brammer expressed being 'underwhelmed' with the state's homelessness response and emphasized accountability gaps, including lack of prosecution for drug possession near shelters and poor enforcement inside them. — best matches stance 4 (prohibiting encampments on public property with graduated warnings and penalties, while requiring jurisdictions to maintain basic shelter options)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,childcare,5,"Freedom Index records Brammer voting NO on SB248 (Expanding State-funded Childcare). His campaign emphasizes small government and that 'families and small businesses should keep more of what they earn,' consistent with opposition to government childcare subsidies. — best matches stance 5 (leaving childcare to the private market and families, with no government subsidies or mandates)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,ai-regulation,2,"Brammer stated that AI should have 'minimum possible regulation' that can 'protect consumers' while 'making sure we're not consolidating power into unaccountable companies while also creating room for innovation.' This light-touch, industry-friendly framing favors voluntary guidelines over mandates. — best matches stance 2 (suggest AI safety guidelines but let companies choose whether to follow them)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,immigration,5,"Voted NO on SB217 (2023, CHIP Benefits for Illegal Aliens), denying health benefits to undocumented immigrant children. Voted YES on HB516 (Foreign-owned Land restrictions). Consistent pattern of restricting both legal pathways and public services for non-citizens. — best matches stance 5 (stop most legal immigration and block public services for anyone without legal status)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,deportation,4,"Brammer actively opposed SB136 (2026), which would have limited ICE access to state facilities, saying 'I think this goes in the wrong direction' and 'We need more cooperation.' He characterized the bill as 'a statement bill.' His votes against CHIP benefits and support for immigration enforcement cooperation indicate support for deporting all undocumented people but no evidence of urging maximum urgency regardless of family ties. — best matches stance 4 (deport everyone without legal status, starting with those who have criminal records)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,healthcare,4,"Voted NO on SB217 (CHIP Benefits for Illegal Aliens), voted against HB7 (Social Services Budget expansion), and sponsored Medicaid waterfall-cut bill HB463 (2024). Campaign emphasizes government should not expand social services. Consistent pattern of opposing government-expanded healthcare while not calling for full privatization. — best matches stance 4 (only help the poorest people afford healthcare and leave everyone else to employers and private insurance)."
Brady Brammer,070c1c1c-ac9d-42e0-bff2-3f4467504cba,taxes,5,"Brammer's campaign touts 'tax cuts every one of the last six years,' he is designated a 'Friend of the Taxpayer,' and sponsored HB575 cutting the gas tax from 38 to 32 cents (2026). He serves on the Senate Revenue and Taxation Committee and has consistently championed cuts while opposing spending expansions (voted NO on SB248 childcare, HB7 social services, HB100 free school meals). — best matches stance 5 (drastically cut taxes and shrink government so people and businesses keep more of their money)."
