state,cd,geo_id,incumbent_name,incumbent_pid,incumbent_external_id,incumbent_is_active,incumbent_stance_count,incumbent_top_up_tier
NY,7,3607,Nydia M. Velázquez,8fad496d-d92d-4f68-bc25-93102a4612e8,-36007,true,20,partial
NY,8,3608,Hakeem S. Jeffries,42f9ff9e-b15d-4b0a-9f73-23015121069c,-36008,true,16,partial
NY,9,3609,Yvette D. Clarke,efa0cb88-6ae0-47dc-abe1-b1388983addf,-36009,true,20,partial
NY,10,3610,Daniel S. Goldman,c7f357ce-2fa0-4760-921b-905ff6a63944,-36010,true,14,partial
NY,11,3611,Nicole Malliotakis,56dfd8dd-ac7a-482a-848a-7c1d0e979606,-36011,true,12,partial
NY,12,3612,Jerrold Nadler,49a6832a-d736-4cfc-abd3-8ee9bf424ab0,-36012,true,18,partial
NY,13,3613,Adriano Espaillat,26636234-c292-4a02-8205-6b84f6864f82,-36013,true,18,partial
NY,14,3614,Alexandria Ocasio-Cortez,86533db6-cfb8-49bf-a265-74a3b3845575,-36014,true,24,done
NY,15,3615,Ritchie Torres,606e50d6-7c2d-424e-86f3-e7da3c2d37f7,-36015,true,21,partial
NY,16,3616,George Latimer,147f2883-d8c0-4a56-9adb-6b8c7990264b,-36016,true,15,partial
NY,17,3617,Michael Lawler,cd4e9f29-d1b0-40c1-9e4a-5024cdc7b028,-36017,true,15,partial
NY,18,3618,Patrick Ryan,8a42070d-5aaf-49f2-bdcd-5086adab496c,-36018,true,13,partial
NY,19,3619,Josh Riley,a6a6d7b2-88d4-441b-8191-d5baa0db6987,-36019,true,18,partial
NY,20,3620,Paul Tonko,52bbba11-e099-457b-a05b-aa8f4f5a5b13,-36020,true,17,partial
NY,21,3621,Elise M. Stefanik,963af970-08b4-4880-abf2-eab8afe78e67,-36021,true,21,partial
NY,22,3622,John W. Mannion,09a47b4e-566f-46dc-b14b-547b93282f09,-36022,true,14,partial
NY,23,3623,Nicholas A. Langworthy,556dded4-bd76-4e22-863f-60fa5e1d4d56,-36023,true,15,partial
NY,24,3624,Claudia Tenney,e1d8c7bb-cde0-4ec5-8863-0b8ce838cb57,-36024,true,18,partial
NY,25,3625,Joseph D. Morelle,c02d8232-aa7a-429a-9abe-dccb409c1c6f,-36025,true,16,partial
NY,26,3626,Timothy M. Kennedy,7e37b0b1-d311-4cf3-8f19-f861626d5d98,-36026,true,4,partial
TX,1,4801,Nathaniel Moran,e9236454-c687-4721-8193-e37e018c6905,-100301,true,0,zero
TX,2,4802,Dan Crenshaw,deae1b6d-3aa5-43fe-aff3-df73052cc434,-100302,true,0,zero
TX,3,4803,Keith Self,65013b5e-faf5-458a-abc7-24cd61e32bdb,-100303,true,0,zero
TX,4,4804,Pat Fallon,c6187c67-fa60-4fa2-917f-543cd7fc441f,-100304,true,0,zero
TX,5,4805,Lance Gooden,d141e4b7-f9a7-4ab0-927a-ba08348eab13,-100305,true,0,zero
TX,6,4806,Jake Ellzey,bb7b3620-83cb-4b88-a823-95a8e09f6e46,-100306,true,0,zero
TX,7,4807,Lizzie Fletcher,af3deea9-ba89-4d48-b16a-fa785b35a827,-100307,true,0,zero
TX,8,4808,Morgan Luttrell,b638dec8-86d9-4741-959f-002e7850a630,-100308,true,0,zero
TX,9,4809,Al Green,449ad20f-7190-4c59-9809-0805e5a0edd8,-100309,true,0,zero
TX,10,4810,Michael McCaul,1139cf4b-c7be-464f-b343-69c4b0f8ace6,-100310,true,0,zero
TX,11,4811,August Pfluger,4b04c042-bae9-456a-8ebc-e84e11397b23,-100311,true,0,zero
TX,12,4812,Craig Goldman,846501ab-5b92-4270-97ed-21a43842c726,-100312,true,0,zero
TX,13,4813,Ronny Jackson,184670b8-6647-4f84-a5fb-f2a9cfae3f5a,-100313,true,0,zero
TX,14,4814,Randy Weber,d5b43e69-b0df-44d5-83ba-a4baca56dd3b,-100314,true,0,zero
TX,15,4815,Monica De La Cruz,c3cb5289-17af-4952-9894-dbddfcd50484,-100315,true,0,zero
TX,16,4816,Veronica Escobar,276f0f2c-c521-417a-beb4-120b99915f13,-100316,true,0,zero
TX,17,4817,Pete Sessions,e3cfee5b-29ab-427b-adc9-acd97e4b0f9a,-100317,true,0,zero
TX,18,4818,Christian Menefee,76cfc903-921f-4c45-b10a-cbfa8bb1859f,-100318,true,0,zero
TX,19,4819,Jodey Arrington,2bbfde18-85fc-4beb-9378-ec22e955a78a,-100319,true,0,zero
TX,20,4820,Joaquin Castro,7c7b5942-8ad8-4e15-bd62-f16be22d676e,-100320,true,0,zero
TX,21,4821,Chip Roy,815bc4fa-a987-4245-9fa1-cb1026ca3ee5,-100321,true,0,zero
TX,22,4822,Troy Nehls,a0bc977b-71c6-4973-9082-3cc009445a02,-100322,true,0,zero
TX,23,4823,VACANT,,,,0,vacant
TX,24,4824,Beth Van Duyne,510f7802-7b58-4e4a-9824-37e169e65680,-100324,true,0,zero
TX,25,4825,Roger Williams,42e2edff-6da4-49c2-ba60-fd4acbb326f7,-100325,true,0,zero
TX,26,4826,Brandon Gill,4b7c5474-9a09-4e12-8f74-17d5748909b3,-100326,true,0,zero
TX,27,4827,Michael Cloud,4e29212d-3ff9-42fc-bcd8-817ad6fd90d7,-100327,true,0,zero
TX,28,4828,Henry Cuellar,b28df80b-5302-4016-9274-8f8320b5b9a9,-100328,true,0,zero
TX,29,4829,Sylvia Garcia,b956345e-e9fb-4e4f-97b3-ed2213f5da1e,-100329,true,0,zero
TX,30,4830,Jasmine Crockett,10d7e182-3200-41d1-b391-2b9abad273ca,-100330,true,0,zero
TX,31,4831,John Carter,2aa44302-0cd5-4ad1-9c43-557bb99bb88b,-100331,true,0,zero
TX,32,4832,Julie Johnson,db2251fb-8188-4d17-917f-ade709e5e498,-100332,true,0,zero
TX,33,4833,Marc Veasey,b9f6f264-b42d-4bf6-b069-3a0d8d1f3b95,-100333,true,0,zero
TX,34,4834,Vicente Gonzalez,6a18fa31-ad05-481a-bf5e-ecaa5cd193d1,-100334,true,0,zero
TX,35,4835,Greg Casar,24e22813-4b39-4305-979d-1ea5f210a4f4,-100335,true,0,zero
TX,36,4836,Brian Babin,c4ad307f-b38a-409c-8190-8dedad609d88,-100336,true,0,zero
TX,37,4837,Lloyd Doggett,ad8e300f-59f0-4cc6-a818-1986842353d1,-100337,true,0,zero
TX,38,4838,Wesley Hunt,0248c3ba-caea-4421-9be3-ceaa6e0df69e,-100338,true,0,zero
