full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified,editor_note
Madison Whittle,same-sex-marriage,5,"HJ3 (repealing the state's same-sex marriage ban) also passed Jan. 14, 2026, Whittle's first day in office. Cardinal News named only three House Republicans (Bloxom, Garrett, McNamara) as crossovers; Whittle was not among them, so he is scored as voting with the caucus to preserve the one-man-one-woman definition.",https://cardinalnews.org/2026/01/15/house-of-delegates-passes-four-constitutional-amendments-on-the-first-day-of-the-2026-general-assembly-session/,https://lis.virginia.gov/bill-details/20261/HJ3,,,,
Madison Whittle,taxes,4,"Whittle's campaign platform highlights his record on Danville City Council of fighting 'to lower real estate taxes, meal taxes, and utility costs' and pledges to 'combat the rising cost of living' in the House of Delegates, reflecting a broad tax-cutting orientation.",https://whittlefordelegate.com/issues,,,"You know how to spend your money better than the government does.","You know how to spend your money better than the government does.","Chosen as a clean, forward-looking statement of his low-tax philosophy from his campaign platform's Cost of Living section; verbatim, no edits needed (no name, party, or office reference in this sentence)."
"Thomas C. Wright, Jr.",abortion,4,"Wright voted with the Republican caucus against HJ1 (2026 reproductive-freedom amendment), which passed 64-34 on a reported party-line vote with no Republican crossovers noted by Cardinal News or Ballotpedia. No independent statement from Wright on exceptions was found, so this is scored as support for restricting abortion to rape, incest, or maternal-health cases rather than a total ban.",https://cardinalnews.org/2026/01/15/house-of-delegates-passes-four-constitutional-amendments-on-the-first-day-of-the-2026-general-assembly-session/,https://lis.virginia.gov/bill-details/20261/HJ1,,,,
"Thomas C. Wright, Jr.",same-sex-marriage,5,"Wright voted against HJ3, which repeals Virginia's same-sex marriage ban; Cardinal News identified only three House Republicans (Bloxom, Garrett, McNamara) as crossovers, and Wright was not among them.",https://cardinalnews.org/2026/01/15/house-of-delegates-passes-four-constitutional-amendments-on-the-first-day-of-the-2026-general-assembly-session/,https://lis.virginia.gov/bill-details/20261/HJ3,,,,
Eric Zehr,abortion,4,"Zehr voted with the Republican caucus against HJ1 (2026 reproductive-freedom amendment, 64-34 party-line per Cardinal News/Ballotpedia). He was also chief patron of HR5 (2026), a resolution directing a study of the 'legal effects and consequences' of the amendment that raised concerns its broad language could have sweeping legal implications, underscoring strong opposition to the amendment. Neither source establishes a call for a total ban with no exceptions.",https://cardinalnews.org/2026/01/15/house-of-delegates-passes-four-constitutional-amendments-on-the-first-day-of-the-2026-general-assembly-session/,https://www.keepinglawsimple.org/states/virginia/bills/2026/HR5,https://lis.virginia.gov/bill-details/20261/HJ1,,,
Eric Zehr,same-sex-marriage,5,"Zehr voted against HJ3, which repeals Virginia's same-sex marriage ban; Cardinal News identified only three House Republicans (Bloxom, Garrett, McNamara) as crossovers, and Zehr was not among them.",https://cardinalnews.org/2026/01/15/house-of-delegates-passes-four-constitutional-amendments-on-the-first-day-of-the-2026-general-assembly-session/,https://lis.virginia.gov/bill-details/20261/HJ3,,,,
Eric Zehr,local-immigration,4,"Zehr was chief patron of HB1459 (2026), the 'Ice-Free Communities Act,' which would have required local and regional jails to notify federal immigration authorities at least 48 hours (and the Department of Corrections at least 60 days) before releasing individuals subject to an immigration detainer. This reflects support for local law enforcement proactively honoring and sharing information with federal immigration authorities.",https://www.keepinglawsimple.org/states/virginia/bills/2026/HB1459,https://www.vpap.org/legislators/250114-eric-zehr/legislation/,,,,
Wendell S. Walker,abortion,4,"In his 2019 Ballotpedia Candidate Connection survey, Walker stated his belief that life begins at conception, and he voted with the Republican caucus against HJ1 (2026 reproductive-freedom amendment, 64-34 party-line per Cardinal News/Ballotpedia). Neither source specifies a no-exceptions ban, so this is scored as support for restricting abortion to rape, incest, or maternal-health cases.",https://ballotpedia.org/Wendell_Walker,https://cardinalnews.org/2026/01/15/house-of-delegates-passes-four-constitutional-amendments-on-the-first-day-of-the-2026-general-assembly-session/,https://lis.virginia.gov/bill-details/20261/HJ1,"I am pro-life and pro family, and believe life begins at conception and ends at natural death.","I am pro-life and pro family, and believe life begins at conception and ends at natural death.","Chosen as his own direct, forward-looking statement of belief on abortion from his Ballotpedia Candidate Connection survey; verbatim, no edits needed (no name, party, or office markers present)."
Wendell S. Walker,same-sex-marriage,5,"Walker voted against HJ3, which repeals Virginia's same-sex marriage ban; Cardinal News identified only three House Republicans (Bloxom, Garrett, McNamara) as crossovers, and Walker was not among them.",https://cardinalnews.org/2026/01/15/house-of-delegates-passes-four-constitutional-amendments-on-the-first-day-of-the-2026-general-assembly-session/,https://lis.virginia.gov/bill-details/20261/HJ3,,,,
Wendell S. Walker,taxes,4,"Walker's campaign site states that as a Finance Committee member he 'has been a champion for policies that would put more money back in the hands of hard-working Virginians,' reflecting a general tax-cutting orientation rather than raising taxes or a drastic flat-tax overhaul.",https://www.wendellwalker.org/issues,,,"As a member of the Finance Committee, Wendell has been a champion for policies that would put more money back in the hands of hard-working Virginians.","…[he] has been a champion for policies that would put more money back in the hands of hard-working Virginians.","Chosen because it states his forward-looking tax-relief priorities. Cut the committee-membership office reference 'As a member of the Finance Committee' and replaced his name with '[he]'."
