link_id,politician_id,row_name,row_district,source_system,external_id,stored_committee_name,official_committee_name,filer_area_code,cal_access_status,prior_status,name_match,verdict,basis,reason,name_only_lead
c29a23e8-9aab-4537-a3a2-169b3abb8dd9,8a0d4875-70b5-4678-badb-4e1b8caa432c,Claudia Valenzuela,Palmdale SD,cal_access,1467094,VALENZUELA FOR SACRAMENTO CITY COUNCIL 2024; EAST SACRAMENTO LABOR AND COMMUNITY COALITION TO SUPPORT,VALENZUELA FOR SACRAMENTO CITY COUNCIL 2024; EAST SACRAMENTO LABOR AND COMMUNITY COALITION TO SUPPORT,916,TERMINATED 03/31/2024,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1467094 ""VALENZUELA FOR SACRAMENTO CITY COUNCIL 2024; EAST SACRAMENTO LABOR AND COMMUNITY COALITION TO SUPPORT"" -- a campaign for a city council (Sacramento), not for the Palmdale SD board; this row is a CA_0159 no-evidence Palmdale SD placeholder (deactivated)",
883f4de5-475e-4341-9402-bdff8cf983cf,8a0d4875-70b5-4678-badb-4e1b8caa432c,Claudia Valenzuela,Palmdale SD,cal_access,1474844,VALENZUELA FOR CITY COUNCIL 2024,VALENZUELA FOR CITY COUNCIL 2024,626,ACTIVE,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1474844 ""VALENZUELA FOR CITY COUNCIL 2024"" -- a campaign for a city council, not for the Palmdale SD board; this row is a CA_0159 no-evidence Palmdale SD placeholder (deactivated)",
b73eab2c-5cfa-477b-904a-ead2849f2647,8a0d4875-70b5-4678-badb-4e1b8caa432c,Claudia Valenzuela,Palmdale SD,cal_access,1489427,VALENZUELA FOR ESCONDIDO CITY COUNCIL 2026,VALENZUELA FOR ESCONDIDO CITY COUNCIL 2026,760,ACTIVE,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1489427 ""VALENZUELA FOR ESCONDIDO CITY COUNCIL 2026"" -- a campaign for a city council (Escondido), not for the Palmdale SD board; this row is a CA_0159 no-evidence Palmdale SD placeholder (deactivated)",
c9aa0521-e78a-4668-85d0-5f06d6da080d,91b3fdfd-9908-495e-86c6-e2d523982e15,David Aguirre,Mountain View SD,cal_access,1041795,"AGUIRRE, CITIZENS FOR","AGUIRRE, CITIZENS FOR MIKE",619,TERMINATED 01/31/2005,needs_research,surname only,disputed,A names another person or place,"surname-only auto-link: Cal-Access 1041795 ""AGUIRRE, CITIZENS FOR MIKE"" (stored as ""AGUIRRE, CITIZENS FOR"") -- names a different person (Mike Aguirre; filer area code 619, San Diego); this row is a CA_0159 no-evidence Mountain View SD placeholder (deactivated)",
1ac08264-3af4-4319-b070-623834c83966,91b3fdfd-9908-495e-86c6-e2d523982e15,David Aguirre,Mountain View SD,cal_access,1313439,AGUIRRE FOR GOVERNOR CAMPAIGN,AGUIRRE FOR GOVERNOR 2010 CAMPAIGN,619,TERMINATED 09/10/2010,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1313439 ""AGUIRRE FOR GOVERNOR 2010 CAMPAIGN"" (stored as ""AGUIRRE FOR GOVERNOR CAMPAIGN"") -- a campaign for Governor, not for the Mountain View SD board; this row is a CA_0159 no-evidence Mountain View SD placeholder (deactivated)",
055752de-f755-4799-98ff-d4de59718055,91b3fdfd-9908-495e-86c6-e2d523982e15,David Aguirre,Mountain View SD,cal_access,1365702,AGUIRRE FOR GOVERNOR 2014,AGUIRRE FOR GOVERNOR 2014,619,TERMINATED 09/29/2014,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1365702 ""AGUIRRE FOR GOVERNOR 2014"" -- a campaign for Governor, not for the Mountain View SD board; this row is a CA_0159 no-evidence Mountain View SD placeholder (deactivated)",
f1e5832a-3fcd-4e93-8d03-ebc2a85f3365,91b3fdfd-9908-495e-86c6-e2d523982e15,David Aguirre,Mountain View SD,cal_access,1409690,AGUIRRE BOARD MEMBER 2018; ELECTION COMMITTEE OF CYNTHIA,AGUIRRE BOARD MEMBER 2018; ELECTION COMMITTEE OF CYNTHIA,831,TERMINATED 10/02/2018,needs_research,surname only,disputed,A names another person or place,"surname-only auto-link: Cal-Access 1409690 ""AGUIRRE BOARD MEMBER 2018; ELECTION COMMITTEE OF CYNTHIA"" -- names a different person (Cynthia Aguirre; filer area code 831, Central Coast); this row is a CA_0159 no-evidence Mountain View SD placeholder (deactivated)",
3a980508-66f1-40bf-a124-7594d2a1e72f,91b3fdfd-9908-495e-86c6-e2d523982e15,David Aguirre,Mountain View SD,cal_access,1478238,"AGUIRRE FOR SUPERVISOR 2025, SPONSORED BY LABORERS' INTERNATIONAL UNION OF NORTH AMERICA, LOCAL 89; SAN DIEGO WORKING FAMILIES AGAINST PALOMA","AGUIRRE FOR SUPERVISOR 2025, SPONSORED BY LABORERS' INTERNATIONAL UNION OF NORTH AMERICA, LOCAL 89; SAN DIEGO WORKING FAMILIES AGAINST PALOMA",619,TERMINATED 06/10/2025,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1478238 ""AGUIRRE FOR SUPERVISOR 2025, SPONSORED BY LABORERS' INTERNATIONAL UNION OF NORTH AMERICA, LOCAL 89; SAN DIEGO WORKING FAMILIES AGAINST PALOMA"" -- a campaign for a county board of supervisors, not for the Mountain View SD board; this row is a CA_0159 no-evidence Mountain View SD placeholder (deactivated)",
f1be3d2f-b7fe-4f22-8ba2-d912cae9faa1,288499db-64df-4c1f-ada4-9b94af531a34,Dawn Snyder,Hughes-Elizabeth Lakes Union SD,cal_access,1348422,SNYDER FOR SCHOOL BOARD 2012,SNYDER FOR SCHOOL BOARD 2012,408,TERMINATED 12/31/2012,needs_research,surname only,disputed,C evidence places it elsewhere,"surname-only auto-link: Cal-Access 1348422 ""SNYDER FOR SCHOOL BOARD 2012"" -- a Santa Clara County committee (filer area code 408); nothing ties it to a Dawn Snyder or to Hughes-Elizabeth Lakes Union SD; this row is a CA_0159 no-evidence Hughes-Elizabeth Lakes Union SD placeholder (deactivated)",
4b405910-e315-4242-90f7-b9e17c8278fe,288499db-64df-4c1f-ada4-9b94af531a34,Dawn Snyder,Hughes-Elizabeth Lakes Union SD,cal_access,1362008,SNYDER FOR MERCED COUNTY SUPERVISOR 2014,SNYDER FOR MERCED COUNTY SUPERVISOR 2014,209,TERMINATED 06/30/2014,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1362008 ""SNYDER FOR MERCED COUNTY SUPERVISOR 2014"" -- a campaign for a county board of supervisors, not for the Hughes-Elizabeth Lakes Union SD board; this row is a CA_0159 no-evidence Hughes-Elizabeth Lakes Union SD placeholder (deactivated)",
13437cc6-dd2f-4816-991d-44f32ca13600,288499db-64df-4c1f-ada4-9b94af531a34,Dawn Snyder,Hughes-Elizabeth Lakes Union SD,cal_access,1402883,SNYDER FOR ASSEMBLY 2018,SNYDER FOR ASSEMBLY 2018,408,TERMINATED 11/09/2018,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1402883 ""SNYDER FOR ASSEMBLY 2018"" -- a campaign for the State Assembly, not for the Hughes-Elizabeth Lakes Union SD board; this row is a CA_0159 no-evidence Hughes-Elizabeth Lakes Union SD placeholder (deactivated)",
235ffc89-f249-4847-8bb1-1ffeb6c72087,288499db-64df-4c1f-ada4-9b94af531a34,Dawn Snyder,Hughes-Elizabeth Lakes Union SD,cal_access,1453684,SNYDER FOR SCOTTS VALLEY UNIFIED SCHOOL BOARD 2022,SNYDER FOR SCOTTS VALLEY UNIFIED SCHOOL BOARD 2022,831,TERMINATED 07/29/2023,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1453684 ""SNYDER FOR SCOTTS VALLEY UNIFIED SCHOOL BOARD 2022"" -- a campaign for the board of a different school district, not for the Hughes-Elizabeth Lakes Union SD board; this row is a CA_0159 no-evidence Hughes-Elizabeth Lakes Union SD placeholder (deactivated)",
e8f9ff6d-a708-43a4-a4d1-d0164aee931a,2a954d75-5a34-4753-b508-be66799bc760,Dolores Santiago,Keppel Union SD,cal_access,1365764,LABRADO FOR RANCHO SANTIAGO COLLEGE BOARD 2014,LABRADO FOR RANCHO SANTIAGO COLLEGE BOARD 2014,714,TERMINATED 03/19/2018,needs_research,surname only,disputed,A names another person or place,"surname-only auto-link: Cal-Access 1365764 ""LABRADO FOR RANCHO SANTIAGO COLLEGE BOARD 2014"" -- the match is on the district name Rancho Santiago (an Orange County community college district), not the surname; it names a different person (Labrado); this row is a CA_0159 no-evidence Keppel Union SD placeholder (deactivated)",
7616abe7-1b87-44f5-8f0c-d9fbf320aabd,2a954d75-5a34-4753-b508-be66799bc760,Dolores Santiago,Keppel Union SD,cal_access,1389486,AGUINAGA FOR RANCHO SANTIAGO COMMUNITY COLLEGE DISTRICT 2016,AGUINAGA FOR RANCHO SANTIAGO COMMUNITY COLLEGE DISTRICT 2016,714,TERMINATED 12/21/2016,needs_research,surname only,disputed,A names another person or place,"surname-only auto-link: Cal-Access 1389486 ""AGUINAGA FOR RANCHO SANTIAGO COMMUNITY COLLEGE DISTRICT 2016"" -- the match is on the district name Rancho Santiago (an Orange County community college district), not the surname; it names a different person (Aguinaga); this row is a CA_0159 no-evidence Keppel Union SD placeholder (deactivated)",
752f41b7-e166-4402-a9f0-a2eabb8ebfed,2a954d75-5a34-4753-b508-be66799bc760,Dolores Santiago,Keppel Union SD,cal_access,1414642,SANTIAGO FOR ASSEMBLY 2020,SANTIAGO FOR ASSEMBLY 2020,213,TERMINATED 12/31/2020,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1414642 ""SANTIAGO FOR ASSEMBLY 2020"" -- a campaign for the State Assembly, not for the Keppel Union SD board; this row is a CA_0159 no-evidence Keppel Union SD placeholder (deactivated)",
6b22aea0-bb71-436d-8be7-eace7d633261,2a954d75-5a34-4753-b508-be66799bc760,Dolores Santiago,Keppel Union SD,cal_access,1435164,SANTIAGO FOR ASSEMBLY 2022,SANTIAGO FOR ASSEMBLY 2022,213,TERMINATED 04/26/2023,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1435164 ""SANTIAGO FOR ASSEMBLY 2022"" -- a campaign for the State Assembly, not for the Keppel Union SD board; this row is a CA_0159 no-evidence Keppel Union SD placeholder (deactivated)",
1dca1914-301d-4dfd-b627-d5d8d7f97487,2a954d75-5a34-4753-b508-be66799bc760,Dolores Santiago,Keppel Union SD,cal_access,1466414,"SANTIAGO FOR LOS ANGELES CITY COUNCIL 2024, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS; BUILDING A STRONGER CALIFORNIA SUPPORTING MIGUEL","SANTIAGO FOR LOS ANGELES CITY COUNCIL 2024, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS; BUILDING A STRONGER CALIFORNIA SUPPORTING MIGUEL",949,TERMINATED 07/31/2024,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1466414 ""SANTIAGO FOR LOS ANGELES CITY COUNCIL 2024, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS; BUILDING A STRONGER CALIFORNIA SUPPORTING MIGUEL"" -- a campaign for a city council (Miguel Santiago, Los Angeles), not for the Keppel Union SD board; this row is a CA_0159 no-evidence Keppel Union SD placeholder (deactivated)",
f76ff98d-4bca-4c81-97ac-5fd50cace6fc,2a954d75-5a34-4753-b508-be66799bc760,Dolores Santiago,Keppel Union SD,cal_access,1469411,SANTIAGO FOR ASSEMBLY 2030,SANTIAGO FOR ASSEMBLY 2030,213,ACTIVE,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1469411 ""SANTIAGO FOR ASSEMBLY 2030"" -- a campaign for the State Assembly, not for the Keppel Union SD board; this row is a CA_0159 no-evidence Keppel Union SD placeholder (deactivated)",
1ea91ecb-f5ad-42c5-919b-078140575a04,2a954d75-5a34-4753-b508-be66799bc760,Dolores Santiago,Keppel Union SD,cal_access,1474864,NOJI; AUDREY NOJI RANCHO SANTIAGO COMMUNITY DISTRICT WARD 3 GOVERNING BOARD 2024; PARENTS AND EDUCATORS FOR DR,NOJI; AUDREY NOJI RANCHO SANTIAGO COMMUNITY DISTRICT WARD 3 GOVERNING BOARD 2024; PARENTS AND EDUCATORS FOR DR,714,TERMINATED 06/30/2025,needs_research,surname only,disputed,A names another person or place,"surname-only auto-link: Cal-Access 1474864 ""NOJI; AUDREY NOJI RANCHO SANTIAGO COMMUNITY DISTRICT WARD 3 GOVERNING BOARD 2024; PARENTS AND EDUCATORS FOR DR"" -- the match is on the district name Rancho Santiago (an Orange County community college district), not the surname; it names a different person (Dr. Audrey Noji); this row is a CA_0159 no-evidence Keppel Union SD placeholder (deactivated)",
b50fa0e1-eddf-42b5-90a6-9f807eb4f0d3,8c145930-0af7-4cfc-b959-06a2a394e11e,Dr. Kathleen Lang,Antelope Valley Joint Union HSD,cal_access,1050484,LANG FOR ASSEMBLY - 1990,LANG FOR ASSEMBLY - 1990,209,TERMINATED 12/01/1990,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1050484 ""LANG FOR ASSEMBLY - 1990"" -- a campaign for the State Assembly, not for the Antelope Valley Joint Union HSD board; this row is a CA_0159 no-evidence Antelope Valley Joint Union HSD placeholder (deactivated)",
31ddedfd-1603-49e6-8d02-c2d0f982ee02,8c145930-0af7-4cfc-b959-06a2a394e11e,Dr. Kathleen Lang,Antelope Valley Joint Union HSD,cal_access,1071593,LANG FOR MAYOR,LANG FOR MAYOR,209,TERMINATED 10/15/1997,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1071593 ""LANG FOR MAYOR"" -- a campaign for mayor, not for the Antelope Valley Joint Union HSD board; this row is a CA_0159 no-evidence Antelope Valley Joint Union HSD placeholder (deactivated)",
a550caf1-28e0-4dd7-8f26-8ed96cc0ee78,8c145930-0af7-4cfc-b959-06a2a394e11e,Dr. Kathleen Lang,Antelope Valley Joint Union HSD,cal_access,1341096,"LANG FOR FAIRFAX TOWN COUNCIL 2011, (FRIENDS OF CHRIS LANG)","LANG FOR FAIRFAX TOWN COUNCIL 2011, (FRIENDS OF CHRIS LANG)",415,ACTIVE,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1341096 ""LANG FOR FAIRFAX TOWN COUNCIL 2011, (FRIENDS OF CHRIS LANG)"" -- a campaign for a town council (Chris Lang, Fairfax), not for the Antelope Valley Joint Union HSD board; this row is a CA_0159 no-evidence Antelope Valley Joint Union HSD placeholder (deactivated)",
7c73ad13-a27e-4dcd-a978-92a909b19273,8c145930-0af7-4cfc-b959-06a2a394e11e,Dr. Kathleen Lang,Antelope Valley Joint Union HSD,cal_access,1474349,"MEADOWS, WEINBERG, AND LANG FOR COUNCIL 2024; FORMER MAYORS OF LOS ALTOS FOR","MEADOWS, WEINBERG, AND LANG FOR COUNCIL 2024; FORMER MAYORS OF LOS ALTOS FOR",650,TERMINATED 10/14/2024,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1474349 ""MEADOWS, WEINBERG, AND LANG FOR COUNCIL 2024; FORMER MAYORS OF LOS ALTOS FOR"" -- a campaign for a city council (Los Altos), not for the Antelope Valley Joint Union HSD board; this row is a CA_0159 no-evidence Antelope Valley Joint Union HSD placeholder (deactivated)",
8905f1b5-247f-4546-9c7a-2b097160fa76,c471d672-413b-42ef-862b-2acf76e8c000,Gale Reyes,Saugus Union SD,cal_access,1338445,REYES FOR RIO HONDO COLLEGE 2011,REYES FOR RIO HONDO COLLEGE 2011,626,TERMINATED 12/15/2011,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1338445 ""REYES FOR RIO HONDO COLLEGE 2011"" -- a campaign for a community college board, not for the Saugus Union SD board; this row is a CA_0159 no-evidence Saugus Union SD placeholder (deactivated)",
8ba48613-931a-478a-8f73-b95df5f568e7,c471d672-413b-42ef-862b-2acf76e8c000,Gale Reyes,Saugus Union SD,cal_access,1368503,REYES FOR CVESD TRUSTEE 2014,REYES FOR CVESD TRUSTEE 2014,619,TERMINATED 06/30/2015,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1368503 ""REYES FOR CVESD TRUSTEE 2014"" -- a campaign for the board of a different school district, not for the Saugus Union SD board; this row is a CA_0159 no-evidence Saugus Union SD placeholder (deactivated)",
9f582581-12f9-410b-a055-6aa2fd8f999b,c471d672-413b-42ef-862b-2acf76e8c000,Gale Reyes,Saugus Union SD,cal_access,1368896,REYES FOR HUSD SCHOOL BOARD 2014,REYES FOR HUSD SCHOOL BOARD 2014,510,ACTIVE,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1368896 ""REYES FOR HUSD SCHOOL BOARD 2014"" -- a campaign for the board of a different school district, not for the Saugus Union SD board; this row is a CA_0159 no-evidence Saugus Union SD placeholder (deactivated)",
ea516b76-ed91-4c0a-9cee-bc1802c01e92,c471d672-413b-42ef-862b-2acf76e8c000,Gale Reyes,Saugus Union SD,cal_access,1412730,HIGH DESERT CITIZENS FOR PROGRESS SUPPORTING REYES FOR MAYOR OF ADELANTO 2018,HIGH DESERT CITIZENS FOR PROGRESS SUPPORTING REYES FOR MAYOR OF ADELANTO 2018,916,TERMINATED 06/30/2019,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1412730 ""HIGH DESERT CITIZENS FOR PROGRESS SUPPORTING REYES FOR MAYOR OF ADELANTO 2018"" -- a campaign for mayor (Adelanto), not for the Saugus Union SD board; this row is a CA_0159 no-evidence Saugus Union SD placeholder (deactivated)",
616e9375-69da-45cc-b645-2875e04c48cf,c471d672-413b-42ef-862b-2acf76e8c000,Gale Reyes,Saugus Union SD,cal_access,1419690,REYES FOR WHITTIER MAYOR 2020,REYES FOR WHITTIER MAYOR 2020,213,TERMINATED 03/17/2020,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1419690 ""REYES FOR WHITTIER MAYOR 2020"" -- a campaign for mayor, not for the Saugus Union SD board; this row is a CA_0159 no-evidence Saugus Union SD placeholder (deactivated)",
20a2a9ee-4efa-47c7-a6d4-36af592e797a,c471d672-413b-42ef-862b-2acf76e8c000,Gale Reyes,Saugus Union SD,cal_access,1421149,REYES 2020; RETAIN JUDGE BENJAMIN,REYES 2020; RETAIN JUDGE BENJAMIN,510,TERMINATED 12/21/2019,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1421149 ""REYES 2020; RETAIN JUDGE BENJAMIN"" -- a campaign for a judgeship (Benjamin Reyes), not for the Saugus Union SD board; this row is a CA_0159 no-evidence Saugus Union SD placeholder (deactivated)",
dd882602-91cf-408c-ad09-4dd1b59e2363,c471d672-413b-42ef-862b-2acf76e8c000,Gale Reyes,Saugus Union SD,cal_access,1452223,REYES FOR DISTRICT 5 CITY COUNCIL 2022,REYES FOR DISTRICT 5 CITY COUNCIL 2022,626,TERMINATED 12/31/2022,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1452223 ""REYES FOR DISTRICT 5 CITY COUNCIL 2022"" -- a campaign for a city council, not for the Saugus Union SD board; this row is a CA_0159 no-evidence Saugus Union SD placeholder (deactivated)",
07fbe6ed-9d3e-4927-8910-46c1e5bfa459,1b7900b6-50b5-4c43-ba3b-673fbf0fe02d,Gloria Corrales,El Monte City SD,cal_access,1386830,CORRALES FOR PALMDALE CITY COUNCIL 2016,CORRALES FOR PALMDALE CITY COUNCIL 2016,661,TERMINATED 03/11/2017,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1386830 ""CORRALES FOR PALMDALE CITY COUNCIL 2016"" -- a campaign for a city council, not for the El Monte City SD board; this row is a CA_0159 no-evidence El Monte City SD placeholder (deactivated)",
b615af38-a077-40b5-9b5c-a58b1a4a1462,aa99212b-41fc-484a-a7cd-20b65c1ed751,Gloria Ornelas,South Whittier SD,cal_access,1384642,ORNELAS FOR DEMOCRATIC CENTRAL COMMITTEE 51ST AD 2016,ORNELAS FOR DEMOCRATIC CENTRAL COMMITTEE 51ST AD 2016,323,TERMINATED 08/23/2016,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1384642 ""ORNELAS FOR DEMOCRATIC CENTRAL COMMITTEE 51ST AD 2016"" -- a campaign for a party central committee, not for the South Whittier SD board; this row is a CA_0159 no-evidence South Whittier SD placeholder (deactivated)",
f3c7b62f-d130-41b8-a036-6c6d05393f51,aa99212b-41fc-484a-a7cd-20b65c1ed751,Gloria Ornelas,South Whittier SD,cal_access,1404024,ORNELAS FOR WATER BOARD 2018,ORNELAS FOR WATER BOARD 2018,323,TERMINATED 12/31/2020,needs_research,surname only,disputed,B another office or district named,"surname-only auto-link: Cal-Access 1404024 ""ORNELAS FOR WATER BOARD 2018"" -- a campaign for a water district board, not for the South Whittier SD board; this row is a CA_0159 no-evidence South Whittier SD placeholder (deactivated)",
b0254007-8c42-442b-a223-64e127a5708e,3ed8f158-6f91-4e96-9181-09e4783c010c,Jay Imperial,Rosemead SD,cal_access,1023395,"SUITT, IMPERIAL COUNTY FRIENDS OR TOM","SUITT, IMPERIAL COUNTY FRIENDS OR TOM",714,TERMINATED 12/01/1990,needs_research,surname only,disputed,A names another person or place,"surname-only auto-link: Cal-Access 1023395 ""SUITT, IMPERIAL COUNTY FRIENDS OR TOM"" -- the match is on Imperial County, not the surname; it names a different person (Tom Suitt); this row is a CA_0159 no-evidence Rosemead SD placeholder (deactivated)",
