class,name,district,term_end,searches,search_result,lead_type,lead_url,lead_quote,new_roster_sources,prior_roster_span,id
NO_EVIDENCE,Cindy Rosenberger,bellflower unified,2024-11-30,"WebSearch: ""Cindy Rosenberger"" Bellflower Unified board of education || Bing (browser): ""Cindy Rosenberger"" trustee Bellflower","""Cindy Rosenberger"" Bellflower Unified b... -> no hit || ""Cindy Rosenberger"" trustee Bellflo... -> people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005-2018 sampled (district page snapshots 2005, 2007, 2010, 2016, 2018) + RR/CC 2018-2026 + 2021/2022 agendas",6edc2e44-f7f7-4212-8746-03112a933be3
NO_EVIDENCE,Joseph Santoyo,bellflower unified,2022-11-30,"WebSearch: ""Joseph Santoyo"" Bellflower Unified board member || Bing (browser): ""Joseph Santoyo"" trustee Bellflower","""Joseph Santoyo"" Bellflower Unified boar... -> no hit || ""Joseph Santoyo"" trustee Bellflower -> LA County social worker (ZoomInfo); no board tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005-2018 sampled (district page snapshots 2005, 2007, 2010, 2016, 2018) + RR/CC 2018-2026 + 2021/2022 agendas",688fdc43-4d61-48c8-9216-c5cccf722a47
NO_EVIDENCE,Patricia Avalos,bellflower unified,2022-11-30,"WebSearch: ""Patricia Avalos"" ""Bellflower Unified"" board of education trustee || Bing (browser): ""Patricia Avalos"" trustee Bellflower school board","""Patricia Avalos"" ""Bellflower Unified"" b... -> no hit || ""Patricia Avalos"" trustee Bellflowe... -> people-search (Bellflower resident) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005-2018 sampled (district page snapshots 2005, 2007, 2010, 2016, 2018) + RR/CC 2018-2026 + 2021/2022 agendas",b0f48347-625e-4b16-8ac1-e05363219688
NO_EVIDENCE,Rebecca Petz,bellflower unified,2024-11-30,"WebSearch: ""Rebecca Petz"" Bellflower Unified board || Bing (browser): ""Rebecca Petz"" Bellflower","""Rebecca Petz"" Bellflower Unified board -> no hit || ""Rebecca Petz"" Bellflower -> social profiles only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005-2018 sampled (district page snapshots 2005, 2007, 2010, 2016, 2018) + RR/CC 2018-2026 + 2021/2022 agendas",fe5803dd-c13f-4a9a-9c9e-c433a1c390a9
NO_EVIDENCE,Sheila Lichtblau,bellflower unified,2022-11-30,"WebSearch: ""Sheila Lichtblau"" Bellflower Unified school board || Bing (browser): ""Sheila Lichtblau"" Bellflower","""Sheila Lichtblau"" Bellflower Unified sc... -> no hit || ""Sheila Lichtblau"" Bellflower -> Marin judge; ran for Marin County Bd of Ed TA1 (pastelections.marincounty.gov) - name-only other office",OTHER OFFICE (name-only),,Marin County Superior Court judge; ran for Marin County Board of Education TA1 (pastelections.marincounty.gov),"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005-2018 sampled (district page snapshots 2005, 2007, 2010, 2016, 2018) + RR/CC 2018-2026 + 2021/2022 agendas",2000e3c6-9634-4591-97ce-ad9d21274e5e
NO_EVIDENCE,Svetlana Shagalov,beverly hills unified,2024-11-30,"WebSearch: ""Svetlana Shagalov"" Beverly Hills Unified board || Bing (browser): ""Svetlana Shagalov"" || Bing (browser): ""Shagalov"" trustee ""Beverly Hills""","""Svetlana Shagalov"" Beverly Hills Unifie... -> no hit || ""Svetlana Shagalov"" -> Bing: ""There are no results"" (zero on whole web) || ""Shagalov"" trustee ""Beverly Hills"" -> NYC realtor Anna Shagalov; no tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",snapshots 2009-10 and 2014-15 only; RR/CC 2018-2026,9ddd1703-dbaa-4ec6-8a6b-0ec1ef4ae106
NO_EVIDENCE,Adam Schur,burbank unified,2024-11-30,"WebSearch: ""Adam Schur"" Burbank Unified board of education || Bing (browser): ""Adam Schur"" trustee Burbank","""Adam Schur"" Burbank Unified board of ed... -> no hit || ""Adam Schur"" trustee Burbank -> NY financial advisor only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005, 2011-2015, 2020-2026 (gaps 2006-2010, 2016-2019)",9cab21a6-f107-4789-bcd1-b5b1e6cd7a15
NO_EVIDENCE,Charlene Stiles,burbank unified,2025-10-15,"WebSearch: ""Charlene Stiles"" Burbank Unified board || Bing (browser): ""Charlene Stiles"" Burbank","""Charlene Stiles"" Burbank Unified board -> only Charlene Tabet (real trustee 2013-2025, resigned Sept 2025, felony charge) || ""Charlene Stiles"" Burbank -> people-search only",GARBLE of real trustee?,,search results return only Charlene Tabet (BUSD 2013-2025); no 'Charlene Stiles' on any BUSD source,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005, 2011-2015, 2020-2026 (gaps 2006-2010, 2016-2019)",352826a5-7a8a-4f18-980d-a3a655f17720
NO_EVIDENCE,Anita Torres,charter oak unified,2022-12-14,"WebSearch: ""Anita Torres"" ""Charter Oak Unified"" board || Bing (browser): ""Anita Torres"" trustee Covina ""Charter Oak""","""Anita Torres"" ""Charter Oak Unified"" boa... -> no hit || ""Anita Torres"" trustee Covina ""Char... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2016, 2018-2026 (pre-2016 not established)",2551c624-92bb-4510-8770-e7e10d29c143
NO_EVIDENCE,Lisa Gonzalez,charter oak unified,2024-12-18,"WebSearch: ""Lisa Gonzalez"" ""Charter Oak Unified"" board member || Bing (browser): ""Lisa Gonzalez"" trustee ""Charter Oak"" Covina","""Lisa Gonzalez"" ""Charter Oak Unified"" bo... -> no hit || ""Lisa Gonzalez"" trustee ""Charter Oa... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2016, 2018-2026 (pre-2016 not established)",3406623a-e942-4677-b154-541c4c05fbc9
NO_EVIDENCE,Marcia Riddick,charter oak unified,2024-12-18,"WebSearch: ""Marcia Riddick"" Charter Oak Unified board || Bing (browser): ""Marcia Riddick"" trustee Covina","""Marcia Riddick"" Charter Oak Unified boa... -> no hit || ""Marcia Riddick"" trustee Covina -> people-search; Boston realtor",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2016, 2018-2026 (pre-2016 not established)",0b2c8789-97c0-40e7-927a-c40f01309d3c
NO_EVIDENCE,Tim Nader,charter oak unified,2022-12-14,"WebSearch: ""Tim Nader"" Charter Oak Unified school board || Bing (browser): ""Tim Nader"" trustee Covina OR Glendora","""Tim Nader"" Charter Oak Unified school b... -> no hit || ""Tim Nader"" trustee Covina OR Glend... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2016, 2018-2026 (pre-2016 not established)",29fe6345-0c50-478a-b674-c0868ec29def
NO_EVIDENCE,Amy Rottschafer,covina valley unified,2024-11-30,"WebSearch: ""Amy Rottschafer"" Covina-Valley Unified board || Bing (browser): ""Amy Rottschafer"" Covina","""Amy Rottschafer"" Covina-Valley Unified ... -> no hit || ""Amy Rottschafer"" Covina -> no hit (zero exact)",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,f0e9775a-f691-4fe8-84dc-d8f9c5e301c7
NO_EVIDENCE,Cheryl Cox,covina valley unified,2022-11-30,"WebSearch: ""Cheryl Cox"" ""Covina-Valley Unified"" board of education || Bing (browser): ""Cheryl Cox"" trustee Covina","""Cheryl Cox"" ""Covina-Valley Unified"" boa... -> no hit || ""Cheryl Cox"" trustee Covina -> only Chula Vista mayor (Wikipedia) - name-only","OTHER OFFICE, far away (name-only)",,"Chula Vista mayor 2006-2014 (Wikipedia, per CA_0156); DB carries a confirmed Cal-Access link COX FOR MAYOR, CHERYL (1283795)","LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,06b5dac4-73b6-44a3-a279-77b1758a6163
NO_EVIDENCE,John Garcia,covina valley unified,2024-11-30,"WebSearch: ""John Garcia"" ""Covina-Valley Unified"" board member trustee || Bing (browser): ""John Garcia"" trustee Covina school board","""John Garcia"" ""Covina-Valley Unified"" bo... -> no hit || ""John Garcia"" trustee Covina school... -> Petaluma JUHSD candidate; Covina residents (people-search)",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,5a521a16-f581-47a0-90eb-1a44434e705b
NO_EVIDENCE,Sam Payán,covina valley unified,2024-11-30,"WebSearch: ""Sam Payan"" Covina Valley Unified school board trustee || Bing (browser): ""Sam Payan"" trustee Covina","""Sam Payan"" Covina Valley Unified school... -> no hit || ""Sam Payan"" trustee Covina -> people-search (Fontana) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,22763240-b5c9-4ad9-912a-a94cb23db695
NO_EVIDENCE,Diego Cardenas,el rancho unified,2022-11-30,"WebSearch: ""Diego Cardenas"" ""El Rancho Unified"" board || Bing (browser): ""Diego Cardenas"" trustee ""Pico Rivera""","""Diego Cardenas"" ""El Rancho Unified"" boa... -> no hit || ""Diego Cardenas"" trustee ""Pico Rive... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2000-2015 sampled (district pages 2000, 2003, 2006, 2009; minutes Dec 2010, Dec 2013; highlights Feb 2015) + RR/CC 2018-2026",134cc13a-f45a-442c-9946-4cfe893c46b8
NO_EVIDENCE,Gloria Negrete-Mendoza,el rancho unified,2024-11-30,"WebSearch: ""Gloria Negrete-Mendoza"" El Rancho Unified board || Bing (browser): ""Negrete-Mendoza"" ""Pico Rivera""","""Gloria Negrete-Mendoza"" El Rancho Unifi... -> only Gloria Negrete McLeod (different name) || ""Negrete-Mendoza"" ""Pico Rivera"" -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2000-2015 sampled (district pages 2000, 2003, 2006, 2009; minutes Dec 2010, Dec 2013; highlights Feb 2015) + RR/CC 2018-2026",84869bde-6410-46f0-bbe2-1315cd5c017b
NO_EVIDENCE,Lesley Chavez Magan,el rancho unified,2022-11-30,"WebSearch: ""Lesley Chavez Magan"" OR ""Lesley Magan"" El Rancho Unified board || Bing (browser): ""Lesley Magan"" ""Pico Rivera""","""Lesley Chavez Magan"" OR ""Lesley Magan"" ... -> no hit || ""Lesley Magan"" ""Pico Rivera"" -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2000-2015 sampled (district pages 2000, 2003, 2006, 2009; minutes Dec 2010, Dec 2013; highlights Feb 2015) + RR/CC 2018-2026",4956d410-f77a-43f8-92c8-e8827e50a17a
NO_EVIDENCE,Raquel Otiniano,el rancho unified,2022-11-30,"WebSearch: ""Raquel Otiniano"" El Rancho Unified school board || Bing (browser): ""Raquel Otiniano"" trustee ""Pico Rivera""","""Raquel Otiniano"" El Rancho Unified scho... -> no hit || ""Raquel Otiniano"" trustee ""Pico Riv... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2000-2015 sampled (district pages 2000, 2003, 2006, 2009; minutes Dec 2010, Dec 2013; highlights Feb 2015) + RR/CC 2018-2026",ea4552a4-3112-4089-9902-1630715cba97
NO_EVIDENCE,Tony Fuerte,el rancho unified,2024-11-30,"WebSearch: ""Tony Fuerte"" El Rancho Unified board of education || Bing (browser): ""Tony Fuerte"" trustee ""Pico Rivera""","""Tony Fuerte"" El Rancho Unified board of... -> no hit || ""Tony Fuerte"" trustee ""Pico Rivera"" -> people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2000-2015 sampled (district pages 2000, 2003, 2006, 2009; minutes Dec 2010, Dec 2013; highlights Feb 2015) + RR/CC 2018-2026",cbe120bb-0a1a-43ff-ad68-87406b499964
NO_EVIDENCE,Al Winkler,el segundo unified,2022-11-30,"WebSearch: ""Al Winkler"" El Segundo Unified board of education || Bing (browser): ""Al Winkler"" trustee ""El Segundo""","""Al Winkler"" El Segundo Unified board of... -> no hit || ""Al Winkler"" trustee ""El Segundo"" -> USS Cod memorial trustee (Cleveland) - unrelated",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",1991-2026,81154d3e-fe2c-4864-a341-5c8c8538e4b6
NO_EVIDENCE,Amanda Grossman,el segundo unified,2022-11-30,"WebSearch: ""Amanda Grossman"" El Segundo Unified board || Bing (browser): ""Amanda Grossman"" trustee ""El Segundo""","""Amanda Grossman"" El Segundo Unified boa... -> no hit (USGBC analyst only) || ""Amanda Grossman"" trustee ""El Segun... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",1991-2026,1bef4877-5dec-4460-ad79-a7ecb186c1b8
NO_EVIDENCE,Christian Thomas,el segundo unified,2022-11-30,"WebSearch: ""Christian Thomas"" ""El Segundo Unified"" board member || Bing (browser): ""Christian Thomas"" trustee ""El Segundo"" school","""Christian Thomas"" ""El Segundo Unified"" ... -> no hit || ""Christian Thomas"" trustee ""El Segu... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",1991-2026,c7a69d69-20b9-4d54-ab4a-33198c9f7c78
NO_EVIDENCE,Dave Horner,el segundo unified,2024-11-30,"WebSearch: ""Dave Horner"" OR ""David Horner"" El Segundo Unified school board || Bing (browser): ""Dave Horner"" trustee ""El Segundo""","""Dave Horner"" OR ""David Horner"" El Segun... -> no hit || ""Dave Horner"" trustee ""El Segundo"" -> no hit (Lakeside trucking co.)",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",1991-2026,d0f59905-f5e3-4e38-a3df-2dc6fb51a4a4
NO_EVIDENCE,Bob Gard,glendora unified,2022-12-11,"WebSearch: ""Bob Gard"" Glendora Unified board of education || Bing (browser): ""Bob Gard"" trustee Glendora","""Bob Gard"" Glendora Unified board of edu... -> no hit || ""Bob Gard"" trustee Glendora -> people-search (Huntington Beach) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",1999-2026,0136184a-71a4-48cf-b3f0-52beb7da6038
