link_id,politician_id,row_name,external_id,stored_committee_name,official_committee_name,filer_area_code,cal_access_status,category,sub_category,controlling_candidate,displayed_amount_before,outcome
8d1fa06b-5f19-4ead-8613-081dcd6c1873,069fc0f2-d1eb-4fac-828a-3d9030d4f2a9,Bill Miranda,1397785,MIRANDA FOR CITY COUNCIL 2018; BILL,MIRANDA FOR CITY COUNCIL 2018; BILL,661,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
fb0243dc-7c23-4968-ac07-ff6592ab33ee,069fc0f2-d1eb-4fac-828a-3d9030d4f2a9,Bill Miranda,1442767,MIRANDA FOR CITY COUNCIL 2022; BILL,MIRANDA FOR CITY COUNCIL 2022; BILL,661,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
613ae1d1-5b8f-4d81-9020-f7b1dda03451,0379cbef-05d8-4fd7-ba51-92b7661a4bbc,Bob Blumenfield,1333750,"BLUMENFIELD FOR ASSEMBLY 2012, BOB","BLUMENFIELD FOR ASSEMBLY 2012, BOB",323,TERMINATED,40002:CONTROLLED,0:N/A,BOB BLUMENFIELD,710323.34,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
d2426950-6f92-44de-a81d-6140992be49f,86ceb1d5-b225-4a1b-9eb0-bb708532eea8,Chad Williams,1462406,WILLIAMS FOR CITY COUNCIL 2024; CHAD,WILLIAMS FOR CITY COUNCIL 2024; CHAD,949,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
1d9a6956-55ab-4207-aa52-43bfc0c13467,a6893dff-7151-4dd2-8b5f-fb9124ee3c96,Cindy Allen,1436981,ALLEN CITY COUNCIL OFFICEHOLDER COMMITTEE 2020; CINDY,ALLEN CITY COUNCIL OFFICEHOLDER COMMITTEE 2020; CINDY,213,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
e2886746-f29f-4b4a-8ee9-3a2cf74eb53f,a6893dff-7151-4dd2-8b5f-fb9124ee3c96,Cindy Allen,1421740,ALLEN FOR CITY COUNCIL 2020; CINDY,ALLEN FOR CITY COUNCIL 2020; CINDY,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
a4431193-b44c-46c2-9134-c5920b20ade0,a6893dff-7151-4dd2-8b5f-fb9124ee3c96,Cindy Allen,1462179,ALLEN FOR CITY COUNCIL 2024; RE-ELECT CINDY,ALLEN FOR CITY COUNCIL 2024; RE-ELECT CINDY,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
6113eb3b-42e2-4ffb-aa93-0f3975e3f6d4,556e4303-9d45-4540-8bba-617da6641bfe,Corey Calaycay,1464043,CALAYCAY FOR CLAREMONT CITY COUNCIL 2024; COREY,CALAYCAY FOR CLAREMONT CITY COUNCIL 2024; COREY,909,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
da6cf5e7-844b-4706-bb47-8b5029b55db2,1221c215-2b80-46f7-b980-c04f25c5866f,Craig A. Corman,1462515,CORMAN FOR BEVERLY HILLS CITY COUNCIL 2024; CRAIG,CORMAN FOR BEVERLY HILLS CITY COUNCIL 2024; CRAIG,310,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
71fd8dc6-33f7-4774-a1fa-05187923f061,f1f9d53e-2972-406d-9979-90119d893508,Deborah Klein Lopez,1477694,LOPEZ FOR ASSEMBLY 2026; DEBORAH KLEIN,LOPEZ FOR ASSEMBLY 2026; DEBORAH KLEIN,805,ACTIVE,40002:CONTROLLED,0:N/A,DEBORAH KLEIN LOPEZ; Deborah Lopez,918638.91,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
9e20b1b3-115e-41bf-8082-c9caec6435f8,db853cfa-ab6d-4a30-bfbc-fb05b3956970,Debra Martin,1421994,MARTIN FOR CITY COUNCIL 2020; DEBRA,MARTIN FOR CITY COUNCIL 2020; DEBRA,909,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
527dbd92-ca3f-47b0-964f-699b7779a021,db853cfa-ab6d-4a30-bfbc-fb05b3956970,Debra Martin,1466085,MARTIN FOR POMONA CITY COUNCIL 2024; DEBRA,MARTIN FOR POMONA CITY COUNCIL 2024; DEBRA,909,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
6be3a290-e454-4487-a45e-1d8f2ce1a142,729bc539-3175-4e5d-96ba-c18768890e1e,Dionne Faulk,1456728,FAULK FOR CITY COUNCIL 2024; DIONNE,FAULK FOR CITY COUNCIL 2024; DIONNE,310,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
853bb3f5-3d2b-4adc-9d80-57bd0df085ba,b81d5aad-1765-47b5-88c8-fbe15cd8af9a,Dr. Monica Sanchez,1419255,SANCHEZ FOR CITY COUNCIL 2020; DR. MONICA,SANCHEZ FOR CITY COUNCIL 2020; DR. MONICA,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
03741251-e6db-4f04-8fea-75fd3620a86f,b81d5aad-1765-47b5-88c8-fbe15cd8af9a,Dr. Monica Sanchez,1433924,"SANCHEZ, LUIS ALVARADO, ERIK LUTZ FOR CITY COUNCIL 2020; STRONG CITIES PAC TO SUPPORT MONICA","SANCHEZ, LUIS ALVARADO, ERIK LUTZ FOR CITY COUNCIL 2020; STRONG CITIES PAC TO SUPPORT MONICA",323,TERMINATED,0:N/A,40102:PRIMARILY FORMED CANDIDATE,,0.0,"DISPUTED by CA_0212: Cal-Access category PRIMARILY FORMED CANDIDATE (an independent committee, not theirs)"
f5376f94-1eba-43c2-a164-9d4f4ddbac6b,b1f92486-f493-49da-8b9e-5b0c9d896929,Ed Chen,1464240,CHEN FOR CITY COUNCIL 2028; ED,CHEN FOR CITY COUNCIL 2028; ED,626,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
aff6f0ff-c774-4f78-b8ea-70493638fb6f,6786edfc-849f-4560-9f09-78ccd1657517,Edward T. Garcia,1380117,GARCIA FOR PERRIS ELEMENTARY SCHOOL BOARD 2015; EDWARD,GARCIA FOR PERRIS ELEMENTARY SCHOOL BOARD 2015; EDWARD,909,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
3cf5a46e-3159-43ff-bf34-1a17973e3b20,173f125c-0ec3-488e-8b74-ffd991e1a87b,Eileen Wang,1444577,WANG FOR ARCADIA CITY COUNCIL 2022; EILEEN,WANG FOR ARCADIA CITY COUNCIL 2022; EILEEN,626,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
f121660a-9406-44b3-8b88-46bde393ecd7,03df7cce-7502-4089-acd5-139841002cbe,Eleni Kounalakis,1460033,KOUNALAKIS FOR GOVERNOR 2026; ELENI,KOUNALAKIS FOR GOVERNOR 2026; ELENI,916,ACTIVE,40002:CONTROLLED,0:N/A,ELENI KOUNALAKIS,5879191.82,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
41594a69-60be-4e3f-ab09-26333889cc0f,03df7cce-7502-4089-acd5-139841002cbe,Eleni Kounalakis,1413981,Confirmed via Cal-Access FILERNAME_CD.TSV (2026-03-25): KOUNALAKIS FOR LIEUTENANT GOVERNOR 2022; RE-ELECT ELENI (ACTIVE),KOUNALAKIS FOR LIEUTENANT GOVERNOR 2022; RE-ELECT ELENI,916,ACTIVE,40002:CONTROLLED,0:N/A,ELENI KOUNALAKIS,5262156.63,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
dc5ba982-515c-46e1-b47d-e84c8c8fc39a,6ed19c10-7b34-47f0-8705-0d154271e362,Eloy Morales,1357192,"MORALES FOR STATE ASSEMBLY 2014, ELOY","MORALES FOR STATE ASSEMBLY 2014, ELOY",213,TERMINATED,40002:CONTROLLED,0:N/A,ELOY MORALES,90810.0,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
51858975-2079-4a4f-8281-89ae7ad7c84a,6ed19c10-7b34-47f0-8705-0d154271e362,Eloy Morales,1292770,"MORALES JR., COMMITTEE TO RE-ELECT COUNCILMAN ELOY","MORALES JR., COMMITTEE TO RE-ELECT COUNCILMAN ELOY",818,ACTIVE,40002:CONTROLLED,0:N/A,ELOY MORALES,5500.0,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
6a675d76-a518-4826-8bf5-6b6cdd409337,6ed19c10-7b34-47f0-8705-0d154271e362,Eloy Morales,1251899,"MORALES JR., FRIENDS OF ELOY","MORALES JR., FRIENDS OF ELOY",310,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
93f7299d-ae86-4486-8321-68c8781516d5,e024113e-ab16-4af6-aa75-d6ce89690a19,Eric Ohlsen,1450839,OHLSEN FOR COUNCIL 2022,OHLSEN FOR COUNCIL 2022,661,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
8d54c51f-9ccb-4dd8-bf85-2171f93385c6,e024113e-ab16-4af6-aa75-d6ce89690a19,Eric Ohlsen,1479393,OHLSEN FOR COUNCIL 2026,OHLSEN FOR COUNCIL 2026,661,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
fd2a073f-b8f2-4e25-8020-eb0ccf077881,41ef8aaa-b604-4725-b46d-dab1656cc198,Fiona Ma,1457360,MA FOR LIEUTENANT GOVERNOR 2026; FIONA,MA FOR LIEUTENANT GOVERNOR 2026; FIONA,916,ACTIVE,40002:CONTROLLED,0:N/A,FIONA MA,9637258.26,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
e973d871-d3c4-4a5b-b543-a861204a7279,03575512-bf5d-4611-84dd-a8624c903164,Frank Garcia,1429107,GARCIA FOR MAYWOOD CITY COUNCIL 2024; FRANK,GARCIA FOR MAYWOOD CITY COUNCIL 2024; FRANK,323,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
02b6966c-2aa2-4893-a6e1-3e28a6577937,90b0fc60-30ca-4388-92b0-ff5dd2b443cb,Gabriela Camacho,1452266,CAMACHO FOR LYNWOOD CITY COUNCIL 2022; GABRIELA,CAMACHO FOR LYNWOOD CITY COUNCIL 2022; GABRIELA,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
1cb0d3a3-3b72-476e-83c5-6b064c4ebe71,f26309c8-2525-49b2-bdaf-62980cbb1853,Gavin Newsom,1414018,Confirmed via Cal-Access FILERNAME_CD.TSV (2026-03-25): NEWSOM FOR CALIFORNIA GOVERNOR 2022 (ACTIVE),NEWSOM FOR CALIFORNIA GOVERNOR 2022,916,ACTIVE,40002:CONTROLLED,0:N/A,GAVIN NEWSOM,23008654.11,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
ffe32d48-3903-4377-a456-f3daac53370a,f26309c8-2525-49b2-bdaf-62980cbb1853,Gavin Newsom,1418587,NEWSOM; RAN ACTION FUND COMMITTEE TO RECALL GAVIN,NEWSOM; RAN ACTION FUND COMMITTEE TO RECALL GAVIN,858,TERMINATED,0:N/A,40102:PRIMARILY FORMED CANDIDATE,,33172.8,"DISPUTED by CA_0212: Cal-Access category PRIMARILY FORMED CANDIDATE (an independent committee, not theirs)"
e92a2a9b-adbf-422d-a79b-6bd59f261ae6,3dfd7349-e0e2-486d-8767-8dfc203ca986,George Chen,1399172,CHEN FOR TORRANCE CITY COUNCIL 2018; GEORGE,CHEN FOR TORRANCE CITY COUNCIL 2018; GEORGE,310,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
d25c2162-b222-470b-a81e-26df6352a9e4,3dfd7349-e0e2-486d-8767-8dfc203ca986,George Chen,1437056,CHEN FOR TORRANCE MAYOR 2022; GEORGE,CHEN FOR TORRANCE MAYOR 2022; GEORGE,310,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
eedf879b-636e-4d73-b63c-6520cc412808,7a04bf87-ab95-4ae7-a142-9899662637b1,Gloria D. Gray,1357912,"GRAY FOR ASSEMBLY 2014, GLORIA","GRAY FOR ASSEMBLY 2014, GLORIA",323,TERMINATED,40002:CONTROLLED,0:N/A,GLORIA GRAY,43090.0,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
ddf48903-cc45-4ddb-9aa5-83c86f36fb34,a5595064-ce36-4b12-8eca-a2d796759d53,Gracey Van Der Mark,1481181,VAN DER MARK FOR ASSEMBLY 2026; GRACEY,VAN DER MARK FOR ASSEMBLY 2026; GRACEY,323,ACTIVE,40002:CONTROLLED,0:N/A,GRACEY VAN DER MARK,246784.0,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
8fa8190c-c874-4b8e-a06b-0e03605a7f4d,a5595064-ce36-4b12-8eca-a2d796759d53,Gracey Van Der Mark,1410613,VAN DER MARK FOR GOVERNING BOARD MEMBER OF THE OCEAN VIEW SCHOOL DISTRICT 2018; COMMITTEE TO ELECT GRACEY,VAN DER MARK FOR GOVERNING BOARD MEMBER OF THE OCEAN VIEW SCHOOL DISTRICT 2018; COMMITTEE TO ELECT GRACEY,323,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
149596f9-2bcc-4f07-980e-e7c7f7203c14,a5595064-ce36-4b12-8eca-a2d796759d53,Gracey Van Der Mark,1429977,VAN DER MARK FOR HUNTINGTON BEACH CITY COUNCIL 2020; GRACEY,VAN DER MARK FOR HUNTINGTON BEACH CITY COUNCIL 2020; GRACEY,323,ACTIVE,40002:CONTROLLED,0:N/A,Gracey Van Der Mark,0.0,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
5fb10ea4-62be-4467-b99b-30329c72c5ea,29a8c85b-2572-463c-8034-8986615d7717,Heather Hutt,1469109,HUTT FOR CITY COUNCIL 2024 - GENERAL; HEATHER,HUTT FOR CITY COUNCIL 2024 - GENERAL; HEATHER,213,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
ba272356-1877-445a-b9a9-e8c6852c3100,f1f3e6ca-5532-4f33-8ec2-64791b08f59b,Hilda L. Solis,1356549,SOLIS FOR SUPERVISOR 2014,SOLIS FOR SUPERVISOR 2014,323,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
f82e52f3-07a3-463b-8469-86c3f8fd7279,f1f3e6ca-5532-4f33-8ec2-64791b08f59b,Hilda L. Solis,1436739,Solis for Supervisor 2022,SOLIS FOR SUPERVISOR 2022,323,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
317f1a37-a5e0-4e7e-ac34-65d9ee78e4ac,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1314638,"MITCHELL FOR ASSEMBLY 2010, HOLLY J.","MITCHELL FOR ASSEMBLY 2010, HOLLY J.",323,TERMINATED,40002:CONTROLLED,0:N/A,HOLLY MITCHELL; Holly J. Mitchell,701634.62,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
ef39d0c9-7cc0-47a2-80e8-16bb2156159d,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1333909,"MITCHELL FOR ASSEMBLY 2012, HOLLY J.","MITCHELL FOR ASSEMBLY 2012, HOLLY J.",323,TERMINATED,40002:CONTROLLED,0:N/A,HOLLY MITCHELL; Holly J. Mitchell,457849.43,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
b56532ec-c180-442c-9274-440acc45972e,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1355252,"MITCHELL FOR ASSEMBLY 2014, HOLLY","MITCHELL FOR ASSEMBLY 2014, HOLLY",323,TERMINATED,40002:CONTROLLED,0:N/A,HOLLY MITCHELL; Holly J. Mitchell,198400.0,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
69658a9e-d85e-4be6-a4c6-fb2af585acd9,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1421304,"MITCHELL FOR COUNTY SUPERVISOR 2020, SPONSORED BY LA VOICE ACTION; WORKING FAMILIES FOR HOLLY","MITCHELL FOR COUNTY SUPERVISOR 2020, SPONSORED BY LA VOICE ACTION; WORKING FAMILIES FOR HOLLY",213,TERMINATED,0:N/A,40102:PRIMARILY FORMED CANDIDATE,,0.0,"DISPUTED by CA_0212: Cal-Access category PRIMARILY FORMED CANDIDATE (an independent committee, not theirs)"
1ddf76b6-dd6a-4464-95df-b7d1d13ff99c,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1415889,MITCHELL FOR COUNTY SUPERVISOR 2020; HOLLY J.,MITCHELL FOR COUNTY SUPERVISOR 2020; HOLLY J.,916,TERMINATED,40002:CONTROLLED,0:N/A,HOLLY MITCHELL; Holly J. Mitchell,1740680.71,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
a47013d1-f822-475f-9aa9-512827aaf14c,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1458425,Holly J. Mitchell for County Supervisor 2024,MITCHELL FOR COUNTY SUPERVISOR 2024; HOLLY J.,916,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
b35cfc8b-1701-4df4-bc9b-8dd8935ac1b4,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1424932,MITCHELL FOR LA SUPERVISOR 2020; COMMUNITIES UNITED FOR HOLLY,MITCHELL FOR LA SUPERVISOR 2020; COMMUNITIES UNITED FOR HOLLY,916,TERMINATED,0:N/A,40102:PRIMARILY FORMED CANDIDATE,,0.0,"DISPUTED by CA_0212: Cal-Access category PRIMARILY FORMED CANDIDATE (an independent committee, not theirs)"
75d5d4de-88cf-4e2b-9ae1-35b1b1b10f08,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1415447,MITCHELL FOR SECRETARY OF STATE 2022; HOLLY J.,MITCHELL FOR SECRETARY OF STATE 2022; HOLLY J.,916,TERMINATED,40002:CONTROLLED,0:N/A,HOLLY MITCHELL; Holly J. Mitchell,162961.14,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
562048e9-2b21-4594-8fb1-10156519cd63,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1358812,"MITCHELL FOR SENATE 2013, HOLLY J.","MITCHELL FOR SENATE 2013, HOLLY J.",213,TERMINATED,40002:CONTROLLED,0:N/A,HOLLY MITCHELL; Holly J. Mitchell,478945.86,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
5e6744e1-ceb4-4866-b80a-785794ee0ef8,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1361039,"MITCHELL FOR SENATE 2014, HOLLY J.","MITCHELL FOR SENATE 2014, HOLLY J.",213,TERMINATED,40002:CONTROLLED,0:N/A,HOLLY MITCHELL; Holly J Mitchell,472235.41,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
5ad98135-09c5-4734-bed7-2e32adab677a,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1373775,MITCHELL FOR SENATE 2018; HOLLY J.,MITCHELL FOR SENATE 2018; HOLLY J.,213,TERMINATED,40002:CONTROLLED,0:N/A,HOLLY MITCHELL; Holly J. Mitchell,1264746.5,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
43d3bfcf-db3b-4162-aca8-a516b02adb22,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1435302,MITCHELL OFFICEHOLDER 2020; SUPERVISOR HOLLY J.,MITCHELL OFFICEHOLDER 2020; SUPERVISOR HOLLY J.,916,ACTIVE,40002:CONTROLLED,0:N/A,HOLLY MITCHELL; Holly J. Mitchell,84800.0,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
50760a9a-790d-403e-a4cb-5a3e2b711fb5,fc5fda5f-f5bb-49bd-b7b3-b56eeaa6bb50,Holly J. Mitchell,1414025,MITCHELL OFFICEHOLDER ACCOUNT 2018; SENATOR HOLLY J,MITCHELL OFFICEHOLDER ACCOUNT 2018; SENATOR HOLLY J,213,TERMINATED,40002:CONTROLLED,0:N/A,HOLLY MITCHELL; Holly J. Mitchell,45600.0,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
fb5c6993-e79c-4ce3-9315-2903c8f8728d,97285c92-b664-4687-a1e4-6d88cf9c7fe4,Jacqui Irwin,1414701,IRWIN FOR ASSEMBLY 2020,IRWIN FOR ASSEMBLY 2020,916,TERMINATED,40002:CONTROLLED,0:N/A,JACQUI IRWIN,993970.48,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
bcb6095f-7f34-4cdc-84c2-a65c52d6fb97,97285c92-b664-4687-a1e4-6d88cf9c7fe4,Jacqui Irwin,1478936,IRWIN FOR LIEUTENANT GOVERNOR 2030,IRWIN FOR LIEUTENANT GOVERNOR 2030,916,ACTIVE,40002:CONTROLLED,0:N/A,JACQUI IRWIN,1009250.78,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
8d2d7e01-a664-4bdc-bec0-cb47ecbd14d1,f5775ca1-99f4-4cc2-acf2-5afaacdd94b3,James T. Butts Jr.,1325645,BUTTS FOR MAYOR 2026; JAMES,BUTTS FOR MAYOR 2026; JAMES,213,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
