link_id,politician_id,row_name,row_seat,external_id,stored_committee_name,official_committee_name,filer_area_code,cal_access_status,category,sub_category,controlling_candidate,sos_reports,action,reason
45d2004b-a669-4c03-b079-e7dc0dbc9c41,218c0fc3-5992-464d-b78c-c4f11668f0be,Alicia Weintraub,Council Member,1375365,WEINTRAUB FOR CALABASAS CITY COUNCIL 2015,WEINTRAUB FOR CALABASAS CITY COUNCIL 2015,818,TERMINATED 01/05/2016,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
fbc6b6c1-9d68-4707-951e-1b3f3bec699c,218c0fc3-5992-464d-b78c-c4f11668f0be,Alicia Weintraub,Council Member,1466262,WEINTRAUB FOR CALABASAS CITY COUNCIL 2024,WEINTRAUB FOR CALABASAS CITY COUNCIL 2024,818,TERMINATED 09/05/2024,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
5c855d32-12cf-4d54-b656-f9e068906fac,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,Council Member,1055766,QUINTANA FOR ASSEMBLY,QUINTANA FOR ASSEMBLY,213,T,40002:CONTROLLED,0:N/A,"QUINTANA, BRIAN",,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
51b4e5c7-0b57-4d59-8ca7-c07dc3f977c4,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,Council Member,1334366,QUINTANA FOR BELL CITY COUNCIL 2026,QUINTANA FOR BELL CITY COUNCIL 2026,323,ACTIVE,40002:CONTROLLED,0:N/A,ANA MARIA QUINTANA,,leave_no_sos_reports,"controlled by this person, but no SOS e-filed reports (files with a local filing officer): confirming would load no data and would show 'data pending' for ever"
f23c9f18-fea5-4506-833c-12f6af327449,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,Council Member,1415390,QUINTANA FOR SENATE 2019,QUINTANA FOR SENATE 2019,323,TERMINATED 06/30/2019,40002:CONTROLLED,0:N/A,ANA MARIA QUINTANA,"F460 x7, F497 x14",confirm,"Cal-Access bulk export (2026-09-23): category CONTROLLED; controlling candidate ANA MARIA QUINTANA (FILER_LINKS_CD / Form 460 cover); SOS e-filed reports F460 x7, F497 x14."
61249f00-7525-4a6a-9179-a773aecda077,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,Council Member,1416983,"QUINTANA FOR SENATE 2019, BULLDOG VICTORY FUND FOR","QUINTANA FOR SENATE 2019, BULLDOG VICTORY FUND FOR",310,TERMINATED 12/31/2019,0:N/A,40102:PRIMARILY FORMED CANDIDATE,Ana Maria Quintana,"F460 x2, F497 x2",dispute_pf,"Cal-Access category PRIMARILY FORMED CANDIDATE: an independent committee that supports or opposes this person, not a committee they control; its money is not their fundraising."
596af058-fda4-42dd-abd3-b5845ec63b39,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,Council Member,1408537,QUINTANA FOR SENATE 2020,QUINTANA FOR SENATE 2020,323,TERMINATED 04/16/2019,40002:CONTROLLED,0:N/A,ANA MARIA QUINTANA,"F460 x9, F497 x4",confirm,"Cal-Access bulk export (2026-09-23): category CONTROLLED; controlling candidate ANA MARIA QUINTANA (FILER_LINKS_CD / Form 460 cover); SOS e-filed reports F460 x9, F497 x4."
69763a0d-e269-455c-a027-147cc713bd2b,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,Councilmember,1337268,VALENCIA 4 CITY COUNCIL 2012,VALENCIA 4 CITY COUNCIL 2012,909,TERMINATED 06/25/2014,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
babdab71-b692-4c5e-bdb0-cd86ce2c7508,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,Councilmember,1364057,VALENCIA 4 CITY COUNCIL 2014,VALENCIA 4 CITY COUNCIL 2014,909,TERMINATED 04/05/2016,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
fad4755e-c177-4fec-80ba-75e5266f64d3,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,Councilmember,1384832,VALENCIA 4 CITY COUNCIL 2026,VALENCIA 4 CITY COUNCIL 2026,909,ACTIVE,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
3ce773a3-1fab-47f3-b0be-454fd18c3ed4,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,Councilmember,1411478,VALENCIA 4 SCHOOL BOARD 2018,VALENCIA 4 SCHOOL BOARD 2018,626,ACTIVE,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
e2ca1764-0be9-4ae7-bfca-df519894397c,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,Councilmember,1309480,VALENCIA FOR CITY COUNCIL,VALENCIA FOR CITY COUNCIL,818,TERMINATED 06/30/2009,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
8c6b831f-3f69-4aa4-807b-e8804cf0e5b5,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,Councilmember,1406902,VALENCIA FOR CITY COUNCIL 2018,VALENCIA FOR CITY COUNCIL 2018,562,ACTIVE,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
ecc2cf26-dbb1-446b-acf4-ae0bcc3f3824,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,Councilmember,1426635,VALENCIA FOR CITY COUNCIL 2020,VALENCIA FOR CITY COUNCIL 2024,562,TERMINATED 12/31/2022,40002:CONTROLLED,0:N/A,Avelino Valencia III,F460 x6,dispute_other_person,"Cal-Access: this committee is controlled by Avelino Valencia III, a different person with the same surname (FILER_LINKS_CD / Form 460 cover)."
db9cd3d3-41dc-4351-bb85-fdfb361a9267,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,Councilmember,1449346,"VALENCIA FOR CITY COUNCIL DISTRICT 5, 2022","VALENCIA FOR CITY COUNCIL DISTRICT 5, 2022",951,TERMINATED 12/30/2022,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
621d3dd8-c727-47a3-b488-03daa5b049be,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,Councilmember,1438279,VALENCIA FOR MAYOR 2022,VALENCIA FOR MAYOR 2022,909,TERMINATED 08/15/2023,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
b48bbae0-8daf-44bd-b558-e47906cbb07f,7dff1af1-993e-4d8f-8901-e4f96b93f11d,Andrew Gruel,Council Member,1484047,GRUEL FOR CITY COUNCIL 2026,GRUEL FOR CITY COUNCIL 2026,714,ACTIVE,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
3ee42209-d7f7-46de-a89a-f01fd8e162ac,06ba1b93-6bc5-4360-9f98-a006c60d2863,Ann Marshall,Mayor,1472002,MARSHALL FOR COUNCIL 2024,MARSHALL FOR COUNCIL 2024,650,TERMINATED 11/25/2024,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
1ae83d6e-ec62-4ece-9bc9-a2ebaf89510e,06ba1b93-6bc5-4360-9f98-a006c60d2863,Ann Marshall,Mayor,1238100,MARSHALL FOR COUNCIL CAMPAIGN,MARSHALL FOR COUNCIL CAMPAIGN,510,TERMINATED 05/29/2006,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
6d18f84d-7153-4f99-a6e6-8bba82884d0b,06ba1b93-6bc5-4360-9f98-a006c60d2863,Ann Marshall,Mayor,1380398,MARSHALL FOR JUDGE 2016,MARSHALL FOR JUDGE 2016,213,TERMINATED 12/08/2016,40002:CONTROLLED,0:N/A,PHILIP MARSHALL,"F460 x2, F497 x1",dispute_other_person,"Cal-Access: this committee is controlled by PHILIP MARSHALL, a different person with the same surname (FILER_LINKS_CD / Form 460 cover)."
3538a3c3-0c87-4f2d-999a-6e30f95129db,59ef70e5-6123-4c46-bc5b-66a4114ce2d2,Annette C. Delgadillo,Council Member,1043433,DELGADILLO FOR ASSEMBLY,DELGADILLO FOR ASSEMBLY,213,TERMINATED 12/01/1990,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
b8622f40-dae5-40e2-9703-577663af05b7,9b2e0e78-91b0-4e8a-882c-7660da792004,Ardy Kassakhian,Mayor,1419692,KASSAKHIAN FOR CITY COUNCIL 2020,KASSAKHIAN FOR CITY COUNCIL 2020,213,TERMINATED 12/31/2023,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
0cc63ee4-a6aa-47d3-8624-d023445d49a0,9b2e0e78-91b0-4e8a-882c-7660da792004,Ardy Kassakhian,Mayor,1272902,KASSAKHIAN FOR  CLERK,KASSAKHIAN FOR CLERK 2013,213,TERMINATED 12/31/2020,40002:CONTROLLED,0:N/A,ARDY KASSAKHIAN; Ardashes Kassakhian,F460 x14,confirm,Cal-Access bulk export (2026-09-23): category CONTROLLED; controlling candidate ARDY KASSAKHIAN; Ardashes Kassakhian (FILER_LINKS_CD / Form 460 cover); SOS e-filed reports F460 x14.
84c02690-3554-4c3f-a605-454eb4c9d459,9b2e0e78-91b0-4e8a-882c-7660da792004,Ardy Kassakhian,Mayor,1465067,KASSAKHIAN FOR COUNCIL 2024,KASSAKHIAN FOR COUNCIL 2024,213,ACTIVE,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
555b75c4-3ff1-47f2-bfd7-d7386de68921,b7dc60f1-7d9f-4ac8-abb1-a977ffd25d26,Armond Aghakhanian,Board Member (Trustee Area 5),1470441,AGHAKHANIAN FOR BURBANK SCHOOL BOARD AREA 5 2024,AGHAKHANIAN FOR BURBANK SCHOOL BOARD AREA 5 2024,818,TERMINATED 12/23/2024,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
636414ac-58da-4587-a3e5-5637367f9752,2b4b35a8-1498-46ad-aa9b-04650b454262,Aurelio Mattucci,Council Member,1481751,MATTUCCI FOR TREASURER 2026,MATTUCCI FOR TREASURER 2026,310,ACTIVE,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
1dd10441-a10f-482a-b654-5841b092c1e6,475b846d-bce8-43e0-bac8-bd65d58d9c46,Austin Bishop,Council Member (District 1),1050130,BISHOP FOR ASSEMBLY,BISHOP FOR ASSEMBLY,213,TERMINATED 12/01/1990,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
42b2f73a-ff63-4b21-b38c-31fbe777e5df,61f64014-03c2-4b7c-86a2-d97db91dd2d7,Barbara Ferraro,Council Member,1053347,FERRARO OFFICE HOLDER COMMITTEE,FERRARO OFFICE HOLDER COMMITTEE,818,TERMINATED 02/05/2004,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
80e006a1-5795-4a7e-a648-f2fb50f3545d,b943ec10-59a6-47b4-a3df-52b9747df53b,Barry Waite,Council Member,1381512,WAITE FOR CITY COUNCIL 2016,WAITE FOR CITY COUNCIL DISTRICT 8 2016,408,TERMINATED 11/20/2016,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
04287475-c24b-412a-aa81-4ad79ef2eaba,b943ec10-59a6-47b4-a3df-52b9747df53b,Barry Waite,Council Member,1338124,WAITE FOR LOMITA CITY COUNCIL,WAITE FOR LOMITA CITY COUNCIL,310,TERMINATED 12/31/2009,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
4e4df27c-3236-4da9-a1ea-67971fa6df25,b943ec10-59a6-47b4-a3df-52b9747df53b,Barry Waite,Council Member,1043313,"WAITE FOR STATE SENATOR COMMITTEE, DR","WAITE FOR STATE SENATOR COMMITTEE, DR",714,TERMINATED 12/01/1990,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
ea83d67f-eec1-4b20-979b-5fcbf611fddd,d90648b6-f36e-4111-a361-ea34b34dd67d,Becky A. Shevlin,Mayor,1445429,SHEVLIN FOR MAYOR 2022,SHEVLIN FOR MAYOR 2022,626,TERMINATED 08/07/2023,40002:CONTROLLED,0:N/A,,,leave_no_candidate_name,"controlled, but Cal-Access names no controlling candidate and the SOS holds no e-filed reports: nothing identifies the person and nothing would load"
