link_id,politician_id,row_name,row_seat,source_system,external_id,stored_committee_name,official_committee_name,filer_area_code,cal_access_status,la_city_ethics_candidate,prior_status,name_match,verdict,basis,reason,lead
22977389-9901-4d13-84b4-4a469e945207,ea803096-927f-41fe-98e1-deab56291810,Al Muratsuchi,Assembly Member (Assembly District 66),cal_access,1341558,MURATSUCHI FOR ASSEMBLY 2012,MURATSUCHI FOR ASSEMBLY 2012,323,TERMINATED 06/30/2013,,needs_research,surname only,keep needs_research,unresolved,,
a5192f9a-444e-49dd-bb48-b6c6a98be5bf,ea803096-927f-41fe-98e1-deab56291810,Al Muratsuchi,Assembly Member (Assembly District 66),cal_access,1353738,MURATSUCHI FOR ASSEMBLY 2014,MURATSUCHI FOR ASSEMBLY 2014,213,TERMINATED 06/12/2015,,needs_research,surname only,keep needs_research,unresolved,,
1cacc887-e308-4903-aba0-01d4932ce825,ea803096-927f-41fe-98e1-deab56291810,Al Muratsuchi,Assembly Member (Assembly District 66),cal_access,1375498,MURATSUCHI FOR ASSEMBLY 2016,MURATSUCHI FOR ASSEMBLY 2016,213,TERMINATED 05/01/2017,,needs_research,surname only,keep needs_research,unresolved,,
551eae5e-21e6-4077-80ad-f0334dc84670,ea803096-927f-41fe-98e1-deab56291810,Al Muratsuchi,Assembly Member (Assembly District 66),cal_access,1392662,MURATSUCHI FOR ASSEMBLY 2018,MURATSUCHI FOR ASSEMBLY 2018,213,TERMINATED 03/27/2019,,needs_research,surname only,keep needs_research,unresolved,,
b4ee3f7b-2e68-44a1-9d9d-c262a07e8dd6,ea803096-927f-41fe-98e1-deab56291810,Al Muratsuchi,Assembly Member (Assembly District 66),cal_access,1415052,MURATSUCHI FOR ASSEMBLY 2020,MURATSUCHI FOR ASSEMBLY 2020,213,TERMINATED 04/05/2021,,needs_research,surname only,keep needs_research,unresolved,,
2446525a-5703-43e3-bcd2-dde659bda308,ea803096-927f-41fe-98e1-deab56291810,Al Muratsuchi,Assembly Member (Assembly District 66),cal_access,1435331,MURATSUCHI FOR ASSEMBLY 2022,MURATSUCHI FOR ASSEMBLY 2022,916,TERMINATED 02/06/2023,,needs_research,surname only,keep needs_research,unresolved,,
3e94a7b1-b90d-4b80-9b5d-a2d667f5672e,ea803096-927f-41fe-98e1-deab56291810,Al Muratsuchi,Assembly Member (Assembly District 66),cal_access,1457643,MURATSUCHI FOR ASSEMBLY 2024,MURATSUCHI FOR ASSEMBLY 2024,916,TERMINATED 12/09/2025,,needs_research,surname only,keep needs_research,unresolved,,
67f17bd4-9468-44e1-87c5-a1ea3dbc9c70,ea803096-927f-41fe-98e1-deab56291810,Al Muratsuchi,Assembly Member (Assembly District 66),cal_access,1478738,MURATSUCHI FOR SUPERINTENDENT OF PUBLIC INSTRUCTION 2026; AL,MURATSUCHI FOR SUPERINTENDENT OF PUBLIC INSTRUCTION 2026; AL,916,ACTIVE,,needs_research,full name,keep needs_research,full name (out of scope),,
a7244798-c0fe-4e7e-8e22-2ab044ecdf73,ea803096-927f-41fe-98e1-deab56291810,Al Muratsuchi,Assembly Member (Assembly District 66),cal_access,1479966,MURATSUCHI ASSEMBLY 2024 OFFICEHOLDER ACCOUNT,MURATSUCHI ASSEMBLY 2024 OFFICEHOLDER ACCOUNT,916,ACTIVE,,needs_research,surname only,keep needs_research,unresolved,,
3ca6e57b-96f6-4e12-a052-39b47a81c96f,7bad257e-66a9-46a7-a9fd-d8c80bf454c3,Albert F. Ambriz,"Council Member, Irwindale",cal_access,1247400,AMBRIZ FOR COUNCIL,AMBRIZ FOR COUNCIL,714,TERMINATED 12/31/2010,,needs_research,surname only,keep needs_research,unresolved,,
b58adc6e-63fc-4556-938a-3582e7281006,7bad257e-66a9-46a7-a9fd-d8c80bf454c3,Albert F. Ambriz,"Council Member, Irwindale",cal_access,1410872,AMBRIZ FOR CITY COUNCILMEMBER DISTRICT 3 2018,AMBRIZ FOR CITY COUNCILMEMBER DISTRICT 3 2018,209,ACTIVE,,needs_research,surname only,keep needs_research,unresolved,,
b9c35ec4-b1aa-4777-ae12-d74b63f76bb0,5cf487ec-b383-466f-a5db-b01b607acd9c,Alejandra Avila,"Mayor, Baldwin Park",cal_access,1322299,"AVILA FOR CITY CLERK 2009, BALDWIN PARK FOR ALEJANDRA","AVILA CITY CLERK 2013, BALDWIN PARK FOR ALEJANDRA",626,TERMINATED 10/15/2015,,needs_research,full name,keep needs_research,full name (out of scope),,
e7a6b585-88e4-48f4-a668-826647d8ed26,5cf487ec-b383-466f-a5db-b01b607acd9c,Alejandra Avila,"Mayor, Baldwin Park",cal_access,1455242,AVILA FOR CITY COUNCIL 2022; ALEJANDRA,AVILA FOR CITY COUNCIL 2022; ALEJANDRA,626,TERMINATED 01/28/2025,,needs_research,full name,keep needs_research,full name (out of scope),,
34b63d2e-f372-4820-9d6c-893023eca1f4,1ef074ea-8237-48b9-b84d-8b165e790bbb,Ali Saleh,"Mayor, Bell",cal_access,1314653,"SALEH FOR CITY COUNCIL 2009, ALI","SALEH FOR CITY COUNCIL 2009, ALI",323,TERMINATED 07/21/2010,,needs_research,full name,keep needs_research,full name (out of scope),,
c1327f16-b292-402a-9b6c-56b85d20b706,1ef074ea-8237-48b9-b84d-8b165e790bbb,Ali Saleh,"Mayor, Bell",cal_access,1334427,SALEH FOR CITY COUNCIL 2024,SALEH FOR CITY COUNCIL 2024,213,ACTIVE,,needs_research,surname only,keep needs_research,unresolved,,
33659f65-de67-45e2-881a-3674a5c6279b,1ef074ea-8237-48b9-b84d-8b165e790bbb,Ali Saleh,"Mayor, Bell",cal_access,1343313,SALEH FOR ASSEMBLY 2012,SALEH FOR ASSEMBLY 2012,323,TERMINATED 12/21/2012,,needs_research,surname only,keep needs_research,unresolved,,
06bfa589-faa0-42a3-9c75-d17dac502e4e,1ef074ea-8237-48b9-b84d-8b165e790bbb,Ali Saleh,"Mayor, Bell",cal_access,1395460,SALEH FOR SENATE 2020,SALEH FOR SENATE 2020,213,TERMINATED 05/08/2019,,needs_research,surname only,keep needs_research,unresolved,,
5f3c51aa-2688-4eeb-811f-78d73750fed6,1ef074ea-8237-48b9-b84d-8b165e790bbb,Ali Saleh,"Mayor, Bell",cal_access,1408440,SALEH 4 CUHSD TRUSTEE 2018,SALEH 4 CUHSD TRUSTEE 2018,408,TERMINATED 12/29/2018,,needs_research,surname only,disputed,C the filer evidence places it elsewhere (area code or shared filer phone),"surname-only auto-link: Cal-Access 1408440 ""SALEH 4 CUHSD TRUSTEE 2018"" -- a campaign for the CUHSD (a high school district) board; filer area code 408 (San Jose) is outside the Los Angeles region and nothing ties it to the row; this row is Ali Saleh, Mayor, Bell",
2fce7f96-4c2f-4e06-b86b-2818a9a010f5,1ef074ea-8237-48b9-b84d-8b165e790bbb,Ali Saleh,"Mayor, Bell",cal_access,1415367,SALEH FOR SENATE 2019,SALEH FOR SENATE 2019,213,TERMINATED 06/30/2023,,needs_research,surname only,keep needs_research,unresolved,,
a6fb0b9e-4a9c-41d9-83e8-747d6b2ae414,1ef074ea-8237-48b9-b84d-8b165e790bbb,Ali Saleh,"Mayor, Bell",cal_access,1426623,SALEH 4 CUHSD TRUSTEE 2020,SALEH 4 CUHSD TRUSTEE 2020,408,TERMINATED 03/21/2025,,needs_research,surname only,disputed,C the filer evidence places it elsewhere (area code or shared filer phone),"surname-only auto-link: Cal-Access 1426623 ""SALEH 4 CUHSD TRUSTEE 2020"" -- a campaign for the CUHSD (a high school district) board; filer area code 408 (San Jose) is outside the Los Angeles region and nothing ties it to the row; this row is Ali Saleh, Mayor, Bell",
cff59122-bc48-43fc-a24b-09b30c7c3d9d,2382e3c5-f6ff-4aeb-88c6-8538df3ea05d,Ali Taj,"Council Member, Artesia",cal_access,1358275,TAJ FOR CITY COUNCIL 2018,TAJ FOR CITY COUNCIL 2018,562,TERMINATED 07/09/2026,,needs_research,surname only,keep needs_research,unresolved,,
d75b5c60-7b0f-4d76-a3e2-850d335c7935,2382e3c5-f6ff-4aeb-88c6-8538df3ea05d,Ali Taj,"Council Member, Artesia",cal_access,1403289,TAJ FOR SENATE 2018,TAJ FOR SENATE 2018,323,TERMINATED 12/31/2018,,needs_research,surname only,keep needs_research,unresolved,,
6ba8c337-c6f5-4daf-bebf-4739b157bc1d,2382e3c5-f6ff-4aeb-88c6-8538df3ea05d,Ali Taj,"Council Member, Artesia",cal_access,1474786,TAJ FOR ASSEMBLY 2026,TAJ FOR ASSEMBLY 2026,916,TERMINATED 07/27/2026,,needs_research,surname only,keep needs_research,unresolved,,
ff40cd01-eeeb-4a26-842d-4b4d237d56e8,218c0fc3-5992-464d-b78c-c4f11668f0be,Alicia Weintraub,"Council Member, Calabasas",cal_access,1059149,WEINTRAUB FOR ASSEMBLY,WEINTRAUB FOR ASSEMBLY,213,TERMINATED 06/24/1993,,needs_research,surname only,keep needs_research,unresolved,,
fd01c215-4d68-429a-a33a-2ed38fb3355c,218c0fc3-5992-464d-b78c-c4f11668f0be,Alicia Weintraub,"Council Member, Calabasas",cal_access,1336144,"WEINTRAUB FOR CALABASAS CITY COUNCIL 2011, ALICIA","WEINTRAUB FOR CALABASAS CITY COUNCIL 2011, ALICIA",818,TERMINATED 07/11/2011,,needs_research,full name,keep needs_research,full name (out of scope),,
45d2004b-a669-4c03-b079-e7dc0dbc9c41,218c0fc3-5992-464d-b78c-c4f11668f0be,Alicia Weintraub,"Council Member, Calabasas",cal_access,1375365,WEINTRAUB FOR CALABASAS CITY COUNCIL 2015,WEINTRAUB FOR CALABASAS CITY COUNCIL 2015,818,TERMINATED 01/05/2016,,needs_research,surname only,keep needs_research,unresolved,,
9ecabc8e-c3f7-43f2-a5ed-985decda85b3,218c0fc3-5992-464d-b78c-c4f11668f0be,Alicia Weintraub,"Council Member, Calabasas",cal_access,1426393,WEINTRAUB FOR CALABASAS CITY COUNCIL 2020; ALICIA,WEINTRAUB FOR CALABASAS CITY COUNCIL 2020; ALICIA,818,TERMINATED 11/18/2020,,needs_research,full name,keep needs_research,full name (out of scope),,
fbc6b6c1-9d68-4707-951e-1b3f3bec699c,218c0fc3-5992-464d-b78c-c4f11668f0be,Alicia Weintraub,"Council Member, Calabasas",cal_access,1466262,WEINTRAUB FOR CALABASAS CITY COUNCIL 2024,WEINTRAUB FOR CALABASAS CITY COUNCIL 2024,818,TERMINATED 09/05/2024,,needs_research,surname only,keep needs_research,unresolved,,
1b248394-92a8-4e06-aa30-301fc59da398,84a73092-e2e4-4030-8b05-2113ec404df1,Alissa Roston,"Board Member, Beverly Hills Unified",cal_access,1460582,ROSTON FOR CITY COUNCIL 2024; ALISSA,ROSTON FOR CITY COUNCIL 2024; ALISSA,213,TERMINATED 03/28/2024,,needs_research,full name,keep needs_research,full name (out of scope),,
354b398b-14e4-4c8e-b1e7-86f85e2d7c53,5b0b0edf-c2f2-4359-92d5-d245f8826111,Amy Thomas Howorth,"Mayor, Manhattan Beach",cal_access,1336651,"HOWORTH TO MANHATTAN BEACH CITY COUNCIL 2011, COMMITTEE TO ELECT AMY","HOWORTH TO MANHATTAN BEACH CITY COUNCIL 2011, COMMITTEE TO ELECT AMY",310,TERMINATED 12/31/2013,,needs_research,full name,keep needs_research,full name (out of scope),,
3fb08c44-96e1-4d04-8a69-78eda0cbafdc,5b0b0edf-c2f2-4359-92d5-d245f8826111,Amy Thomas Howorth,"Mayor, Manhattan Beach",cal_access,1363858,"HOWORTH FOR STATE SENATE 2014, AMY","HOWORTH FOR STATE SENATE 2014, AMY",562,TERMINATED 06/30/2018,,needs_research,full name,keep needs_research,full name (out of scope),,
aa284bfb-0242-41da-ae54-3344b977d683,5b0b0edf-c2f2-4359-92d5-d245f8826111,Amy Thomas Howorth,"Mayor, Manhattan Beach",cal_access,1451138,HOWORTH TO MANHATTAN BEACH CITY COUNCIL 2022; COMMITTEE TO ELECT AMY,HOWORTH TO MANHATTAN BEACH CITY COUNCIL 2022; COMMITTEE TO ELECT AMY,424,TERMINATED 10/19/2024,,needs_research,full name,keep needs_research,full name (out of scope),,
5c855d32-12cf-4d54-b656-f9e068906fac,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,"Council Member, Bell",cal_access,1055766,QUINTANA FOR ASSEMBLY,QUINTANA FOR ASSEMBLY,213,T,,needs_research,surname only,keep needs_research,unresolved,,
c314f23a-45f7-4d38-9802-7700639a8d57,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,"Council Member, Bell",cal_access,1261217,"QUINTANA COMMITTEE TO ELECT RENE, FRIENDS FOR RENE QUINTANA","QUINTANA COMMITTEE TO ELECT RENE, FRIENDS FOR RENE QUINTANA",707,TERMINATED 10/01/2004,,needs_research,surname only,disputed,"A names another person, or the matched token is a place, a word or a given name","surname-only auto-link: Cal-Access 1261217 ""QUINTANA COMMITTEE TO ELECT RENE, FRIENDS FOR RENE QUINTANA"" -- names a different person (Rene Quintana); filer area code 707 (North Bay); this row is Ana Maria Quintana, Council Member, Bell",
51b4e5c7-0b57-4d59-8ca7-c07dc3f977c4,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,"Council Member, Bell",cal_access,1334366,QUINTANA FOR BELL CITY COUNCIL 2026,QUINTANA FOR BELL CITY COUNCIL 2026,323,ACTIVE,,needs_research,surname only,keep needs_research,unresolved,,
596af058-fda4-42dd-abd3-b5845ec63b39,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,"Council Member, Bell",cal_access,1408537,QUINTANA FOR SENATE 2020,QUINTANA FOR SENATE 2020,323,TERMINATED 04/16/2019,,needs_research,surname only,keep needs_research,unresolved,,
f23c9f18-fea5-4506-833c-12f6af327449,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,"Council Member, Bell",cal_access,1415390,QUINTANA FOR SENATE 2019,QUINTANA FOR SENATE 2019,323,TERMINATED 06/30/2019,,needs_research,surname only,keep needs_research,unresolved,,
61249f00-7525-4a6a-9179-a773aecda077,1ac8efa3-10c7-404e-8ed6-a73804881819,Ana Maria Quintana,"Council Member, Bell",cal_access,1416983,"QUINTANA FOR SENATE 2019, BULLDOG VICTORY FUND FOR","QUINTANA FOR SENATE 2019, BULLDOG VICTORY FUND FOR",310,TERMINATED 12/31/2019,,needs_research,surname only,keep needs_research,unresolved,,
1df42322-9c96-43f6-9e68-1347fc0e9741,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1236722,"VALENCIA FOR SCHOOL BOARD 2018, ANA","VALENCIA FOR SCHOOL BOARD 2018, ANA",213,ACTIVE,,needs_research,full name,keep needs_research,full name (out of scope),,
1c916e0e-08bf-4c1e-98f1-7e6afb138506,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1293143,"VALENCIA, FRIENDS OF ANA","VALENCIA, FRIENDS OF ANA",213,TERMINATED 12/31/2012,,needs_research,full name,keep needs_research,full name (out of scope),,
769aa55f-55e9-4c30-bf6f-1ea3f121cc2d,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1300714,VALENCIA FOR VISALIA UNIFIED SCHOOL BOARD,VALENCIA FOR VISALIA UNIFIED SCHOOL BOARD,559,TERMINATED 01/30/2008,,needs_research,surname only,disputed,"B another named place or district, or an opposing / ballot / recall committee","surname-only auto-link: Cal-Access 1300714 ""VALENCIA FOR VISALIA UNIFIED SCHOOL BOARD"" -- a campaign for the Visalia Unified school board in Visalia (Tulare County), not for the row's seat; filer area code 559 (Fresno); this row is Ana Valencia, Councilmember, Norwalk",
e2ca1764-0be9-4ae7-bfca-df519894397c,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1309480,VALENCIA FOR CITY COUNCIL,VALENCIA FOR CITY COUNCIL,818,TERMINATED 06/30/2009,,needs_research,surname only,keep needs_research,unresolved,,
69763a0d-e269-455c-a027-147cc713bd2b,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1337268,VALENCIA 4 CITY COUNCIL 2012,VALENCIA 4 CITY COUNCIL 2012,909,TERMINATED 06/25/2014,,needs_research,surname only,keep needs_research,unresolved,,
a197574e-a21b-4438-9b2e-43cf732a5339,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1340884,"VALENCIA FOR ASSEMBLY 2012, ANA","VALENCIA FOR ASSEMBLY 2012, ANA",213,TERMINATED 12/31/2012,,needs_research,full name,keep needs_research,full name (out of scope),,
babdab71-b692-4c5e-bdb0-cd86ce2c7508,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1364057,VALENCIA 4 CITY COUNCIL 2014,VALENCIA 4 CITY COUNCIL 2014,909,TERMINATED 04/05/2016,,needs_research,surname only,keep needs_research,unresolved,,
fad4755e-c177-4fec-80ba-75e5266f64d3,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1384832,VALENCIA 4 CITY COUNCIL 2026,VALENCIA 4 CITY COUNCIL 2026,909,ACTIVE,,needs_research,surname only,keep needs_research,unresolved,,
28fde96f-ef52-4555-b95e-1bb3cb90ed1a,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1405231,VALENCIA FOR ORANGE CITY COUNCIL 2018,VALENCIA FOR ORANGE CITY COUNCIL 2018,714,TERMINATED 12/31/2018,,needs_research,surname only,disputed,"B another named place or district, or an opposing / ballot / recall committee","surname-only auto-link: Cal-Access 1405231 ""VALENCIA FOR ORANGE CITY COUNCIL 2018"" -- a campaign for the Orange City Council in Orange (Orange County), not for the row's seat; filer area code 714 (Orange County); this row is Ana Valencia, Councilmember, Norwalk",
8c6b831f-3f69-4aa4-807b-e8804cf0e5b5,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1406902,VALENCIA FOR CITY COUNCIL 2018,VALENCIA FOR CITY COUNCIL 2018,562,ACTIVE,,needs_research,surname only,keep needs_research,unresolved,,
3ce773a3-1fab-47f3-b0be-454fd18c3ed4,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1411478,VALENCIA 4 SCHOOL BOARD 2018,VALENCIA 4 SCHOOL BOARD 2018,626,ACTIVE,,needs_research,surname only,keep needs_research,unresolved,,
62f776df-ddb7-4287-9af3-0b464dec7117,ba647863-25fb-4ccf-9cb0-5a1c912d1b27,Ana Valencia,"Councilmember, Norwalk",cal_access,1413837,VALENCIA FOR LAUSD BOARD 2019,VALENCIA FOR LAUSD BOARD 2019,310,TERMINATED 11/20/2019,"Valencia, Nestor",needs_research,surname only,disputed,"A names another person, or the matched token is a place, a word or a given name","surname-only auto-link: Cal-Access 1413837 ""VALENCIA FOR LAUSD BOARD 2019"" -- LA City Ethics names its candidate as Nestor Valencia (LAUSD Board Member - District 5), a different person; filer area code 310 (West LA/South Bay); this row is Ana Valencia, Councilmember, Norwalk",
