state,cd,geo_id,target_election,existing_race_id,incumbent_name,incumbent_pid,incumbent_external_id,incumbent_stance_count,incumbent_top_up_tier,nominee_status,general_candidates,new_records_needed,field_status,source_url
IL,13,1713,IL 2026 Statewide General,,Nikki Budzinski,6192aa12-077f-42a8-a4cc-fcdf5d56355f,-17013,10,partial,renominated,Nikki Budzinski (Democratic); Jeff Wilson (Republican),Jeff Wilson,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois
IL,14,1714,IL 2026 Statewide General,,Lauren Underwood,4774c04d-23cd-4e0f-91d2-e294864f0dbb,-17014,14,partial,renominated,Lauren Underwood (Democratic); James Marter (Republican),James Marter,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois
IL,15,1715,IL 2026 Statewide General,,Mary E. Miller,73816ba4-4235-400c-a0a1-00c67b762687,-17015,17,partial,renominated,Mary E. Miller (Republican); Jennifer Todd (Democratic),Jennifer Todd,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois
IL,16,1716,IL 2026 Statewide General,,Darin LaHood,f0d27c86-02f3-4014-9162-e4e940f2afdd,-17016,15,partial,renominated,Darin LaHood (Republican); Paul Nolley (Democratic),Paul Nolley,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois
IL,17,1717,IL 2026 Statewide General,,Eric Sorensen,a87adee0-ca19-4e02-b734-e6a91ca34245,-17017,8,partial,renominated,Eric Sorensen (Democratic); Dillan Vancil (Republican),Dillan Vancil,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Illinois
MI,1,2601,MI 2026 Statewide General,,Jack Bergman,98c51f29-fa5d-4368-8330-cb2420746f45,-26001,11,partial,pending-primary,Jack Bergman (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,2,2602,MI 2026 Statewide General,,John R. Moolenaar,55432c1f-2d1c-4848-8515-066bd1d3521a,-26002,16,partial,pending-primary,John R. Moolenaar (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,3,2603,MI 2026 Statewide General,,Hillary J. Scholten,80b0b2ee-5ccb-4ee1-a7fa-58e253bb6daf,-26003,14,partial,pending-primary,Hillary J. Scholten (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,4,2604,MI 2026 Statewide General,,Bill Huizenga,7f190fe5-c3d3-43a4-bda4-5873123cd07d,-26004,16,partial,pending-primary,Bill Huizenga (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,5,2605,MI 2026 Statewide General,,Tim Walberg,30c32663-db0f-4ada-b85f-eaeed3766511,-26005,18,partial,pending-primary,Tim Walberg (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,6,2606,MI 2026 Statewide General,,Debbie Dingell,91d28127-8183-4b67-a1fb-dc8a150f6199,-26006,19,partial,pending-primary,Debbie Dingell (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,7,2607,MI 2026 Statewide General,,Tom Barrett,68cb7b25-384b-4c56-9730-d661996060d7,-26007,12,partial,pending-primary,Tom Barrett (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,8,2608,MI 2026 Statewide General,,Kristen McDonald Rivet,7d800c44-7a73-440e-8023-14f93fde06c0,-26008,14,partial,pending-primary,Kristen McDonald Rivet (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,9,2609,MI 2026 Statewide General,,Lisa C. McClain,e04094d1-247c-40c8-8829-c7cb8654d0ed,-26009,16,partial,pending-primary,Lisa C. McClain (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,10,2610,MI 2026 Statewide General,,John James,1c1f6614-fb03-4aa8-879b-2470a1dcd59f,-26010,12,partial,pending-primary,John James (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,11,2611,MI 2026 Statewide General,,Haley M. Stevens,5b642054-504c-46c8-a68b-324e7b593587,-26011,18,partial,pending-primary,Haley M. Stevens (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,12,2612,MI 2026 Statewide General,,Rashida Tlaib,aa1d94a3-6336-405d-89da-c43146cf0421,-26012,16,partial,pending-primary,Rashida Tlaib (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
MI,13,2613,MI 2026 Statewide General,,Shri Thanedar,32d35023-d9b4-4035-a73f-63433dbc9910,-26013,17,partial,pending-primary,Shri Thanedar (incumbent; 2026 nominees pending Aug-4 primary),,pending-primary (Aug-4),https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Michigan
NJ,1,3401,NJ 2026 Statewide General,,Donald Norcross,b74a616d-9c47-4328-8c25-b1a3dc0a4f9d,-34001,17,partial,renominated,Donald Norcross (Democratic); Damon Galdo (Republican),Damon Galdo,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_New_Jersey
NJ,2,3402,NJ 2026 Statewide General,,Jefferson Van Drew,ac328544-b0d7-4714-8487-e2467f9713e8,-34002,16,partial,renominated,Jefferson Van Drew (Republican); Zack Mullock (Democratic),Zack Mullock,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_New_Jersey
NJ,3,3403,NJ 2026 Statewide General,,"Herbert C. Conaway, Jr.",f0235587-d1e8-412d-970c-16b50b2b185f,-34003,9,partial,renominated,Herbert C. Conaway Jr. (Democratic); Michael McGuire (Republican); Steven Welzer (Green); Ryan Michael Kelly (Affordability Accountability People),Michael McGuire; Steven Welzer; Ryan Michael Kelly,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_New_Jersey
NJ,4,3404,NJ 2026 Statewide General,,Christopher H. Smith,99022a78-79ea-417c-8a7c-0bc5f773e329,-34004,15,partial,renominated,Christopher H. Smith (Republican); Rachel Peace (Democratic),Rachel Peace,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_New_Jersey
NJ,5,3405,NJ 2026 Statewide General,,Josh Gottheimer,c4251d10-6fba-4a5a-b8a9-f4b2f4634f0d,-34005,17,partial,renominated,Josh Gottheimer (Democratic); Sean Kirrane (Republican); Adam Rueda (Humane Sustainable Future),Sean Kirrane; Adam Rueda,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_New_Jersey
NJ,6,3406,NJ 2026 Statewide General,,"Frank Pallone, Jr.",332de859-029c-43ff-baa7-0113ad436d0f,-34006,23,partial,renominated,Frank Pallone Jr. (Democratic); Hillary Herzig (Republican),Hillary Herzig,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_New_Jersey
NJ,7,3407,NJ 2026 Statewide General,,"Thomas H. Kean, Jr.",1bc949f5-0696-481c-979b-64cfd494983a,-34007,10,partial,renominated,Thomas H. Kean Jr. (Republican); Rebecca Bennett (Democratic),Rebecca Bennett,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_New_Jersey
NJ,8,3408,NJ 2026 Statewide General,,Robert Menendez,fc7a00d6-c552-4627-87f7-b0fc5cfe486c,-34008,11,partial,renominated,Robert Menendez (Democratic),,decided,https://newjerseyglobe.com/congress/the-final-list-of-whos-running-for-congress-in-new-jersey-in-2026/
NJ,9,3409,NJ 2026 Statewide General,,Nellie Pou,149d987d-78f6-4547-92d4-19b103a62f5e,-34009,9,partial,renominated,Nellie Pou (Democratic); Rosie Pino (Republican),Rosie Pino,decided,https://thehill.com/homenews/campaign/new-jersey-rosie-pino-wins-republican-primary/
NJ,10,3410,NJ 2026 Statewide General,,LaMonica McIver,c8cd097f-ce28-40b1-8236-18bc111ad868,-34010,6,partial,renominated,LaMonica McIver (Democratic); Carmen Bucco (Republican),Carmen Bucco,decided,https://newjerseyglobe.com/congress/the-final-list-of-whos-running-for-congress-in-new-jersey-in-2026/
NJ,11,3411,NJ 2026 Statewide General,,Analilia Mejia,93874414-6d14-4c12-87b2-d254b3855570,-34011,7,partial,special-seated,Analilia Mejia (Democratic); Joe Hathaway (Republican),Joe Hathaway,decided,"https://ballotpedia.org/New_Jersey's_11th_Congressional_District_election,_2026"
NJ,12,3412,NJ 2026 Statewide General,,Bonnie Watson Coleman,a75a3e6e-31ff-4870-8aea-501e41326fd1,-34012,18,partial,retired,Adam Hamawy (Democratic); Gregg Mele (Republican),Adam Hamawy; Gregg Mele,decided,https://newjerseyglobe.com/congress/hamawy-wins-wide-open-nj-12-race-in-major-victory-for-the-left/
NC,1,3701,NC 2026 Statewide General,,Donald G. Davis,f38f8dde-2073-4a22-a577-2a96ea9c15c3,-37001,8,partial,renominated,Donald G. Davis (Democratic); Laurie Buckhout (Republican); Tom Bailey (Libertarian),Laurie Buckhout; Tom Bailey,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina
NC,2,3702,NC 2026 Statewide General,,Deborah K. Ross,291f71df-c5c2-4f0a-b6be-d762d7aec9dd,-37002,20,partial,renominated,Deborah K. Ross (Democratic); Gene Douglass (Republican); Matt Laszacs (Libertarian),Gene Douglass; Matt Laszacs,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina
NC,3,3703,NC 2026 Statewide General,,Gregory F. Murphy,6c2a7eee-dd04-4844-801d-5acddc4facba,-37003,10,partial,renominated,Gregory F. Murphy (Republican); Raymond Smith Jr. (Democratic); Daniel Cavender (Libertarian),Raymond Smith Jr.; Daniel Cavender,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina
NC,4,3704,NC 2026 Statewide General,,Valerie P. Foushee,248c67f9-b8bf-4627-b358-a0f49b47abe7,-37004,13,partial,renominated,Valerie P. Foushee (Democratic); Max Ganorkar (Republican); Guy Meilleur (Libertarian),Max Ganorkar; Guy Meilleur,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina
NC,5,3705,NC 2026 Statewide General,,Virginia Foxx,21b9bbfb-cb9b-44ab-90d5-8d3c847b8485,-37005,19,partial,renominated,Virginia Foxx (Republican); Chuck Hubbard (Democratic); Robert Luffman (Libertarian),Chuck Hubbard; Robert Luffman,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina
NC,6,3706,NC 2026 Statewide General,,Addison P. McDowell,74579547-1454-475e-ab35-12cf88a998b9,-37006,0,zero,renominated,Addison P. McDowell (Republican); Cyril Jefferson (Democratic),Cyril Jefferson,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina
NC,7,3707,NC 2026 Statewide General,,David Rouzer,1fd041d0-473c-45f5-bbfb-54b42aaabc8d,-37007,17,partial,renominated,David Rouzer (Republican); Kimberly Hardy (Democratic); Maad Abu-Ghazalah (Libertarian),Kimberly Hardy; Maad Abu-Ghazalah,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina
NC,8,3708,NC 2026 Statewide General,,Mark Harris,a10b5487-6874-4395-b193-aee6980d5bfe,-37008,14,partial,renominated,Mark Harris (Republican); Colby Watson (Democratic),Colby Watson,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina
NC,9,3709,NC 2026 Statewide General,,Richard Hudson,951d32a1-8ff1-4c4f-be20-01efdf8f02dc,-37009,18,partial,renominated,Richard Hudson (Republican); Richard Ojeda (Democratic),Richard Ojeda,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_North_Carolina
NC,10,3710,NC 2026 Statewide General,,Pat Harrigan,93573d4e-f9e8-41df-b1b4-cbb5b8006e3f,-37010,2,partial,renominated,Pat Harrigan (Republican); Ashley Bell (Democratic); Steven Feldman (Libertarian),Ashley Bell; Steven Feldman,decided,"https://ballotpedia.org/North_Carolina's_10th_Congressional_District_election,_2026"
NC,11,3711,NC 2026 Statewide General,,Chuck Edwards,f7763de5-8cb1-439b-9176-2c16070c01df,-37011,5,partial,renominated,Chuck Edwards (Republican); Jamie Ager (Democratic); Travis Groo (Libertarian); John Rogers (Independent),Jamie Ager; Travis Groo; John Rogers,decided,"https://ballotpedia.org/North_Carolina's_11th_Congressional_District_election,_2026"
NC,12,3712,NC 2026 Statewide General,,Alma S. Adams,2c12afd3-178d-46c3-a4ea-a09f2f796ce9,-37012,17,partial,renominated,Alma S. Adams (Democratic); Jack Codiga (Republican),Jack Codiga,decided,"https://ballotpedia.org/North_Carolina's_12th_Congressional_District_election,_2026"
NC,13,3713,NC 2026 Statewide General,,Brad Knott,c432657b-d48d-4d3c-b2f2-6b83f6de47fc,-37013,5,partial,renominated,Brad Knott (Republican); Paul Barringer (Democratic); Anthony Aguilar (Green); Steven Swinton (Libertarian),Paul Barringer; Anthony Aguilar; Steven Swinton,decided,"https://ballotpedia.org/North_Carolina's_13th_Congressional_District_election,_2026"
NC,14,3714,NC 2026 Statewide General,,Tim Moore,e27f0fc2-ef98-4592-ae87-f6320f2b847e,-37014,16,partial,renominated,Tim Moore (Republican); Lakesha Womack (Democratic),Lakesha Womack,decided,"https://ballotpedia.org/North_Carolina's_14th_Congressional_District_election,_2026"
OH,1,3901,OH 2026 Statewide General,,Greg Landsman,6cad043f-a4c0-48d5-af76-fdf70d319920,-39001,11,partial,renominated,Greg Landsman (Democratic); Eric Conroy (Republican); John Hancock (Libertarian),Eric Conroy; John Hancock,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,2,3902,OH 2026 Statewide General,,David J. Taylor,1938e59f-bd7c-45fb-8dd1-2f7591a0fc3d,-39002,6,partial,renominated,David J. Taylor (Republican); Jennifer Mazzuckelli (Democratic),Jennifer Mazzuckelli,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,3,3903,OH 2026 Statewide General,,Joyce Beatty,dd93f609-82f5-4923-8a0e-d73b58120b80,-39003,19,partial,renominated,Joyce Beatty (Democratic); Cleophus Dulaney (Republican),Cleophus Dulaney,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,4,3904,OH 2026 Statewide General,,Jim Jordan,09531f42-9724-4211-b33a-7f1af94b250e,-39004,18,partial,renominated,Jim Jordan (Republican); Joshua Kolasinski (Democratic); Tamie Wilson (Independent),Joshua Kolasinski; Tamie Wilson,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,5,3905,OH 2026 Statewide General,,Robert E. Latta,e3c5cef5-08ff-4066-9fee-344733cb4137,-39005,17,partial,renominated,Robert E. Latta (Republican); Brian Shaver (Democratic),Brian Shaver,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,6,3906,OH 2026 Statewide General,,Michael A. Rulli,3fe892d9-3086-4088-a6d8-af7b3a8b80c1,-39006,4,partial,renominated,Michael A. Rulli (Republican); Elizabeth Kirtley (Democratic),Elizabeth Kirtley,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,7,3907,OH 2026 Statewide General,,Max L. Miller,02706ab4-75fc-4bbd-ae1e-b879c0955d3f,-39007,6,partial,renominated,Max L. Miller (Republican); Brian Poindexter (Democratic),Brian Poindexter,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,8,3908,OH 2026 Statewide General,,Warren Davidson,d7f3b400-2d9f-4d23-bd02-9edea5274e92,-39008,18,partial,renominated,Warren Davidson (Republican); Vanessa Enoch (Democratic),Vanessa Enoch,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,9,3909,OH 2026 Statewide General,,Marcy Kaptur,4d530660-da80-4d96-9c59-1a33ddf08e4b,-39009,18,partial,renominated,Marcy Kaptur (Democratic); Derek Merrin (Republican); Matthew Althaus (Libertarian),Derek Merrin; Matthew Althaus,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,10,3910,OH 2026 Statewide General,,Michael R. Turner,792fbe55-46f5-49db-8400-2ce2632fd1ea,-39010,4,partial,renominated,Michael R. Turner (Republican); Kristina Knickerbocker (Democratic),Kristina Knickerbocker,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,11,3911,OH 2026 Statewide General,,Shontel M. Brown,e7f9cb36-33ae-4291-94da-57d956c822af,-39011,14,partial,renominated,Shontel M. Brown (Democratic); Mike Kirchner (Republican),Mike Kirchner,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,12,3912,OH 2026 Statewide General,,Troy Balderson,d053e66a-762e-4514-8e16-2ae672ee47e1,-39012,17,partial,renominated,Troy Balderson (Republican); Jerrad Christian (Democratic),Jerrad Christian,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,13,3913,OH 2026 Statewide General,,Emilia Strong Sykes,5dc95a47-7f94-46b3-b797-4bd2429ceb3e,-39013,11,partial,renominated,Emilia Strong Sykes (Democratic); Carey Coleman (Republican),Carey Coleman,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,14,3914,OH 2026 Statewide General,,David P. Joyce,811f725f-1eaa-4e67-9dbc-389698615e00,-39014,9,partial,renominated,David P. Joyce (Republican); Maria Jukic (Democratic),Maria Jukic,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
OH,15,3915,OH 2026 Statewide General,,Mike Carey,2dadf0d8-b767-4963-89ff-04441e995501,-39015,13,partial,renominated,Mike Carey (Republican); Don Leonard (Democratic); Brennan Barrington (Libertarian),Don Leonard; Brennan Barrington,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Ohio
PA,1,4201,PA 2026 Statewide General,,Brian K. Fitzpatrick,a5d68f92-d5e2-4fa1-a191-a64e8ebb2ada,-42001,17,partial,renominated,Brian K. Fitzpatrick (Republican); Bob Harvie (Democratic),Bob Harvie,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Pennsylvania
