state,cd,geo_id,target_election,existing_race_id,incumbent_name,incumbent_pid,incumbent_external_id,incumbent_stance_count,incumbent_top_up_tier,nominee_status,general_candidates,new_records_needed,field_status,source_url,seeding_phase,ballot_system,rcv,filing_open_deadline
NM,3,3503,NM 2026 Statewide General,,Teresa Leger Fernandez,1c83624c-d09b-40b9-aa7a-84fb7e9805a1,-35003,12,partial,renominated,Teresa Leger Fernandez (D); Martin Zamora (R),Martin Zamora (R),decided,https://candidateportal.servis.sos.state.nm.us/CandidateList.aspx?eid=2917&cty=99,165,standard,false,
NE,1,3101,NE 2026 Statewide General,,Mike Flood,527e6a87-9593-4191-bd25-ddfa3159ee52,-31001,10,partial,renominated,Mike Flood (R); Chris Backemeyer (D); Nik Sandman (L); Austin Ahlman (I),"Chris Backemeyer (D); Nik Sandman (L); Austin Ahlman (I) -- NOTE-NE-PETITION-WINDOW: NRS 32-617(1) sets the independent/petition-candidate filing deadline for PARTISAN offices (incl. U.S. House) at August 1 of the general-election year -- NOT September 1 (that date applies only to nonpartisan offices and new-political-party candidates under NRS 32-621). As of the resolution date this Aug-1-2026 window has not yet closed, so additional by-petition independents could still join the NE-1 general ballot; Ahlman is already declared/actively campaigning per Nebraska Public Media and Nebraska Examiner coverage but not yet SoS-certified.",decided,https://electionresults.nebraska.gov/resultsSW.aspx?type=CG&map=DIST,165,standard,false,2026-08-01
NE,2,3102,NE 2026 Statewide General,,Don Bacon,0cc444a0-2ae6-48c3-ac8c-a99f45f1e14c,-31002,14,partial,retired,Brinker Harding (R); Denise Powell (D); Eric Foreman (L),"Brinker Harding (R); Denise Powell (D); Eric Foreman (L) -- NOTE-NE-2-RETIREMENT: incumbent Don Bacon announced June 30, 2025 he would not seek re-election (https://thehill.com/homenews/campaign/5376897-don-bacon-retires-nebraska-congress/) and is not on the 2026 ballot in any capacity; Bacon endorsed R nominee Brinker Harding. All 3 general candidates are new records -- none is the incumbent. NOTE-NE-PETITION-WINDOW: per NRS 32-617(1) the statewide partisan-office independent-petition deadline is August 1, 2026 (still open as of resolution date); no independent has declared in NE-2 as of this writing but the ballot is not final until that date passes.",decided,https://electionresults.nebraska.gov/resultsSW.aspx?type=CG&map=DIST,165,standard,false,2026-08-01
NE,3,3103,NE 2026 Statewide General,,Adrian Smith,3498a850-4dfe-49d2-8af9-a11651adb3c2,-31003,15,partial,renominated,Adrian Smith (R); Becky Stille (D); David Else (LMN); Macey Budke (I); Mark Cohen (I),"Becky Stille (D); David Else (LMN); Macey Budke (I); Mark Cohen (I) -- NOTE-NE-PETITION-WINDOW: per NRS 32-617(1) the statewide partisan-office independent-petition deadline is August 1, 2026 (not yet closed as of resolution date); Budke and Cohen are already declared/actively campaigning per North Platte Bulletin and Hastings Tribune coverage but not yet SoS-certified.",decided,https://electionresults.nebraska.gov/resultsSW.aspx?type=CG&map=DIST,165,standard,false,2026-08-01
WV,1,5401,WV 2026 Statewide General,,Carol D. Miller,2efc9246-9448-4cb3-b45d-b6cd43a1cfdb,-54001,14,partial,renominated,Carol D. Miller (R); Vince George (D); Isaiah Rucker (Independent),Vince George; Isaiah Rucker,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_West_Virginia,165,standard,false,2026-08-03
WV,2,5402,WV 2026 Statewide General,,Riley M. Moore,ec9f02ce-968a-404c-a2af-a36e672dd561,-54002,6,partial,renominated,Riley M. Moore (R); Ace Parsi (D); Pat Carney (Independent); Chris Whitcomb (Independent),Ace Parsi; Pat Carney; Chris Whitcomb,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_West_Virginia,165,standard,false,2026-08-03
ID,1,1601,ID 2026 Statewide General,,Russ Fulcher,4112b70d-e961-4313-987e-8673e9f39f22,-16001,16,partial,renominated,Russ Fulcher (R); Kaylee Peterson (D); Brendan Gomez (Constitution); Sarah Zabel (Independent),Kaylee Peterson; Brendan Gomez; Sarah Zabel,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Idaho,165,standard,false,
ID,2,1602,ID 2026 Statewide General,,Michael K. Simpson,610a5a07-5633-428d-9c88-f0157414e902,-16002,17,partial,renominated,Michael K. Simpson (R); Elinor Gilbreath (D); Will Johanson (Libertarian); Carta Sierra (Constitution); Emre Houser (Independent); Tripp Hutchinson (Independent),Elinor Gilbreath; Will Johanson; Carta Sierra; Emre Houser; Tripp Hutchinson,decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Idaho,165,standard,false,
HI,1,1501,HI 2026 Statewide General,,Ed Case,649b2735-de39-459b-8ec5-b2b4923fb51d,-15001,8,partial,renominated,Ed Case (D); Jennifer Booker (D); Ben Fatula (D); Jarrett Keohokalole (D); Nicholas Kiswanto (D); Nathan Berning (Nonpartisan); Jordan Conley (Green); Adriel Lam (R),"Jennifer Booker (D); Ben Fatula (D); Jarrett Keohokalole (D); Nicholas Kiswanto (D); Nathan Berning (Nonpartisan); Jordan Conley (Green); Adriel Lam (R) -- NOTE-HI1-FULL-FIELD: official HI Office of Elections candidate-filing grid (olvr.hawaii.gov, status=""In Primary"" = fully filed/qualified) is authoritative for the full field; it also lists several candidates who only picked up nomination papers but never returned a completed filing (status=""Issued"", NOT on the ballot) -- excluded here: Della Au Belatti (D, later dropped bid to run for Lt. Governor per Honolulu Civil Beat 5/28/26), Zachary B. Burd (R), Ku Lono ""Bobby"" Cuadra (filed both Libertarian and Republican paperwork, neither completed), Maxwell T. Frazier (R), Joshua Pule Kimo Gisa (filed both Democratic and Republican paperwork, neither completed).",late-primary,https://olvr.hawaii.gov/Controls/CandidateFiling.aspx?elid=94,165,standard,false,
HI,2,1502,HI 2026 Statewide General,,Jill N. Tokuda,761aa2ac-d877-4654-97c7-60bf40980f63,-15002,6,partial,renominated,Jill Tokuda (D); Kirill Basin (D); Greg Guithues (D); Steven King (D); Brenton Awa (R); Edward Codelia (Nonpartisan); Randall Terry (Nonpartisan),"Kirill Basin (D); Greg Guithues (D); Steven King (D); Brenton Awa (R); Edward Codelia (Nonpartisan); Randall Terry (Nonpartisan) -- NOTE-HI2-FULL-FIELD: official HI Office of Elections candidate-filing grid (olvr.hawaii.gov, status=""In Primary"" = fully filed/qualified) is authoritative for the full field; excludes candidates who only picked up nomination papers but never returned a completed filing (status=""Issued"", NOT on the ballot): Ku Lono ""Bobby"" Cuadra (filed both Republican and Libertarian paperwork, neither completed), Ron Curtis (R), George T.T.T. Lucas-Tadeo (D), Austin Martin (Libertarian).",late-primary,https://olvr.hawaii.gov/Controls/CandidateFiling.aspx?elid=94,165,standard,false,
ME,1,2301,2026 Maine General Election,d92aa73a-17db-4ba1-bfaf-46640f66f8f5,Chellie Pingree,1638b2c9-4811-466d-bb24-44c6cece8cda,-230201,0,zero,renominated,Chellie Pingree (D); Ronald Russell (R),Ronald Russell (R),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Maine,165,rcv-general,true,
ME,2,2302,2026 Maine General Election,aa63d55d-80b8-42b9-9aa5-0713387f65fb,Jared Golden,c420f946-332c-46ed-be88-4cd11aa47543,-230202,0,zero,retired,Matthew Dunlap (D); Paul LePage (R),Matthew Dunlap (D); Paul LePage (R),decided,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Maine,165,rcv-general,true,
NH,1,3301,NH 2026 Statewide General,,Chris Pappas,36c07696-c330-45c8-aad9-eac9ee560cf1,-33001,17,partial,retired,Carleigh Beriont (D); Sarah Chadzynski (D); Bill Conlin (D); Matthew Emerson (D); Heath Howard (D); Stefany Shaheen (D); Sarah Bella Spinosa (D); Maura Sullivan (D); Christian Urrutia (D); Lindsey Anderson (R); Melissa Bailey (R); Brian Cole (R); Anthony DiLorenzo (R); Hollie Noveletsky (R),"Carleigh Beriont (D); Sarah Chadzynski (D); Bill Conlin (D); Matthew Emerson (D); Heath Howard (D); Stefany Shaheen (D); Sarah Bella Spinosa (D); Maura Sullivan (D); Christian Urrutia (D); Lindsey Anderson (R); Melissa Bailey (R); Brian Cole (R); Anthony DiLorenzo (R); Hollie Noveletsky (R) -- NOTE-NH-1-PAPPAS-SENATE: incumbent Chris Pappas filed for U.S. Senate (open Shaheen seat), not for re-election to NH-1 -- confirmed via NH SoS Cumulative Filing as of 06/29/2026 (Pappas listed under 'United States Senator', Democratic; absent from the 'Representative in Congress, District 1' filer list). NH-1 is an open seat; none of these 14 filed candidates is the incumbent. NOTE-NH-1-INDEPENDENT-WINDOW: no independent/DOI candidates have declared for NH-1 as of the 2026-07-02 Declarations of Intent list, but NH's independent nomination-paper window (1,500 signatures/district) remains open through September 2, 2026, so an independent could still join this district's general-ballot field before then.",late-primary,https://www.sos.nh.gov/sites/g/files/ehbemt561/files/docs/cumulative-filings-6.29.26.pdf,165,standard,false,2026-09-02
NH,2,3302,NH 2026 Statewide General,,Maggie Goodlander,49bd310d-45b4-4207-b934-e063b3435cc1,-33002,6,partial,renominated,Maggie Goodlander (D); Paige Beauchemin (D); Michael Callis (R); Dan Nicholson (R); Victor Orlando (R); Lily Tang Williams (R),"Paige Beauchemin (D); Michael Callis (R); Dan Nicholson (R); Victor Orlando (R); Lily Tang Williams (R) -- NOTE-NH-2-PENDING-INDEPENDENTS: NH SoS Declarations of Intent list (as of 06/29/2026) shows 3 additional District 2 candidates who filed a declaration of intent to run as independents/minor-party but have NOT yet qualified for the general ballot: Scott Matthew Black (Whitefield), Robbie Mahrou (Walpole), Sterling Thomas Sykes (Jefferson). Per NH's official 2026 political calendar, their nomination-paper signature deadline is August 5, 2026 (local supervisors of the checklist) with a final September 2, 2026 deadline to file with the Secretary of State (RSA 655:40-a, 41, 43); as of the qualified-declarations list dated 2026-07-02 none of the three has yet qualified, so they are excluded from general_candidates pending certification -- re-check after 2026-09-02.",late-primary,https://www.sos.nh.gov/sites/g/files/ehbemt561/files/docs/cumulative-filings-6.29.26.pdf,165,standard,false,2026-09-02
RI,1,4401,RI 2026 Statewide General,,Gabe Amo,241207b1-a9eb-459b-a381-38af1e023356,-44001,4,partial,renominated,Gabe Amo (D); Kellie Keenan (R); Pedro DeSouza (Independent),Kellie Keenan (R); Pedro DeSouza (Independent),late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Rhode_Island,165,standard,false,2026-07-10
RI,2,4402,RI 2026 Statewide General,,Seth Magaziner,42b655c0-7eef-4dc1-8d5d-b4a77977a7f4,-44002,11,partial,renominated,Seth Magaziner (D); Victor Mellor (R); Stephen Skoly (R),Victor Mellor (R); Stephen Skoly (R),late-primary,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections_in_Rhode_Island,165,standard,false,2026-07-10
MT,1,3001,MT 2026 Statewide General,,Ryan K. Zinke,eb9fac1d-e596-4a78-8c14-314af94e307f,-30001,13,partial,retired,Aaron Flint (R); Sam Forstag (D); Nick Sheedy (L),"Aaron Flint (R); Sam Forstag (D); Nick Sheedy (L) -- NOTE-MT-1-RETIREMENT: incumbent Ryan Zinke announced March 2, 2026 he would not seek re-election (https://www.kulr8.com/elections/montana-congressman-ryan-zinke-to-retire-will-not-seek-reelection/article_ef317ebf-4a81-588a-975c-18e7515b9cbc.html) and endorsed R nominee Aaron Flint; Zinke is NOT on the 2026 ballot in any capacity. All 3 general candidates are new records -- none is the incumbent. Flint won the R primary (50.1%) and Forstag won the D primary (37.3%) on June 2, 2026. NOTE-MT-PETITION-STATUS: independent Kimberly Persico attempted ballot access via petition (6,742 signatures required) but unofficial county tallies as of the May 26, 2026 filing deadline showed only 562 accepted / 156 rejected -- far short of threshold (https://sosmt.gov/candidate-petition-signatures-submitted-to-montana-counties-election-officials-to-verify-and-certify); MT SOS final independent-candidacy certification (overall ballot certification deadline August 20, 2026) was still pending as of this resolution date (2026-07-03), so Persico is EXCLUDED from the confirmed field pending official action. Libertarian Nick Sheedy filed directly with FILED (not PENDING PETITION) status per candidatefiling.mt.gov -- MT Libertarian Party is a recognized minor party requiring no petition -- and is confirmed for the general ballot.",decided,https://candidatefiling.mt.gov/candidatefiling/CandidateList.aspx?e=450002928,165,standard,false,2026-08-20
MT,2,3002,MT 2026 Statewide General,,Troy Downing,b35a0fe2-0731-47d7-bf4c-40086376ec19,-30002,4,partial,renominated,Troy Downing (R); Brian Miller (D); Patrick McCracken (L),"Brian Miller (D); Patrick McCracken (L) -- NOTE-MT-2-VERIFICATION: contrary to initial concern that Downing might be running for U.S. Senate, official MT candidate filing (candidatefiling.mt.gov) confirms Downing filed FILED status for '2ND CONGRESSIONAL UNITED STATES REPRESENTATIVE' on 2/19/2026 and won the R primary unopposed with 100% of the vote on June 2, 2026 (the MT Senate race, which Steve Daines WITHDREW from, is a separate contest); Downing is renominated for re-election to MT-02. Miller won the D primary (55.7%) over Sam Lux and Jonathan Windy Boy. NOTE-MT-2-INDEPENDENT: independent Michael Eisenhauer attempted ballot access via petition (7,274 signatures required) but unofficial county tallies as of the May 26, 2026 filing deadline showed 7,010 accepted / 4,210 rejected -- short of threshold by the unofficial count (https://sosmt.gov/candidate-petition-signatures-submitted-to-montana-counties-election-officials-to-verify-and-certify); MT SOS final independent-candidacy certification (overall ballot certification deadline August 20, 2026) was still pending as of this resolution date (2026-07-03), so Eisenhauer is EXCLUDED from the confirmed field pending official action. Libertarian Patrick McCracken filed directly with FILED (not PENDING PETITION) status per candidatefiling.mt.gov and is confirmed for the general ballot.",decided,https://candidatefiling.mt.gov/candidatefiling/CandidateList.aspx?e=450002928,165,standard,false,2026-08-20
AK,0,0200,AK 2026 Statewide General,,Nicholas J. Begich III,07c7a121-520f-4651-a1a0-5f38d20f8e0b,-2000,9,partial,renominated,"Nick Begich (R); David R. Ambrose II (Nonpartisan); Lady Donna Dutchess (Nonpartisan); John E. Foddrill Sr. (L); Eddie Goldfarb (R); Eric Hafner (D); Bill Hill (Nonpartisan); James C. ""Jim"" McDermott (L); Yaquelin Reynoso (D); David Richey (Nonpartisan); Melanie A. Salazar (Nonpartisan); Matt Schultz (D); Clay Strickland (R); John B. Williams (D); Matthew ""Bronco"" Williams (Undeclared)","David R. Ambrose II (Nonpartisan); Lady Donna Dutchess (Nonpartisan); John E. Foddrill Sr. (L); Eddie Goldfarb (R); Eric Hafner (D); Bill Hill (Nonpartisan); James C. ""Jim"" McDermott (L); Yaquelin Reynoso (D); David Richey (Nonpartisan); Melanie A. Salazar (Nonpartisan); Matt Schultz (D); Clay Strickland (R); John B. Williams (D); Matthew ""Bronco"" Williams (Undeclared)",late-primary,https://www.elections.alaska.gov/candidates/?election=26prim,165,top-four-rcv,true,
DE,0,1000,DE 2026 Statewide General,,Sarah McBride,f2801339-a7dc-432f-9333-c39d995fa3e5,-10000,13,partial,renominated,Sarah McBride (D); Earl Cooper (R),Earl Cooper (R),late-primary,https://elections.delaware.gov/candidates/candidatelist/genl_fcddt_2026.html,165,standard,false,2026-07-14
ND,0,3800,ND 2026 Statewide General,,Julie Fedorchak,01e077b4-201c-41a8-b765-d86c675cf841,-38000,8,partial,renominated,Julie Fedorchak (R); Trygve Hammer (D-NPL),"Trygve Hammer (D-NPL) -- NOTE-ND-RENOMINATION: incumbent Julie Fedorchak won the June 9, 2026 R primary with 72.9% of the vote over Alex Balazs (27.1%), confirmed via ND SOS candidate list (https://vip.sos.nd.gov/candidatelist.aspx?eid=346) and Wikipedia's raw sourced summary (https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_in_North_Dakota). Trygve Hammer won the Democratic-NPL primary unopposed (100%), a rematch of the 2024 race. NOTE-ND-PETITION-WINDOW: per the official ND SOS 2026 candidate calendar, the independent candidate petition window opened April 3, 2026 and remains open until 4:00 p.m. Monday, August 31, 2026 (not yet closed as of this resolution date, 2026-07-03). Declared independents Helene Neville and Charles Tuttle have filed FEC Form 2 paperwork (per Wikipedia/FEC sourcing) but had NOT yet appeared on the ND SOS certified candidate list (vip.sos.nd.gov eid=346) as of this resolution date, so they are EXCLUDED from the confirmed field pending petition qualification; additional independents could still join the ballot before the August 31 deadline.",decided,https://www.sos.nd.gov/elections/candidate/candidate-calendar,165,standard,false,2026-08-31
SD,0,4600,SD 2026 Statewide General,,Dusty Johnson,4ec42691-0ce1-4f29-a6ba-0835fe35a963,-46000,15,partial,retired,Marty Jackley (R); Nikki Gronli (D),"Marty Jackley (R); Nikki Gronli (D) -- NOTE-SD-OPEN-SEAT: incumbent Dusty Johnson did NOT seek House re-election; he filed for Governor of South Dakota instead (confirmed via official SD SOS candidate lists, vip.sdsos.gov eid=773 and eid=774, both listing 'Governor Dusty Johnson REP' filed 03/16/2026 and showing NO Dusty Johnson entry under 'United States Representative'; also corroborated by Politico, https://www.politico.com/live-updates/2025/06/27/congress/dusty-johnson-run-south-dakota-governor-race-00430268). Johnson is not on the 2026 U.S. House ballot in any capacity. All 2 general candidates are new records -- none is the incumbent. Jackley won the R primary (79.2%) over James Bialota Jr. on June 2, 2026; Gronli ran unopposed for the D nomination. NOTE-SD-INDEPENDENT: declared independent Jack Pittman (FEC Form 2 filed per Wikipedia sourcing) does NOT appear on the SD SOS official 2026 General Election certified candidate list (https://vip.sdsos.gov/candidatelist.aspx?eid=774 -- the authoritative list of candidates, including independents, who filed qualifying nominating petitions), which lists only Jackley (R) and Gronli (D) under United States Representative. SD's independent nominating-petition deadline (April 28, 2026, per https://sdsos.gov/elections-voting/upcoming-elections/general-information/2026/2026-Independent-Candidate-Information.aspx) has already passed, so Pittman did not qualify and the U.S. House general field is final with only the two major-party nominees.",decided,https://vip.sdsos.gov/candidatelist.aspx?eid=774,165,standard,false,
VT,0,5000,VT 2026 Statewide General,,Becca Balint,202729e0-489b-40d4-8ce8-ef58f4f22b22,-50000,11,partial,renominated,Becca Balint (D); Mark Coester (R); Gerald Malloy (R); Adam Ortiz (Independent),Mark Coester (R); Gerald Malloy (R); Adam Ortiz (Independent),late-primary,https://sos.vermont.gov/elections/election-info-resources/candidates,165,standard,false,
WY,0,5600,WY 2026 Statewide General,,Harriet M. Hageman,1e08c7c7-68c1-4498-90b2-20850bac1c80,-56000,14,partial,retired,Chuck Gray (R); Jillian Balow (R); Bo Biteman (R); Frank Chapman (R); Kevin Christensen (R); Richard Dodson (R); Steve Friess (R); David Giralt (R); Reid Rasner (R); Keith B. Goodenough (R); Lisa Kinney (D); Elena Del Real (D); Shawn Johnson (Libertarian); Daniel Workman (Independent),Chuck Gray (R); Jillian Balow (R); Bo Biteman (R); Frank Chapman (R); Kevin Christensen (R); Richard Dodson (R); Steve Friess (R); David Giralt (R); Reid Rasner (R); Keith B. Goodenough (R); Lisa Kinney (D); Elena Del Real (D); Shawn Johnson (Libertarian); Daniel Workman (Independent),late-primary,https://sos.wyo.gov/Elections/Docs/2026/2026_WY_Primary_Election_Candidates.pdf,165,standard,false,
